Gene = TRAPPC13
Position 37955: 0.0030448186730961165
Position 4283: 0.002625718500511437
Position 12464: 0.002017761953091061
Position 11913: 0.0011055586218058587
Position 364: 0.00033765263988699314
Position 2538: 0.00029641408774737203
Position 567: 0.0001629062280822112
Position 4263: 0.00014459317888207895
Position 433: 0.00014247762223327192
Position 144: 0.00011208097788370585
Position 1965: 9.546739425346004e-05
Position 1046: 8.15245048188409e-05
Position 33: 6.017524086811656e-05
Position 1380: 4.084953276809114e-05
Position 240: 2.7742502575957972e-05
Position 4: 2.7194433021814722e-05
Position 862: 2.6152688769954126e-05
Position 2463: 2.294635336264282e-05
Position 457: 1.9179341334918948e-05
Position 1489: 1.8903185813134836e-05
Position 2532: 1.661825137254401e-05
Position 2732: 9.742810249484181e-06
Position 1413: 9.608256562912222e-06
Position 479: 8.407642698865776e-06
Position 639: 6.870351194381522e-06
Position 506: 6.076469745285317e-06
Position 11344: 3.4105456789103225e-06
Position 106: 1.5704292651748365e-06
Position 8: 5.575557775533068e-07
Position 15: 2.768525299182468e-07
Position 171: 2.651955504913155e-07
Position 21: 2.2977234803519572e-07
Position 338: 1.2965912831489512e-08
Position 352: 1.2801366712148321e-08
Position 466: 1.1660056303545671e-08
Position 1182: 9.671570348119931e-09
Position 190: 4.6208986081986193e-10
Position 634: 3.5274016764787656e-10
Position 582: 2.0688284544090313e-10
Position 613: 1.3425166461374075e-10
Position 402: 7.670534060400944e-12
Position 298: 5.59495816396827e-12
Position 409: 4.0864345885955436e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10909: 0.9775954413790051
Position 12661: 0.9166128544637697
Position 39469: 0.9108105238742032
Position 37015: 0.9104371589863631
Position 33333: 0.9007759609473381
Position 27466: 0.8645779278388409
Position 25775: 0.8228787549762957
Position 22020: 0.7783109488151769
Position 7330: 0.5811240024796307
Position 21396: 0.5491299908623736
Position 10266: 0.49869500514906084
Position 39199: 0.47275345710061767
Position 25929: 0.3687732544866786
Position 39202: 0.28631083114764505
Position 7305: 0.23153142924343367
Position 35664: 0.2114387072073383
Position 22060: 0.19369435287056327
Position 9548: 0.16000873872013163
Position 22323: 0.1493058113386279
Position 2873: 0.10474380190892935
Position 5410: 0.09297283158440917
Position 14716: 0.09016195597852429
Position 38836: 0.08767242871807797
Position 37817: 0.0817529906325575
Position 37225: 0.06984686608079826
Position 6938: 0.06641375783966752
Position 37783: 0.06231069795222143
Position 25533: 0.06206336101626255
Position 37206: 0.05030070217191337
Position 7895: 0.04512834663693261
Position 30103: 0.04074256658394116
Position 309: 0.0388618990062975
Position 35041: 0.03229008408896223
Position 29405: 0.030132397320646785
Position 33260: 0.02951260468158086
Position 35622: 0.029076436480265616
Position 5383: 0.02268437493762087
Position 7282: 0.021524151242928745
Position 29316: 0.02122684191726308
Position 5299: 0.020948507769257635
Position 7510: 0.01731128282132503
Position 8972: 0.014699687110064509
Position 29812: 0.013287584679967213
Position 239: 0.013174446293049738
Position 259: 0.013027365800906014
Position 22236: 0.012337396388759409
Position 39270: 0.0100520762933131
Position 39471: 0.009219728285342415
Position 171: 0.008110640188146612
Position 526: 0.007778540929097517
Position 7379: 0.0075501676054054055
Position 10052: 0.006791994025295296
Position 1026: 0.006245445819632556
Position 10481: 0.0061684871364547965
Position 22357: 0.0060636627172492
Position 21954: 0.004623210757924517
Position 4494: 0.0044282579052816315
Position 4433: 0.004305821373294278
Position 11552: 0.004251274449971145
Position 5465: 0.00419855187483532
Position 25848: 0.00397043165723252
Position 11781: 0.0038683069706736805
Position 205: 0.0038321582334847684
Position 5419: 0.0036758970046614856
Position 9416: 0.003526274624475605
Position 10912: 0.003392330006318507
Position 35012: 0.0033393673597419712
Position 6077: 0.0030965203787857274
Position 548: 0.002920402813667116
Position 4123: 0.002770311679393515
Position 3048: 0.002746082488031186
Position 1073: 0.0022183073351807366
Position 12349: 0.0020753405668064084
Position 10838: 0.0018482925075703704
Position 620: 0.001561957804859792
Position 11735: 0.0014288132583628623
Position 5050: 0.0014062807422263893
Position 11718: 0.001340880287993697
Position 936: 0.0013264517178360248
Position 3015: 0.001279283926530728
Position 374: 0.00108503737605424
Position 7537: 0.0010018598547176343
Position 6129: 0.0009957538433195486
Position 10719: 0.0009856148724164326
Position 7492: 0.0009722936474125455
Position 4385: 0.0007721354800009693
Position 1116: 0.0007457285758489381
Position 147: 0.0007360874908792347
Position 745: 0.0006719687595708791
Position 11615: 0.0006678184283200532
Position 466: 0.0006359760145418639
Position 34133: 0.0006079384773602168
Position 1050: 0.0005990344200232638
Position 1034: 0.0004948521902441501
Position 2751: 0.0004718204372571446
Position 7900: 0.00039851647253570617
Position 37296: 0.0003934746365452383
Position 33560: 0.00038781236763051893
Position 691: 0.00035181627264918515
Position 2879: 0.000326499600133971
Position 36661: 0.000274276357143876
Position 2335: 0.00027360671623599355
Position 8941: 0.00020305607788718264
Position 35242: 0.00015369233076857638
Position 479: 0.0001460859304314749
Position 329: 0.0001428780647997547
Position 10654: 0.0001424768827636855
Position 1114: 0.00012946629090667
Position 357: 0.00011359970434033117
Position 988: 0.00011352790175490874
Position 34159: 8.320788751645388e-05
Position 34139: 7.007267945295792e-05
Position 35193: 6.929352381103619e-05
Position 33963: 6.856401518746378e-05
Position 1796: 6.321202070418884e-05
Position 34135: 6.31255474905594e-05
Position 1278: 4.392218017722498e-05
Position 32482: 3.375451543628665e-05
Position 27674: 2.90083443854407e-05
Position 1858: 2.6712945815788232e-05
Position 1299: 2.1978506109379387e-05
Position 31577: 2.1509409095230046e-05
Position 2387: 2.045800918924451e-05
Position 28184: 1.9489958826034238e-05
Position 30601: 1.4977707993089403e-05
Position 2779: 1.4958403710555725e-05
Position 2226: 1.150745412830445e-05
Position 323: 1.1117366970383279e-05
Position 2365: 1.031388644467008e-05
Position 28249: 1.0162414814841815e-05
Position 2640: 9.74281024948419e-06
Position 482: 9.33373301288853e-06
Position 2196: 9.112711515995023e-06
Position 27693: 6.949368981102931e-06
Position 906: 6.04496477191109e-06
Position 2382: 5.4668545371720085e-06
Position 1111: 5.369665239821326e-06
Position 30874: 4.454294418868882e-06
Position 27942: 4.043388560594502e-06
Position 2450: 3.39109804727898e-06
Position 269: 3.3070441726661897e-06
Position 1764: 2.664716147646526e-06
Position 22650: 2.6294941486325552e-06
Position 1259: 2.1524386298412907e-06
Position 27743: 2.1336748746140503e-06
Position 2473: 2.121962383900546e-06
Position 11130: 1.8556902568973578e-06
Position 943: 1.6778950876222593e-06
Position 316: 1.6342943345440727e-06
Position 11154: 1.5569226970842787e-06
Position 1678: 1.445236092630875e-06
Position 1823: 1.4324754932055382e-06
Position 1280: 1.3078502276926535e-06
Position 433: 1.1834322864472419e-06
Position 22714: 1.1735785452998442e-06
Position 24843: 1.1714839829366624e-06
Position 22498: 8.12736731454672e-07
Position 23118: 7.527615474426106e-07
Position 22522: 5.337320742212307e-07
Position 18208: 2.4569352855884996e-07
Position 23011: 2.265192796396249e-07
Position 15222: 1.004081266222656e-08
Position 12836: 8.89664589608387e-09
Position 13502: 3.911738308328969e-09
Position 15076: 2.2343597762877296e-09
Position 14156: 1.8142039917697728e-09
Position 14808: 1.995063298936996e-10
