Gene = PERM1
Position 299: 2.370544555748062e-07
Position 86: 1.6412569173249672e-07
Position 163: 1.056766428855691e-07
Position 502: 1.0420037341719351e-07
Position 1440: 9.741420754620252e-08
Position 259: 7.47825582118787e-08
Position 466: 5.635534162288312e-08
Position 192: 4.779568937583319e-08
Position 591: 4.5888262551604185e-08
Position 522: 3.460754184493972e-08
Position 245: 3.297948063828589e-08
Position 535: 2.9934044982721494e-08
Position 248: 1.9901204970274844e-08
Position 418: 1.9400367287717038e-08
Position 198: 1.3993523466745104e-08
Position 310: 1.2592964876797676e-08
Position 548: 1.0441951285780164e-08
Position 653: 9.841664532741927e-09
Position 230: 5.493261219856741e-09
Position 551: 3.903050566475441e-09
Position 121: 1.951935978037207e-09
Position 266: 1.871928406694893e-09
Position 135: 1.332416602309592e-09
Position 666: 1.2578899646914302e-09
Position 145: 8.557270175263401e-10
Position 154: 8.500738244035582e-10
Position 110: 7.939594554251254e-10
Position 224: 2.2325153670062533e-11
Position 142: 3.933614850613025e-12
Position 227: 3.098204533852972e-12
Position 151: 6.758427739764332e-13
Position 208: 6.233024883318491e-13
Position 256: 5.236544584365609e-13
