Gene = Sprr2f
Position 48: 5.868412549337946e-06
Position 854: 5.75556452791935e-06
Position 1025: 5.522809287376538e-06
Position 217: 5.446711352192223e-06
Position 64: 5.055223528158627e-06
Position 889: 3.911687993033357e-06
Position 138: 2.84165276271859e-06
Position 66: 2.769219726793221e-06
Position 635: 1.3487386808923317e-06
Position 648: 6.235985138538913e-07
Position 1154: 3.704086287493685e-07
Position 680: 3.387456479426762e-07
Position 1167: 2.643281077694225e-07
Position 650: 2.558955469197074e-07
Position 1159: 3.713468483640277e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 688: 0.8972830751833568
Position 213: 0.29111904019496543
Position 873: 0.16637041325041174
Position 876: 0.12490922286892144
Position 343: 0.0978742885331732
Position 410: 0.07032772517338881
Position 276: 0.019495880921132632
Position 915: 0.01339130600630557
Position 1001: 0.010300285396661002
Position 1025: 0.00876617687636056
Position 293: 0.008456225176085574
Position 507: 0.005945753295064895
Position 912: 0.005913979673373772
Position 355: 0.0018440173898716444
Position 381: 0.001506426494785688
Position 147: 0.0012085936733632456
Position 1244: 0.0010847169911881304
Position 828: 0.00104823699571141
Position 418: 0.000978460580207196
Position 442: 0.0008988022814261019
Position 1208: 0.0008257703165201035
Position 290: 0.0005899846670440989
Position 1080: 0.0004947949585489291
Position 150: 0.00033352561162666814
Position 84: 0.00025016409550882035
Position 534: 0.00025011372861175274
Position 1172: 0.00024963715216421193
Position 558: 0.00024475550240258425
Position 721: 0.00022677323594695383
Position 726: 0.00020751419770338093
Position 918: 0.00020455527839907661
Position 774: 0.00019556775151479005
Position 176: 0.00015516558548196046
Position 1041: 0.00010555143706223652
Position 115: 6.741504314829096e-05
Position 604: 6.519153104406507e-05
Position 1137: 5.830095528793352e-05
Position 512: 5.551615485297265e-05
Position 539: 5.398610571373381e-05
Position 729: 3.87887224285597e-05
Position 703: 3.855690007673397e-05
Position 225: 3.5996809870360755e-05
Position 1044: 3.34597837184976e-05
Position 563: 3.3369737699583466e-05
Position 520: 3.1912054259321234e-05
Position 696: 3.148056313639409e-05
Position 747: 2.8892178553208813e-05
Position 547: 2.7722878456762342e-05
Position 1205: 2.3114957861577994e-05
Position 1146: 2.100323234524183e-05
Position 936: 1.3594072527253287e-05
Position 1114: 1.3183586185627106e-05
Position 810: 1.1695863652072432e-05
Position 930: 1.1326377178110616e-05
Position 963: 9.948790965609065e-06
Position 297: 9.175896120001977e-06
Position 366: 7.36965967834731e-06
Position 932: 7.184251953545681e-06
Position 849: 6.267933663473329e-06
Position 958: 4.87874867579157e-06
Position 300: 4.128302256999516e-06
Position 1097: 3.857380179699186e-06
Position 523: 3.7127467416016493e-06
Position 154: 3.41014290006754e-06
Position 587: 3.2178366286043654e-06
Position 610: 3.1889806718316247e-06
Position 837: 2.7313693105032037e-06
Position 781: 2.6055309769651424e-06
Position 951: 2.202375457687662e-06
Position 227: 1.8604891781178783e-06
Position 618: 1.5311866585455618e-06
Position 608: 1.4105998907788755e-06
Position 190: 1.346172289411482e-06
Position 735: 1.2839174839714433e-06
Position 426: 1.0452952663661685e-06
Position 1213: 1.035951706004261e-06
Position 970: 1.0350865483055698e-06
Position 570: 5.67502322730868e-07
Position 948: 4.485397120439954e-07
Position 972: 3.2984708119117137e-07
Position 941: 3.2173722257701833e-07
Position 977: 2.55787520969028e-07
Position 93: 1.9035893439389562e-07
Position 783: 1.4478934815284723e-07
Position 574: 1.2823819557922371e-07
Position 1148: 9.093614004327776e-08
Position 110: 2.2397621726053883e-08
Position 97: 2.702738165946562e-09
Position 101: 1.2068323082067515e-10
