Gene = H2afz
Position 806: 1.2184326120712338e-06
Position 1769: 1.1022733391273762e-06
Position 630: 1.0374126861144321e-06
Position 2153: 1.036695984793236e-06
Position 2161: 1.0353140120531114e-06
Position 2016: 7.74677437444975e-07
Position 2031: 7.049367254114439e-07
Position 2208: 6.193724817153517e-07
Position 565: 4.3141180571497273e-07
Position 2155: 3.9863789935685903e-07
Position 1582: 3.538294723657518e-07
Position 787: 2.7998663521609396e-07
Position 1841: 2.277463112139134e-07
Position 609: 2.118073579204814e-07
Position 1088: 1.5919492399858242e-07
Position 2291: 1.3822217183280577e-07
Position 2244: 1.382180820099047e-07
Position 2280: 1.1301803548906616e-07
Position 1046: 1.0222421785200561e-07
Position 2303: 1.0191727034221224e-07
Position 2261: 8.530016256673448e-08
Position 1011: 8.246131133606853e-08
Position 1017: 5.6554745489999945e-08
Position 2215: 5.020191914532225e-08
Position 1015: 4.306405342564191e-08
Position 1039: 4.231220490036509e-08
Position 1032: 4.064423387880607e-08
Position 2255: 3.699872264697131e-08
Position 1899: 3.271200382878886e-08
Position 2229: 2.508374326915991e-08
Position 1532: 1.762393765702899e-08
Position 1547: 1.5639358380380563e-08
Position 1901: 1.0700249455723396e-08
Position 2275: 1.0690260718653032e-08
Position 1884: 6.82258244139727e-09
Position 1858: 1.836607635365153e-09
Position 1886: 6.848393626376058e-10
Position 1846: 3.1982804757568564e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9860176599428572
Position 1070: 0.791054720737708
Position 1523: 0.732842784462252
Position 1592: 0.24143081373548225
Position 1032: 0.09093487117692106
Position 556: 0.077345823354647
Position 645: 0.05854600753627207
Position 1411: 0.03639730315898753
Position 817: 0.006793716333502619
Position 1867: 0.006222510301462988
Position 1115: 0.004320714845447206
Position 1079: 0.0036935912229755503
Position 855: 0.003086777795674826
Position 1562: 0.002989182574803678
Position 1238: 0.0016728706303606596
Position 1870: 0.001282788224338633
Position 2285: 0.0011573651242710585
Position 1720: 0.0008946851870020155
Position 708: 0.0008913570511263044
Position 1539: 0.0008393947627312116
Position 1497: 0.0007343916193974653
Position 1987: 0.0007226103030098824
Position 2008: 0.000703658964918944
Position 2252: 0.0005369683016443526
Position 657: 0.0005298938727661453
Position 1769: 0.0003763828782794688
Position 1258: 0.0003508917602927186
Position 373: 0.0003169285226308304
Position 436: 0.00027193528625562533
Position 2418: 0.00026263837032506823
Position 1568: 0.00020436043156401724
Position 1120: 0.0002022077033112771
Position 1268: 0.0001499305383118561
Position 1554: 0.0001467734131787251
Position 1415: 0.00013166122543648785
Position 1246: 0.00012934963739616483
Position 2153: 0.00011928551588174584
Position 576: 0.00011539645593562807
Position 2373: 0.00010869124891330145
Position 456: 9.382005358370822e-05
Position 1800: 9.227798821729918e-05
Position 2311: 8.330381874583541e-05
Position 1144: 8.194875646287506e-05
Position 678: 8.167010071004527e-05
Position 1274: 7.256421873728479e-05
Position 2031: 5.458690361550603e-05
Position 2089: 4.9661890293608134e-05
Position 666: 4.885465081318232e-05
Position 2085: 4.578091640767831e-05
Position 1635: 3.964399478629268e-05
Position 1723: 3.956311127002597e-05
Position 723: 3.949324169397978e-05
Position 2172: 3.7723756681587354e-05
Position 2136: 3.4660080660352275e-05
Position 1264: 3.370348123100656e-05
Position 289: 3.243343454261182e-05
Position 712: 3.1465443640847594e-05
Position 2429: 3.141920252618082e-05
Position 2255: 3.079202113738425e-05
Position 1874: 2.7595217453879413e-05
Position 535: 2.592096419606686e-05
Position 1474: 2.588100363176154e-05
Position 684: 2.3657999103003164e-05
Position 851: 2.3646782867195722e-05
Position 823: 2.1947948512123636e-05
Position 287: 2.086651131673607e-05
Position 1418: 1.9647382721796797e-05
Position 491: 1.9347793970271622e-05
Position 1452: 1.909488944372543e-05
Position 342: 1.787750854233754e-05
Position 1936: 1.7765383555589565e-05
Position 2175: 1.7646693554438364e-05
Position 690: 1.7444121797580262e-05
Position 2105: 1.6331485686715364e-05
Position 1431: 1.5816468591714993e-05
Position 380: 1.5230164920695127e-05
Position 1961: 1.4574041911861353e-05
Position 2338: 1.4366830224697012e-05
Position 347: 1.4330978964730903e-05
Position 1291: 1.43106096727489e-05
Position 417: 1.4131151662932002e-05
Position 1248: 1.3352108619028248e-05
Position 1614: 1.2393214806051464e-05
Position 1940: 1.2375103172698779e-05
Position 1478: 1.1689687470221442e-05
Position 2016: 1.1667653263029322e-05
Position 195: 1.1302438123374595e-05
Position 2193: 1.1033164469140048e-05
Position 306: 1.0422243570518975e-05
Position 1608: 1.0189488629743082e-05
Position 1213: 1.0060992231843108e-05
Position 876: 9.60498890658466e-06
Position 1460: 8.638276469739273e-06
Position 1835: 8.56729285576087e-06
Position 367: 8.13061603841598e-06
Position 1725: 6.1106042933205924e-06
Position 1532: 6.014701013194263e-06
Position 1218: 5.835944465522753e-06
Position 189: 5.403427437157726e-06
Position 2261: 5.194315844960856e-06
Position 1732: 5.110566028605917e-06
Position 1780: 4.848858839074244e-06
Position 2190: 4.338142700846171e-06
Position 474: 4.215793377066519e-06
Position 127: 3.959119723513165e-06
Position 2384: 3.5617535258657094e-06
Position 105: 2.9204289102747102e-06
Position 2095: 2.642684686763401e-06
Position 1280: 2.6059678277556245e-06
Position 1178: 2.4492327990972574e-06
Position 359: 2.2457976487899676e-06
Position 1689: 1.737686790324586e-06
Position 1227: 1.681577804959588e-06
Position 1948: 1.4889551650692093e-06
Position 130: 1.479313483710726e-06
Position 1737: 1.475164360363719e-06
Position 1312: 1.3899395175576398e-06
Position 248: 1.1423994730525187e-06
Position 2208: 1.1358381991147441e-06
Position 2391: 1.0551740207013878e-06
Position 337: 9.724223745927347e-07
Position 312: 9.354394654425241e-07
Position 2321: 8.936005727495253e-07
Position 1296: 8.109070004323912e-07
Position 1210: 7.856499608619801e-07
Position 1951: 7.324023839705894e-07
Position 1276: 7.264396457582521e-07
Position 1314: 6.883220145282305e-07
Position 743: 6.486225087925454e-07
Position 96: 5.626808368946418e-07
Position 1692: 4.906894687398185e-07
Position 1151: 3.8732577825897683e-07
Position 1299: 3.815106449514279e-07
Position 1131: 3.668300737776937e-07
Position 152: 2.765466926826851e-07
Position 1146: 2.5804420784172386e-07
Position 1199: 1.6227523898734123e-07
Position 89: 1.4043158290487915e-07
Position 471: 1.2510700310608566e-07
Position 2268: 7.363392390573156e-08
Position 731: 3.9939134381855364e-08
Position 220: 3.737044852928063e-08
Position 256: 3.657559641308057e-08
Position 206: 3.0488645241441036e-08
Position 1206: 2.6240423830746325e-08
Position 1157: 2.043705156945557e-08
Position 222: 3.558349175337022e-09
Position 1208: 1.5201863875438447e-09
