Gene = Hcst
Position 1970: 4.1840836408389396e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1211: 0.5679433954100728
Position 449: 0.14029463455803648
Position 1634: 0.10910552239270155
Position 2007: 0.107231641121978
Position 1377: 0.08578435542000043
Position 1535: 0.052783232153812996
Position 517: 0.04299955642244181
Position 1413: 0.04297583771542778
Position 1101: 0.04110723958559023
Position 1338: 0.015423882978377606
Position 1679: 0.014507370428081996
Position 2010: 0.01268426777138151
Position 1721: 0.008452108209741403
Position 1305: 0.007678382823332906
Position 772: 0.00726647103318433
Position 1104: 0.004534445170622089
Position 1422: 0.004145911422127325
Position 846: 0.004077956148804401
Position 1350: 0.0036038821718314684
Position 920: 0.003370606072596959
Position 487: 0.0033491597597861467
Position 415: 0.0031243204751138743
Position 1145: 0.0029795405482782983
Position 1431: 0.002550427507303252
Position 2041: 0.0020304949386441866
Position 2118: 0.001961951497966575
Position 2123: 0.0019105910452305236
Position 1841: 0.0017072996811797886
Position 343: 0.0013194782137380605
Position 1755: 0.001215321960697936
Position 1383: 0.0009215658723571733
Position 534: 0.0008357519038008871
Position 1273: 0.000804559015711232
Position 854: 0.0007460280869075515
Position 368: 0.0007247060998549752
Position 1042: 0.000571865884991226
Position 1977: 0.0005544463248684546
Position 987: 0.0005421671527887306
Position 682: 0.0004881702657335073
Position 1945: 0.00047202400517986254
Position 1809: 0.000439117882490828
Position 1276: 0.0004369412372932262
Position 705: 0.0004062536409497326
Position 1340: 0.00038771330719870574
Position 150: 0.00034344042454455243
Position 1856: 0.00027190255402956997
Position 1929: 0.0002513821848589133
Position 1293: 0.0002384458034695101
Position 1812: 0.00021182560442908576
Position 657: 0.00020145368513506124
Position 540: 0.00018937959504051197
Position 938: 0.00018167326673016853
Position 1539: 0.0001788000498875832
Position 1890: 0.00016146304035326688
Position 1235: 0.00014241298284250908
Position 1221: 0.00014039891448014584
Position 946: 0.00014005602401622496
Position 574: 0.0001339895583013773
Position 702: 0.00012006770147401391
Position 1942: 0.00011850473126610372
Position 1819: 0.00011511918029262544
Position 240: 0.0001128872904211361
Position 861: 0.00011007090488595651
Position 593: 0.00010895453874750601
Position 870: 9.555728044323216e-05
Position 970: 9.487053240963762e-05
Position 801: 9.351064346228936e-05
Position 1587: 9.187328637153263e-05
Position 473: 7.985557085065943e-05
Position 1440: 7.468339829436127e-05
Position 1589: 7.345092369950464e-05
Position 2017: 7.320323453496866e-05
Position 1127: 6.793249038277677e-05
Position 894: 6.757641864654945e-05
Position 1450: 6.727702306653616e-05
Position 1766: 6.348724134756328e-05
Position 584: 6.100998640351089e-05
Position 931: 5.907952486680298e-05
Position 363: 5.8643381677903734e-05
Position 202: 5.860518055066902e-05
Position 876: 5.652815529088088e-05
Position 1867: 5.558339849725609e-05
Position 1593: 5.256268439433272e-05
Position 929: 4.487540367431932e-05
Position 1026: 4.345221877442036e-05
Position 2043: 4.3292356142832176e-05
Position 1685: 4.044630665569853e-05
Position 1800: 4.014097195491782e-05
Position 1795: 3.9403366422287784e-05
Position 995: 3.892652589949742e-05
Position 1781: 3.811735159585008e-05
Position 1910: 3.638025803531036e-05
Position 1694: 3.4280250114935264e-05
Position 314: 3.3367179167986844e-05
Position 1006: 3.282784869276544e-05
Position 963: 3.2759409572586115e-05
Position 1864: 2.9163933738531544e-05
Position 1049: 2.9086702249454404e-05
Position 879: 2.7519804424302355e-05
Position 1602: 2.549939808104767e-05
Position 270: 2.5009648452078784e-05
Position 1399: 2.3587779887001925e-05
Position 1061: 2.278242689496603e-05
Position 611: 2.2133994602925593e-05
Position 372: 2.1902084028588745e-05
Position 586: 1.5642289505889605e-05
Position 989: 1.4974888630640883e-05
Position 1914: 1.4604085220752568e-05
Position 809: 1.399386579804166e-05
Position 74: 1.2042684745136277e-05
Position 1240: 1.1945115495864239e-05
Position 1827: 1.1593132503398243e-05
Position 709: 1.1346201690480555e-05
Position 544: 1.1099221015573605e-05
Position 1961: 1.0882066367203097e-05
Position 120: 1.0203721443326156e-05
Position 591: 1.0146280024508875e-05
Position 94: 9.518479623317185e-06
Position 204: 9.084572520604328e-06
Position 1252: 8.62197919097271e-06
Position 618: 8.378940231772978e-06
Position 1258: 8.296019047863931e-06
Position 1824: 8.174427647023044e-06
Position 180: 7.812460136335747e-06
Position 784: 7.71606514050597e-06
Position 1596: 7.685701432567091e-06
Position 2019: 7.515411159401028e-06
Position 816: 6.986413847022215e-06
Position 1225: 6.818768551594621e-06
Position 1925: 6.730475906909738e-06
Position 659: 6.7203581842528715e-06
Position 385: 5.599166872736025e-06
Position 901: 5.503585734207106e-06
Position 719: 5.453623447013183e-06
Position 1963: 5.410670818733407e-06
Position 2131: 4.464020145757689e-06
Position 957: 3.916808057067809e-06
Position 885: 3.6248170902861294e-06
Position 599: 3.5658887327712233e-06
Position 821: 3.416091377529632e-06
Position 210: 3.414439449085342e-06
Position 84: 3.1966295809396824e-06
Position 798: 3.11820458770876e-06
Position 888: 2.877078360137731e-06
Position 824: 2.555976964636072e-06
Position 1460: 2.5054699430331e-06
Position 949: 2.471395075513157e-06
Position 1249: 2.137814612494139e-06
Position 1551: 1.876373059273424e-06
Position 1390: 1.6912912590440044e-06
Position 1554: 1.5432694236780535e-06
Position 173: 1.5073376333482322e-06
Position 832: 1.0421263287169845e-06
Position 331: 4.771572650317632e-07
Position 669: 3.7949752372239474e-07
Position 380: 3.5524685091706046e-07
Position 106: 3.283875195320324e-07
Position 218: 3.0366890790516055e-07
Position 156: 2.5638525426523584e-07
Position 184: 2.554661016454908e-07
Position 1771: 2.522707330339286e-07
Position 101: 2.2390042549981084e-07
Position 280: 1.8793533797858648e-07
Position 160: 1.2553773435868072e-07
Position 214: 8.427869647138352e-08
Position 601: 6.659166998544219e-08
Position 671: 4.264684261322363e-08
Position 389: 2.6115359388554022e-08
Position 212: 1.44027836403572e-08
