Gene = Ccer2
Position 910: 0.0013605855656871973
Position 1079: 0.001186888948521578
Position 881: 0.0011347399668988317
Position 827: 0.0011201233932945772
Position 1228: 0.0010584591505616084
Position 626: 0.0010199644279581992
Position 2193: 0.0009994734093820565
Position 907: 0.0009341876026506998
Position 553: 0.0009290930950851483
Position 940: 0.0009216169780618627
Position 946: 0.0008964799985250945
Position 2744: 0.0008885425404548275
Position 2451: 0.0008545684719621533
Position 1317: 0.0008364782140177465
Position 1312: 0.0008128679192296419
Position 2081: 0.0007094047986211385
Position 1082: 0.0006409651950569683
Position 1051: 0.0006089745801834052
Position 1673: 0.0005874015973775384
Position 916: 0.0005867252011674246
Position 1591: 0.000563179569580286
Position 1662: 0.0005386419648275094
Position 1932: 0.0005187176681190257
Position 1075: 0.0005019262484655086
Position 1345: 0.0004898897311204198
Position 2513: 0.0004895431820333033
Position 2171: 0.0004779428271204939
Position 633: 0.0004696342856868769
Position 531: 0.0004610326611871004
Position 2425: 0.0004414188860235923
Position 762: 0.00043338152553564917
Position 2160: 0.00043324271293103205
Position 1063: 0.000429092080841031
Position 1390: 0.00042084638287082093
Position 267: 0.00042011668203159754
Position 1690: 0.0003951930549340569
Position 2152: 0.0003778785014841194
Position 2544: 0.00036970123971305144
Position 217: 0.00036029951096920864
Position 1093: 0.0003306399068679837
Position 2184: 0.0003210687731771465
Position 738: 0.0003171394842754969
Position 1210: 0.0003168996939587417
Position 2391: 0.0003107740251511235
Position 1504: 0.00030409721673694325
Position 1286: 0.000303863062968397
Position 1498: 0.00030297733315516834
Position 324: 0.00029550680884686136
Position 1522: 0.0002931131295183382
Position 2294: 0.000292000049855279
Position 2290: 0.0002748239730572785
Position 1708: 0.00026476828676382083
Position 1291: 0.0002616253186552072
Position 812: 0.00026093234328138743
Position 1160: 0.00025695396028311684
Position 1237: 0.0002466725062458271
Position 2060: 0.00024537514800920384
Position 1686: 0.00022961104263164743
Position 1787: 0.00021274057444762583
Position 790: 0.00020341915810705077
Position 1952: 0.00020169629609390128
Position 1219: 0.00019607405132444943
Position 2625: 0.00019256728592852414
Position 2269: 0.00018759662777200788
Position 1154: 0.00018459904122264213
Position 2352: 0.0001835989963089494
Position 1330: 0.00017745135884143193
Position 1278: 0.0001752720507710147
Position 1920: 0.00017159945961104866
Position 1611: 0.00016995750784351788
Position 2404: 0.00016642194079529677
Position 1393: 0.0001585156792796443
Position 1186: 0.0001503361387087518
Position 1483: 0.0001467570665146843
Position 174: 0.0001457125428511774
Position 891: 0.00014500501354326514
Position 2396: 0.00014488466287827066
Position 1018: 0.00014294016448269435
Position 1757: 0.00013627872162311325
Position 537: 0.0001320520798244232
Position 1168: 0.00012779744432985323
Position 966: 0.00012649606041563116
Position 2504: 0.0001211101956215576
Position 255: 0.00012075282932343722
Position 1123: 0.00011795699770771813
Position 167: 0.00011304086781231897
Position 330: 0.0001125724932121684
Position 1108: 0.00011160798422513052
Position 1535: 0.00010890475234550875
Position 1301: 0.00010364690753854047
Position 2771: 9.539202063423497e-05
Position 2107: 9.124036621083064e-05
Position 593: 8.62041447198747e-05
Position 1615: 7.191736244359782e-05
Position 1351: 6.970642042672613e-05
Position 1001: 6.703215385626622e-05
Position 1539: 6.388592931658725e-05
Position 1087: 6.238737476398578e-05
Position 1648: 6.056194509401445e-05
Position 994: 5.9880969913321874e-05
Position 2275: 5.975509816078677e-05
Position 2565: 5.918906408609051e-05
Position 1416: 5.781436602834194e-05
Position 1918: 5.425204634249165e-05
Position 2699: 5.053741699063942e-05
Position 1289: 5.048367811158387e-05
Position 2056: 4.8601807820666464e-05
Position 1144: 4.744652560747925e-05
Position 1480: 4.7006774057320116e-05
Position 991: 4.5533467942447926e-05
Position 327: 4.199536387068994e-05
Position 842: 4.156015489914943e-05
Position 235: 3.9383610005227787e-05
Position 1723: 3.908752850750982e-05
Position 1565: 3.903940891625063e-05
Position 572: 3.884496200549846e-05
Position 1595: 3.776091440733568e-05
Position 2780: 3.524458025606362e-05
Position 2104: 3.516965300547968e-05
Position 1100: 3.494087194872624e-05
Position 646: 3.473268817946897e-05
Position 1378: 3.442789261437799e-05
Position 1699: 3.200265504588775e-05
Position 1171: 3.1181787787750193e-05
Position 2356: 3.09195845430249e-05
Position 2410: 2.9438563837757793e-05
Position 153: 2.8559190535097298e-05
Position 877: 2.777368847213865e-05
Position 1357: 2.6547159892417223e-05
Position 2427: 2.6155427867610658e-05
Position 978: 2.5299264243587335e-05
Position 1084: 2.4917763994586096e-05
Position 787: 2.433149111111744e-05
Position 844: 2.4306470191472126e-05
Position 1008: 2.419165185930648e-05
Position 2721: 2.1461347200546132e-05
Position 883: 2.112088177912898e-05
Position 1424: 2.0791426400289143e-05
Position 955: 2.038021110139011e-05
Position 243: 1.946097483322662e-05
Position 1618: 1.886972347806701e-05
Position 1004: 1.8267815914027642e-05
Position 2519: 1.7815184828331373e-05
Position 1519: 1.7748561877674288e-05
Position 2495: 1.6348023342549956e-05
Position 970: 1.5901482516738756e-05
Position 2419: 1.5557367912024577e-05
Position 928: 1.4060422476879719e-05
Position 1303: 1.4039588088978965e-05
Position 2549: 1.3846449293729175e-05
Position 2119: 1.3733118419924934e-05
Position 2332: 1.3567218076313825e-05
Position 2676: 1.3184092891486896e-05
Position 1559: 1.140922830142086e-05
Position 2329: 1.1077793268145637e-05
Position 1376: 1.0959603401553396e-05
Position 2680: 1.0767401194076794e-05
Position 960: 1.0027903872578681e-05
Position 1367: 9.9816729970151e-06
Position 602: 9.962105289160156e-06
Position 1361: 9.316742908699196e-06
Position 1372: 9.169373411042408e-06
Position 1110: 9.005476497113777e-06
Position 1428: 8.512107178485976e-06
Position 1097: 8.079790682848763e-06
Position 245: 7.945666688333157e-06
Position 1369: 7.789249328456606e-06
Position 1102: 7.65834630549123e-06
Position 583: 7.520454246426156e-06
Position 985: 6.981472184450064e-06
Position 1549: 6.632722806929479e-06
Position 749: 6.579530486146428e-06
Position 335: 6.434085932676649e-06
Position 1156: 6.43038335681843e-06
Position 1198: 5.837593833599752e-06
Position 1191: 5.796092055592193e-06
Position 1650: 5.169516737600755e-06
Position 1040: 5.139680000277172e-06
Position 2516: 4.766268640481604e-06
Position 1132: 4.6465076219348126e-06
Position 1398: 4.253284775216069e-06
Position 1105: 4.1683207662743545e-06
Position 1201: 4.069877106957248e-06
Position 513: 4.0655450863745e-06
Position 1363: 3.908164516170366e-06
Position 2710: 3.595631428078805e-06
Position 158: 3.5881876401586707e-06
Position 1599: 3.4038244420043557e-06
Position 973: 3.3200431190201816e-06
Position 989: 3.1115610752084645e-06
Position 1355: 2.969112492078705e-06
Position 2787: 2.821239614304957e-06
Position 1791: 2.398972196474588e-06
Position 2525: 2.296326701313198e-06
Position 1183: 1.8220905965615628e-06
Position 1006: 1.8026658350857506e-06
Position 338: 1.7504548446457992e-06
Position 1876: 1.6960032321730709e-06
Position 2528: 1.386857517442287e-06
Position 1488: 1.3578750349080966e-06
Position 2705: 1.3547114844437198e-06
Position 746: 1.1164471363997692e-06
Position 2560: 1.0864134392951338e-06
Position 145: 1.0149725324413424e-06
Position 1571: 9.93110686619728e-07
Position 1508: 8.327626196757342e-07
Position 1405: 7.997164134743751e-07
Position 2277: 7.92976064194236e-07
Position 1567: 6.143141158383267e-07
Position 2692: 5.279194706999345e-07
Position 751: 4.575450393859256e-07
Position 1387: 4.3099292468392547e-07
Position 1772: 2.0695643239903288e-07
Position 1770: 1.8079147340652932e-07
Position 1403: 1.5073299878549534e-07
Position 2334: 1.1628492445597349e-07
Position 2707: 1.0598485488323432e-07
Position 102: 4.763544634188984e-08
Position 118: 2.937528891261381e-08
Position 93: 1.1318865299388472e-08
Position 123: 7.798139871482138e-10
Position 88: 7.792784912399849e-10
Position 104: 2.44559077693658e-10
Position 133: 2.0185357053120542e-10
