gene,5ss,3ss,PSI,index,prob
AT2G26350,1896,1800,100.0,271,0.9692767027061633
AT2G26350,2392,2314,100.0,271,0.031059517756719873
AT2G26460,2237,2112,100.0,272,0.09744321308563128
AT2G26460,1088,997,100.0,272,0.5585294065565107
AT2G26550,1915,1768,100.0,277,0.719543524251799
AT2G26590,840,781,100.0,278,0.10701501907307227
AT2G26590,2722,2642,100.0,278,0.8298340482407109
AT2G26590,3392,3367,99.54,278,0.1891781333060489
AT2G26590,3692,3596,100.0,278,0.8488805166191566
AT2G26590,4063,3984,100.0,278,0.023127181609902805
AT2G26590,4188,4132,100.0,278,0.04151638812033952
AT2G26590,1627,1512,100.0,278,0.3347451369795327
AT2G27100,918,816,100.0,283,0.9369743394609946
AT2G27100,1223,1164,100.0,283,0.19588957906764268
AT2G27100,3166,3116,100.0,283,0.8994582624857375
AT2G27100,3808,3648,100.0,283,0.9492223426638029
AT2G27100,2156,2086,100.0,283,0.9391512687238361
AT2G27470,548,428,100.0,287,0.8368633751929806
AT2G27840,1524,1464,100.0,292,0.6049352305995812
AT2G27840,1757,1614,100.0,292,0.989926437159296
AT2G28250,1297,1203,100.0,299,0.9568784531380591
AT2G28250,2146,1900,100.0,299,0.977994024301088
AT2G29530,1141,1070,100.0,308,0.6274990690964346
AT2G29630,715,413,100.0,309,0.596322436240094
AT2G30410,2067,1979,100.0,319,0.8364487380727843
AT2G30424,526,437,100.0,320,0.9521764599734365
AT2G30920,1728,1637,100.0,328,0.9050273729596796
AT2G31260,4075,4003,100.0,336,0.9249356383719137
AT2G31260,4284,4169,100.0,336,0.9749663405830183
AT2G31260,2206,1884,100.0,336,0.8243240357203052
AT2G31260,2851,2627,100.0,336,0.04536440771720323
AT2G31260,3910,3831,100.0,336,0.8699189211569557
AT2G31340,1602,1540,100.0,338,0.5553547686883709
AT2G31340,2134,2047,100.0,338,0.9082873957705722
AT2G31970,7271,7217,100.0,343,0.9643886964960782
AT2G31970,7670,7606,100.0,343,0.49773568724070216
AT2G32080,572,523,100.0,344,0.626052996464566
AT2G32080,900,755,100.0,344,0.516491748218483
AT2G32590,961,842,100.0,350,0.07415183901602816
AT2G32590,3488,3376,100.0,350,0.7911643574310169
AT2G32900,1217,1042,100.0,355,0.9658382665357288
AT2G32900,3177,3017,100.0,355,0.9801389843832998
AT2G32900,3584,3500,100.0,355,0.8212343676749032
AT2G32900,1513,1350,100.0,355,0.856808672674038
AT2G32900,2473,2376,100.0,355,0.9077662492991709
AT2G33740,481,373,99.59,366,0.9681573830825896
AT2G33740,1059,995,100.0,366,0.9116200607129008
AT2G33740,1451,1418,100.0,366,0.7019670605271862
AT2G34450,520,360,100.0,378,0.18756668583806438
AT2G34450,1362,1280,100.0,378,0.8425839404477246
AT2G34470,442,237,100.0,380,0.02578623244990476
AT2G34470,1232,1109,100.0,380,0.9710520757325024
AT2G34470,1429,1323,100.0,380,0.9972812907467188
AT2G34640,1334,652,100.0,384,0.42869609956932603
AT2G34640,2075,1952,100.0,384,0.9946099908899927
AT2G34640,2368,2313,100.0,384,0.9780749336003944
AT2G34730,2872,2744,100.0,385,0.8247116064543951
AT2G35035,250,183,100.0,387,0.2070593523212147
AT2G35035,410,334,100.0,387,0.4079072612711057
AT2G35110,3640,3528,100.0,390,0.9541777327712541
AT2G35110,4707,4624,100.0,390,0.5138944037615777
AT2G35110,1356,1274,88.24,390,0.7573001611043996
AT2G35110,1644,1562,100.0,390,0.7555288961915819
AT2G35110,1841,1757,100.0,390,0.8467317675693314
AT2G35110,2475,2366,100.0,390,0.7784453892310358
AT2G35610,2410,2273,100.0,398,0.3625669128216512
AT2G35610,2593,2497,100.0,398,0.9135596582393136
AT2G35610,2941,2826,100.0,398,0.6682761315252751
AT2G35610,3127,3027,100.0,398,0.9717416451333215
AT2G35630,718,611,100.0,399,0.9648296929125093
AT2G35630,3586,3465,100.0,399,0.7212887735351965
AT2G35630,4127,3989,100.0,399,0.8451630719937846
AT2G35630,4848,4809,100.0,399,0.09261023162500934
AT2G35630,5168,5095,97.0,399,0.9420685074352773
AT2G35630,5620,5513,100.0,399,0.9690531118151878
AT2G35630,6654,6545,100.0,399,0.960702054361448
AT2G35630,7057,6976,100.0,399,0.972385063664582
AT2G35630,7273,7128,100.0,399,0.8943490711423626
AT2G35630,7906,7794,100.0,399,0.946945968573785
AT2G35630,8830,8733,100.0,399,0.8950947529167806
AT2G35630,9887,9703,100.0,399,0.8144177299439814
AT2G35630,2011,1832,100.0,399,0.30508631875732867
AT2G35630,10078,9965,100.0,399,0.4296201704245445
AT2G35630,10374,10296,100.0,399,0.9727363272274067
AT2G35630,10533,10452,100.0,399,0.8535193046514533
AT2G35630,10825,10761,100.0,399,0.4025976287356065
AT2G35630,11022,10894,100.0,399,0.9109875844940641
AT2G35630,2372,2306,100.0,399,0.5802547177793544
AT2G35630,11857,11697,100.0,399,0.6280483240040442
AT2G35630,12110,11950,100.0,399,0.5679930681824418
AT2G35630,12360,12261,98.63,399,0.3873220586919472
AT2G35630,12637,12479,100.0,399,0.18307558167348803
AT2G35630,13181,13108,100.0,399,0.9781102630342952
AT2G35630,2921,2834,100.0,399,0.9691693541595061
AT2G35630,3182,3067,100.0,399,0.8822661650892237
AT2G35950,803,636,100.0,406,0.6948839774088374
AT2G36740,550,457,100.0,414,0.8358716767786813
AT2G36740,2466,2399,100.0,414,0.3721855648996535
AT2G36740,758,687,100.0,414,0.9443590231934406
AT2G36810,304,212,100.0,415,0.8312604002627595
AT2G36810,2652,2547,100.0,415,0.2005212090317941
AT2G36810,3646,3577,100.0,415,0.5950816308225014
AT2G36810,7931,7849,100.0,415,0.9655110997101418
AT2G36810,8801,8561,100.0,415,0.14835628845764362
AT2G36810,1478,1386,100.0,415,0.26270484690713164
AT2G36810,10411,10228,100.0,415,0.12594843505055614
AT2G36810,10935,10838,100.0,415,0.6685776051765443
AT2G36810,12476,12400,100.0,415,0.8360490718775598
AT2G36810,12936,12863,100.0,415,0.9904934397954805
AT2G36810,2047,1967,100.0,415,0.6582705011217023
AT2G36960,774,609,100.0,419,0.7099187240257402
AT2G36960,1069,1020,100.0,419,0.9264208699460593
AT2G36960,1808,1722,100.0,419,0.775640094023344
AT2G37330,649,402,100.0,426,0.9099662085829318
AT2G38020,3335,3260,100.0,437,0.9589771276814486
AT2G38020,3963,3832,100.0,437,0.7956859179608203
AT2G38020,1770,1478,100.0,437,0.22098064692107425
AT2G38020,4362,4263,100.0,437,0.9255729738401755
AT2G38020,2710,2619,100.0,437,0.9173908825131208
AT2G38140,389,323,100.0,438,0.26874517742321313
AT2G38280,4312,4200,100.0,439,0.971748143832887
AT2G38280,4559,4384,100.0,439,0.4966315752271015
AT2G38280,5054,4954,100.0,439,0.8838187444734096
AT2G38280,1723,1670,100.0,439,0.7788219123224756
AT2G38280,2380,2311,100.0,439,0.7462788403621409
AT2G39260,455,366,100.0,457,0.9634111968836993
AT2G39260,836,632,96.25,457,0.3671647530797366
AT2G39260,4118,4015,100.0,457,0.803180152642417
AT2G39260,5853,5681,100.0,457,0.5870409527467758
AT2G39260,6287,6100,100.0,457,0.6666172765218267
AT2G39260,2004,1875,100.0,457,0.6894428329828554
AT2G39260,2661,2486,100.0,457,0.8823283218381052
AT2G39260,2918,2835,100.0,457,0.5186720193680804
AT2G40550,836,721,100.0,478,0.9763980955968474
AT2G40550,1032,923,100.0,478,0.9928721410811082
AT2G40550,1398,1355,100.0,478,0.1509535852594984
AT2G40550,1686,1583,100.0,478,0.9185450810944901
AT2G40840,2431,2391,100.0,483,0.2725751442256012
AT2G40840,2991,2888,100.0,483,0.42596723028531536
AT2G40840,3193,3108,100.0,483,0.7118422608174431
AT2G40840,3737,3610,53.72,483,0.4292539191426161
AT2G40840,4076,4003,100.0,483,0.921720188412076
AT2G40840,4897,4736,100.0,483,0.3359405724160928
AT2G40840,5084,4984,100.0,483,0.6190338285321283
AT2G40840,5600,5505,100.0,483,0.990443319179098
AT2G40840,1010,891,100.0,483,0.9088750804952971
AT2G41530,1808,1741,100.0,496,0.9937547664752363
AT2G41530,1048,999,100.0,496,0.5866086844880835
AT2G41530,1661,1561,99.58,496,0.9241674362638501
AT2G41720,3193,3087,100.0,500,0.8848735889978556
AT2G41720,3421,3299,100.0,500,0.09675653370149981
AT2G42120,2010,1917,100.0,508,0.5758661941509584
AT2G42120,1675,1605,100.0,508,0.9947824476313327
AT2G43210,2584,2340,100.0,521,0.9266873295883181
AT2G43210,657,603,100.0,521,0.15869151117098823
AT2G43210,1543,1323,100.0,521,0.46989504157165524
AT2G43360,1152,1044,100.0,523,0.9952601212931037
AT2G43640,514,441,98.87,526,0.38236720217309933
AT2G43650,588,495,100.0,527,0.9508801551967456
AT2G43650,3352,3076,100.0,527,0.8378581609267696
AT2G43650,3684,3614,100.0,527,0.116101021040571
AT2G43650,2349,2195,100.0,527,0.8473314429367693
AT2G43650,2511,2447,100.0,527,0.9469439254715849
AT2G43940,760,672,100.0,531,0.8335596187523024
AT2G43950,1855,1733,100.0,532,0.8833681523576313
AT2G44050,445,328,100.0,533,0.8240888690166491
AT2G44050,1358,1310,100.0,533,0.8870576581642778
AT2G44440,1842,1772,100.0,536,0.9639801487686417
AT2G45000,1988,1899,100.0,545,0.8535297981051462
AT2G45000,2635,2556,100.0,545,0.5897152599178959
AT2G45000,2991,2886,100.0,545,0.8508685064558327
AT2G45640,318,284,100.0,554,0.737061345741431
AT2G45640,541,429,100.0,554,0.2698043538188345
AT2G45640,879,782,100.0,554,0.6123573005907278
AT2G45640,1351,1275,100.0,554,0.7345204569877805
AT2G45690,2137,2074,100.0,555,0.798862450640366
AT2G45790,949,871,100.0,557,0.9883027109165566
AT2G45790,1434,1333,100.0,557,0.998650909885224
AT2G45790,1610,1513,100.0,557,0.9899547895679562
AT2G45790,1935,1882,100.0,557,0.9957307450658253
AT2G45910,2865,2339,100.0,559,0.35085629191853396
AT2G45910,1185,1062,100.0,559,0.9265172839404661
AT2G45910,1427,1321,100.0,559,0.856790485947821
AT2G46200,3515,3441,100.0,565,0.983821977643683
AT2G46225,1025,873,100.0,567,0.9514300715222479
AT2G46225,1216,1115,100.0,567,0.9940772633509471
AT2G46225,1691,1637,100.0,567,0.3192254602527161
AT2G46225,1871,1787,100.0,567,0.5788392012691735
AT2G46820,924,836,100.0,577,0.9771833939859932
AT2G46820,1072,1008,100.0,577,0.8023513584995845
AT2G46820,1368,1329,100.0,577,0.05412819568369206
AT2G47210,1606,1527,100.0,583,0.9815385281890835
AT2G47210,3525,3413,100.0,583,0.9883876304770587
AT2G47210,4056,3983,100.0,583,0.9929714427558591
AT2G47600,2478,2260,100.0,584,0.8871351362650148
AT2G47600,1405,1228,100.0,584,0.9366171745938295
AT2G47760,517,481,100.0,586,0.308594081495939
AT2G47760,2366,2286,100.0,586,0.9447125315185935
AT2G47760,2502,2444,100.0,586,0.9748339434740414
AT2G47760,1242,1083,100.0,586,0.7473946822340358
AT2G47760,1377,1309,100.0,586,0.725695313545352
AT2G47760,1804,1714,100.0,586,0.10878261869540944
AT2G47760,2016,1898,100.0,586,0.23994372283031493
AT2G47980,502,314,100.0,591,0.7981080534132088
AT2G47980,753,639,100.0,591,0.9026437860274884
AT2G47980,3715,3576,100.0,591,0.6962866976251185
AT2G47980,4254,4108,100.0,591,0.7490294547208162
AT2G47980,956,862,100.0,591,0.9617488252691706
AT2G47980,1804,1658,100.0,591,0.8066604850625617
AT2G47980,2071,1891,100.0,591,0.7936176672659272
AT2G48070,853,670,100.0,593,0.06829144853847255
AT2G48120,401,323,100.0,594,0.22696526992534335
AT4G00026,436,399,100.0,595,0.026456721572404543
AT4G00026,569,549,100.0,595,0.5230873678633277
AT4G00026,787,652,100.0,595,0.6712910338277197
AT4G00026,1229,1179,100.0,595,0.4906107808525996
AT4G00026,1463,1342,100.0,595,0.9285655311420598
AT4G00310,792,723,100.0,597,0.37420835998440355
AT4G00330,2076,1900,100.0,598,0.9424944862762048
AT4G00450,2955,2849,100.0,599,0.9518413230710225
AT4G00760,1763,1705,100.0,603,0.1529021694463143
AT4G00760,5753,5608,100.0,603,0.7489050959520889
AT4G00760,4234,4187,100.0,603,0.2551987688523343
AT4G01150,617,515,100.0,609,0.9397155261197626
AT4G01900,657,628,100.0,620,0.052860844644039305
AT4G01900,1600,1563,100.0,620,0.5028568171057366
AT4G02560,724,695,100.0,629,0.15013097649982496
AT4G02560,2227,2192,100.0,629,0.16900732042241207
AT4G02560,1693,1598,100.0,629,0.9920756658580712
AT4G02620,286,211,100.0,631,0.9092646898149909
AT4G02620,1360,1276,100.0,631,0.9680010533204059
AT4G02740,2342,2276,100.0,634,0.9432180412888549
AT4G02740,2968,2898,100.0,634,0.8719039832490839
AT4G02740,1173,1064,100.0,634,0.1646071596118772
AT4G02740,1695,1583,100.0,634,0.8001793647422396
AT4G02740,1986,1896,100.0,634,0.49883820876654383
AT4G02980,1517,1451,100.0,637,0.6908244321690756
AT4G03240,733,637,100.0,645,0.8926881912500305
AT4G03560,1526,1429,99.22,650,0.922335040647928
AT4G03560,1772,1640,97.81,650,0.8087149204535434
AT4G03560,2487,2380,100.0,650,0.7191993743378174
AT4G03560,2671,2592,100.0,650,0.8801682724927153
AT4G03560,2886,2823,100.0,650,0.6573151812503388
AT4G03560,3525,3380,100.0,650,0.9903659257606185
AT4G03560,3659,3600,100.0,650,0.9322584602127281
AT4G03560,4187,4122,100.0,650,0.722509946680878
AT4G03560,5241,5153,100.0,650,0.084027767986611
AT4G03560,5425,5352,100.0,650,0.8296751828146037
AT4G03560,916,771,100.0,650,0.7068092819051468
AT4G04780,840,787,100.0,660,0.8011455308375051
AT4G04910,3444,3377,100.0,663,0.6913842587127971
AT4G04910,3934,3799,100.0,663,0.8461278851049018
AT4G04910,936,853,100.0,663,0.9996836719949209
AT4G04910,5920,5853,99.2,663,0.9034013640265454
AT4G04920,3392,3311,100.0,664,0.9877875205726264
AT4G04920,3798,3714,100.0,664,0.9517391848329106
AT4G04920,4474,4236,100.0,664,0.5435157260838149
AT4G04920,6289,6111,100.0,664,0.6358651324732685
AT4G04920,1607,1515,100.0,664,0.2678166800971517
AT4G04920,2391,1793,100.0,664,0.5290938854278253
AT4G09680,2646,2543,100.0,686,0.8323695800117064
AT4G09680,3511,3156,100.0,686,0.5874079742190245
AT4G09680,4161,3614,100.0,686,0.9341828450060509
AT4G09680,5646,5325,100.0,686,0.46574765939346013
AT4G10090,523,449,100.0,692,0.08986762145172451
AT4G10180,948,284,100.0,695,0.15985367108615928
AT4G10180,1214,1021,100.0,695,0.6038063953916518
AT4G10310,2736,2501,100.0,697,0.09400253677560771
AT4G10760,2005,1905,100.0,699,0.5126911385619246
AT4G10760,2726,2393,100.0,699,0.8225012418461023
AT4G10760,3190,3109,100.0,699,0.8287661821162402
AT4G11420,2916,2693,100.0,705,0.7345537553410265
AT4G11420,3671,3589,100.0,705,0.8808775873522201
AT4G11420,4029,3826,100.0,705,0.9598596064981063
AT4G12610,402,198,100.0,724,0.47297855811308737
AT4G12610,2723,2633,100.0,724,0.6739864531958787
AT4G12610,639,485,100.0,724,0.9859434212903784
AT4G12610,1888,1755,100.0,724,0.4763308432862954
AT4G12610,2210,1996,100.0,724,0.914430123352154
AT4G14147,785,718,100.0,749,0.5924077903352469
AT4G14147,1171,1117,100.0,749,0.1598417953673989
AT4G14147,1308,1279,100.0,749,0.6097196074948986
AT4G14220,666,618,100.0,753,0.10031083196376164
AT4G14220,1864,1755,100.0,753,0.6090171274033147
AT4G15180,8091,7989,100.0,767,0.7602332905461349
AT4G15180,9555,9500,100.0,767,0.9685940767439061
AT4G15180,9926,9677,100.0,767,0.7957395895339976
AT4G15180,10118,10008,100.0,767,0.9051260092168609
AT4G15180,5262,4890,100.0,767,0.40783563155085384
AT4G15802,1106,1081,100.0,773,0.5424669737780586
AT4G16340,886,722,100.0,781,0.9958580232558332
AT4G16340,5450,5287,100.0,781,0.8650626286149985
AT4G16340,5637,5528,100.0,781,0.5822729738874338
AT4G16340,7304,7109,100.0,781,0.1233670712890474
AT4G16340,7843,7711,100.0,781,0.13993458887852253
AT4G16340,8879,8695,100.0,781,0.6097809230540246
AT4G16340,12513,11537,100.0,781,0.17768634074456535
AT4G16340,1867,1728,100.0,781,0.3992915439856728
AT4G17050,1787,1700,100.0,801,0.9536560596976964
AT4G17050,1961,1878,100.0,801,0.8364296302437333
AT4G17050,2697,2642,100.0,801,0.18413030188840895
AT4G17050,1397,1356,100.0,801,0.0650936603933414
AT4G17050,1563,1495,100.0,801,0.5245983947019865
AT4G17570,2380,2275,100.0,809,0.7252914870630401
AT4G17570,2653,2462,100.0,809,0.0937737819340299
AT4G18270,1575,1129,100.0,816,0.5657090622587251
AT4G18470,537,442,100.0,820,0.8388834683592652
AT4G18470,999,933,100.0,820,0.9319305835537507
AT4G18470,1319,1268,100.0,820,0.9369167873080201
AT4G18470,1824,1753,100.0,820,0.9784800797932277
AT4G19003,518,442,100.0,826,0.7118896776233963
AT4G19003,1111,1021,100.0,826,0.8224063754461521
AT4G19210,2737,2550,100.0,833,0.7935351901321946
AT4G19210,3669,3533,100.0,833,0.899732638385808
AT4G19210,886,770,99.11,833,0.8267121346124189
AT4G19210,1192,1105,100.0,833,0.8572389007829947
AT4G19210,1586,1467,100.0,833,0.9885404739462701
AT4G19350,545,475,100.0,834,0.33187716354620483
AT4G19350,680,649,100.0,834,0.4300660905762702
AT4G19350,844,810,100.0,834,0.8250645243207861
AT4G19350,1403,1309,100.0,834,0.9975738692286785
AT4G19490,3996,3738,100.0,836,0.8007597432303604
AT4G19490,1486,1405,100.0,836,0.9870194239712338
AT4G19490,6558,6395,100.0,836,0.18215553152908295
AT4G19490,6698,6629,100.0,836,0.7957301189473888
AT4G19490,7016,6934,100.0,836,0.9694925240134985
AT4G19490,3023,2868,100.0,836,0.9456191123659011
AT4G19490,3525,3435,100.0,836,0.08369531886011858
AT4G20260,958,801,100.0,846,0.7394544502634857
AT4G21150,691,497,100.0,857,0.8894816989627017
AT4G21150,2945,2874,100.0,857,0.6590085549209509
AT4G21150,3489,3398,100.0,857,0.9673968841408023
AT4G21150,3720,3570,100.0,857,0.9731179643345641
AT4G21150,4015,3902,100.0,857,0.9856429026118608
AT4G21150,860,769,100.0,857,0.8469153622211233
AT4G21150,1163,1099,100.0,857,0.8866255498661431
AT4G21150,1441,1370,100.0,857,0.16833062922648687
AT4G21150,1656,1590,100.0,857,0.8844918156888023
AT4G21150,2047,1991,100.0,857,0.7168628814773078
AT4G21190,344,249,100.0,858,0.9533361954836413
AT4G21190,758,613,100.0,858,0.9707415177030401
AT4G21190,1054,840,100.0,858,0.8907258237701
AT4G21320,850,641,100.0,863,0.7091319239196952
AT4G21530,3141,2960,100.0,866,0.6345656435236204
AT4G21530,3339,3255,100.0,866,0.9777740558426121
AT4G21530,4355,4215,100.0,866,0.814453542367799
AT4G21530,4705,4485,100.0,866,0.8495733707780778
AT4G21530,5116,5033,100.0,866,0.8462857171774643
AT4G21530,1010,925,100.0,866,0.6425074162062776
AT4G21530,1864,1782,85.71,866,0.8224706874430163
AT4G22130,914,780,100.0,876,0.7588738557701699
AT4G22130,2992,2719,100.0,876,0.4085794462522362
AT4G22130,1087,1014,100.0,876,0.8539971301410895
AT4G22130,1571,1498,100.0,876,0.9762235256967722
AT4G22970,9205,9116,100.0,889,0.988207233572629
AT4G23100,1270,929,99.21,890,0.9273476196605244
AT4G23100,2803,2733,100.0,890,0.9324480260779652
AT4G23100,3367,3276,100.0,890,0.9228765752553362
AT4G23100,3539,3457,100.0,890,0.9656736477949914
