gene,5ss,3ss,PSI
AT1G02580,3870,3791,98.76
AT1G02640,1936,1765,100.0
AT1G02690,1109,976,100.0
AT1G02690,1842,1762,100.0
AT1G02690,2307,2178,100.0
AT1G02740,547,492,100.0
AT1G02740,1766,1685,100.0
AT1G02740,2135,1964,100.0
AT1G02780,719,595,100.0
AT1G02840,366,273,100.0
AT1G02840,1530,1472,100.0
AT1G02840,527,460,100.0
AT1G02840,744,668,100.0
AT1G02840,1109,1061,100.0
AT1G02850,391,326,100.0
AT1G02850,1945,1915,100.0
AT1G02850,2111,2022,100.0
AT1G02850,675,598,100.0
AT1G02860,843,594,100.0
AT1G02860,1586,1447,100.0
AT1G02860,1743,1683,100.0
AT1G02910,1629,1470,100.0
AT1G02910,2083,1981,100.0
AT1G02910,825,720,100.0
AT1G03000,1540,1295,100.0
AT1G03000,3982,3709,100.0
AT1G03000,4203,4057,100.0
AT1G03000,4380,4295,100.0
AT1G03000,2262,2080,100.0
AT1G03055,595,448,100.0
AT1G03055,903,840,100.0
AT1G03055,1163,1055,100.0
AT1G03060,855,768,100.0
AT1G03060,11885,11575,100.0
AT1G03060,12575,12427,100.0
AT1G03060,1340,1282,100.0
AT1G03060,2211,2144,100.0
AT1G03080,745,681,92.99
AT1G03090,2252,2139,100.0
AT1G03090,2507,2401,99.51
AT1G03090,3660,3545,99.63
AT1G03090,4003,3756,99.63
AT1G03090,4173,4075,100.0
AT1G03090,959,810,100.0
AT1G03090,1664,1603,97.31
AT1G03110,704,538,100.0
AT1G03110,2112,2050,100.0
AT1G03110,1227,1169,100.0
AT1G03110,1382,1310,100.0
AT1G03110,1629,1549,100.0
AT1G03160,2806,2718,100.0
AT1G03160,1318,1248,100.0
AT1G03190,3629,3551,100.0
AT1G03190,4025,3915,100.0
AT1G03190,2444,2249,100.0
AT1G03270,2944,2896,100.0
AT1G03270,3109,3047,100.0
AT1G03270,1351,1266,98.26
AT1G03330,644,484,100.0
AT1G03360,631,584,100.0
AT1G03360,971,904,100.0
AT1G03380,1467,1001,100.0
AT1G03380,3461,2632,100.0
AT1G03380,4039,3910,100.0
AT1G03380,4645,4152,100.0
AT1G03430,921,848,100.0
AT1G03475,813,736,100.0
AT1G03475,1434,1345,100.0
AT1G03475,1855,1755,100.0
AT1G03530,1622,1543,100.0
AT1G03550,589,525,100.0
AT1G03550,732,697,100.0
AT1G03550,1079,1015,100.0
AT1G03590,2364,2245,100.0
AT1G03630,425,325,100.0
AT1G03630,1488,1131,100.0
AT1G03780,947,785,100.0
AT1G03780,2752,2619,100.0
AT1G03780,2916,2834,100.0
AT1G03780,3593,3483,100.0
AT1G03780,1630,1515,100.0
AT1G03780,2287,2205,100.0
AT1G03860,809,634,100.0
AT1G03860,1018,900,100.0
AT1G03880,791,527,100.0
AT1G03880,1532,1102,100.0
AT1G03890,721,454,100.0
AT1G03890,1262,850,100.0
AT1G03905,807,645,100.0
AT1G03905,1006,953,100.0
AT1G03905,1233,1095,100.0
AT1G03910,620,310,100.0
AT1G03910,2903,2617,100.0
AT1G03910,1162,1061,100.0
AT1G03960,2575,2426,100.0
AT1G03960,2798,2687,100.0
AT1G03960,1221,1114,100.0
AT1G03980,2505,2328,100.0
AT1G04010,3078,2982,100.0
AT1G04010,4021,3851,100.0
AT1G04020,2593,2501,100.0
AT1G04020,1884,1782,100.0
AT1G04050,3149,3097,100.0
AT1G04080,3777,3623,100.0
AT1G04080,4977,4874,100.0
AT1G04080,1464,1233,100.0
AT1G04080,2183,2014,100.0
AT1G04100,1165,853,100.0
AT1G04120,4850,4554,100.0
AT1G04120,5531,5224,100.0
AT1G04120,3318,3230,100.0
AT1G04160,9552,9494,100.0
AT1G04160,9798,9633,100.0
AT1G04160,2140,2080,100.0
AT1G04160,2644,2493,100.0
AT1G04160,2862,2724,100.0
AT1G04170,650,516,100.0
AT1G04170,1031,917,100.0
AT1G04170,1220,1116,100.0
AT1G04250,1068,855,100.0
AT1G04250,1521,1381,100.0
AT1G04270,555,496,100.0
AT1G04400,2245,1531,100.0
AT1G04410,712,552,100.0
AT1G04410,994,817,100.0
AT1G04410,1654,1517,100.0
AT1G04440,3092,2954,100.0
AT1G04440,1431,1334,100.0
AT1G04440,1746,1683,100.0
AT1G04440,1948,1883,100.0
AT1G04440,2107,2021,100.0
AT1G04510,2319,2222,100.0
AT1G04510,2855,2749,100.0
AT1G04510,3141,3020,100.0
AT1G04510,3312,3233,100.0
AT1G04510,3495,3409,100.0
AT1G04510,3891,3819,100.0
AT1G04510,1184,1096,100.0
AT1G04510,1475,1332,100.0
AT1G04520,1540,1152,100.0
AT1G04580,5067,4967,100.0
AT1G04600,3768,3729,100.0
AT1G04600,4851,4789,100.0
AT1G04600,9838,9780,100.0
AT1G04600,1807,1649,100.0
AT1G04610,1421,1048,100.0
AT1G04620,2651,2622,100.0
AT1G04620,901,815,100.0
AT1G04620,1481,1438,100.0
AT1G04690,1481,1336,100.0
AT1G04730,3333,3264,100.0
AT1G04750,1063,920,100.0
AT1G04750,1515,1451,100.0
AT1G04760,1085,963,100.0
AT1G04810,2452,1990,100.0
AT1G04810,3365,3143,100.0
AT1G04870,793,599,100.0
AT1G04870,1080,973,100.0
AT1G04950,1788,1649,100.0
AT1G04950,2914,2780,100.0
AT1G04950,990,887,100.0
AT1G04950,1574,1472,100.0
AT1G04980,769,654,100.0
AT1G04980,2063,1915,100.0
AT1G05010,719,491,100.0
AT1G05010,1204,869,100.0
AT1G05160,2616,2525,100.0
AT1G05170,1360,1295,100.0
AT1G05170,1516,1442,100.0
AT1G05170,1913,1824,100.0
AT1G05170,2113,1986,100.0
AT1G05180,2063,1973,100.0
AT1G05180,2248,2173,100.0
AT1G05180,2725,2638,100.0
AT1G05180,529,355,100.0
AT1G05180,1150,1038,100.0
AT1G05180,1354,1273,100.0
AT1G05190,892,591,100.0
AT1G05230,4496,4320,100.0
AT1G05260,570,380,100.0
AT1G05360,873,660,100.0
AT1G05360,1210,1130,100.0
AT1G05360,2000,1850,100.0
AT1G05470,1142,1053,100.0
AT1G05500,471,365,100.0
AT1G05500,3140,2908,100.0
AT1G05500,3724,3609,100.0
AT1G05500,1434,1311,100.0
AT1G05500,1998,1922,100.0
AT1G05570,1121,911,100.0
AT1G05570,2545,2452,100.0
AT1G05570,3411,3316,100.0
AT1G05570,3981,3862,100.0
AT1G05570,9155,9034,100.0
AT1G05570,9762,9648,100.0
AT1G05620,1426,1239,100.0
AT1G05620,1839,1741,100.0
AT1G05620,2417,2280,100.0
AT1G05630,3404,3094,100.0
AT1G05630,3758,3489,100.0
AT1G05690,2191,1575,100.0
AT1G05805,2446,2316,100.0
AT1G05805,2818,2748,100.0
AT1G05820,3253,3159,100.0
AT1G05820,2488,2452,100.0
AT1G05830,1184,1131,100.0
AT1G05830,5181,4984,100.0
AT1G05830,1653,1432,100.0
AT1G05830,6876,6771,100.0
AT1G05850,1486,1325,100.0
AT1G05850,1108,685,100.0
AT1G05890,4373,4245,100.0
AT1G05890,1555,1463,100.0
AT1G05890,2004,1830,100.0
AT1G05900,2397,2312,100.0
AT1G05900,1986,1847,100.0
AT1G05940,1059,881,100.0
AT1G05940,1644,1466,100.0
AT1G06080,1746,1638,100.0
AT1G06110,1764,1544,100.0
AT1G06130,959,772,100.0
AT1G06130,1378,1173,100.0
AT1G06130,1610,1485,100.0
AT1G06130,2246,2144,100.0
AT1G06220,479,345,18.37
AT1G06230,2861,2811,100.0
AT1G06290,1051,932,100.0
AT1G06290,1253,1144,100.0
AT1G06290,1876,1800,100.0
AT1G06410,3020,2745,100.0
AT1G06430,1996,1681,100.0
AT1G06460,1145,1027,100.0
AT1G06490,4413,4325,100.0
AT1G06490,6808,6738,100.0
AT1G06590,3377,3343,100.0
AT1G06590,5879,5818,100.0
AT1G06590,1700,1464,100.0
AT1G06590,6509,6402,100.0
AT1G06590,6839,6696,100.0
AT1G06590,7821,7752,100.0
AT1G06660,920,836,100.0
AT1G06660,2611,1874,100.0
AT1G06670,562,470,100.0
AT1G06670,2605,2551,100.0
AT1G06670,3076,2985,100.0
AT1G06670,1295,1219,100.0
AT1G06670,1473,1427,100.0
AT1G06670,1904,1809,100.0
AT1G06670,2073,2013,100.0
AT1G06680,896,662,100.0
AT1G06700,2563,2475,100.0
AT1G06700,1554,1299,100.0
AT1G06700,1763,1635,100.0
AT1G06700,2174,1899,100.0
AT1G06770,1628,1302,100.0
AT1G06770,2586,2512,100.0
AT1G06780,715,679,100.0
AT1G06780,2272,1913,100.0
AT1G06820,1300,1092,100.0
AT1G06820,3264,3152,100.0
AT1G06950,3225,3007,100.0
AT1G06950,3686,3530,100.0
AT1G06950,3966,3839,100.0
AT1G06950,5044,4071,100.0
AT1G06950,1963,1897,100.0
AT1G06950,2135,2039,100.0
AT1G07070,384,347,100.0
AT1G07110,564,499,100.0
AT1G07110,2815,2736,100.0
AT1G07110,3617,3568,100.0
AT1G07110,4901,4837,100.0
AT1G07110,5279,5209,100.0
AT1G07110,5423,5358,100.0
AT1G07110,1869,1772,100.0
AT1G07140,575,422,100.0
AT1G07140,807,680,100.0
AT1G07290,2532,2433,100.0
AT1G07350,702,600,100.0
AT1G07350,1185,1034,100.0
AT1G07370,1012,913,100.0
AT1G07420,1170,1031,100.0
AT1G07420,2303,2221,100.0
AT1G07420,2124,1910,100.0
AT1G07510,4077,3848,100.0
AT1G07570,1125,807,100.0
AT1G07615,705,621,100.0
AT1G07630,2323,2057,100.0
AT1G07645,608,444,100.0
AT1G07745,564,483,100.0
AT1G07745,1206,1070,100.0
AT1G07880,707,568,100.0
AT1G07890,1366,1230,100.0
AT1G07890,1713,1609,100.0
AT1G07890,1859,1799,100.0
AT1G07890,1079,1012,100.0
AT1G07910,3192,3126,100.0
AT1G07910,4531,4450,100.0
AT1G07910,4793,4726,100.0
AT1G07910,5640,5531,100.0
AT1G07910,6069,6007,100.0
AT1G07910,6510,6432,100.0
AT1G07910,7821,7661,100.0
AT1G07950,526,459,100.0
AT1G07980,1166,1080,100.0
AT1G07980,1445,1402,100.0
AT1G08010,950,669,100.0
AT1G08030,2951,2900,100.0
AT1G08030,3089,3037,100.0
AT1G08030,2315,2169,100.0
AT1G08060,7614,7448,100.0
AT1G08060,2976,2801,100.0
AT1G08130,1384,1281,100.0
AT1G08130,4027,3964,100.0
AT1G08130,4487,4429,100.0
AT1G08130,4850,4771,100.0
AT1G08130,2038,1806,95.45
AT1G08130,2393,2304,95.35
AT1G08130,2983,2850,100.0
AT1G08130,3202,3088,100.0
AT1G08190,1014,740,100.0
AT1G08190,4073,3844,100.0
AT1G08190,4450,4329,100.0
AT1G08190,2703,2598,100.0
AT1G08190,3209,3052,100.0
AT1G08200,751,657,99.08
AT1G08200,2387,2250,100.0
AT1G08260,7217,7111,100.0
AT1G08260,7532,7412,100.0
AT1G08260,7935,7839,100.0
AT1G08260,8358,8277,100.0
AT1G08260,10832,10776,100.0
AT1G08260,11814,11683,100.0
AT1G08260,12093,11894,100.0
AT1G08260,12942,12750,100.0
AT1G08260,13424,13242,90.91
AT1G08260,14736,14660,100.0
AT1G08260,14924,14863,100.0
AT1G08260,15381,15331,100.0
AT1G08260,16426,16323,100.0
AT1G08260,16660,16539,100.0
AT1G08320,1250,1086,100.0
AT1G08320,3710,3670,100.0
AT1G08320,4547,4497,100.0
AT1G08320,1821,1725,100.0
AT1G08340,1197,965,100.0
AT1G08350,644,602,100.0
AT1G08360,297,257,100.0
AT1G08360,929,708,100.0
AT1G08370,598,556,100.0
AT1G08370,735,684,100.0
AT1G08370,1015,869,100.0
AT1G08370,1273,1215,100.0
AT1G08370,1539,1423,100.0
AT1G08370,2209,1728,100.0
AT1G08380,443,369,100.0
AT1G08410,834,746,100.0
AT1G08420,3687,3506,100.0
AT1G08420,4268,3999,100.0
AT1G08420,4919,4747,100.0
AT1G08420,5671,5585,100.0
AT1G08420,1762,1682,100.0
AT1G08420,6696,6559,100.0
AT1G08420,2330,2229,100.0
AT1G08420,3126,3023,100.0
AT1G08450,3823,3789,100.0
AT1G08450,1351,1157,100.0
AT1G08450,2136,2078,100.0
AT1G08460,1310,722,100.0
AT1G08470,1303,1134,100.0
AT1G08480,808,704,100.0
AT1G08490,1723,1622,100.0
AT1G08490,1986,1826,100.0
AT1G08510,1851,1716,100.0
AT1G08510,2192,2077,100.0
AT1G08520,3020,2812,100.0
AT1G08520,1389,1071,100.0
AT1G08540,1797,1199,100.0
AT1G08570,1030,852,100.0
AT1G08600,2970,2855,100.0
AT1G08600,3357,3272,100.0
AT1G08600,4125,3770,100.0
AT1G08600,5659,5538,100.0
AT1G08600,6467,6324,100.0
AT1G08600,7015,6958,100.0
AT1G08600,7676,7545,100.0
AT1G08600,8142,8085,100.0
AT1G08600,625,586,100.0
AT1G08600,1716,1622,100.0
AT1G08620,1194,1121,100.0
AT1G08620,2341,2112,100.0
AT1G08630,840,765,100.0
AT1G08630,2001,1540,100.0
AT1G08630,2630,2424,99.51
AT1G08630,2769,2709,100.0
AT1G08640,1602,1543,100.0
AT1G08660,2288,2205,100.0
AT1G08660,1073,980,100.0
AT1G08660,1571,1479,100.0
AT1G08680,776,713,100.0
AT1G08680,5164,5027,100.0
AT1G08680,5510,5475,100.0
AT1G08680,1888,1825,100.0
AT1G08680,2106,2008,100.0
AT1G08710,598,423,100.0
AT1G08720,4490,4420,100.0
AT1G08720,4664,4613,100.0
AT1G08720,3140,3098,100.0
AT1G08730,2092,1944,100.0
AT1G08730,6593,6436,100.0
AT1G08730,7290,7218,100.0
AT1G08820,2377,2260,100.0
AT1G08820,2649,2468,100.0
AT1G08820,1655,1583,100.0
AT1G08830,1747,1692,100.0
AT1G08830,1142,1045,100.0
AT1G08830,1352,1319,99.84
AT1G08830,1522,1445,100.0
AT1G08840,4363,4306,100.0
AT1G08840,5707,5451,100.0
AT1G08840,8479,8438,100.0
AT1G08860,1084,1035,93.33
AT1G08890,2413,2327,100.0
AT1G08890,2729,2665,100.0
AT1G08890,2880,2819,100.0
AT1G08890,3189,3128,100.0
AT1G08890,1205,1138,100.0
AT1G08890,1537,1460,100.0
AT1G08900,2358,2294,100.0
AT1G08900,2827,2766,100.0
AT1G08900,3033,2917,100.0
AT1G08900,807,746,100.0
AT1G08900,1317,1240,100.0
AT1G08920,674,583,100.0
AT1G08920,2509,2454,100.0
AT1G08920,2870,2754,100.0
AT1G08920,1215,1138,100.0
AT1G08930,1592,1515,100.0
AT1G08930,2003,1909,100.0
AT1G08930,2881,2820,100.0
AT1G08930,3454,3338,100.0
AT1G08930,721,657,100.0
AT1G08930,886,795,100.0
AT1G08980,925,798,100.0
AT1G08990,1678,1210,100.0
AT1G09000,3347,2993,100.0
AT1G09000,1239,1160,100.0
AT1G09000,1462,1378,100.0
AT1G09010,3301,3072,100.0
AT1G09010,1142,1082,100.0
AT1G09020,2511,2420,100.0
AT1G09020,4048,3983,100.0
AT1G09020,4205,4134,100.0
AT1G09020,1010,921,100.0
AT1G09020,2211,2150,100.0
AT1G09100,2532,2390,100.0
AT1G09100,1030,921,100.0
AT1G09100,1340,1147,100.0
AT1G09100,1845,1725,100.0
AT1G09130,742,639,100.0
AT1G09130,938,814,100.0
AT1G09130,1076,1015,100.0
AT1G09130,1331,1233,100.0
AT1G09130,1492,1417,100.0
AT1G09130,1766,1711,100.0
AT1G09130,1924,1839,100.0
AT1G09140,434,367,100.0
AT1G09140,1447,1389,99.85
AT1G09140,1633,1519,100.0
AT1G09140,1808,1729,100.0
AT1G09140,2808,2749,100.0
AT1G09140,595,519,100.0
AT1G09140,909,861,100.0
AT1G09140,1074,1015,100.0
AT1G09210,2963,2894,100.0
AT1G09210,3476,3445,100.0
AT1G09210,1154,1045,100.0
AT1G09210,2075,1969,100.0
AT1G09210,2248,2160,100.0
AT1G09210,2388,2329,100.0
AT1G09230,2837,2770,100.0
AT1G09230,1456,1314,100.0
AT1G09230,1863,1700,100.0
AT1G09270,913,815,100.0
AT1G09270,1338,1205,100.0
AT1G09270,1748,1561,100.0
AT1G09270,2599,2469,100.0
AT1G09270,2999,2870,100.0
AT1G09280,807,644,100.0
AT1G09280,1335,1228,100.0
AT1G09330,2010,1882,100.0
AT1G09340,2288,2170,100.0
AT1G09340,1312,1220,100.0
AT1G09340,1640,1578,100.0
AT1G09420,699,493,100.0
AT1G09420,2084,2048,99.55
AT1G09420,2903,2701,100.0
AT1G09420,1033,784,99.15
AT1G09420,1424,1308,100.0
AT1G09420,1950,1840,100.0
AT1G09430,671,493,100.0
AT1G09430,1423,1370,100.0
AT1G09540,575,444,100.0
AT1G09570,4049,3757,100.0
AT1G09700,1019,755,100.0
AT1G09730,3221,3088,100.0
AT1G09730,3744,3687,100.0
AT1G09730,3917,3822,100.0
AT1G09730,4996,4875,100.0
AT1G09730,2468,2358,100.0
AT1G09760,1111,904,100.0
AT1G09760,1770,1610,100.0
AT1G09760,1941,1889,100.0
AT1G09760,312,270,100.0
AT1G09760,805,674,100.0
AT1G09780,1342,712,100.0
AT1G09780,1886,1789,100.0
AT1G09780,2127,1970,100.0
AT1G09790,1866,1584,100.0
AT1G09795,980,919,100.0
AT1G09795,2891,2770,100.0
AT1G09795,1529,1462,100.0
AT1G09795,1901,1816,99.63
AT1G09810,1226,1176,100.0
AT1G09810,1747,1560,100.0
AT1G09830,868,493,100.0
AT1G09940,1059,816,100.0
AT1G10030,1708,1500,100.0
AT1G10060,2574,2460,100.0
AT1G10070,1533,1415,100.0
AT1G10120,2616,2530,100.0
AT1G10130,3868,3813,100.0
AT1G10130,4246,4143,100.0
AT1G10130,4675,4615,100.0
AT1G10130,5110,4964,100.0
AT1G10130,5560,5451,100.0
AT1G10130,6151,5997,100.0
AT1G10130,6513,6407,100.0
AT1G10130,7066,6868,100.0
AT1G10130,7974,7915,100.0
AT1G10130,1054,1035,100.0
AT1G10130,8771,8719,100.0
AT1G10130,9106,8973,100.0
AT1G10130,9692,9636,100.0
AT1G10130,10531,10476,100.0
AT1G10130,10813,10766,100.0
AT1G10130,2066,1990,100.0
AT1G10130,2344,2297,94.44
AT1G10130,2915,2833,100.0
AT1G10200,799,701,100.0
AT1G10200,942,897,100.0
AT1G10200,1119,1028,100.0
AT1G10290,3344,3223,100.0
AT1G10290,3695,3610,100.0
AT1G10290,3907,3778,100.0
AT1G10290,4351,4211,100.0
AT1G10290,4653,4575,100.0
AT1G10290,5207,5061,100.0
AT1G10290,5434,5293,100.0
AT1G10290,6324,6150,100.0
AT1G10290,1692,1629,100.0
AT1G10290,1980,1861,100.0
AT1G10390,3586,3524,100.0
AT1G10390,4178,4060,100.0
AT1G10390,4844,4801,100.0
AT1G10390,2107,1458,100.0
AT1G10390,2450,2221,100.0
AT1G10390,3449,3360,100.0
AT1G10470,944,866,100.0
AT1G10510,3807,3704,100.0
AT1G10510,1678,1602,100.0
AT1G10540,582,483,100.0
AT1G10540,2088,2028,100.0
AT1G10570,1834,1803,100.0
AT1G10570,2017,1911,100.0
AT1G10570,2918,2794,100.0
AT1G10570,3342,3233,100.0
AT1G10570,1551,1501,100.0
AT1G10600,1259,1205,96.69
AT1G10610,1044,845,100.0
AT1G10670,2050,1953,100.0
AT1G10670,2235,2132,100.0
AT1G10670,1166,1003,100.0
AT1G10670,1348,1266,100.0
AT1G10670,1498,1445,100.0
AT1G10670,1706,1590,100.0
AT1G10700,1386,1316,100.0
AT1G10730,1078,900,100.0
AT1G10760,3227,3118,100.0
AT1G10760,4586,4422,100.0
AT1G10760,5406,5342,100.0
AT1G10760,6177,6092,100.0
AT1G10760,8327,8215,100.0
AT1G10760,9193,9099,100.0
AT1G10760,1564,1462,100.0
AT1G10830,766,618,100.0
AT1G10840,2103,2000,100.0
AT1G10840,1162,1094,100.0
AT1G10840,1569,1434,99.01
AT1G10840,1703,1653,100.0
AT1G10870,445,367,100.0
AT1G10870,2806,2763,100.0
AT1G10870,3896,3769,100.0
AT1G10870,5730,5607,100.0
AT1G10870,6581,6134,100.0
AT1G10870,1044,972,100.0
AT1G10870,1804,1758,100.0
AT1G10870,2056,1989,100.0
AT1G10900,2453,2284,100.0
AT1G10900,3159,2992,100.0
AT1G10900,4116,3960,100.0
AT1G10930,711,625,100.0
AT1G10930,5884,5724,100.0
AT1G10930,6593,6536,100.0
AT1G10930,7044,6948,100.0
AT1G10930,2737,2605,100.0
AT1G10930,3823,3735,100.0
AT1G10940,2125,2025,100.0
AT1G10950,3175,3079,100.0
AT1G10950,4267,3992,100.0
AT1G10950,1864,1845,100.0
AT1G10950,2290,2136,100.0
AT1G10950,2652,2516,100.0
AT1G11000,697,638,100.0
AT1G11000,2735,2684,100.0
AT1G11000,2867,2825,100.0
AT1G11000,3261,3224,100.0
AT1G11000,3418,3349,100.0
AT1G11000,1215,1097,100.0
AT1G11000,2126,2033,100.0
AT1G11130,1025,894,100.0
AT1G11130,3591,3318,100.0
AT1G11130,4002,3885,100.0
AT1G11180,1862,1815,100.0
AT1G11190,883,774,100.0
AT1G11190,1061,1004,98.59
AT1G11190,1562,1496,98.59
AT1G11260,987,663,100.0
AT1G11260,2323,1692,100.0
AT1G11310,732,673,100.0
AT1G11310,2152,2110,100.0
AT1G11310,2684,2615,100.0
AT1G11310,1477,1415,100.0
AT1G11310,2025,1974,100.0
AT1G11420,1205,1117,100.0
AT1G11430,1289,1190,100.0
AT1G11475,419,359,100.0
AT1G11530,599,475,100.0
AT1G11545,583,481,100.0
AT1G11650,1120,653,100.0
AT1G11650,2306,2246,100.0
AT1G11660,2982,2834,100.0
AT1G11660,2370,2258,100.0
AT1G11680,977,492,100.0
AT1G11720,2588,2372,100.0
AT1G11720,4360,4230,100.0
AT1G11720,4838,4705,100.0
AT1G11720,5262,5137,100.0
AT1G11730,1515,1450,100.0
AT1G11755,1030,967,100.0
AT1G11790,2119,2050,100.0
AT1G11790,3510,3441,100.0
AT1G11790,2589,2387,100.0
AT1G11790,2753,2671,100.0
AT1G11840,750,511,99.69
AT1G11840,1545,1496,99.87
AT1G11860,1249,684,100.0
AT1G11860,1463,1343,100.0
AT1G11870,900,805,100.0
AT1G11870,1124,974,100.0
AT1G11870,1315,1221,100.0
AT1G11890,1388,1226,100.0
AT1G11890,1851,1773,100.0
AT1G11910,1239,885,100.0
AT1G11910,2113,1943,100.0
AT1G11910,2239,2198,100.0
AT1G11910,2436,2370,100.0
AT1G11910,2641,2526,100.0
AT1G11910,2806,2740,100.0
AT1G11910,3080,2922,100.0
AT1G11910,3297,3176,100.0
AT1G12000,956,833,100.0
AT1G12000,2849,2732,100.0
AT1G12000,3075,2962,100.0
AT1G12000,3268,3182,100.0
AT1G12000,3398,3352,100.0
AT1G12000,3550,3480,100.0
AT1G12000,1139,1084,100.0
AT1G12000,1342,1234,100.0
AT1G12000,1586,1479,100.0
AT1G12000,1998,1908,100.0
AT1G12000,2627,2455,100.0
AT1G12110,596,417,100.0
AT1G12110,730,689,100.0
AT1G12110,1479,903,100.0
AT1G12140,1322,1168,100.0
AT1G12240,1694,1448,99.83
AT1G12240,2817,2198,100.0
AT1G12240,3509,3420,100.0
AT1G12270,1601,1514,100.0
AT1G12270,2077,2009,100.0
AT1G12270,2236,2175,100.0
AT1G12350,979,933,100.0
AT1G12350,1165,1078,100.0
AT1G12360,2731,2646,100.0
AT1G12360,2919,2819,100.0
AT1G12360,3405,3307,100.0
AT1G12360,3757,3630,100.0
AT1G12360,1332,1249,100.0
AT1G12360,4300,4224,100.0
AT1G12360,4593,4392,100.0
AT1G12360,5121,5030,100.0
AT1G12360,1944,1910,100.0
AT1G12410,440,366,100.0
AT1G12410,1494,1424,100.0
AT1G12410,1676,1579,100.0
AT1G12420,1233,1164,100.0
AT1G12430,875,751,100.0
AT1G12430,3515,3421,100.0
