Gene = spict
Position 582: 4.741134786919422e-06
Position 339: 4.675276639929212e-06
Position 434: 4.5525150712984505e-06
Position 1306: 3.897859192830323e-06
Position 946: 3.8121410212506467e-06
Position 1537: 3.6795994494027865e-06
Position 211: 3.4602396164322706e-06
Position 1551: 3.2916310098120383e-06
Position 1651: 2.841671044940811e-06
Position 1482: 2.7120821764970347e-06
Position 245: 2.0760415061108043e-06
Position 1117: 2.0297137557528927e-06
Position 869: 1.7428565678966214e-06
Position 944: 1.6578812996364797e-06
Position 1746: 1.3282859339133266e-06
Position 12: 1.2237942962979435e-06
Position 1549: 1.2084738295109925e-06
Position 1566: 1.1266277375781632e-06
Position 442: 8.819030270979005e-07
Position 1437: 6.866721978104685e-07
Position 922: 5.596691383015983e-07
Position 930: 5.44351255563836e-07
Position 1461: 5.254530840763091e-07
Position 1686: 5.178639292227461e-07
Position 524: 5.088011740200333e-07
Position 1423: 4.4056741525648875e-07
Position 1867: 3.8916784626000386e-07
Position 1821: 2.988454690512534e-07
Position 871: 2.6605703306262477e-07
Position 4: 2.5923469036158946e-07
Position 1221: 2.1715684844674267e-07
Position 1809: 2.0146519014866681e-07
Position 1638: 1.0409520076384144e-07
Position 1162: 5.266870252434499e-08
Position 1630: 4.2486408452133976e-08
Position 851: 1.6378190047563356e-08
Position 1251: 9.487901765997474e-09
Position 1657: 9.244324761431621e-09
Position 1601: 3.249165029080219e-09
Position 1632: 2.538255302186722e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.919768145248874
Position 739: 0.29857699230497464
Position 251: 0.21486489728900615
Position 620: 0.08125448709267918
Position 418: 0.0582004951154355
Position 691: 0.03171986471960041
Position 540: 0.013448392314809174
Position 270: 0.004744669215897321
Position 769: 0.003751280134385208
Position 1479: 0.003481809609962231
Position 1626: 0.0018156197442228395
Position 651: 0.001786059030541452
Position 1546: 0.001369389774794698
Position 432: 0.0012268046569813916
Position 1260: 0.0011285022746075938
Position 290: 0.0010003398195748581
Position 1571: 0.00063256665843597
Position 267: 0.000506804364589575
Position 1761: 0.0005011851517031379
Position 1456: 0.00037635472271758166
Position 483: 0.00036984006372459117
Position 747: 0.0003425235993990142
Position 1900: 0.0003404713572823304
Position 460: 0.0002540745822605738
Position 1638: 0.0002493667181621974
Position 752: 0.00023420983858096019
Position 791: 0.00021401693232260893
Position 1409: 0.00019283542423447918
Position 1414: 0.00017831081523782995
Position 1066: 0.00016205998481126345
Position 180: 0.00016016464292149465
Position 1207: 0.0001581616316441187
Position 804: 0.00015787338350366461
Position 507: 0.00012969397850851898
Position 465: 9.389003392428723e-05
Position 958: 8.035583149297549e-05
Position 812: 8.032429099121781e-05
Position 1650: 7.954023873261134e-05
Position 1423: 7.934153516003852e-05
Position 1273: 6.50241046149321e-05
Position 492: 5.264781822067827e-05
Position 1284: 4.9128486008029626e-05
Position 880: 4.480967985321142e-05
Position 974: 4.256127482518846e-05
Position 99: 3.213388571810618e-05
Position 451: 3.068975746684482e-05
Position 877: 2.986427946344909e-05
Position 1919: 2.9002999261806975e-05
Position 990: 2.3841444199600992e-05
Position 760: 2.3664936379741824e-05
Position 1368: 1.9238301371978196e-05
Position 1913: 1.8121656982336604e-05
Position 1386: 1.6376458988742908e-05
Position 1360: 1.6320122156607813e-05
Position 139: 1.607181651697223e-05
Position 1071: 1.5602062455272e-05
Position 1089: 9.512100125595679e-06
Position 1482: 8.567535398053477e-06
Position 1906: 7.6199965733925355e-06
Position 496: 7.311692278007248e-06
Position 501: 2.9358297823102188e-06
Position 136: 2.682149061246659e-06
Position 1664: 2.422064441803488e-06
Position 1068: 2.2132529061556166e-06
Position 1074: 1.2467805052949123e-06
Position 1674: 1.091499001338594e-06
Position 1700: 1.0788745482976096e-06
Position 1008: 7.522373595674244e-07
Position 108: 4.818046354972606e-07
Position 1716: 4.817760417706065e-07
Position 1802: 4.3612242941772614e-07
Position 944: 3.4614701580173356e-07
Position 1573: 2.5293574261528426e-07
Position 85: 1.7931081910675978e-07
Position 1740: 1.7618771178310075e-07
Position 287: 1.6094738673211365e-07
Position 313: 1.5051062870084114e-07
Position 339: 1.4724781597697843e-07
Position 74: 1.2147052436015993e-07
Position 372: 1.0378966629566025e-07
Position 335: 1.0034043018534367e-07
Position 1780: 6.464322209812277e-08
Position 1775: 6.074963362280315e-08
Position 1731: 6.008981971132927e-08
Position 389: 5.884395380903561e-08
Position 987: 4.282289627722763e-08
Position 1080: 3.925042326867007e-08
Position 653: 2.8279686608121433e-08
Position 1746: 2.4652000816863537e-08
Position 368: 1.691177109828925e-08
Position 1728: 1.457924446184337e-08
Position 319: 1.2684415785228687e-08
Position 1300: 1.1191656693821189e-08
Position 1647: 1.1004680099279273e-08
Position 377: 9.8345198706192e-09
Position 56: 6.047259670027772e-09
Position 300: 4.985428674458914e-09
Position 693: 3.871308196235494e-09
Position 64: 1.6490191247556875e-09
