Gene = ebd1
Position 2198: 6.351885985865246e-09
Position 103: 5.318009474731292e-09
Position 485: 4.846419524081328e-09
Position 500: 4.662391896405806e-09
Position 2501: 3.9034829160779314e-09
Position 303: 3.866407497771675e-09
Position 2525: 3.782912749707718e-09
Position 1327: 3.6245759167996377e-09
Position 72: 3.0364611558284627e-09
Position 1646: 2.6416322342276046e-09
Position 2069: 2.5398435481640227e-09
Position 2429: 1.9425945521383295e-09
Position 1589: 1.6927381712463043e-09
Position 2016: 1.4776237704407859e-09
Position 476: 1.4021597275312545e-09
Position 494: 8.227896589152691e-10
Position 515: 6.157727872168151e-10
Position 1558: 5.639401528313231e-10
Position 521: 4.885571587421668e-10
Position 535: 4.1324333109540934e-10
Position 433: 3.884912435991904e-10
Position 1533: 3.776119830150686e-10
Position 2551: 3.6093588380788593e-10
Position 550: 3.4574207997749453e-10
Position 634: 2.7666570206495074e-10
Position 135: 1.4040831018923964e-10
Position 1535: 1.0020629855573634e-10
Position 295: 6.83056494479785e-11
Position 1649: 5.836265020904782e-11
Position 2531: 5.049199513148991e-11
Position 461: 3.2141306269612214e-11
Position 320: 1.6124347880908973e-11
Position 540: 8.480732883528571e-12
Position 288: 5.77710947230076e-12
Position 1967: 5.591760745638659e-12
Position 526: 5.105004139284349e-12
Position 286: 6.888194218345666e-13
Position 116: 6.377804339868668e-13
Position 463: 1.0859866464803914e-17
