Gene = nbs
Position 1952: 0.00015720178758259418
Position 1360: 0.0001558985250864594
Position 1052: 0.0001534527134412575
Position 910: 0.00015133937897570307
Position 1018: 0.00015114096093028876
Position 2087: 0.00013810830724475767
Position 499: 0.00013466940666052773
Position 248: 0.00012874433206475351
Position 45: 9.502346154086128e-05
Position 77: 9.442391975225785e-05
Position 2331: 9.275076717407327e-05
Position 1801: 9.264126893902835e-05
Position 226: 9.090463587078468e-05
Position 640: 8.808086618422557e-05
Position 2278: 8.758495716358624e-05
Position 1204: 8.433505246277304e-05
Position 852: 8.388973735541991e-05
Position 125: 7.119886359268439e-05
Position 1002: 6.893103485267207e-05
Position 1458: 6.715919635762933e-05
Position 2016: 5.753104562796206e-05
Position 1510: 4.226107133997888e-05
Position 832: 4.182310428051463e-05
Position 1483: 3.9673206765482805e-05
Position 2333: 3.7769728091659775e-05
Position 922: 3.427182647946391e-05
Position 1957: 3.4033245380886045e-05
Position 1570: 3.30747457632903e-05
Position 1814: 3.171005378841945e-05
Position 752: 3.0253849519622935e-05
Position 1619: 2.2528269717823165e-05
Position 790: 2.21016994730609e-05
Position 1819: 1.926755647567273e-05
Position 2455: 1.7583529262150664e-05
Position 192: 1.5357862529955085e-05
Position 691: 1.5144494049461834e-05
Position 2573: 1.4232401938829683e-05
Position 936: 1.3536493729672686e-05
Position 1720: 1.2844748399542958e-05
Position 1999: 1.2444754349854649e-05
Position 2196: 1.1917564564143358e-05
Position 767: 1.0742972861691588e-05
Position 171: 7.125090797371938e-06
Position 2172: 6.466788990939597e-06
Position 491: 5.440437931736851e-06
Position 169: 4.733026068082785e-06
Position 2380: 4.6865941609560395e-06
Position 1346: 3.373025614241166e-06
Position 1621: 1.0744912136840308e-06
Position 203: 1.0440302849448403e-06
Position 742: 5.594959122842042e-07
Position 930: 5.348211190671766e-07
Position 1467: 4.016225142728632e-07
Position 475: 3.220602884558475e-07
Position 2500: 2.9027999271059886e-07
Position 2524: 1.7354919890580297e-07
Position 174: 1.3331126331564116e-07
Position 2463: 6.521355667846832e-08
Position 2672: 5.710481903036459e-08
Position 2702: 2.94861029074717e-08
Position 2479: 2.0558611682775588e-08
Position 2704: 6.106138207797911e-09
Position 2659: 4.107060020763891e-09
Position 2616: 3.2199611279250364e-09
Position 2624: 4.0733281218672514e-10
Position 2614: 4.5623126136277555e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2628: 0.9612632772367491
Position 1033: 0.6717374148338681
Position 2368: 0.5871409809553687
Position 2110: 0.5548676031405467
Position 154: 0.24252318561247466
Position 2374: 0.04959515945972744
Position 1047: 0.03400807631857056
Position 2652: 0.03033306391584442
Position 1887: 0.02469515562968276
Position 1111: 0.02442480305515104
Position 2403: 0.01687683371979492
Position 2192: 0.006484502453977696
Position 447: 0.0052814957957876395
Position 2380: 0.004372774576598132
Position 189: 0.003912583219589192
Position 2493: 0.0038289570586104165
Position 1666: 0.0031310689138525864
Position 234: 0.002937005049747934
Position 1068: 0.002721445671008435
Position 2114: 0.0020163714827969637
Position 1000: 0.0018375881962482189
Position 2336: 0.0016279457378582192
Position 1675: 0.0014535356396400932
Position 504: 0.0014216821691313214
Position 2339: 0.0013556351367117988
Position 1801: 0.0013057130823601543
Position 1320: 0.0010385342392304582
Position 2746: 0.0008856314191784127
Position 2418: 0.0007790289203423002
Position 1446: 0.00046116660867426854
Position 2028: 0.0003459680512593639
Position 2670: 0.0003375744341840758
Position 739: 0.0002943259782136072
Position 1341: 0.00027896361350039964
Position 2291: 0.00027173245591021524
Position 351: 0.0002603068958871962
Position 2447: 0.00025383166707420077
Position 1890: 0.00024456473573846203
Position 1641: 0.00024116215872231373
Position 1576: 0.00023447494141590273
Position 829: 0.00022347322627001986
Position 1969: 0.0002175010792592759
Position 1480: 0.00018736617486573271
Position 1134: 0.0001700937124070038
Position 165: 0.00016949859976834043
Position 1980: 0.00015658371847554717
Position 2385: 0.00015275516406921372
Position 1611: 0.00014714406854957654
Position 1360: 0.00012578842399968974
Position 1701: 0.00012098944061732167
Position 1401: 0.00010696419054515396
Position 2443: 0.00010619967372362561
Position 672: 0.00010338183563925296
Position 2255: 0.00010139081240858241
Position 783: 9.535943586965185e-05
Position 1477: 9.533484976948815e-05
Position 663: 8.896309165018815e-05
Position 1946: 8.665324565682252e-05
Position 699: 8.002404723227288e-05
Position 1730: 7.768209230038932e-05
Position 89: 7.605912711895932e-05
Position 1704: 7.209553497608475e-05
Position 1952: 6.526434159531619e-05
Position 264: 6.502042320835237e-05
Position 1071: 4.6566312323293334e-05
Position 2259: 4.617962538914438e-05
Position 696: 4.2830409863962615e-05
Position 1849: 4.207890947869421e-05
Position 363: 3.70783036442058e-05
Position 589: 3.466164622870536e-05
Position 1077: 3.04730833046876e-05
Position 2130: 2.6852816042008797e-05
Position 2078: 2.105675072067307e-05
Position 897: 2.0931741899191068e-05
Position 115: 1.974919993964454e-05
Position 633: 1.9223881027961803e-05
Position 962: 1.9192022821037424e-05
Position 1510: 1.753298508874838e-05
Position 2278: 1.736534908540909e-05
Position 1924: 1.6899851438951745e-05
Position 1993: 1.49618405241211e-05
Position 910: 1.4718166484665411e-05
Position 1308: 1.3060517594002106e-05
Position 2532: 1.2606870068075078e-05
Position 507: 1.246572410956847e-05
Position 1492: 1.1258560014488095e-05
Position 1383: 9.473749768857564e-06
Position 726: 9.119303680593635e-06
Position 1297: 8.319264187338812e-06
Position 2072: 8.270926098598193e-06
Position 562: 8.270559617878996e-06
Position 974: 8.056814882341796e-06
Position 1638: 7.852070479243307e-06
Position 681: 7.360614612908792e-06
Position 840: 7.359093265307368e-06
Position 1380: 6.833217296354148e-06
Position 2496: 6.240535920170928e-06
Position 1327: 6.212001118825645e-06
Position 125: 5.968323121939651e-06
Position 936: 5.661228768789033e-06
Position 1838: 5.516605170754896e-06
Position 711: 5.3097509077757436e-06
Position 942: 5.112565326343112e-06
Position 2016: 4.560960341984347e-06
Position 1971: 4.452699238564678e-06
Position 498: 4.394181176602759e-06
Position 1897: 4.191388868308132e-06
Position 242: 3.989862733004023e-06
Position 2297: 3.794314766420024e-06
Position 2214: 3.7101005780165185e-06
Position 2271: 3.6982227858377117e-06
Position 918: 3.6643937980295604e-06
Position 2318: 3.581600142879934e-06
Position 1008: 3.0110811884726387e-06
Position 2262: 2.96405747836553e-06
Position 676: 2.6068946586177948e-06
Position 837: 2.3834481416261436e-06
Position 1930: 2.1325260756736806e-06
Position 1957: 1.9127284415634286e-06
Position 326: 1.8405356464007028e-06
Position 283: 1.8215757461210615e-06
Position 1916: 1.7286826662437052e-06
Position 2672: 1.6510504776818344e-06
Position 1602: 1.6488224817023797e-06
Position 627: 1.646446982332669e-06
Position 2145: 1.5616594287150487e-06
Position 1911: 1.5235809489633537e-06
Position 372: 1.43776655178359e-06
Position 2043: 1.2977145059652077e-06
Position 516: 1.231430438337664e-06
Position 1530: 1.1942626980532453e-06
Position 1526: 8.76508802926423e-07
Position 462: 8.530434554485655e-07
Position 312: 7.763710157482138e-07
Position 1846: 7.358269282495266e-07
Position 1999: 6.80952160353929e-07
Position 970: 6.18538339605223e-07
Position 2121: 5.549266355987263e-07
Position 858: 4.890688311395999e-07
Position 2517: 4.25515180587633e-07
Position 1405: 3.978667044687755e-07
Position 1714: 1.9953877207859176e-07
Position 1519: 1.2385819752516746e-07
Position 2139: 1.2143576838812927e-07
Position 248: 1.0807710410472309e-07
Position 2137: 9.811504451709455e-08
Position 2147: 9.460069875169211e-08
Position 1855: 8.669903223107632e-08
Position 1894: 6.586885594375264e-08
Position 2559: 5.355538287573831e-08
Position 117: 4.270558977664915e-08
Position 2454: 3.702853329625255e-08
Position 2058: 3.449251101452379e-08
Position 1587: 2.8523642534463783e-08
Position 2304: 2.7576383659916118e-08
Position 1272: 2.6492924691166742e-08
Position 1164: 2.6293381593024057e-08
Position 717: 2.2802341484828226e-08
Position 2568: 2.1235900444618377e-08
Position 1537: 1.993313740456852e-08
Position 2421: 1.6796850419861993e-08
Position 2547: 1.3804545561025355e-08
Position 1548: 1.2474937635271854e-08
Position 2308: 1.1400131318912416e-08
Position 899: 1.0806144755299334e-08
Position 1346: 9.552536086793852e-09
Position 1987: 8.303149386140049e-09
Position 1377: 4.293690852895169e-09
Position 683: 2.2698507478572054e-09
Position 1583: 2.2321940846729744e-09
Position 2556: 2.207133055852829e-09
Position 1532: 1.0134542409076212e-09
Position 2500: 6.736528562410898e-10
Position 1899: 2.159222645807309e-10
Position 437: 1.8462502705047458e-10
Position 564: 2.30584022783687e-11
Position 2293: 2.0219258542788034e-11
Position 847: 1.3822497945951267e-11
Position 1551: 5.665158970188111e-12
Position 2573: 1.1807031718670787e-12
Position 759: 7.485918666724684e-14
