Gene = eIF3l
Position 2013: 4.440121622127584e-06
Position 220: 4.3910470150964906e-06
Position 663: 2.9888210213082306e-06
Position 2089: 2.461040108959653e-06
Position 1468: 2.1947803230052004e-06
Position 35: 2.1365492188261924e-06
Position 821: 2.0221225517081118e-06
Position 1569: 1.8237224109374636e-06
Position 1603: 1.5258529341593657e-06
Position 543: 1.523260969646043e-06
Position 1017: 1.4572644767845512e-06
Position 1920: 1.3574782454642815e-06
Position 486: 9.62608488080998e-07
Position 1483: 9.34699189695268e-07
Position 1163: 9.016447015504672e-07
Position 1191: 8.607652124358791e-07
Position 2299: 7.713188236937649e-07
Position 37: 6.733371358981414e-07
Position 599: 5.33804091200981e-07
Position 2039: 2.289760205830717e-07
Position 2301: 2.1758857260410208e-07
Position 1932: 2.1305344521002647e-07
Position 829: 1.8785682958729112e-07
Position 2247: 1.710606998042791e-07
Position 2023: 1.3309033907989572e-07
Position 79: 1.2456559219226015e-07
Position 2504: 1.0861080076844912e-07
Position 2245: 1.0588167528916702e-07
Position 72: 3.616767962862055e-08
Position 1336: 3.3776865202673185e-08
Position 2558: 3.0247112675174795e-08
Position 1349: 9.421211736407078e-09
Position 2411: 7.834178879511213e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.98928062501398
Position 1379: 0.9837595413468223
Position 846: 0.9425578879624925
Position 523: 0.046248638713110364
Position 480: 0.02962385781695504
Position 1026: 0.008702001450558753
Position 535: 0.006102622056089301
Position 2178: 0.006009849319995526
Position 1812: 0.004653450888915641
Position 1920: 0.0043856980544191735
Position 765: 0.004113424685118365
Position 284: 0.0038025455683693785
Position 263: 0.002595360422579076
Position 2280: 0.0020152198004526993
Position 588: 0.0020006652380908136
Position 1122: 0.0015168681944894042
Position 2234: 0.0014003994054811026
Position 295: 0.001335519889162291
Position 778: 0.001273854399839563
Position 1581: 0.0012409454742457874
Position 2118: 0.0011900424522428485
Position 821: 0.001185418716869229
Position 305: 0.0011546430317266698
Position 1236: 0.0010925405037040727
Position 2062: 0.001069070178594695
Position 378: 0.0009478348427519896
Position 966: 0.0009183169253850509
Position 608: 0.000803033042632331
Position 503: 0.0006586931141253453
Position 1869: 0.0005721694203096355
Position 2448: 0.0004827146890899821
Position 1050: 0.0004735473364282053
Position 1824: 0.000393714809989614
Position 2531: 0.0003817218601423148
Position 1647: 0.0003503617892105951
Position 1170: 0.00031506195633139016
Position 745: 0.0003016813250328887
Position 1179: 0.0002734787241717332
Position 1866: 0.00022038369694504973
Position 2068: 0.00021860552773966943
Position 1031: 0.00018514513383723904
Position 2299: 0.0001761584060831673
Position 2547: 0.00017351992125179752
Position 1686: 0.00016797740305281777
Position 1074: 0.00012987987595840432
Position 1989: 0.00011493953635394649
Position 2112: 0.00011186853999943181
Position 1983: 0.00010950755423005041
Position 1243: 0.00010132842798540153
Position 1404: 0.00010120025908732869
Position 614: 9.01385877739514e-05
Position 1944: 6.623357176731927e-05
Position 1011: 6.618862878510472e-05
Position 1090: 5.850996819697409e-05
Position 1506: 5.801417888956298e-05
Position 1068: 4.8932064144835526e-05
Position 1101: 4.804773917703233e-05
Position 2145: 3.493913563412255e-05
Position 2459: 3.182869397530125e-05
Position 1436: 2.752319605627206e-05
Position 1345: 2.5934125597803563e-05
Position 2148: 2.45772536568923e-05
Position 2094: 2.3530653214515542e-05
Position 1503: 2.342374147517271e-05
Position 877: 1.940213858024746e-05
Position 314: 1.9072601581943182e-05
Position 704: 1.805331812271092e-05
Position 1875: 1.7675209695201815e-05
Position 2641: 1.6427781694691887e-05
Position 687: 1.570933573862109e-05
Position 1656: 1.528505558288614e-05
Position 1878: 1.5063622435686548e-05
Position 2013: 1.4065123150513169e-05
Position 1071: 1.406406547193962e-05
Position 1308: 1.3960492083143896e-05
Position 2504: 1.1624618907728716e-05
Position 652: 1.0676577114251808e-05
Position 1181: 1.0380845594528887e-05
Position 1683: 1.034415336560223e-05
Position 1509: 9.135743999281357e-06
Position 1065: 8.909576610487878e-06
Position 1821: 8.13762414123377e-06
Position 658: 7.0871741274320405e-06
Position 565: 6.4898527703578425e-06
Position 1125: 5.302823162856405e-06
Position 1832: 4.186391401493366e-06
Position 2253: 3.8970079368481384e-06
Position 1941: 3.284657038730666e-06
Position 897: 3.009880253103892e-06
Position 2004: 2.9581735900833616e-06
Position 553: 2.933086377849717e-06
Position 151: 2.8414207781689854e-06
Position 1320: 2.8010927468030405e-06
Position 2133: 2.544450320180061e-06
Position 1528: 2.0311790252522483e-06
Position 439: 1.8589508776760959e-06
Position 788: 1.4266822280928972e-06
Position 2238: 1.0750805915534334e-06
Position 1176: 1.005239161751272e-06
Position 1302: 8.22675970596465e-07
Position 1419: 7.555319889104101e-07
Position 709: 7.165418316466465e-07
Position 623: 6.372461681346955e-07
Position 976: 5.442424865543596e-07
Position 1416: 4.1421707984312564e-07
Position 1333: 3.544333846847687e-07
Position 1278: 3.31843613418572e-07
Position 550: 3.2847924279308403e-07
Position 103: 2.606033767243947e-07
Position 1952: 2.5021262481643886e-07
Position 1410: 2.0830884569284146e-07
Position 663: 2.028049246599175e-07
Position 2310: 9.830275695981466e-08
Position 1254: 9.601042740985411e-08
Position 146: 9.018280410702666e-08
Position 903: 6.555176942087892e-08
Position 1515: 5.6976809106592985e-08
Position 694: 4.7371112965985136e-08
Position 1395: 3.923027345143757e-08
Position 793: 3.006213446960089e-08
Position 714: 2.6069514085297156e-08
Position 2318: 2.2009447396467696e-08
Position 942: 1.9470013644934727e-08
Position 2340: 1.9217900571083498e-08
Position 1959: 1.7222344595399004e-08
Position 537: 1.6147367088053667e-08
Position 1932: 1.3561808125446123e-08
Position 2306: 1.028458679539987e-08
Position 1674: 9.978757885667048e-09
Position 1290: 7.358652045527679e-09
Position 155: 7.149923445698862e-09
Position 121: 4.775678465784137e-09
Position 1665: 3.814782251626453e-09
Position 905: 3.5232092637506167e-09
Position 2329: 2.3283245659289652e-09
Position 780: 1.8610756217304681e-09
Position 91: 1.7471182818765496e-09
Position 1448: 1.3292705960623714e-09
Position 93: 1.2474268358634936e-09
Position 2367: 8.934607300436456e-10
Position 2352: 4.523358478796822e-10
Position 1443: 2.1990666795167588e-10
Position 978: 6.706904205050849e-11
Position 159: 3.7244075071993534e-11
Position 782: 2.768173765307519e-11
Position 2357: 1.90871666272152e-12
Position 2048: 1.434780394679113e-12
