Gene = lok
Position 2752: 1.9342754061493743e-05
Position 129: 1.6817654656850192e-05
Position 2350: 1.5568652506672975e-05
Position 325: 1.4796613561215237e-05
Position 2885: 1.438863530187232e-05
Position 665: 1.4047256744589813e-05
Position 433: 1.3344784826284436e-05
Position 1143: 1.2148790349112643e-05
Position 1614: 1.209667267008939e-05
Position 441: 9.400109524826181e-06
Position 1830: 9.37743613687869e-06
Position 2576: 9.129647861662475e-06
Position 359: 8.522685367711312e-06
Position 2672: 8.388830291129781e-06
Position 1317: 7.839757492185075e-06
Position 1423: 7.826086041165923e-06
Position 1596: 7.574494672101483e-06
Position 145: 7.304930058716858e-06
Position 691: 6.952843054045674e-06
Position 1813: 6.921632850118617e-06
Position 160: 6.893699458028231e-06
Position 379: 6.362871002076021e-06
Position 2153: 5.564847224262001e-06
Position 1728: 5.022592239826483e-06
Position 2565: 4.901340471417168e-06
Position 1308: 4.842715792401402e-06
Position 1287: 4.798561051508585e-06
Position 2114: 4.303910882145042e-06
Position 2392: 4.0112497877656425e-06
Position 1147: 3.7748897878669513e-06
Position 100: 3.6046696311563606e-06
Position 2705: 3.233475341504461e-06
Position 2733: 2.914187754841598e-06
Position 2559: 2.892719709427126e-06
Position 2050: 2.839667549292595e-06
Position 680: 2.7980441809799285e-06
Position 1784: 2.161253417745059e-06
Position 628: 1.4515674967460391e-06
Position 2027: 1.1981172041138058e-06
Position 2717: 1.056963762657434e-06
Position 2761: 9.661832775064867e-07
Position 1803: 8.529435518793747e-07
Position 2727: 8.468164450554839e-07
Position 2590: 5.791357395745973e-07
Position 2203: 5.064543307181295e-07
Position 1343: 4.047097910899615e-07
Position 1212: 3.833063830384162e-07
Position 1988: 3.8282888596428097e-07
Position 2069: 2.888653240166164e-07
Position 742: 2.5646594548338447e-07
Position 718: 2.1420176292378145e-07
Position 154: 2.087995320561735e-07
Position 1093: 1.7270237684696542e-07
Position 2567: 1.6118246010756397e-07
Position 2722: 1.3820397085348195e-07
Position 1968: 8.092399567880895e-08
Position 1096: 6.319094155783112e-08
Position 2719: 3.8301610799191384e-08
Position 1941: 3.440924998713238e-08
Position 2054: 2.9522411960271902e-08
Position 2425: 2.5200002714354594e-08
Position 2255: 1.1843611180178437e-08
Position 2085: 4.855713848142079e-09
Position 2102: 5.925421691149555e-10
Position 1104: 1.499966580809208e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.9995905253589445
Position 1955: 0.9884184002654051
Position 1122: 0.9877123791944514
Position 725: 0.9473796689546152
Position 1311: 0.33612406511137916
Position 359: 0.20921530245885425
Position 1325: 0.06734312451718218
Position 387: 0.04956353779204889
Position 1516: 0.04560944082761694
Position 883: 0.039243988294574414
Position 365: 0.029214193202203476
Position 2806: 0.01670313080326038
Position 2938: 0.008975962396711877
Position 1096: 0.007090507894101826
Position 186: 0.0046853488559663505
Position 1504: 0.0045096777324406985
Position 1333: 0.004435489759869453
Position 939: 0.0036306599737032947
Position 1394: 0.0036302720118893397
Position 752: 0.0028405878231608827
Position 1941: 0.0024696148302058114
Position 948: 0.0021782697069920405
Position 1796: 0.0021143129557374823
Position 407: 0.0019004240422575223
Position 1475: 0.0018726745345906178
Position 1826: 0.0016193150594321563
Position 1478: 0.0016191612183663136
Position 256: 0.0015041546154506784
Position 2433: 0.00129864994463236
Position 2911: 0.0012938065403986009
Position 265: 0.0011950756776958127
Position 887: 0.001176117589079784
Position 1978: 0.0009884098199808393
Position 517: 0.0009652617136215278
Position 1830: 0.0009405169274592835
Position 1454: 0.0009253802188071929
Position 872: 0.000872836922699965
Position 1669: 0.0006993525739545285
Position 325: 0.0005544241864704943
Position 1897: 0.0004800426292393721
Position 1556: 0.00046008746298132355
Position 2113: 0.00045714051751323087
Position 935: 0.0004194704188955829
Position 2727: 0.0003432962915612799
Position 2875: 0.000331159012311007
Position 1800: 0.00025217178232421174
Position 190: 0.0002479295499509304
Position 1763: 0.0002468615917970613
Position 1631: 0.00023609994095721214
Position 1547: 0.00019914030256542909
Position 230: 0.000191490237100615
Position 145: 0.00016942049416764665
Position 1175: 0.00016828478977490543
Position 1364: 0.00015323292094416611
Position 284: 0.00015092691110600099
Position 1057: 0.00014585456809174696
Position 490: 0.00012070276796268872
Position 1451: 0.00011603041345012316
Position 273: 0.00011491250857809781
Position 909: 9.945048453308246e-05
Position 227: 9.342207246452707e-05
Position 2062: 9.094236938290658e-05
Position 481: 8.101948936256716e-05
Position 404: 8.041888543675762e-05
Position 844: 6.453647230823283e-05
Position 204: 5.581379133745034e-05
Position 1054: 5.241960673921131e-05
Position 1999: 4.908100233581036e-05
Position 1542: 4.823911711176479e-05
Position 1733: 4.74116867317983e-05
Position 958: 3.868725415050813e-05
Position 963: 3.399249005310813e-05
Position 997: 3.323828731271236e-05
Position 1373: 3.3199157020160314e-05
Position 2898: 2.966239801430209e-05
Position 2138: 2.8950317264564144e-05
Position 1684: 2.7648797775020893e-05
Position 976: 2.6378530845068e-05
Position 2026: 2.3331128022146307e-05
Position 1604: 1.4455728720287761e-05
Position 1250: 1.3403693004761795e-05
Position 2630: 1.2283201838387582e-05
Position 2059: 1.1637212336406698e-05
Position 2747: 1.0802932812148634e-05
Position 2358: 9.114889613876135e-06
Position 1191: 8.89968716868392e-06
Position 827: 8.405191516232584e-06
Position 473: 7.882116304965896e-06
Position 1277: 6.218855920402326e-06
Position 917: 6.189994847337411e-06
Position 1010: 6.143036310600319e-06
Position 2885: 5.306608950997501e-06
Position 2438: 4.701550510750597e-06
Position 1231: 3.7005796034779748e-06
Position 2469: 3.412106541458594e-06
Position 1256: 3.280157020155385e-06
Position 2466: 3.07235826627787e-06
Position 2690: 2.026795843535024e-06
Position 2050: 1.8674186945830212e-06
Position 2255: 1.4871481744501668e-06
Position 240: 1.4135206068907044e-06
Position 1158: 1.2090944462420403e-06
Position 2346: 1.1593471691126706e-06
Position 960: 1.1228035108909562e-06
Position 742: 9.440345822356984e-07
Position 2733: 8.012776148743984e-07
Position 2301: 7.003385548386071e-07
Position 1700: 5.953955416871198e-07
Position 1267: 5.871421123732518e-07
Position 2046: 5.645391003203321e-07
Position 2014: 5.147990908592477e-07
Position 2149: 4.4511616945149273e-07
Position 2588: 3.9822471505286204e-07
Position 2367: 3.865641984053856e-07
Position 2219: 3.7944599789741093e-07
Position 441: 3.773748617831108e-07
Position 2011: 3.6940251796552167e-07
Position 2280: 3.5910876344389604e-07
Position 921: 2.431780654786053e-07
Position 1236: 2.3539825308754204e-07
Position 568: 2.232872096451579e-07
Position 496: 2.0293673808667616e-07
Position 1361: 1.9241075492183291e-07
Position 2605: 1.8292427666409201e-07
Position 333: 1.7323077594556342e-07
Position 2313: 1.6954759250012902e-07
Position 2228: 1.56250590689281e-07
Position 577: 1.3795025970881655e-07
Position 1247: 1.3670320582929518e-07
Position 1407: 1.155768259790152e-07
Position 1688: 1.0704332930296257e-07
Position 2435: 8.646570599728729e-08
Position 2318: 6.886917997203175e-08
Position 2135: 5.956671107813425e-08
Position 2403: 4.899420847996374e-08
Position 2595: 4.190108146381328e-08
Position 541: 3.377758666943128e-08
Position 802: 2.790693839156481e-08
Position 2553: 2.7026215681895257e-08
Position 758: 2.1854365608812844e-08
Position 529: 1.7463570842328214e-08
Position 2310: 1.6358974389434286e-08
Position 2153: 1.3500453073836329e-08
Position 597: 1.2808442130976089e-08
Position 242: 1.2565601881073514e-08
Position 2166: 1.0028474199269204e-08
Position 2538: 9.397742077418073e-09
Position 545: 8.884954770271606e-09
Position 416: 8.377747196930423e-09
Position 894: 5.9436477250569505e-09
Position 2405: 3.4989698406324673e-09
Position 2174: 3.0193982063166448e-09
Position 1343: 2.891676472995477e-09
Position 2511: 1.0554601751408474e-09
Position 2475: 1.0447215505596176e-09
Position 2195: 9.397294624498082e-10
Position 523: 5.770364281814134e-10
Position 433: 3.938690486577661e-10
Position 492: 3.9218348929464853e-10
Position 2514: 3.0064489892361755e-10
Position 538: 2.91471691470047e-10
Position 2487: 2.626660359303629e-10
Position 2508: 1.448358052323994e-10
Position 2672: 7.011914527293391e-11
Position 2348: 2.4970338076103376e-11
Position 2477: 2.4036906478697007e-11
Position 2526: 1.4263127187868982e-12
Position 763: 2.8703552661810346e-13
Position 525: 1.2510222558821707e-18
