Gene = Kr-h2
Position 2103: 7.717477467046645e-09
Position 2661: 6.744972826881754e-09
Position 2699: 5.683148537979846e-09
Position 2910: 7.879172322837588e-10
Position 2733: 2.2359620244037938e-10
Position 2688: 2.0529251805621883e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9946474900128648
Position 2246: 0.9873342523130865
Position 1423: 0.9454565268944758
Position 2049: 0.777238252610836
Position 2101: 0.21453168539379622
Position 267: 0.06568994121398249
Position 901: 0.05551491484763818
Position 2688: 0.05490151083698028
Position 434: 0.048723298649694734
Position 350: 0.01879724876788805
Position 675: 0.012795598418886289
Position 940: 0.006552987907420697
Position 655: 0.004655163902604999
Position 796: 0.0046076083252658455
Position 84: 0.004572812377531118
Position 691: 0.004503149976714364
Position 1753: 0.0038594350032704248
Position 1175: 0.0031309686505661574
Position 1300: 0.001962545933782217
Position 1616: 0.0019054854864993182
Position 2103: 0.0016731433033594536
Position 2229: 0.0016286475261586557
Position 634: 0.0016247777883933025
Position 2306: 0.00158691553872442
Position 1011: 0.001270232561969292
Position 1279: 0.0012390374328380082
Position 2594: 0.0011024283335196543
Position 310: 0.0008702364116358086
Position 1570: 0.000727324022713362
Position 2061: 0.0006928087462457573
Position 2551: 0.0005985729317037968
Position 1054: 0.0005530300161315166
Position 1136: 0.0005146417983561767
Position 2563: 0.00047193968879348524
Position 1813: 0.00045224586873410244
Position 1197: 0.0004295506631572209
Position 2109: 0.00037555879766947915
Position 1148: 0.00036280361527185227
Position 1836: 0.00030282063268700785
Position 759: 0.0002670258745768432
Position 2538: 0.00025595950717370846
Position 1594: 0.00021328573383840109
Position 1352: 0.000192420839590316
Position 1443: 0.0001715525338680701
Position 948: 0.00015485832954939522
Position 1603: 0.00013986403253340228
Position 1205: 0.00013979683726026288
Position 1119: 0.00011695378871249155
Position 1537: 0.00011688421046491697
Position 2643: 0.00010610343224404324
Position 326: 0.00010106779339664047
Position 1510: 9.362036330971849e-05
Position 168: 9.252904877992289e-05
Position 410: 6.82240153690565e-05
Position 2699: 6.586809799450078e-05
Position 395: 6.028881444698463e-05
Position 1665: 5.83330740593273e-05
Position 994: 5.802642129988748e-05
Position 1768: 5.686702742710377e-05
Position 1518: 5.2743048899796924e-05
Position 59: 5.021981011246114e-05
Position 2445: 4.8169466674534756e-05
Position 1378: 4.522362948650003e-05
Position 722: 4.1820299605714474e-05
Position 801: 4.002128804586197e-05
Position 152: 3.8058104594210816e-05
Position 1222: 3.6752732796922294e-05
Position 750: 3.46262178282076e-05
Position 489: 3.10436632321699e-05
Position 1304: 2.6055708997912013e-05
Position 2400: 2.4465211938430524e-05
Position 1764: 2.3366345228515693e-05
Position 2522: 2.3245886000591475e-05
Position 1540: 1.9136203032013796e-05
Position 2937: 1.726322294796976e-05
Position 1501: 1.5421030572551757e-05
Position 2661: 1.2316125653637559e-05
Position 1251: 1.0909996430469331e-05
Position 1227: 1.0489567988979626e-05
Position 1955: 9.29888024795354e-06
Position 1455: 9.068967321752e-06
Position 2127: 8.708820974094825e-06
Position 1543: 6.699890339916669e-06
Position 2485: 6.509673937445988e-06
Position 1312: 6.382690967658052e-06
Position 502: 5.590092532737794e-06
Position 971: 5.259297117757478e-06
Position 2868: 5.019422849236791e-06
Position 2917: 5.005821794217888e-06
Position 1356: 4.9610666170168205e-06
Position 1815: 4.774578954507829e-06
Position 2629: 4.379437304296186e-06
Position 446: 3.826523683992477e-06
Position 2620: 3.6405687294731483e-06
Position 1359: 3.5684358208246996e-06
Position 1585: 3.5119733141237257e-06
Position 1077: 2.917765966834622e-06
Position 1092: 2.769233581141061e-06
Position 2566: 2.517714867831897e-06
Position 2942: 2.397248252251297e-06
Position 1320: 2.3803029880736492e-06
Position 2947: 2.3311081557953127e-06
Position 1232: 2.3166502376517275e-06
Position 914: 2.1640449053171585e-06
Position 2908: 1.8527913822975823e-06
Position 2760: 1.378243066565448e-06
Position 2925: 1.3253034916673346e-06
Position 2966: 1.1036698106627021e-06
Position 1470: 9.50587020210124e-07
Position 1389: 8.316910480821617e-07
Position 233: 6.642512272833064e-07
Position 1755: 6.594908889712949e-07
Position 1325: 6.552404591471791e-07
Position 1984: 6.192191390656027e-07
Position 996: 4.3481949625801597e-07
Position 1971: 3.9040200405367936e-07
Position 1245: 3.6047033572149027e-07
Position 223: 3.003607981535435e-07
Position 484: 2.85532025624349e-07
Position 2364: 2.82655259065062e-07
Position 1447: 2.7310236334645773e-07
Position 2881: 2.307839348568583e-07
Position 2035: 1.7054329095275355e-07
Position 2346: 1.678273789759147e-07
Position 516: 1.4760252587116018e-07
Position 2482: 1.4537884618971938e-07
Position 1546: 1.0179076196365266e-07
Position 1867: 8.487739366087298e-08
Position 1386: 7.96307039740495e-08
Position 2451: 3.302117561895679e-08
Position 191: 3.2781336887797515e-08
Position 1555: 2.7945247169979305e-08
Position 129: 2.7854240150010752e-08
Position 1998: 2.6087066352835044e-08
Position 195: 2.598718900388912e-08
Position 2472: 2.2830796153848013e-08
Position 2461: 1.7960711393526443e-08
Position 1258: 1.1506335014371748e-08
Position 1843: 1.1459895648950824e-08
Position 2467: 1.0690952128128524e-08
Position 1219: 6.684737066988159e-09
Position 1253: 2.3947817941908115e-09
Position 391: 1.4410747148360175e-09
Position 1525: 1.1812706877649069e-09
Position 2145: 1.0714645422075936e-09
Position 1691: 6.024611591508235e-10
Position 2413: 4.1372465544593333e-10
Position 2003: 2.847376475278514e-10
Position 197: 2.2977057437160715e-10
Position 202: 2.1001890184203708e-10
Position 2209: 1.2253530914114498e-10
Position 2469: 9.733319483013716e-11
Position 96: 6.649328830148132e-11
Position 1527: 3.670667703673463e-11
Position 2188: 1.2843326167321825e-12
Position 448: 2.4969973642734454e-13
