Gene = Nf-YA
Position 224: 6.850037336629135e-05
Position 1678: 6.538141677104361e-05
Position 858: 6.405552219667865e-05
Position 2067: 6.063948807899498e-05
Position 1100: 5.931575579071968e-05
Position 555: 5.8429491896370864e-05
Position 782: 5.062837399720136e-05
Position 219: 4.833095728426321e-05
Position 245: 4.626449015686633e-05
Position 2012: 4.064984610483705e-05
Position 1418: 4.0112856966531915e-05
Position 200: 3.647032192048845e-05
Position 1064: 3.5051140964196316e-05
Position 1446: 3.34176021575657e-05
Position 502: 3.0716409893083615e-05
Position 1325: 3.054634884786771e-05
Position 117: 2.8344242515532404e-05
Position 547: 2.8227318130566157e-05
Position 2081: 2.3599929000103972e-05
Position 579: 2.0952030205708335e-05
Position 719: 2.063518121421342e-05
Position 740: 1.893286005277946e-05
Position 846: 1.8338467571590257e-05
Position 1103: 1.4617673777451595e-05
Position 137: 1.3794833663661118e-05
Position 689: 1.3455015827175605e-05
Position 1262: 1.2278492539143384e-05
Position 999: 1.16135725401278e-05
Position 932: 1.0752666914364838e-05
Position 905: 9.994024403408967e-06
Position 1471: 9.196355754945556e-06
Position 767: 8.488070015504288e-06
Position 505: 7.812494678153657e-06
Position 460: 7.716835002710945e-06
Position 1792: 7.10717560523884e-06
Position 56: 6.480817586046083e-06
Position 743: 5.977069959120165e-06
Position 1585: 5.877480319688411e-06
Position 1020: 5.580791055678823e-06
Position 561: 5.056034274866495e-06
Position 1415: 4.7407275134050735e-06
Position 1615: 4.574945183507515e-06
Position 1916: 4.438914764924406e-06
Position 1162: 4.057953400584251e-06
Position 1106: 3.730246786731578e-06
Position 2043: 2.855679144627386e-06
Position 1149: 2.6368257859171835e-06
Position 1603: 2.6064458097718026e-06
Position 1691: 2.565842926993866e-06
Position 746: 2.493553934045618e-06
Position 1621: 2.4854096437657257e-06
Position 922: 2.270756099848789e-06
Position 1489: 1.64262951079259e-06
Position 1591: 1.5368124410377029e-06
Position 331: 1.4879559752067015e-06
Position 1180: 1.3245607695740028e-06
Position 668: 1.303105976587067e-06
Position 915: 1.2580757229306987e-06
Position 47: 1.2062220233773809e-06
Position 1543: 1.1838350400015592e-06
Position 1635: 1.1524045839346333e-06
Position 508: 1.0421070071242115e-06
Position 1628: 1.0024821847472161e-06
Position 1337: 8.022930824380726e-07
Position 630: 6.32661375252001e-07
Position 1208: 6.253230669462359e-07
Position 1297: 6.050474848682052e-07
Position 1038: 5.6877604566657e-07
Position 1805: 5.478973534205301e-07
Position 752: 5.435694228086721e-07
Position 356: 5.383814904980392e-07
Position 758: 5.368154281500246e-07
Position 863: 4.6502493946668883e-07
Position 1141: 4.5922658062754924e-07
Position 987: 3.677570799943809e-07
Position 1608: 2.8535737947949855e-07
Position 1799: 2.3695849392477221e-07
Position 1574: 2.2185619010504582e-07
Position 1388: 1.493290118231155e-07
Position 1639: 1.2522946676291322e-07
Position 1428: 9.813920422038643e-08
Position 1118: 4.339077181394262e-08
Position 1229: 4.2479023801286336e-08
Position 1074: 4.05805022402726e-08
Position 1453: 3.300357224924651e-08
Position 1112: 3.093814532980723e-08
Position 1809: 2.9446841084676426e-08
Position 1241: 2.651938749538359e-08
Position 161: 1.9148676578491065e-08
Position 141: 1.9132893811157888e-08
Position 158: 1.5584155150060683e-08
Position 1811: 1.2151056537061578e-08
Position 1223: 7.91421125569293e-09
Position 1115: 7.667814820547309e-09
Position 1304: 4.799821362986736e-09
Position 170: 3.2868177063604226e-09
Position 1214: 2.4352000452299266e-09
Position 1017: 5.66866566594315e-10
Position 176: 4.180762036290656e-10
Position 1308: 3.482578291545643e-10
Position 1029: 3.271780023037428e-10
Position 1310: 2.11329890408014e-10
Position 148: 1.9177068131582865e-10
Position 1238: 6.603084752581899e-11
Position 165: 5.517136846204213e-12
Position 564: 1.0021989528344237e-12
Position 1216: 2.568319937402947e-14
Position 163: 8.433045156960845e-18
