Gene = Nmt
Position 260: 8.486084372346352e-07
Position 1163: 5.112889850529617e-07
Position 122: 4.96813473823279e-07
Position 851: 4.5599235188647043e-07
Position 146: 4.3781197379027786e-07
Position 369: 3.641631757719302e-07
Position 1365: 3.586404934957512e-07
Position 149: 2.9426040579537434e-07
Position 951: 2.766669724873841e-07
Position 2157: 2.1897244354952933e-07
Position 1556: 1.8999339698218913e-07
Position 278: 1.212049061860311e-07
Position 1310: 1.1880985941788122e-07
Position 1058: 1.1503164981692576e-07
Position 152: 1.1098735392122726e-07
Position 341: 9.708436880460775e-08
Position 1214: 7.297313924450191e-08
Position 333: 7.24098387976864e-08
Position 140: 6.096568928187216e-08
Position 158: 5.6771713802711384e-08
Position 161: 5.108787228029038e-08
Position 887: 4.3729719334952755e-08
Position 568: 3.789187302373076e-08
Position 1622: 2.3897115464890697e-08
Position 291: 2.199189845260414e-08
Position 1574: 1.7894061850406952e-08
Position 944: 1.3421151471609835e-08
Position 1982: 1.1622018609894497e-08
Position 307: 6.360833911552395e-09
Position 1600: 4.498400253365178e-09
Position 1620: 2.747909226684439e-09
Position 311: 2.594318580699928e-09
Position 284: 1.6421115588848695e-09
Position 343: 4.2623859891445406e-10
Position 179: 2.8908219169083703e-10
Position 896: 5.184185241081693e-11
Position 251: 3.440199432293291e-11
Position 2168: 3.009696716216226e-11
