Gene = Mdh1
Position 1406: 1.0120740957883153e-07
Position 1625: 5.517961202045565e-08
Position 2491: 5.311537337509172e-08
Position 2183: 4.624281405480073e-08
Position 462: 4.445889263902344e-08
Position 2054: 1.9107240656520597e-08
Position 1401: 1.7337596735990147e-08
Position 2324: 1.70753966574885e-08
Position 2104: 1.588141901454397e-08
Position 2084: 1.532182165561503e-08
Position 2063: 6.574283485953295e-09
Position 2496: 1.1108288026457186e-09
Position 2279: 4.937372924420702e-10
Position 2501: 3.6486949928091736e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.38963285562657407
Position 394: 0.1429282750608396
Position 1387: 0.1398851973592508
Position 1059: 0.08560845955444675
Position 732: 0.06501649762689346
Position 691: 0.06461374239627841
Position 353: 0.05004093720080543
Position 1957: 0.026622984352156327
Position 675: 0.015171209236887409
Position 1975: 0.009131301862870094
Position 788: 0.008228055988408872
Position 1251: 0.007026460313118297
Position 2044: 0.006878461739217126
Position 494: 0.00653926055702499
Position 779: 0.006293013601641474
Position 234: 0.005624441103323879
Position 256: 0.004764522328012177
Position 748: 0.003079303329151298
Position 78: 0.0028984284380542675
Position 209: 0.0026973980061948803
Position 1152: 0.002200457721031424
Position 2298: 0.0017940525263122075
Position 1355: 0.0017099736487107542
Position 2068: 0.0016176380476674759
Position 2480: 0.0009964946593775128
Position 2071: 0.0008186582755224207
Position 1281: 0.0006342122006112327
Position 524: 0.0005549575496409893
Position 2211: 0.0004614131816978206
Position 1159: 0.0003961911915406873
Position 1921: 0.0003172024883820602
Position 1022: 0.00027457663679508005
Position 905: 0.0002387377733205956
Position 1207: 0.0002174244051650367
Position 396: 0.00020135230186227763
Position 2005: 0.00018839285577658437
Position 1265: 0.000187384399380066
Position 1705: 0.00017919850684425985
Position 1260: 0.00015577610115782237
Position 2179: 0.00015492877469024745
Position 2311: 0.00014308189451407678
Position 2544: 0.00013092094306006944
Position 2537: 0.00012097530895493546
Position 590: 0.00011020245540804493
Position 1621: 0.00010939457190689024
Position 154: 0.00010849353375883529
Position 2521: 0.00010009379189921897
Position 2338: 9.931432878810113e-05
Position 2444: 9.543785206051416e-05
Position 2317: 9.473435959305777e-05
Position 1864: 9.13468292782241e-05
Position 1322: 8.342049094251671e-05
Position 765: 7.234367250063803e-05
Position 1981: 6.969913872378628e-05
Position 997: 6.83210903693445e-05
Position 1372: 6.811714228643858e-05
Position 1187: 6.727478761876114e-05
Position 1882: 5.5771514660602e-05
Position 1663: 5.2295760694931945e-05
Position 2335: 5.209470580121983e-05
Position 1156: 4.6203925715082766e-05
Position 2507: 4.0233426484217936e-05
Position 1468: 3.103901439578035e-05
Position 910: 2.9186172007006025e-05
Position 1486: 2.7332567335919843e-05
Position 547: 2.7080278575896615e-05
Position 1713: 2.697632481810625e-05
Position 1286: 2.246856347777576e-05
Position 2432: 2.1381279352278544e-05
Position 2322: 2.1203305004984228e-05
Position 407: 1.8745068801287724e-05
Position 2468: 1.826371938242912e-05
Position 1418: 1.7569231541282957e-05
Position 793: 1.754440986301012e-05
Position 1221: 1.658096407395309e-05
Position 2260: 1.554656483328455e-05
Position 533: 1.392352716998827e-05
Position 2227: 1.3585595451108201e-05
Position 942: 1.3166476868864614e-05
Position 1334: 1.2867580240501279e-05
Position 616: 1.2865441394554734e-05
Position 1140: 1.2590160570246244e-05
Position 934: 1.0979624264464216e-05
Position 1338: 9.995683517664902e-06
Position 962: 9.689647746897595e-06
Position 838: 9.464069988268237e-06
Position 1537: 8.634697046067041e-06
Position 1215: 6.298607430168388e-06
Position 2452: 4.527884767140044e-06
Position 1750: 4.511756116487715e-06
Position 1006: 3.573064740351027e-06
Position 2128: 3.0572450640827235e-06
Position 1480: 2.8404514194255682e-06
Position 491: 2.749719043182389e-06
Position 854: 2.666829189005862e-06
Position 2344: 2.339220412900154e-06
Position 948: 1.575581842052401e-06
Position 2254: 1.3775734620644307e-06
Position 538: 1.233613872455697e-06
Position 2078: 1.178112377849429e-06
Position 498: 1.0108215046793213e-06
Position 1747: 9.303926208636309e-07
Position 1726: 8.616823365547121e-07
Position 1759: 8.072499333410717e-07
Position 955: 7.473473929360351e-07
Position 1720: 5.865601564251552e-07
Position 1681: 5.300029286956716e-07
Position 1666: 4.638517839657787e-07
Position 1124: 4.093880742858567e-07
Position 1738: 3.4864851018470573e-07
Position 1675: 3.3186870804956333e-07
Position 122: 3.1871615195115643e-07
Position 912: 2.642052427988221e-07
Position 2266: 2.3105447305632827e-07
Position 1585: 2.1050295539701113e-07
Position 842: 1.0266199424572215e-07
Position 2347: 4.780194696930289e-08
Position 430: 2.0818702945363464e-08
Position 936: 9.367610320697283e-09
Position 2350: 8.512658631037552e-09
Position 817: 6.046713743925001e-09
Position 91: 1.5193618365437645e-09
Position 500: 1.448179917720123e-09
Position 922: 1.0796248991046357e-09
Position 2353: 9.850472059716912e-10
Position 2359: 6.804987824762193e-11
Position 924: 3.4894416674128917e-12
