Gene = Cdk5alpha
Position 128: 1.3357058816803203e-07
Position 335: 1.28245579952813e-07
Position 530: 1.1910072962900734e-07
Position 1383: 8.08461154431854e-08
Position 668: 7.058139451895816e-08
Position 1248: 6.672687691084566e-08
Position 394: 4.2587410138611536e-08
Position 2272: 2.693096374719439e-08
Position 1041: 2.2958122091587848e-08
Position 2565: 1.5235472699262916e-08
Position 2703: 3.7764619662364456e-09
Position 2279: 1.9093690755328355e-09
Position 1031: 7.43935346849898e-11
Position 2277: 2.940589075408587e-12
Position 105: 1.798154895939333e-14
