Gene = CIAPIN1
Position 800: 5.489581200918529e-06
Position 1066: 4.022555679138521e-06
Position 2350: 3.294933067766793e-06
Position 42: 3.1438127618818137e-06
Position 2077: 3.0358255077369577e-06
Position 2141: 2.843699947238598e-06
Position 1583: 2.6814202413095837e-06
Position 2465: 2.6600170901528944e-06
Position 446: 2.354848916773176e-06
Position 677: 2.244838450084451e-06
Position 2252: 2.112818795679036e-06
Position 1718: 1.9304460620300402e-06
Position 1283: 1.9018490541893667e-06
Position 1095: 1.7859499950113745e-06
Position 351: 1.7618630452872775e-06
Position 1382: 1.6823615704671538e-06
Position 1169: 1.6813573421559578e-06
Position 1334: 1.6390054497725477e-06
Position 217: 1.3420497318996357e-06
Position 2179: 1.2431895249125157e-06
Position 423: 1.2319718407839135e-06
Position 589: 1.2099478001595092e-06
Position 2127: 1.105624794961474e-06
Position 2012: 1.0682260973626183e-06
Position 2345: 1.0192512708022408e-06
Position 1149: 9.823531233022165e-07
Position 605: 9.19194531801085e-07
Position 1376: 8.877461564961081e-07
Position 689: 8.38491771627938e-07
Position 2041: 7.612124570714346e-07
Position 2119: 6.392127587471919e-07
Position 2149: 5.852320146683145e-07
Position 2113: 5.006463933996458e-07
Position 343: 4.452661564550839e-07
Position 421: 4.2310378592463354e-07
Position 2154: 4.0763824464967093e-07
Position 1999: 3.425347771497558e-07
Position 1358: 2.976929912112323e-07
Position 1888: 2.821621358483787e-07
Position 578: 2.428873517013832e-07
Position 1574: 2.1527307944681104e-07
Position 2080: 1.9231973715670945e-07
Position 1629: 1.6304766041355995e-07
Position 583: 1.4982005669275682e-07
Position 1715: 1.4799846809231278e-07
Position 1940: 1.1658598981405567e-07
Position 404: 1.066172438610436e-07
Position 1511: 6.749148479862339e-08
Position 555: 6.17103487879718e-08
Position 714: 5.6948867223760737e-08
Position 291: 5.6280040785060627e-08
Position 329: 5.408764070335172e-08
Position 877: 5.197685772610933e-08
Position 485: 4.6512279117267966e-08
Position 683: 4.5544336453326e-08
Position 296: 1.850959175083366e-08
Position 875: 1.4994345872755617e-08
Position 591: 7.0957788046050966e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.9691228909453302
Position 310: 0.7924386657844831
Position 1834: 0.1760999954102561
Position 2340: 0.11904688760124747
Position 1519: 0.11730693745179031
Position 1107: 0.05099600880199257
Position 329: 0.042472453152569103
Position 1129: 0.03809221687767446
Position 1882: 0.018898651760656086
Position 1672: 0.012650646965470932
Position 2124: 0.012445814424386692
Position 1324: 0.010497933931723834
Position 994: 0.009137380392403291
Position 1907: 0.008640704377976226
Position 1397: 0.008275982238920374
Position 1948: 0.007961309330057332
Position 1193: 0.006468771623746852
Position 2028: 0.004978879426637804
Position 1368: 0.004618635222685325
Position 1748: 0.004514689974871447
Position 1558: 0.0036044251964965335
Position 1726: 0.003543100157448792
Position 2483: 0.002793043141908809
Position 1959: 0.0018974146669913884
Position 1033: 0.0014466670421892413
Position 2407: 0.0014076554730274673
Position 522: 0.0012143926028785616
Position 360: 0.0011240796757324243
Position 446: 0.001052774131274465
Position 1494: 0.0010446835245626089
Position 280: 0.0009987143687611088
Position 265: 0.0009594446453615578
Position 938: 0.0009166338724070712
Position 1400: 0.0009162072298262678
Position 1114: 0.0009116552749992483
Position 1295: 0.0008140972477855695
Position 1612: 0.0008095583567303937
Position 2492: 0.0007974706447589402
Position 2516: 0.0007949618237045137
Position 2088: 0.0007394484653789012
Position 1995: 0.0006892976093423088
Position 1770: 0.0006636117157540517
Position 502: 0.0005995781145089878
Position 1775: 0.0004676102486015255
Position 570: 0.00043587621812293294
Position 1300: 0.0004351293418040763
Position 371: 0.00037616830877435544
Position 2448: 0.00030590583161191966
Position 2350: 0.0002720027704407382
Position 2059: 0.0002551145524158914
Position 72: 0.00020806902184950475
Position 1709: 0.0002049385553406938
Position 597: 0.00018686898679821093
Position 291: 0.00018324531410276058
Position 765: 0.0001750927925880931
Position 567: 0.00017239567389950973
Position 633: 0.00012889168186208802
Position 1249: 0.00012384182751359692
Position 456: 0.00012269476134345615
Position 100: 0.00012186846260904668
Position 2383: 0.00011026356158749592
Position 2208: 0.00011012342925296269
Position 2245: 0.00011007143377902333
Position 950: 0.00010695633443660325
Position 1888: 0.000103518820519308
Position 1042: 9.998659697478139e-05
Position 636: 9.8806888981901e-05
Position 547: 9.133689115623582e-05
Position 2175: 8.078243965317945e-05
Position 1730: 8.013649324081562e-05
Position 1929: 7.611925782959675e-05
Position 351: 6.754815422159708e-05
Position 1640: 6.522334993130956e-05
Position 692: 6.260521675078387e-05
Position 602: 6.182576464460815e-05
Position 459: 5.8130628703034885e-05
Position 269: 5.464800995406489e-05
Position 91: 5.058593411678669e-05
Position 538: 4.43305168486264e-05
Position 578: 3.4427977148786325e-05
Position 583: 3.1985912720983834e-05
Position 2465: 2.8538157756971935e-05
Position 630: 2.5817192973809008e-05
Position 1162: 2.3444349820173925e-05
Position 1260: 2.1392893726845935e-05
Position 1674: 2.0980440515705015e-05
Position 1934: 2.030857056513277e-05
Position 551: 1.3624962153262452e-05
Position 1424: 1.0948595679225656e-05
Position 1793: 1.048641639390988e-05
Position 663: 9.831117221129157e-06
Position 2008: 7.398469350654022e-06
Position 465: 7.348115270420254e-06
Position 492: 7.331291280012393e-06
Position 135: 6.65351622780188e-06
Position 2281: 5.914899009485143e-06
Position 2077: 3.7298173500211715e-06
Position 1583: 3.545084675424565e-06
Position 277: 3.059700902537873e-06
Position 2072: 2.3211859239401686e-06
Position 2012: 2.2713181127273813e-06
Position 615: 2.1568198749554914e-06
Position 947: 1.8333546225276696e-06
Position 2459: 1.823575090170216e-06
Position 2250: 1.605022809265915e-06
Position 660: 1.303805844415065e-06
Position 2290: 1.1755423362127343e-06
Position 519: 1.0633202092042662e-06
Position 2019: 6.3197570204487e-07
Position 1302: 5.539517986611106e-07
Position 711: 4.5295436989405806e-07
Position 837: 3.704469707257581e-07
Position 2258: 3.5346671732751657e-07
Position 705: 3.19484932788381e-07
Position 1682: 2.2756604951843997e-07
Position 2287: 1.5331716761162785e-07
Position 753: 1.4377047731321556e-07
Position 1691: 1.40661600967871e-07
Position 797: 9.997884757066325e-08
Position 652: 9.992953449734195e-08
Position 151: 9.746111750468995e-08
Position 774: 9.35628957299395e-08
Position 1341: 7.528643088468878e-08
Position 534: 6.90589644318546e-08
Position 771: 6.544001773170367e-08
Position 1213: 3.618530020903249e-08
Position 2267: 3.136829669932114e-08
Position 404: 2.5589859283784152e-08
Position 273: 1.1822367927100946e-08
Position 1688: 1.139553390214143e-08
Position 63: 9.88926195214318e-09
Position 767: 8.821869666962576e-09
Position 169: 7.083757380714306e-09
Position 1205: 5.692940649950377e-09
Position 2306: 4.9237277563985705e-09
Position 226: 3.419671699453679e-09
Position 792: 2.1405864037433716e-09
Position 833: 1.8992995978516422e-10
Position 2309: 4.6411024517182465e-11
Position 160: 1.2685364763310729e-11
Position 2108: 3.5580428247386074e-12
Position 744: 1.691432027622945e-12
Position 812: 5.713519597242912e-13
Position 783: 4.895694523606063e-13
Position 648: 2.916935529816314e-13
