Gene = nesd
Position 294: 1.1830686929218467e-05
Position 1745: 1.1421717441458758e-05
Position 1591: 1.1355324669843348e-05
Position 1638: 1.0802748997334712e-05
Position 719: 1.0185951186263387e-05
Position 1786: 1.0050190540343922e-05
Position 1791: 8.367998335047106e-06
Position 547: 7.218282780336565e-06
Position 1996: 6.116293971188945e-06
Position 1573: 5.968168637929997e-06
Position 961: 5.666606986545573e-06
Position 1338: 5.023402760808386e-06
Position 302: 4.247106913521307e-06
Position 1509: 3.1167405207400148e-06
Position 344: 2.995221900460016e-06
Position 1016: 2.969192948023849e-06
Position 1065: 2.7673300787750917e-06
Position 598: 2.624833256989094e-06
Position 1043: 2.4150640527370453e-06
Position 535: 2.410535894397086e-06
Position 315: 2.3601022189636803e-06
Position 1877: 2.004819896477302e-06
Position 1906: 1.8727327512957367e-06
Position 218: 1.748957130394684e-06
Position 613: 1.706818374077302e-06
Position 1623: 1.3846928552289122e-06
Position 908: 1.369116977575203e-06
Position 1901: 1.3126536980301073e-06
Position 744: 1.253010737604506e-06
Position 1563: 1.1876483861231728e-06
Position 1475: 1.0764521107492819e-06
Position 496: 1.0427267853561698e-06
Position 2108: 1.0045033561868266e-06
Position 1329: 9.224506713008483e-07
Position 1747: 7.165739078445056e-07
Position 1769: 6.102511927969315e-07
Position 1036: 5.39536341657958e-07
Position 446: 5.028477975907169e-07
Position 263: 4.776894863454389e-07
Position 243: 4.5381705625504933e-07
Position 415: 3.271511175305895e-07
Position 1028: 2.1602273540152185e-07
Position 1348: 1.8087233793580638e-07
Position 2086: 1.6653986933276611e-07
Position 1865: 1.436360853351406e-07
Position 654: 5.981608622260846e-08
Position 1586: 5.791225243617288e-08
Position 1038: 5.488690825073956e-08
Position 1583: 5.352340087448863e-08
Position 1640: 4.874527205450614e-08
Position 2030: 3.525905025255928e-08
Position 245: 3.4298521677288376e-08
Position 2092: 4.647988848427722e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.9161771938334893
Position 466: 0.6083847299787891
Position 78: 0.6019407561175464
Position 1885: 0.08203029322668988
Position 1851: 0.05771491073855058
Position 93: 0.0574757871145936
Position 1486: 0.052965633874968096
Position 1769: 0.0461595770883282
Position 2063: 0.03617947837149453
Position 906: 0.028772491452247344
Position 1598: 0.022456823250179208
Position 1344: 0.012115105978814603
Position 603: 0.008860653554353138
Position 2112: 0.008560867678667056
Position 1057: 0.007177136229514149
Position 1806: 0.0033402806288969585
Position 230: 0.0031345237279266054
Position 1439: 0.003119716562651195
Position 1696: 0.0028304813405872985
Position 1186: 0.002568558894500398
Position 903: 0.002021954796067872
Position 474: 0.0016665696991047675
Position 1043: 0.001497062648755468
Position 646: 0.0013720887105682996
Position 1219: 0.001287110293395473
Position 1365: 0.0012559631587298666
Position 795: 0.0012463599887350455
Position 1445: 0.0010929597879656356
Position 1776: 0.001049736876693261
Position 820: 0.0010094601025587794
Position 111: 0.0008303802781646454
Position 935: 0.0008194762929966817
Position 555: 0.000766995566454631
Position 2053: 0.000658311456860155
Position 425: 0.0006536130580224318
Position 1856: 0.000570951186750788
Position 507: 0.0005693307899686701
Position 1791: 0.0005420170737684882
Position 1458: 0.0005328626420669327
Position 672: 0.00045569828092166574
Position 833: 0.00044537063462011915
Position 1524: 0.00040048917453554527
Position 1266: 0.0003907477743114498
Position 2235: 0.00034333961620318794
Position 1269: 0.0003412374813366355
Position 804: 0.0003139021939772652
Position 1142: 0.00029260777691434
Position 1517: 0.000276396903922042
Position 889: 0.0002527349788957432
Position 1419: 0.00023063080322385522
Position 2079: 0.00022557390025343537
Position 1272: 0.0001964967896971297
Position 576: 0.00018158885355230227
Position 1922: 0.00015828163938066912
Position 1955: 0.0001525918416574698
Position 977: 0.00014001421544047318
Position 675: 0.00013294680031850412
Position 669: 0.00011856316219290141
Position 1094: 0.00010848678687203475
Position 1296: 8.863652935639384e-05
Position 1326: 7.939228091833664e-05
Position 1235: 7.551037449674533e-05
Position 1190: 7.354930517915386e-05
Position 837: 7.266029139203444e-05
Position 762: 6.0143925843907565e-05
Position 1287: 5.660720821445968e-05
Position 1529: 4.6509651042309986e-05
Position 1009: 4.634098589658226e-05
Position 285: 3.877341671011667e-05
Position 1927: 3.854915839228807e-05
Position 985: 3.273340414594202e-05
Position 2092: 2.4444102933812226e-05
Position 1160: 2.394208158885853e-05
Position 1475: 2.225593613376259e-05
Position 1130: 2.1762798518160675e-05
Position 332: 2.1465110897901822e-05
Position 1915: 2.0082221500361616e-05
Position 1667: 1.942583057293556e-05
Position 1784: 1.7357155187378393e-05
Position 552: 1.4026558545858239e-05
Position 1636: 1.3391179451087398e-05
Position 282: 1.2569065360308045e-05
Position 608: 1.2469235325232866e-05
Position 1308: 1.2137467448292077e-05
Position 1965: 1.209798799076598e-05
Position 170: 1.1149024445389224e-05
Position 982: 1.066992076978119e-05
Position 257: 9.920323129829424e-06
Position 1818: 9.550069330404397e-06
Position 2214: 9.494052547518688e-06
Position 2040: 9.437827178938726e-06
Position 1152: 9.12613786323501e-06
Position 1097: 8.974705099591457e-06
Position 1321: 7.051832729842905e-06
Position 1196: 6.985007837793633e-06
Position 1016: 6.9039163877773386e-06
Position 100: 6.81587601860374e-06
Position 272: 6.394972075468312e-06
Position 1167: 5.738062086220594e-06
Position 1860: 5.5976834577684065e-06
Position 995: 4.788200948148116e-06
Position 381: 4.7862832709817865e-06
Position 1718: 4.476242454013392e-06
Position 1865: 3.840901327875628e-06
Position 1465: 2.1619672974531525e-06
Position 1367: 2.0189780929651523e-06
Position 243: 1.4657526612305555e-06
Position 1107: 9.167300918843165e-07
Position 2193: 8.05325849555944e-07
Position 1932: 7.701707971619615e-07
Position 957: 7.547313188146707e-07
Position 637: 6.830006213843476e-07
Position 682: 6.594117530881868e-07
Position 945: 5.797385617820159e-07
Position 2124: 5.783473875915327e-07
Position 290: 2.3389778485998038e-07
Position 999: 1.965136830399588e-07
Position 651: 1.4050252290728506e-07
Position 627: 9.436145196513835e-08
Position 1675: 7.951568352847509e-08
Position 386: 7.49371788064652e-08
Position 1398: 7.314077520199212e-08
Position 1146: 5.774318864937721e-08
Position 1206: 5.242712932697542e-08
Position 2148: 4.510725404377979e-08
Position 2172: 3.901072907047322e-08
Position 1827: 3.547533296218079e-08
Position 1929: 2.7999473835433003e-08
Position 1703: 2.3460664029837456e-08
Position 629: 6.795830954249453e-09
Position 1101: 3.1761461434142597e-09
Position 570: 3.053711220627591e-09
Position 312: 2.193351347448474e-09
Position 1677: 1.6832114732499114e-10
Position 308: 9.151043091784906e-11
Position 987: 8.554019754818668e-11
Position 344: 7.334973713965596e-11
Position 1600: 6.614535983419014e-11
Position 1661: 4.604338799158432e-11
Position 2166: 2.7370269391655682e-11
Position 1135: 5.269286034376373e-12
Position 2161: 4.663165698814048e-12
Position 947: 6.244428510034826e-13
Position 1221: 1.265502325843412e-13
Position 1355: 2.2228262416410374e-14
Position 1917: 1.5224494574876833e-14
Position 374: 4.283381291456444e-15
