Gene = Nle
Position 1206: 6.136606020112779e-06
Position 589: 5.409127235418528e-06
Position 385: 5.369042241304999e-06
Position 1441: 3.5884467807314664e-06
Position 1531: 3.5171603290327323e-06
Position 539: 3.462467319052285e-06
Position 483: 3.1863707864187784e-06
Position 86: 2.9006785875799338e-06
Position 1473: 2.632612079958245e-06
Position 958: 2.1499975948132877e-06
Position 1740: 2.105213459317254e-06
Position 1338: 1.975433711390649e-06
Position 269: 1.2317147277972665e-06
Position 1239: 1.2126199315791503e-06
Position 638: 1.128609774935165e-06
Position 600: 1.0348991824400766e-06
Position 509: 8.778496241985063e-07
Position 1446: 8.675483718504764e-07
Position 1426: 7.584849303177576e-07
Position 1212: 7.398244546102533e-07
Position 644: 5.997553111214662e-07
Position 1662: 5.794701078393893e-07
Position 1459: 4.826787195000451e-07
Position 1453: 4.1266622510821933e-07
Position 1152: 4.118948466948937e-07
Position 1146: 2.5215488392813495e-07
Position 1013: 1.706090756560771e-07
Position 281: 1.0181934098410605e-07
Position 315: 9.643589386379572e-08
Position 1552: 8.624229860623288e-08
Position 782: 8.196566547422828e-08
Position 1024: 7.28149958309491e-08
Position 284: 7.196870464256832e-08
Position 469: 6.678381200348609e-08
Position 394: 4.401417844170369e-08
Position 891: 4.153555179173689e-08
Position 183: 2.1659235869208562e-08
Position 416: 1.8400540910186727e-08
Position 1033: 1.6050810494246598e-08
Position 197: 1.2943799750928725e-08
Position 1587: 1.1294841781643832e-08
Position 98: 1.0435913264337951e-08
Position 840: 7.074148506737402e-09
Position 104: 2.593750910176403e-09
Position 1606: 2.571837634889855e-09
Position 658: 2.5450747249940865e-09
Position 829: 2.3041928516387024e-09
Position 240: 2.0222709365914347e-09
Position 236: 1.1827582252878748e-09
Position 1221: 5.453255830108567e-10
Position 293: 5.096874982356781e-10
Position 1030: 3.240092127218906e-10
Position 102: 3.1148065533431307e-10
Position 1562: 1.7109235108726202e-10
Position 1621: 5.7458815222517416e-11
Position 1037: 3.817214277113748e-11
Position 152: 3.291754358847947e-11
Position 1015: 1.8377642065172114e-11
Position 1613: 1.704343492244497e-11
Position 156: 9.282620485222459e-12
Position 1589: 4.701150890591843e-12
Position 1641: 2.9559989406089665e-12
Position 1324: 2.0627524975445936e-12
Position 1634: 1.5294813137753053e-12
Position 286: 1.4909319601807454e-13
Position 1628: 7.64799038580019e-15
