Gene = Gale
Position 520: 2.6207027256593102e-05
Position 196: 2.558899585448032e-05
Position 368: 2.1559889373579172e-05
Position 115: 2.1047893730488762e-05
Position 2621: 1.983157890489127e-05
Position 162: 1.7558116789203112e-05
Position 2000: 1.5790018110951713e-05
Position 818: 1.4361519510648578e-05
Position 2550: 1.3803320155902606e-05
Position 296: 1.3476080957770055e-05
Position 248: 1.0459072762990036e-05
Position 888: 9.897090854297725e-06
Position 1194: 8.273028502546642e-06
Position 2183: 6.933492048156817e-06
Position 1248: 6.824696150206932e-06
Position 238: 6.615122711416508e-06
Position 690: 6.18894146124968e-06
Position 2376: 5.653142440396852e-06
Position 1616: 5.066055345168853e-06
Position 419: 4.913989943204229e-06
Position 2517: 4.404375256258525e-06
Position 2259: 3.872807645752397e-06
Position 2364: 3.6705612369384986e-06
Position 90: 3.5451539727266156e-06
Position 159: 3.5286808444711965e-06
Position 1590: 3.0818589152147002e-06
Position 124: 2.9501723742976314e-06
Position 2165: 2.9074280146907673e-06
Position 2379: 2.680599150173019e-06
Position 188: 2.4177120047106163e-06
Position 655: 2.2957188074998325e-06
Position 86: 2.1638387215257767e-06
Position 2454: 1.962010746777225e-06
Position 786: 1.9097835655954115e-06
Position 776: 1.8699276186990687e-06
Position 182: 1.7359163694890207e-06
Position 2469: 1.598337003967342e-06
Position 101: 1.4028814779684193e-06
Position 2271: 1.2541158336958824e-06
Position 1959: 1.1960034509987445e-06
Position 1881: 1.1489793250587574e-06
Position 216: 1.1294188974681631e-06
Position 1947: 9.512989562346062e-07
Position 2547: 9.103366670819823e-07
Position 2457: 8.241965421270932e-07
Position 1212: 6.285777635184749e-07
Position 658: 5.677984467133525e-07
Position 2593: 5.222618027304829e-07
Position 175: 5.178128978097196e-07
Position 2490: 4.4717146368676226e-07
Position 1234: 4.3175542133087554e-07
Position 836: 3.3692298471509857e-07
Position 1170: 3.296120817047446e-07
Position 277: 3.2154400803105984e-07
Position 804: 2.886336390521593e-07
Position 1935: 2.588070661104001e-07
Position 843: 2.1621023767422935e-07
Position 1163: 2.0374678956455477e-07
Position 2352: 1.8236285138792226e-07
Position 1975: 1.5363838291673653e-07
Position 801: 1.5327429266713482e-07
Position 840: 1.4445050524479697e-07
Position 1878: 1.2539532412854503e-07
Position 768: 1.2451612072745862e-07
Position 2097: 1.2058560469158815e-07
Position 221: 1.0952100861228587e-07
Position 403: 9.086968467399825e-08
Position 285: 8.728580582676292e-08
Position 501: 7.587069829857329e-08
Position 1968: 7.039670861849151e-08
Position 229: 6.493456577012497e-08
Position 878: 5.5945101352586475e-08
Position 2523: 3.034583546157814e-08
Position 273: 2.5892303744030497e-08
Position 910: 1.7673383663229625e-08
Position 1196: 1.7102720955203704e-08
Position 2413: 1.6347143411910607e-08
Position 1972: 8.069533992498522e-09
Position 1728: 4.680745566369612e-09
Position 2475: 2.3420185653310917e-09
Position 463: 1.855909233683777e-09
Position 2289: 1.7870895705777445e-09
Position 2552: 1.7739796285664878e-09
Position 2361: 1.6471709895874177e-09
Position 1078: 1.6391940034969915e-09
Position 1090: 1.0016756087088363e-09
Position 133: 8.500686891550827e-10
Position 2171: 4.9432749035435e-10
Position 2499: 4.864831327308418e-10
Position 207: 4.1403029396716713e-10
Position 279: 1.1295619657709903e-10
Position 1440: 5.538089380746777e-11
Position 2247: 3.1328983300198667e-12
Position 820: 1.1713500152422282e-12
Position 869: 7.224054954746776e-13
Position 1158: 2.1659538865746942e-13
Position 2519: 2.1165920502698317e-13
Position 2112: 1.0826863282020349e-13
Position 126: 1.7784397641663876e-14
Position 1854: 1.6433560023349524e-14
Position 209: 2.5980229680725738e-17
