Gene = Iyd
Position 1509: 0.004171999514837746
Position 1999: 0.004112839674330323
Position 1820: 0.0031608594364604427
Position 1357: 0.0030238705530102185
Position 605: 0.0026793534939390236
Position 1227: 0.002623472733833527
Position 137: 0.0024627245742247527
Position 2630: 0.002254986529916128
Position 2527: 0.0021526332814682443
Position 578: 0.0020557894097426137
Position 507: 0.0019980663461392463
Position 1670: 0.0015114007426555746
Position 1378: 0.0013417571624691916
Position 1273: 0.0013322618487223055
Position 979: 0.0012782335155634417
Position 835: 0.0010615373402440042
Position 1566: 0.0009543760787682586
Position 1173: 0.0008848908187621285
Position 81: 0.0008037533895884841
Position 1794: 0.0007998403365423846
Position 1250: 0.0007342041309390316
Position 148: 0.000728512080493446
Position 1181: 0.0006803512982173684
Position 2813: 0.0005783692123679963
Position 1255: 0.0005530162188927681
Position 1850: 0.0005487677807672379
Position 1635: 0.0005306100625036773
Position 1827: 0.0005198470084520761
Position 1119: 0.000480287277303208
Position 1006: 0.0004759866788730719
Position 2833: 0.0004485900552684266
Position 1057: 0.00044825311216117533
Position 1800: 0.0004339509075524728
Position 774: 0.00043202709498404887
Position 2485: 0.0003881954345473418
Position 553: 0.00035891762010138137
Position 602: 0.00033785448886417154
Position 1845: 0.00033141323849340733
Position 2259: 0.0002735323166403617
Position 1563: 0.00025541214894155635
Position 212: 0.00024120608256028136
Position 419: 0.0002255785284368415
Position 2488: 0.00016121637503350612
Position 1198: 0.00014900329613048264
Position 1545: 0.00010092496024955505
Position 152: 0.00010015849627820093
Position 1060: 9.838538923703715e-05
Position 1401: 9.535757528115465e-05
Position 1985: 8.793431706906927e-05
Position 1837: 8.56303001404324e-05
Position 788: 7.439699030025533e-05
Position 284: 7.258235178647288e-05
Position 931: 7.230639167728655e-05
Position 179: 6.751963041827286e-05
Position 250: 6.0428869461161256e-05
Position 2038: 5.656385806175596e-05
Position 515: 5.5466809176141166e-05
Position 1122: 5.3022563993567053e-05
Position 1011: 5.069320568043134e-05
Position 1919: 5.007574368683648e-05
Position 918: 4.8195431431961014e-05
Position 1430: 4.774267070517663e-05
Position 2678: 4.7455576408139005e-05
Position 228: 4.581834892995536e-05
Position 2280: 4.520886157622032e-05
Position 1718: 3.890831176502858e-05
Position 1191: 3.524694442025729e-05
Position 185: 3.245020617515198e-05
Position 2636: 3.2376846289351785e-05
Position 2750: 2.9443534035420963e-05
Position 1048: 2.9296102305421678e-05
Position 1416: 2.7308016502477414e-05
Position 2404: 2.7212380753900247e-05
Position 1287: 2.695949568605257e-05
Position 957: 2.5948886520495803e-05
Position 337: 2.587317562634609e-05
Position 797: 2.3526827448453297e-05
Position 1713: 2.3333584033079807e-05
Position 844: 2.2572165937593862e-05
Position 1916: 2.072523402003374e-05
Position 1754: 1.8728269639350315e-05
Position 940: 1.7555122359321884e-05
Position 2845: 1.5128470599462107e-05
Position 1644: 1.4995853972674418e-05
Position 2185: 1.3373725486179182e-05
Position 468: 1.3315053049863414e-05
Position 2336: 1.2976921957106949e-05
Position 482: 1.2794553378748783e-05
Position 1443: 1.225958435194129e-05
Position 1434: 1.1544356634847428e-05
Position 375: 1.0483565887251318e-05
Position 1694: 9.237834397386256e-06
Position 2362: 8.86195218594852e-06
Position 686: 7.339727213846019e-06
Position 1136: 7.2882039100641474e-06
Position 1116: 7.196242880827391e-06
Position 2762: 6.586783470523115e-06
Position 1020: 6.376754436419855e-06
Position 1946: 6.0684298012349544e-06
Position 1086: 5.687276840732724e-06
Position 1140: 5.50487272106596e-06
Position 2241: 4.979305388672211e-06
Position 861: 4.578757722230839e-06
Position 2500: 4.2637574177332414e-06
Position 633: 3.771841564722182e-06
Position 2407: 3.2928014695090064e-06
Position 1033: 3.213972246745865e-06
Position 994: 3.108646340717109e-06
Position 1092: 2.9582326375085086e-06
Position 954: 2.545646875421287e-06
Position 2158: 2.5206402540812272e-06
Position 290: 2.2335243971039726e-06
Position 1524: 2.1602086794133096e-06
Position 2315: 1.9996877489199173e-06
Position 1151: 1.8225709331228245e-06
Position 2084: 1.7974156759674265e-06
Position 1935: 1.518568321464163e-06
Position 1188: 1.401747151944103e-06
Position 641: 1.1199372138104386e-06
Position 296: 1.0676645930457484e-06
Position 486: 1.0519970778275854e-06
Position 990: 9.742055412859317e-07
Position 415: 9.332001953188159e-07
Position 366: 8.089549549586388e-07
Position 1532: 7.437924434101094e-07
Position 2443: 6.654667258754595e-07
Position 2288: 5.996758193159883e-07
Position 846: 4.76768370941111e-07
Position 1234: 4.4574594002414665e-07
Position 2557: 4.008653475281168e-07
Position 1080: 3.615740210245641e-07
Position 2365: 3.250273138196777e-07
Position 2685: 3.1196738069383384e-07
Position 242: 2.771353490567554e-07
Position 2410: 2.506953550933418e-07
Position 2424: 2.1766698320832154e-07
Position 1438: 2.0685383888779345e-07
Position 2043: 1.991596683366387e-07
Position 2046: 1.889344607624676e-07
Position 2584: 1.4547985406175328e-07
Position 1070: 1.2725255261943808e-07
Position 2428: 1.0917452612508356e-07
Position 1398: 1.0295775627349765e-07
Position 1008: 1.0187163994264417e-07
Position 1926: 1.0129697094206627e-07
Position 1470: 9.750502192846939e-08
Position 2204: 9.324875164072408e-08
Position 1536: 8.290356002968728e-08
Position 69: 7.886823604243487e-08
Position 2049: 7.762830395440186e-08
Position 2548: 7.323821730079363e-08
Position 920: 6.858876498148403e-08
Position 2152: 6.622368678242667e-08
Position 300: 6.550890499103621e-08
Position 307: 5.878858637687862e-08
Position 435: 3.724784790427516e-08
Position 2782: 3.253973296893064e-08
Position 58: 2.843578050542323e-08
Position 690: 2.0020196313751128e-08
Position 2430: 1.9422651993051242e-08
Position 620: 1.76267215764742e-08
Position 1023: 9.702561755185876e-09
Position 2377: 6.593011751719655e-09
Position 2062: 4.444917647918775e-09
Position 2322: 4.344370081626398e-09
Position 310: 3.948133721484515e-09
Position 1027: 2.975706454893112e-09
Position 304: 2.5741919960187756e-09
Position 1096: 2.5397951478302883e-09
Position 2055: 1.987887959842626e-09
Position 2568: 1.983749612599823e-09
Position 654: 1.689575588998115e-09
Position 2565: 5.40872735383023e-10
Position 1704: 4.4340843554810474e-10
Position 318: 4.179781369650332e-10
Position 437: 3.4928024351762675e-10
Position 441: 3.127918897696561e-10
Position 2290: 2.910072492471155e-10
Position 194: 2.8121564005198794e-10
Position 1534: 2.349239628957422e-10
Position 707: 9.982699260356914e-11
Position 428: 2.7971663790997754e-11
Position 1062: 1.0099828359384452e-11
Position 636: 3.0649068434058013e-12
Position 2778: 6.79613477672689e-13
Position 1626: 4.864012419450366e-13
Position 697: 1.943924451671167e-13
Position 699: 1.942569846449009e-15
