Gene = Ilp8
Position 1875: 3.632567210759989e-08
Position 904: 3.017039566474418e-08
Position 1383: 2.7698922832178868e-08
Position 985: 2.7168347984355285e-08
Position 1027: 2.2375635524415228e-08
Position 156: 1.1878203226638899e-08
Position 1410: 9.50396845500306e-09
Position 424: 8.526146078231108e-09
Position 1209: 8.121168991330057e-09
Position 2040: 1.9158621476978942e-09
Position 1376: 1.5783669105012263e-09
Position 1042: 1.1164859220246025e-09
Position 1310: 3.912093540878519e-10
Position 187: 3.1816423371423036e-10
Position 199: 2.465559768505459e-10
Position 1961: 1.9148004440070117e-10
Position 205: 7.520515440401759e-11
Position 211: 5.360805599536293e-11
Position 1405: 1.0035289437736616e-11
Position 2042: 4.6354095757419124e-12
Position 1340: 1.9517372464856258e-12
Position 1289: 1.6902476766380259e-12
