Gene = Spn28Dc
Position 2515: 6.16538517759806e-07
Position 41: 5.604665963274064e-07
Position 2491: 5.397017494458514e-07
Position 43: 4.4763625145372125e-07
Position 2040: 4.042409446269391e-07
Position 2485: 3.9795796254693576e-07
Position 2081: 3.766434904530815e-07
Position 80: 2.1684342630758923e-07
Position 1638: 2.1592247771517448e-07
Position 2425: 1.8009805108406453e-07
Position 2575: 1.5145577297248556e-07
Position 2227: 1.2702466115839445e-07
Position 2447: 1.1536169560012304e-07
Position 2377: 1.0374873318059574e-07
Position 2188: 9.581802734626319e-08
Position 2368: 7.105525291033357e-08
Position 2418: 5.43613479890861e-08
Position 2342: 1.804457823103981e-08
Position 34: 1.4882315630345343e-08
Position 2455: 8.586149999791646e-09
Position 2389: 7.199574333647875e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1649: 0.7062934745045863
Position 1456: 0.14117395404855806
Position 1513: 0.06396744188630754
Position 778: 0.029507369428389493
Position 1547: 0.02594052500354956
Position 1103: 0.0224402840116578
Position 521: 0.021535199825346362
Position 1686: 0.012405674379174185
Position 574: 0.009896583733710137
Position 1145: 0.007569587230895773
Position 1598: 0.006924384639805326
Position 1502: 0.005887285136680531
Position 1337: 0.00455849955752511
Position 1328: 0.0038884612720173507
Position 1836: 0.0024025739640825662
Position 1263: 0.0021259223632480438
Position 1479: 0.002068290527420602
Position 605: 0.0019406777429399585
Position 959: 0.0019224675179308817
Position 1059: 0.0018610749426198178
Position 529: 0.0013953958717503377
Position 1001: 0.0012654706752884823
Position 825: 0.0009244697354634613
Position 1797: 0.0009063661595120979
Position 2232: 0.0008127358065131165
Position 947: 0.0007073796759555675
Position 2222: 0.0006981351568545049
Position 1231: 0.0006716840377679346
Position 2006: 0.000591311759740819
Position 587: 0.0005895873862189768
Position 973: 0.0005870196612009576
Position 194: 0.0005594727914175475
Position 1008: 0.0005473108727413348
Position 1749: 0.0005124977005589484
Position 1521: 0.0004968735138818587
Position 464: 0.0004031168789390847
Position 1861: 0.0004009363125376649
Position 1692: 0.000359412571861883
Position 749: 0.00033484561796160486
Position 2037: 0.00031767367997980486
Position 1308: 0.0002980434975354872
Position 1197: 0.0002931051347972414
Position 1244: 0.0002877242233188035
Position 907: 0.00023989727748105266
Position 870: 0.00021689891311824403
Position 2126: 0.0001856896635995295
Position 642: 0.00014643418184361525
Position 2076: 0.00014117166100252262
Position 154: 0.00013855320523968581
Position 2613: 0.00012805736338694138
Position 2196: 0.0001250864939071206
Position 1151: 0.00011840760718104583
Position 2400: 0.00011233474658160186
Position 1784: 0.0001095309842715933
Position 1349: 0.00010071254647994873
Position 673: 9.804352068466189e-05
Position 2154: 9.465153898972483e-05
Position 625: 9.356219855479353e-05
Position 1385: 8.995577002676944e-05
Position 617: 7.931476286153378e-05
Position 409: 7.458332113661983e-05
Position 1423: 6.630354857352109e-05
Position 2046: 5.95697905686099e-05
Position 2188: 5.6969750809607414e-05
Position 1805: 5.46799100244919e-05
Position 2617: 4.6074441060729206e-05
Position 1867: 4.29934309251482e-05
Position 1192: 4.0539109171083245e-05
Position 2097: 3.8489080513378005e-05
Position 1706: 3.479479413670066e-05
Position 1035: 3.0647190232726706e-05
Position 536: 2.9185953679987855e-05
Position 951: 2.8434918099611505e-05
Position 2294: 2.758389897225242e-05
Position 1084: 2.0454440926059086e-05
Position 1235: 1.9643700381138676e-05
Position 629: 1.666453913438875e-05
Position 296: 1.157063326225759e-05
Position 2377: 1.0320297590157635e-05
Position 2184: 1.0177201436114692e-05
Position 440: 9.335388728580923e-06
Position 2439: 8.02951209827915e-06
Position 923: 7.148959428551535e-06
Position 218: 6.965785489288735e-06
Position 2114: 6.7407244573934415e-06
Position 2262: 6.209007341360843e-06
Position 1346: 6.132306710427062e-06
Position 1770: 5.81383971489626e-06
Position 206: 5.664511162801827e-06
Position 701: 5.586555162007584e-06
Position 1758: 5.0439003672228665e-06
Position 883: 4.204278223657856e-06
Position 1965: 4.187108598374466e-06
Position 1929: 3.543575332634736e-06
Position 1986: 3.4070906354638005e-06
Position 1627: 3.371332584722769e-06
Position 215: 3.0725957610737103e-06
Position 791: 2.916239978939426e-06
Position 1717: 2.632006928055908e-06
Position 2316: 2.4872740022058987e-06
Position 2321: 2.4135054507384233e-06
Position 2103: 1.859042946388623e-06
Position 1162: 1.7146859718003664e-06
Position 227: 1.1481623454178102e-06
Position 2589: 1.1234642526326646e-06
Position 1395: 1.1197916358407095e-06
Position 539: 8.482001559662704e-07
Position 2301: 7.522979229355211e-07
Position 112: 7.466735824239313e-07
Position 2397: 7.423971458071658e-07
Position 1701: 5.674376428073899e-07
Position 1863: 4.6857125813783966e-07
Position 1974: 3.761863291048444e-07
Position 2566: 2.03893786172961e-07
Position 224: 1.98431644216135e-07
Position 2597: 1.8094103543970367e-07
Position 1039: 1.542304779392271e-07
Position 2575: 1.4312925428888078e-07
Position 236: 1.2210621113508592e-07
Position 2559: 1.1903705569501806e-07
Position 1902: 8.873804987567127e-08
Position 1074: 8.240579761312731e-08
Position 1922: 8.188277502982877e-08
Position 2057: 6.640711346422025e-08
Position 788: 5.804280293901422e-08
Position 1911: 4.915466374418879e-08
Position 2409: 4.8688829397485346e-08
Position 2270: 4.832080421201241e-08
Position 2583: 4.777760219210044e-08
Position 670: 3.760981045726817e-08
Position 719: 2.747078105189967e-08
Position 2061: 1.9337915272464867e-08
Position 1265: 9.945161295492666e-09
Position 2323: 8.8108321143921e-09
Position 2310: 7.759608472623694e-09
Position 1665: 2.5994477258026533e-09
Position 1110: 9.608811739595754e-10
Position 2018: 7.465074140628182e-10
Position 2169: 7.425013496427304e-10
Position 682: 7.106851600916641e-10
Position 2470: 4.4090662700951333e-10
Position 783: 3.9064971161351085e-10
Position 2338: 8.234923287591064e-11
Position 481: 6.946033499420312e-11
Position 2541: 2.6833418123364674e-12
Position 2105: 4.701881451389503e-13
