Gene = eIF3e
Position 1211: 3.653940415637264e-06
Position 483: 3.3046190280139304e-06
Position 633: 3.173043635642101e-06
Position 179: 2.2249840246245864e-06
Position 247: 2.193479854176322e-06
Position 842: 2.1193082685103815e-06
Position 1626: 2.0883093286598754e-06
Position 465: 1.4773175747871708e-06
Position 1217: 1.4042630788260756e-06
Position 194: 1.2465715277620033e-06
Position 1490: 1.0406480825333033e-06
Position 980: 9.953390582035253e-07
Position 603: 8.389136838773029e-07
Position 426: 6.231080595022173e-07
Position 1202: 5.478107148522976e-07
Position 1191: 4.462203739318977e-07
Position 1550: 3.180960312563587e-07
Position 510: 2.86411855728886e-07
Position 1151: 2.739049596780198e-07
Position 519: 2.553867468624227e-07
Position 1544: 1.5656403056881206e-07
Position 202: 1.3844808745547907e-07
Position 684: 1.2098571265425366e-07
Position 318: 1.023222894739322e-07
Position 809: 9.273235562366588e-08
Position 714: 7.772022940606501e-08
Position 1586: 6.281219842626439e-08
Position 214: 3.652435066011015e-08
Position 1271: 2.6695641950136525e-08
Position 432: 2.3559241347610308e-08
Position 1262: 2.2468732889228242e-08
Position 1559: 1.4860940721341502e-08
Position 411: 1.4001029880428636e-08
Position 1556: 5.913513796468031e-09
Position 1465: 5.256183274092293e-09
Position 1565: 3.496569640313611e-09
Position 408: 2.331066327796158e-09
Position 1553: 2.030278713623415e-09
Position 1517: 1.041141995409935e-09
Position 1546: 4.849468739485888e-10
Position 207: 2.793020290353345e-10
Position 1669: 2.4079024363459447e-11
Position 1487: 1.792095477886985e-11
Position 1538: 1.4684878281139878e-11
Position 1568: 9.035499172104444e-12
Position 240: 5.76399587569097e-12
Position 696: 3.67467587357601e-12
Position 512: 1.732008363970524e-13
Position 584: 1.9197209683129636e-15
