Gene = LCE6A
Position 580: 4.826752040914803e-05
Position 1090: 4.14565382929555e-05
Position 872: 3.1922198547263087e-05
Position 466: 3.1238602674301626e-05
Position 131: 2.8308826807022215e-05
Position 1001: 2.734695633218967e-05
Position 667: 2.566004219131847e-05
Position 661: 1.9073937726926286e-05
Position 802: 1.8098317035859772e-05
Position 808: 1.546960587662289e-05
Position 578: 1.499337284088915e-05
Position 450: 1.1475715828749806e-05
Position 682: 1.0650814712359377e-05
Position 846: 1.06267573285196e-05
Position 224: 9.646131021101256e-06
Position 298: 7.796751863305577e-06
Position 650: 7.668990403385096e-06
Position 1032: 7.3147754018097735e-06
Position 234: 7.227509891646615e-06
Position 670: 7.046021000886113e-06
Position 816: 6.012643703029006e-06
Position 878: 5.871924040756824e-06
Position 200: 5.361216765806909e-06
Position 811: 5.119260045557617e-06
Position 302: 4.891848516592586e-06
Position 874: 4.8673518144854415e-06
Position 1042: 3.831353994045846e-06
Position 268: 3.61963613479703e-06
Position 278: 3.6140310304183214e-06
Position 1029: 3.4849050779261593e-06
Position 170: 3.290571540488604e-06
Position 237: 3.0779201468175988e-06
Position 380: 2.8312344715687876e-06
Position 196: 2.6771703813176496e-06
Position 575: 2.5919638017985096e-06
Position 589: 2.5540021017082838e-06
Position 318: 2.151550887230846e-06
Position 272: 1.994392791978903e-06
Position 254: 1.6868658502717342e-06
Position 163: 1.5914321764216007e-06
Position 1101: 1.4884278185845484e-06
Position 257: 1.4678285360591336e-06
Position 167: 1.3246973638830376e-06
Position 880: 6.19496225139448e-07
Position 917: 5.912938233819752e-07
Position 143: 5.768824265916034e-07
Position 595: 5.405915493334402e-07
Position 901: 4.777851446797789e-07
Position 249: 4.622207942044663e-07
Position 454: 4.275093734498176e-07
Position 369: 4.1218273632335223e-07
Position 923: 3.1864220718292376e-07
Position 390: 2.9659514403411506e-07
Position 904: 2.717616455568715e-07
Position 139: 2.4242274262507163e-07
Position 1036: 1.7984485583656307e-07
Position 241: 1.37973758699915e-07
Position 313: 1.2487868115189008e-07
Position 259: 1.22662115321911e-07
Position 887: 1.135118152761224e-07
Position 309: 1.0265939381125673e-07
Position 180: 9.67064949240385e-08
Position 320: 9.208907493472348e-08
Position 281: 6.89332499293637e-08
Position 304: 6.691956285020255e-08
Position 243: 4.150825493691271e-08
Position 819: 2.610419634685304e-08
Position 147: 2.3188146925963755e-08
Position 315: 1.2540770181984467e-08
Position 150: 8.539771523282172e-09
Position 906: 6.732662978942307e-09
Position 911: 5.620746132670386e-09
Position 177: 2.2963974097229957e-09
Position 175: 2.1936949061104477e-09
Position 896: 1.989248826530955e-09
Position 1048: 3.2004747130560285e-10
Position 94: 2.609355752136609e-11
Position 98: 1.0417485101615269e-11
Position 84: 3.7260032426145804e-12
