Gene = mTTF
Position 245: 1.0591237068621732e-06
Position 1497: 8.250310150356515e-07
Position 773: 7.084338444246878e-07
Position 91: 7.066755617446266e-07
Position 223: 5.249145655894399e-07
Position 567: 3.645238904126358e-07
Position 208: 3.2741149735148513e-07
Position 211: 2.833217137032015e-07
Position 448: 2.7044491950484734e-07
Position 374: 2.2730051220624663e-07
Position 435: 9.9060267225047e-08
Position 202: 6.456290365044847e-08
Position 445: 4.605541101938743e-08
Position 284: 2.9981112084991324e-08
Position 493: 1.199049945205103e-09
Position 464: 1.9046658766646404e-10
Position 681: 2.977354172550853e-13
