Gene = ush
Position 26102: 0.038984542038402265
Position 25594: 0.029358530857634575
Position 11896: 0.02531761580931531
Position 11537: 0.018632813113194816
Position 25836: 0.014482359880010641
Position 25754: 0.009793313847376627
Position 346: 0.006281716863160724
Position 3177: 0.0025235504516550895
Position 8990: 0.002465318571363972
Position 319: 0.0018510181987886236
Position 5936: 0.001739397875494903
Position 3210: 0.0012843064492803287
Position 2901: 0.0012270750582356698
Position 3378: 0.0011027222875183973
Position 23586: 0.0007831667428711934
Position 3363: 0.0006880070517398141
Position 1172: 0.0005837025346096886
Position 210: 0.0005410259300910852
Position 9985: 0.0005208850448301047
Position 6433: 0.0004966739699843426
Position 3354: 0.00047405905331261136
Position 10202: 0.0004360871780401427
Position 713: 0.0002840695365525282
Position 8114: 0.0001671619553632196
Position 1073: 0.00015130674086109549
Position 2525: 0.00013485462332022937
Position 1930: 0.00012089322500048677
Position 442: 0.00010581513491408686
Position 2481: 6.62008720148071e-05
Position 1780: 5.94292256240345e-05
Position 1042: 3.984825527029178e-05
Position 1951: 3.8046813035560786e-05
Position 412: 2.5610257224289117e-05
Position 174: 2.5588881003857862e-05
Position 2072: 1.7027668586449538e-05
Position 2204: 8.341485899761673e-06
Position 2551: 6.598774079698058e-06
Position 2268: 2.986712223037743e-06
Position 2096: 2.519415565390911e-06
Position 458: 2.4300944972940044e-06
Position 2331: 2.3020903160096964e-06
Position 18947: 2.2440978169323664e-06
Position 382: 1.7616522471412183e-06
Position 1607: 1.4080349424468095e-06
Position 2406: 1.0394248469454453e-06
Position 1441: 7.539688385833591e-07
Position 162: 6.017996838790289e-07
Position 1178: 3.3713211806129433e-07
Position 1710: 3.303808642164909e-07
Position 1620: 2.988504634616341e-07
Position 1815: 2.9403931217099557e-07
Position 221: 2.9061148920222693e-07
Position 1948: 1.921870343600852e-07
Position 668: 1.4595093616985667e-07
Position 13972: 3.6564828448950744e-08
Position 352: 8.373398599384404e-09
Position 14408: 8.303775683974372e-09
Position 12871: 6.692496608867804e-09
Position 12697: 3.820676329263388e-09
Position 13669: 2.9955670363299773e-09
Position 13627: 2.9430848895135957e-09
Position 12765: 9.099474060866879e-10
Position 11211: 1.6503599544550381e-10
Position 9756: 2.385467633053432e-11
Position 4937: 1.7034497169237334e-11
Position 7186: 1.1796177495473787e-11
Position 7893: 7.366411700839591e-12
Position 6634: 6.912064401622586e-12
Position 7802: 3.5364857502099774e-12
Position 6684: 2.0786749668704594e-12
Position 5802: 1.6296427110680993e-12
Position 7087: 1.2696056150791948e-12
Position 3953: 6.095576039643515e-13
Position 6310: 3.567348692335914e-13
Position 4571: 3.3360966143661846e-13
Position 3862: 7.583617303184613e-14
Position 4374: 4.890859869419079e-14
Position 4619: 4.290686358336864e-14
Position 3916: 3.7010350844724524e-14
Position 3298: 1.5725077816019476e-14
Position 2735: 3.604805052878875e-15
Position 784: 2.830045277827862e-15
Position 1713: 2.1894441153393155e-15
Position 1216: 1.0431695236734227e-15
Position 1268: 9.621520816246216e-16
Position 486: 5.057106184487077e-16
Position 468: 4.838984878392313e-16
Position 569: 3.216172794480187e-16
Position 387: 3.743914555864545e-17
Position 630: 1.4315530791584058e-17
Position 495: 6.201816958198415e-18
Position 528: 4.339094092511682e-18
Position 614: 2.6862843737315392e-18
Position 258: 2.5518697499187223e-18
Position 483: 2.1139019263237947e-18
Position 394: 9.502247141295714e-19
Position 602: 1.556454186536929e-19
Position 135: 5.5017310615562524e-21
Position 90: 4.7513015601637656e-21
Position 389: 8.97180933987877e-22
Position 354: 5.081084112371586e-22
Position 111: 2.900473764689266e-22
Position 116: 1.2087083241462456e-22
Position 99: 9.51377193495788e-27
