Gene = yuri
Position 754: 7.458999969506113e-05
Position 1483: 7.026002850482964e-05
Position 117: 5.939525068722704e-05
Position 1145: 5.791406850812138e-05
Position 6898: 5.411871158514585e-05
Position 3292: 4.625468645306349e-05
Position 1319: 4.60993511285567e-05
Position 1063: 4.575892043291486e-05
Position 483: 4.268731515115217e-05
Position 7368: 4.007834461530838e-05
Position 1994: 3.862085525819952e-05
Position 612: 3.6094125981880266e-05
Position 219: 3.4784161179994676e-05
Position 2615: 2.3862072084794052e-05
Position 419: 2.305268595620694e-05
Position 1660: 2.3050050788081404e-05
Position 450: 2.0268399305233155e-05
Position 1960: 2.0145831917221656e-05
Position 115: 1.936668024619695e-05
Position 286: 1.733618675799134e-05
Position 1426: 1.627759309803392e-05
Position 1927: 1.5890037943558196e-05
Position 316: 1.5794994134671632e-05
Position 702: 1.571663803030002e-05
Position 7276: 1.3889008307036427e-05
Position 798: 1.2198756256460176e-05
Position 284: 1.0693817681324916e-05
Position 61: 9.961834054793287e-06
Position 1085: 9.346988726541576e-06
Position 2932: 8.310810851605623e-06
Position 165: 4.253687456243151e-06
Position 3036: 3.741687382161714e-06
Position 1775: 3.0037583047147237e-06
Position 328: 2.957609022575825e-06
Position 325: 2.67511630102605e-06
Position 1949: 9.064281512195876e-07
Position 3985: 8.878305485287952e-07
Position 673: 2.3047797341192058e-07
Position 8: 1.8834859925713476e-07
Position 289: 1.6942271591414053e-07
Position 318: 7.906003135779813e-08
Position 2263: 4.393904664535669e-08
Position 356: 3.643000246583202e-08
Position 675: 2.8880911668779963e-08
Position 349: 2.8148061790047957e-08
Position 3: 2.4228587023006615e-08
Position 13: 1.2285437846465904e-08
Position 337: 2.9533405760801587e-09
Position 585: 7.718181680353546e-10
Position 372: 3.45813930159984e-10
Position 377: 7.328681984760682e-11
Position 666: 4.815482676692024e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2851: 0.9970349236092654
Position 5982: 0.9923126218072508
Position 1563: 0.957310677469309
Position 7105: 0.9291470701300132
Position 6586: 0.8935134706258929
Position 2691: 0.8174243094382497
Position 1027: 0.693628951151811
Position 2387: 0.5746854651968765
Position 5753: 0.5675568768622462
Position 3523: 0.5232459880397141
Position 4128: 0.49350560903083773
Position 5400: 0.45657113716542835
Position 377: 0.4193850155741953
Position 2065: 0.31717556518193113
Position 2031: 0.3025086576158413
Position 2453: 0.2982451047373507
Position 1060: 0.28867273576349356
Position 1992: 0.16063073288811963
Position 6250: 0.14912160753732556
Position 596: 0.11741581725724776
Position 2679: 0.11223476538799955
Position 3054: 0.10256170222900012
Position 573: 0.07961809388770151
Position 349: 0.058741777324540154
Position 6593: 0.036884039859993445
Position 6988: 0.030616908323252683
Position 2499: 0.02807390601940561
Position 6391: 0.025867510703190256
Position 2457: 0.019659069776983586
Position 300: 0.018106272474916547
Position 1960: 0.01708560959687595
Position 3086: 0.014766043351388166
Position 3324: 0.013192458004830581
Position 1289: 0.011780679442761696
Position 521: 0.010847376339197023
Position 2693: 0.010694815042532956
Position 1845: 0.009405583203599693
Position 7202: 0.009014119176435664
Position 2097: 0.007669329078584131
Position 1882: 0.007655267909338186
Position 1871: 0.007581776417109981
Position 722: 0.00685263390737738
Position 416: 0.006541439472473565
Position 1789: 0.005912850409831457
Position 765: 0.005505442965179726
Position 3017: 0.005489285404935676
Position 5780: 0.004558079431002139
Position 316: 0.00446468645461907
Position 1039: 0.004413873588661774
Position 4979: 0.004311548695018319
Position 461: 0.003695800413799566
Position 811: 0.0034275899309378433
Position 419: 0.0032891963518409117
Position 383: 0.003180478961607398
Position 169: 0.002798465635785581
Position 3698: 0.0027976810189581152
Position 3585: 0.002607790727649319
Position 2722: 0.0023398636390525836
Position 1232: 0.0022850214573426203
Position 2423: 0.0022340872790934585
Position 2194: 0.0021096137888468344
Position 808: 0.002085291262755293
Position 6611: 0.0020376755892742423
Position 2009: 0.0018546603160923304
Position 2352: 0.0016970371487760054
Position 3850: 0.0015779079247871162
Position 7123: 0.0014073771355563678
Position 1092: 0.0013779997442033658
Position 2434: 0.001373460136535116
Position 528: 0.0013436891919586615
Position 172: 0.0011666165585776198
Position 3218: 0.0011130013181880585
Position 6647: 0.0010871333009795018
Position 874: 0.0010620274186847265
Position 7159: 0.0010565565591265386
Position 688: 0.0010506036921982163
Position 6295: 0.0009980449879714018
Position 666: 0.000993063321178875
Position 3530: 0.0009598177884306142
Position 6292: 0.0009227569121080263
Position 497: 0.000922648089950673
Position 120: 0.0009183794996277381
Position 2099: 0.0009115325800218112
Position 7041: 0.0009102448761979474
Position 7113: 0.0008891318773741702
Position 1588: 0.000669067706632152
Position 7165: 0.0006538885923249938
Position 737: 0.000598747534471004
Position 972: 0.0005139736818474477
Position 1722: 0.0004888041282300183
Position 7144: 0.00046872533951929893
Position 2260: 0.0004482655912914421
Position 6033: 0.0004220417257985109
Position 2104: 0.0003645169134071552
Position 2528: 0.00034858730335883976
Position 7267: 0.0003328641859458954
Position 7180: 0.0003209920121465532
Position 2740: 0.0002900921905420707
Position 3452: 0.0002579341397688105
Position 604: 0.0002552262997044767
Position 3090: 0.00025210158100833635
Position 2809: 0.00022711495109975906
Position 1925: 0.00019961842271945814
Position 6535: 0.00017683876462941503
Position 581: 0.00017475391695505777
Position 2699: 0.0001541821580198331
Position 444: 0.00014467040064787052
Position 7134: 0.00013041149748436908
Position 1572: 0.00012706104266168574
Position 988: 0.00012046700739277874
Position 6656: 0.00010793591374146041
Position 2860: 0.00010562055973341951
Position 7416: 9.792967720620735e-05
Position 1243: 9.170770586227912e-05
Position 2734: 9.148814712522128e-05
Position 532: 7.333056608835881e-05
Position 1063: 6.548842444640141e-05
Position 7206: 5.21960792335454e-05
Position 861: 4.801410115676047e-05
Position 1638: 4.434124000270372e-05
Position 2157: 4.401473654132639e-05
Position 2566: 4.2284793662671835e-05
Position 2548: 4.082409668856691e-05
Position 2719: 3.874230832494281e-05
Position 3401: 3.798407531325338e-05
Position 472: 3.6688650283692e-05
Position 2074: 3.526343238395954e-05
Position 535: 3.030558954875981e-05
Position 3168: 2.8197563844778635e-05
Position 3464: 2.7126648023242584e-05
Position 198: 2.6051507941454937e-05
Position 2900: 2.331565923950585e-05
Position 683: 1.7069812474816865e-05
Position 627: 9.18348005650313e-06
Position 1600: 7.278847440781934e-06
Position 132: 6.577179115874889e-06
Position 1632: 4.9013865832835234e-06
Position 1423: 3.6833842160562672e-06
Position 1411: 3.3861807587702034e-06
Position 186: 3.034361494138916e-06
Position 388: 2.576346705857636e-06
Position 1381: 2.3101699377513127e-06
Position 899: 2.148700187878961e-06
Position 3302: 3.6326514638230934e-07
Position 2863: 2.859688198167483e-07
Position 3285: 2.7520154573147983e-07
Position 3297: 2.5942367613631844e-07
Position 2953: 1.221805368568443e-07
Position 2817: 7.834084027985283e-08
Position 207: 3.43660139773866e-09
Position 391: 2.4604720469559684e-09
Position 68: 2.4544395575242895e-09
Position 230: 1.4172487473989592e-09
Position 1159: 4.252111113467539e-11
Position 241: 3.65501441926206e-13
