Gene = Mob2
Position 10601: 2.223177273728983e-19
Position 7178: 2.0221015274831946e-19
Position 7714: 1.6877864018648248e-19
Position 8542: 1.3761805370637344e-19
Position 3636: 9.376010214853676e-20
Position 7799: 8.833239277365027e-20
Position 7841: 6.208392514318623e-20
Position 3300: 6.021579985069023e-20
Position 8276: 5.054021586576522e-20
Position 6987: 3.7372407161944774e-20
Position 419: 3.531012999800627e-20
Position 8837: 3.1822186257375367e-20
Position 617: 3.0053276247118556e-20
Position 8177: 2.861435636480924e-20
Position 1222: 2.534944695785732e-20
Position 3072: 2.1743954715889502e-20
Position 5040: 2.0940039813658817e-20
Position 1525: 9.653209917975685e-21
Position 2942: 8.374668610025924e-21
Position 6750: 5.951853853690363e-21
Position 1019: 5.775278327960441e-21
Position 4094: 5.671911357627757e-21
Position 4207: 5.3994482635456526e-21
Position 3085: 5.010269721458445e-21
Position 3533: 4.8748202511837145e-21
Position 1428: 4.406402058210698e-21
Position 4849: 3.995124190846686e-21
Position 2912: 3.366204872453143e-21
Position 3306: 3.0568006240929388e-21
Position 3039: 3.0326688965820525e-21
Position 1562: 2.620211668912149e-21
Position 1965: 2.5919427918464732e-21
Position 3412: 2.529176409539255e-21
Position 3397: 2.506487460244817e-21
Position 1990: 2.333441594068831e-21
Position 4500: 2.0346951529481844e-21
Position 840: 1.6909186313203036e-21
Position 3474: 1.6600105547875379e-21
Position 6234: 1.6050469137975158e-21
Position 1996: 1.5875610226687156e-21
Position 2974: 1.5474133907264153e-21
Position 6326: 1.4219286665953984e-21
Position 1575: 1.3283703548524808e-21
Position 1431: 1.2541461821538217e-21
Position 1798: 1.2007842288228559e-21
Position 6374: 1.082127519675194e-21
Position 5768: 1.0225485395681976e-21
Position 682: 9.729218305273374e-22
Position 4228: 9.66643054790851e-22
Position 2875: 9.5899707317858e-22
Position 1079: 9.15478267248424e-22
Position 2381: 8.89127150318511e-22
Position 1415: 8.524923752302296e-22
Position 1488: 8.185661662807041e-22
Position 2276: 6.771048851015416e-22
Position 3220: 6.6346228433479e-22
Position 142: 6.610268933254761e-22
Position 3163: 6.434654744303421e-22
Position 5077: 5.455498037027081e-22
Position 2054: 5.346990734707992e-22
Position 2841: 4.437523188850031e-22
Position 4452: 4.019247267614673e-22
Position 5526: 3.96313452043061e-22
Position 2309: 3.212099722978095e-22
Position 235: 3.0863107616299725e-22
Position 1824: 2.7953148672777604e-22
Position 1225: 2.572607805776852e-22
Position 264: 2.2518328536658016e-22
Position 1626: 1.986005837069378e-22
Position 281: 1.6243794838757872e-22
Position 4830: 1.583340869712604e-22
Position 4221: 1.0030612944473429e-22
Position 874: 8.093544620350027e-23
Position 261: 7.970163486572744e-23
Position 4161: 7.395671991341251e-23
Position 4097: 7.125736566992647e-23
Position 885: 4.436568305507153e-23
Position 2495: 4.142202329881654e-23
Position 731: 3.233147795867629e-23
Position 227: 2.6178258198896134e-23
Position 1042: 1.801114564350348e-23
Position 1616: 1.5532466377365224e-23
Position 1600: 1.5521852804599333e-23
Position 623: 1.4843368773602755e-23
Position 1453: 1.449499444814082e-23
Position 393: 1.2344306694150427e-23
Position 844: 9.895219536579898e-24
Position 1297: 9.785011401398048e-24
Position 1303: 9.756827183961597e-24
Position 1863: 3.937114523405712e-24
Position 1594: 1.7102384461508615e-24
Position 387: 1.3312669956308923e-24
Position 1398: 8.00169992095519e-25
Position 644: 6.292500491130911e-25
Position 79: 3.8567572450933266e-25
Position 626: 3.74555090003509e-25
Position 959: 3.5849699381017633e-25
Position 75: 3.473077250682373e-25
Position 852: 1.318805550783981e-25
Position 662: 4.180997439999679e-26
Position 698: 4.8410231943798925e-27
Position 295: 2.5664318508717074e-28
Position 1022: 2.4364623849321197e-28
Position 363: 2.3500862555427736e-28
Position 695: 2.067970321808532e-28
Position 81: 8.339938914729164e-29
Position 273: 7.16313768362673e-29
Position 213: 2.866757345789561e-30
Position 215: 2.7382039866024166e-32
