Gene = Gr23a
Position 473: 1.2597007196932775e-07
Position 1495: 7.24492705033571e-08
Position 234: 1.7061149240516647e-08
Position 1050: 1.6390259186382936e-08
Position 1136: 7.194866508920508e-09
Position 584: 1.8493532541757817e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2252: 0.7656028719712165
Position 2038: 0.6502354138073121
Position 1383: 0.4586137225842999
Position 1333: 0.14916401114801858
Position 2262: 0.08514818700687236
Position 2294: 0.05817919471395165
Position 1094: 0.01897026097594359
Position 948: 0.017948842852978406
Position 1219: 0.009959605162096109
Position 1931: 0.009399215608817983
Position 1573: 0.006078060247135465
Position 976: 0.005342303694279853
Position 1684: 0.0035505090415345855
Position 1530: 0.002875594491001673
Position 2083: 0.001730848841134379
Position 623: 0.0016554629802160948
Position 86: 0.0016487416648298839
Position 1015: 0.0013392570436386879
Position 509: 0.0012182168248741662
Position 1579: 0.001146713318871628
Position 725: 0.0011191047267670767
Position 2161: 0.001083800118935425
Position 2172: 0.0010523704329885538
Position 718: 0.0008494064410331105
Position 590: 0.0008137454703713869
Position 1116: 0.0007747381591628623
Position 2140: 0.0007591765241760978
Position 1800: 0.0007133099959466746
Position 1717: 0.0006940693414681935
Position 1557: 0.000617532715131335
Position 2068: 0.00045771941363593213
Position 1872: 0.0003683868477525117
Position 2196: 0.00033666337749567704
Position 530: 0.00030907290972025683
Position 1393: 0.00027187589160900677
Position 1630: 0.00020280122153163897
Position 673: 0.00016674123652694843
Position 1182: 0.00016534786795834353
Position 1636: 0.0001483288274742804
Position 1600: 0.00013917473720307457
Position 1982: 0.00013517410725761962
Position 1263: 0.00013274042586577763
Position 1188: 0.0001036323835715658
Position 2112: 0.0001016778469595223
Position 2311: 8.673311148202535e-05
Position 1946: 7.630271117844059e-05
Position 132: 6.973566871822378e-05
Position 1878: 6.648389230923065e-05
Position 1055: 6.574893597787436e-05
Position 646: 3.312455181364302e-05
Position 166: 2.970386027432e-05
Position 980: 2.0221989101171405e-05
Position 1486: 1.8657135402972493e-05
Position 1147: 1.659300670153834e-05
Position 532: 1.2614931988524251e-05
Position 272: 9.613690798864521e-06
Position 963: 7.755737744867374e-06
Position 275: 4.980783224400954e-06
Position 286: 4.336789289176035e-06
Position 278: 3.3448224474480007e-06
Position 392: 2.0011579570892996e-06
Position 260: 7.48142917712889e-07
Position 998: 7.311338257035165e-07
Position 606: 7.033476760521419e-07
Position 858: 9.271965994827197e-08
Position 656: 7.136811535606762e-08
Position 992: 1.0425713091896407e-08
Position 387: 1.8793096099344e-09
Position 311: 1.0407321074400084e-09
Position 331: 2.7937013723163105e-10
