Gene = ChLD3
Position 506: 0.00022029889921326143
Position 1003: 0.00021552824161550312
Position 2886: 0.0002021097331395911
Position 2401: 0.00018164122941058769
Position 1557: 0.0001636500799863115
Position 1501: 0.00013289464687558429
Position 3268: 0.00012783508410552097
Position 283: 0.00012127355163367215
Position 1390: 0.00012068690652621133
Position 435: 0.00011915322862964557
Position 527: 0.000116279080342503
Position 48: 8.719476456889214e-05
Position 778: 8.574111960385795e-05
Position 206: 8.565580904870835e-05
Position 2696: 8.384794609539582e-05
Position 1886: 8.324785385520369e-05
Position 1620: 7.706804942711042e-05
Position 2646: 6.48203937037913e-05
Position 2844: 6.265167931998543e-05
Position 2876: 6.094206948311367e-05
Position 363: 5.8557849815742206e-05
Position 2474: 3.789265487664158e-05
Position 2606: 3.039073232330251e-05
Position 2922: 2.6002805047691467e-05
Position 1080: 2.2993844515524998e-05
Position 2459: 1.7585231413526462e-05
Position 2896: 1.664783724911374e-05
Position 2706: 1.2315672924343367e-05
Position 192: 7.557050802108963e-06
Position 127: 5.858381529134382e-06
Position 464: 4.143775257138287e-06
Position 2441: 3.98002695537516e-06
Position 443: 3.365013130377287e-06
Position 319: 1.7315320669557815e-06
Position 509: 1.0899472027852769e-06
Position 322: 8.78019399608646e-07
Position 944: 7.868093172524184e-07
Position 60: 7.421482960420678e-07
Position 593: 6.876083532739441e-07
Position 200: 5.153337376492899e-07
Position 399: 4.902260438800788e-07
Position 2093: 4.285266939692273e-07
Position 437: 4.031581721497772e-07
Position 1852: 3.9347009350540196e-07
Position 2055: 3.8341402161931125e-07
Position 571: 3.765592412680996e-07
Position 316: 2.982721763161327e-07
Position 1220: 2.8949484532981497e-07
Position 446: 4.6212653884251234e-09
Position 119: 4.0263000832265735e-09
Position 209: 1.3048167040585921e-09
Position 573: 7.160589140279132e-10
Position 3: 1.2765665269423474e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2515: 0.9483054034122032
Position 1721: 0.8863976769385058
Position 3096: 0.5093937857331301
Position 3534: 0.14090812489762844
Position 3339: 0.052964772189175155
Position 399: 0.05112626801513583
Position 1546: 0.04430880751685006
Position 3400: 0.034716447588158755
Position 3575: 0.024001416179661145
Position 1097: 0.0218420523472103
Position 3070: 0.021344835908974517
Position 593: 0.02047769155916422
Position 2401: 0.015923646722633057
Position 3481: 0.015781770863415694
Position 3153: 0.00989064365955374
Position 827: 0.009291235770042197
Position 1936: 0.008721320739314647
Position 1140: 0.008344274066653409
Position 3496: 0.00823802004607704
Position 1821: 0.006979193971122136
Position 1069: 0.006297840915144683
Position 2329: 0.006127106014526707
Position 2818: 0.005510314410063536
Position 1778: 0.0046426259938931605
Position 1693: 0.0037878148381427267
Position 3564: 0.0031014600424825937
Position 3150: 0.002978690923408094
Position 2678: 0.002930280040895939
Position 1507: 0.002863414096015197
Position 2362: 0.00228416678159759
Position 2529: 0.0021974785515831365
Position 2254: 0.0021150751647474398
Position 1951: 0.0018342737220672068
Position 2096: 0.0018187140881215716
Position 2071: 0.00179936380659642
Position 2191: 0.001755568292975668
Position 1148: 0.0014968799269071199
Position 3120: 0.0014406360573982742
Position 679: 0.0014351615239869154
Position 1206: 0.001312894702895409
Position 3543: 0.0011459988047299253
Position 876: 0.001122298008122176
Position 1461: 0.0010028058294554694
Position 3598: 0.0009721744552990405
Position 792: 0.0009152300812579955
Position 3185: 0.0008666154807295169
Position 1339: 0.0007467320187409243
Position 2334: 0.0006372375470112215
Position 461: 0.0006180377203969128
Position 486: 0.00039614014447663493
Position 2038: 0.0003919062975098831
Position 1430: 0.00036949913203619314
Position 3650: 0.00029952245497360207
Position 1211: 0.0002486360798096924
Position 1885: 0.00024452506976517405
Position 688: 0.00024245066389959362
Position 1977: 0.0002303666283282589
Position 1371: 0.00021480792533421416
Position 3327: 0.000208975947831502
Position 567: 0.00014315235055835767
Position 1736: 0.0001412803525406223
Position 2774: 0.00010497993115408534
Position 1080: 9.782355463631542e-05
Position 1040: 9.55260677580619e-05
Position 2785: 9.2525352496529e-05
Position 3700: 8.745287724481039e-05
Position 1184: 7.646372750502437e-05
Position 1200: 6.126933547087943e-05
Position 700: 5.847444619191604e-05
Position 724: 5.730322319922171e-05
Position 770: 5.49234510039259e-05
Position 443: 5.4556576348186506e-05
Position 1458: 5.4101413777168415e-05
Position 1234: 4.808910224046445e-05
Position 1217: 3.7140760098507566e-05
Position 1564: 3.112627445992617e-05
Position 692: 1.6199332087605257e-05
Position 79: 1.091850454019175e-05
Position 704: 1.0849772247057268e-05
Position 248: 7.584537748310808e-06
Position 712: 6.097707106835955e-06
Position 200: 7.658160086202885e-07
Position 279: 4.700217752519112e-07
Position 774: 1.3539893266475122e-07
Position 491: 9.030439991014277e-08
Position 501: 7.843101572698715e-08
Position 205: 6.895239757014008e-08
Position 730: 5.41181740239592e-08
Position 99: 3.854138535832771e-08
Position 119: 1.6145519616642695e-08
Position 642: 1.4717340516695446e-08
Position 736: 1.280126830064717e-08
Position 223: 7.662845273384502e-09
Position 86: 7.318409111351504e-09
Position 95: 3.677125308041387e-09
Position 102: 1.9962734651082397e-09
Position 706: 1.4466854604444827e-09
Position 464: 1.2431390426600025e-09
Position 127: 8.770582413342642e-10
Position 137: 7.677935187201102e-10
Position 235: 1.0909157267756401e-10
Position 134: 3.644338653083711e-12
