Gene = DIP-theta
Position 23026: 3.1725652155765214e-05
Position 3454: 2.4736816731264466e-05
Position 4362: 2.351332002829182e-05
Position 17484: 2.0807357896622944e-05
Position 17994: 1.74414235207519e-05
Position 319: 1.595173293699339e-05
Position 1232: 1.556108174566677e-05
Position 2537: 1.5025999723694485e-05
Position 17418: 1.4778341002575898e-05
Position 1268: 1.3061239478550657e-05
Position 880: 8.90812241354313e-06
Position 382: 8.347056813655922e-06
Position 325: 8.148532740808552e-06
Position 538: 7.541187427702556e-06
Position 62: 6.918084567867223e-06
Position 742: 5.523063659360387e-06
Position 2352: 5.236420781594599e-06
Position 27885: 4.66522183121387e-06
Position 1036: 3.9418422537350255e-06
Position 1028: 3.3773368651711892e-06
Position 17437: 2.8476968317716596e-06
Position 1021: 2.695535214516115e-06
Position 1154: 2.1087052855647747e-06
Position 1199: 1.8670083382263853e-06
Position 713: 1.7447911497148763e-06
Position 26797: 1.4604274992901358e-06
Position 1170: 1.0985139674049246e-06
Position 287: 1.0631345250059718e-06
Position 2286: 9.281545311732067e-07
Position 128: 8.407944019250821e-07
Position 18270: 7.65252770359946e-07
Position 745: 7.605298975405501e-07
Position 293: 7.582780869196896e-07
Position 8: 5.119580854041472e-07
Position 970: 3.935618965829799e-07
Position 75: 3.858589020160595e-07
Position 13: 3.4385394634644915e-07
Position 949: 3.2001971505892787e-07
Position 389: 2.9088112627039476e-07
Position 121: 2.424711288958445e-07
Position 89: 1.4609453561885306e-07
Position 1582: 1.4211094775748697e-07
Position 359: 1.3066265021200206e-07
Position 3: 7.856879052119983e-08
Position 44: 5.859242744487203e-08
Position 68: 5.819147085147061e-08
Position 35: 5.3752877771903403e-08
Position 66: 4.8781726501554464e-08
Position 19: 4.810151422032587e-08
Position 555: 1.2951053959808406e-08
Position 429: 1.909979850230274e-09
Position 335: 9.393725594151706e-10
Position 94: 2.631490431444289e-10
Position 626: 8.293828716492301e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 31442: 0.9861683469862689
Position 17896: 0.9813065381639329
Position 22775: 0.9411790307686174
Position 21172: 0.9309068429934221
Position 17247: 0.9205129686143152
Position 16607: 0.7798833502846204
Position 26247: 0.7500915881844328
Position 26103: 0.7285242148551996
Position 22960: 0.7223340526764118
Position 6379: 0.6650032959953719
Position 18211: 0.6626453848734392
Position 25482: 0.5076825177889359
Position 23771: 0.41239410659881043
Position 15776: 0.3994743273120252
Position 17103: 0.39152330950491804
Position 18415: 0.36845049167079325
Position 16817: 0.3447275940970722
Position 19184: 0.29815008244141594
Position 18801: 0.266539659955043
Position 17668: 0.25951830680204013
Position 25706: 0.2583257822168169
Position 18170: 0.23128509658535024
Position 16560: 0.20654909464763185
Position 6131: 0.16547960134967865
Position 17522: 0.1484528286513163
Position 6671: 0.11108525179274037
Position 12457: 0.0788094803161001
Position 25173: 0.0641386686780898
Position 16253: 0.055959960672301426
Position 17396: 0.0556204145339539
Position 18341: 0.055263629937684904
Position 17425: 0.054473085217401906
Position 17480: 0.05408153091417984
Position 17562: 0.05275544958014057
Position 22971: 0.047166040023634934
Position 26311: 0.04265905239127716
Position 23203: 0.04205145427649838
Position 13029: 0.03867123735384178
Position 24928: 0.03831366664510487
Position 19528: 0.0352173861857548
Position 20439: 0.033162896649099056
Position 26064: 0.031830290691009976
Position 25431: 0.03160325342177917
Position 19557: 0.029087609327951403
Position 6069: 0.023963935141238568
Position 3785: 0.023785861712478228
Position 6337: 0.0219992308192227
Position 18685: 0.019555029729411595
Position 22510: 0.01830300128714401
Position 25854: 0.017049768651791086
Position 23415: 0.01671782881928263
Position 24225: 0.01613910003147422
Position 22241: 0.015170449853833118
Position 24741: 0.015129819102038092
Position 11769: 0.015092117850216996
Position 269: 0.014108930232025012
Position 14845: 0.013783741308396893
Position 23824: 0.013255796068171951
Position 19255: 0.012511890703972179
Position 17442: 0.011695602444184975
Position 24614: 0.011585462627942909
Position 23544: 0.01040649413619376
Position 19783: 0.008968790300522944
Position 26964: 0.008943399621915971
Position 1319: 0.008638446441650688
Position 11277: 0.008551444823237189
Position 16565: 0.007162874034876613
Position 25051: 0.007092024062085651
Position 5936: 0.006982001605274443
Position 31119: 0.006745906405987982
Position 26266: 0.006650207764907527
Position 19012: 0.006639333962791505
Position 7228: 0.0064969872519317
Position 16853: 0.006160994334928417
Position 24296: 0.006054678717448891
Position 31794: 0.006004959801565075
Position 3923: 0.005873617142384201
Position 26742: 0.005750967534280304
Position 3266: 0.005681261950489158
Position 24085: 0.00531799385277131
Position 17741: 0.005243245983743158
Position 14586: 0.005008964650099025
Position 17307: 0.00483242584522175
Position 24173: 0.00481389900456022
Position 24061: 0.0044804610973357825
Position 17578: 0.0043962586073930145
Position 6275: 0.004367810268711955
Position 17433: 0.00412810646752289
Position 5649: 0.003650632959985784
Position 30617: 0.0035615763072805806
Position 26076: 0.003264130018050056
Position 27029: 0.003252459134904531
Position 18831: 0.0031614293906556063
Position 5199: 0.00315328963215424
Position 18618: 0.003136785129600902
Position 7312: 0.0030621484967317996
Position 27430: 0.0025880209813276852
Position 10959: 0.0025860044353687474
Position 20483: 0.0024048357160398335
Position 29358: 0.002385757342202181
Position 22083: 0.002229325729985393
Position 18523: 0.0022193454550755594
Position 18638: 0.002143268168031008
Position 20449: 0.0021168437080394966
Position 13816: 0.0020843196062576013
Position 7204: 0.002075387638757374
Position 25116: 0.001987852897953671
Position 18497: 0.0019712782479218245
Position 17126: 0.001968195567165577
Position 22004: 0.001874588988895649
Position 16618: 0.0018257907532163063
Position 22600: 0.0017836863725017283
Position 22105: 0.0017167947650035239
Position 23972: 0.00162803376428959
Position 26695: 0.0015448982006458925
Position 4437: 0.0013810135566625886
Position 23518: 0.0013006054048201173
Position 26426: 0.0012646846209191376
Position 3789: 0.0011863904757166196
Position 23511: 0.0011248572226709769
Position 22140: 0.0010581395933088223
Position 19946: 0.0010335678299509838
Position 23169: 0.001009920203309795
Position 19871: 0.0009632584183029312
Position 17451: 0.0009512387853424461
Position 4624: 0.0008632826989301077
Position 18621: 0.0008630291246167382
Position 21877: 0.0008321542508610254
Position 26900: 0.0008259385776489302
Position 23354: 0.000781066771227435
Position 11957: 0.000771127980889179
Position 3745: 0.0007178639440103761
Position 11182: 0.0006759934973342472
Position 3305: 0.0006376806071223732
Position 22023: 0.0006153319273569738
Position 3060: 0.0005439756707546574
Position 5249: 0.0005243690494124613
Position 22037: 0.000513427500841081
Position 18064: 0.0005047580816015749
Position 10993: 0.0005047380358448875
Position 3207: 0.00044603088553748214
Position 11222: 0.0004365974665680606
Position 22452: 0.00042428868657355386
Position 18085: 0.00042371017661841135
Position 2930: 0.0004063211792459432
Position 3526: 0.00040218911478661224
Position 18615: 0.00039689157162034624
Position 1113: 0.0003946847802550113
Position 22068: 0.0003795975296709645
Position 18690: 0.00036556739923309506
Position 26318: 0.0003491097429733023
Position 3614: 0.000345901343901266
Position 29866: 0.0003397892475107436
Position 28871: 0.00031924043925307053
Position 2697: 0.000243645905344407
Position 1970: 0.00023709988517568636
Position 23004: 0.00023641144371053553
Position 17923: 0.00023478774451448812
Position 29803: 0.000201077998866368
Position 5536: 0.00019562171549381195
Position 626: 0.00019478356256789675
Position 18093: 0.00019272718795037443
Position 18654: 0.00015307940360460655
Position 2450: 0.00014104764819306817
Position 18103: 0.0001376319257436997
Position 29413: 0.00013196865905748607
Position 3034: 0.0001239879064628639
Position 318: 0.00010941774104682656
Position 22345: 0.00010829827047756205
Position 2411: 0.0001011265140181276
Position 24239: 9.641614544484368e-05
Position 1006: 9.567517379755649e-05
Position 24639: 9.52750323916777e-05
Position 3140: 9.390441890935809e-05
Position 29251: 8.151879444788186e-05
Position 1645: 7.616744264333989e-05
Position 672: 7.238290848449462e-05
Position 3571: 7.069738061070252e-05
Position 7166: 6.593173686642411e-05
Position 15459: 6.419108190163436e-05
Position 17216: 6.367710375219091e-05
Position 17866: 5.70120636184154e-05
Position 10463: 5.58634998022423e-05
Position 10140: 5.512987432326003e-05
Position 18245: 4.786412421693675e-05
Position 1252: 3.826430883889066e-05
Position 17269: 3.465743745383031e-05
Position 456: 2.9455761952926337e-05
Position 475: 2.7178465713137894e-05
Position 775: 2.1379055680920154e-05
Position 26875: 1.738125028921869e-05
Position 27164: 1.7282367883057176e-05
Position 16822: 1.7221018301370375e-05
Position 26748: 1.4267009219210237e-05
Position 26263: 9.58521597019396e-06
Position 26880: 5.551081815549933e-06
Position 19290: 5.364176806027253e-06
Position 26470: 4.07704691401538e-06
Position 27167: 3.902166373310693e-06
Position 5190: 1.922478235004591e-06
Position 17054: 1.2394999811936412e-06
Position 4493: 1.2128249805421433e-06
Position 1609: 1.0695810450419066e-06
Position 2959: 8.911284025094021e-07
Position 5065: 8.816563902240295e-07
Position 1128: 7.432984828009145e-07
Position 4383: 6.192149117640622e-07
Position 3079: 4.4898678095229624e-07
Position 2135: 3.808903534914705e-07
Position 382: 3.2352836058448727e-07
Position 1078: 2.4800955507628875e-07
Position 2005: 1.7535275394114434e-07
Position 591: 5.984400473090825e-08
Position 688: 3.066657675904262e-08
Position 215: 1.5255803429384792e-08
Position 583: 1.097892060876116e-08
Position 742: 9.70077728844345e-09
Position 778: 4.5669683222721964e-09
Position 227: 2.2336736603311e-09
