Gene = Spc105R
Position 2130: 6.421449305267768e-05
Position 2831: 5.833214585312726e-05
Position 782: 4.858920731288686e-05
Position 2717: 4.823858684223783e-05
Position 2814: 4.8145037943459403e-05
Position 2817: 4.724057184786006e-05
Position 1186: 4.39698819903035e-05
Position 387: 4.386299801714462e-05
Position 139: 4.2878305217965904e-05
Position 652: 3.828208905126406e-05
Position 1108: 3.827714345615182e-05
Position 413: 3.647378292861053e-05
Position 790: 3.443950249269697e-05
Position 3648: 3.1726437572728804e-05
Position 457: 3.093479048140949e-05
Position 177: 2.9987045740645256e-05
Position 766: 2.902457043636662e-05
Position 382: 2.7724676017926463e-05
Position 917: 2.712462657274206e-05
Position 1949: 2.638333327298172e-05
Position 743: 2.6042184236946797e-05
Position 633: 2.4636066918532926e-05
Position 454: 2.2197533638396344e-05
Position 408: 1.959012128674623e-05
Position 642: 1.91810014757805e-05
Position 4039: 1.8695220912606364e-05
Position 2980: 1.7874965162467884e-05
Position 2094: 1.63147187257959e-05
Position 1559: 1.332970083892191e-05
Position 937: 1.227664496527747e-05
Position 1739: 1.15237513084717e-05
Position 2298: 1.0993773594696722e-05
Position 1775: 9.706943782921824e-06
Position 1712: 9.491630502011208e-06
Position 1999: 8.143458668412665e-06
Position 2471: 8.06271134369634e-06
Position 3159: 4.9931224617923304e-06
Position 1358: 4.899948864239367e-06
Position 225: 4.406885754764138e-06
Position 1012: 4.229268356694476e-06
Position 2539: 3.7688711610538543e-06
Position 2387: 3.3829935469498803e-06
Position 1492: 3.1577101496566773e-06
Position 2285: 2.516554296507349e-06
Position 1352: 2.357630910098766e-06
Position 242: 1.6180846988291398e-06
Position 1767: 1.1476239947130076e-06
Position 361: 1.079409765502083e-06
Position 127: 9.01204099209566e-07
Position 522: 8.697288386578016e-07
Position 236: 6.11880517727577e-07
Position 181: 5.44551376633661e-07
Position 567: 3.5765627202373563e-07
Position 400: 3.513681913209076e-07
Position 186: 2.7919936154811976e-07
Position 428: 2.533014406695282e-07
Position 613: 2.5294246304880167e-07
Position 659: 1.8797551010682717e-07
Position 571: 1.8547600513154179e-07
Position 88: 7.38924854394395e-08
Position 1211: 6.852732298350113e-08
Position 1708: 3.781554211841457e-08
Position 1287: 3.1000845456205633e-08
Position 1149: 2.5594873444705014e-08
Position 252: 1.0329737755056767e-08
Position 1732: 8.247546318204286e-09
Position 1175: 6.491858986085736e-09
Position 91: 5.399086281136038e-09
Position 1255: 1.6145165592990222e-09
Position 1074: 4.3611384903319863e-10
Position 1259: 2.680325641780105e-10
Position 249: 2.407047323751164e-10
Position 270: 9.868826606861575e-12
Position 260: 5.939513260375914e-12
Position 273: 3.2001723022683593e-12
Position 124: 2.9894516754378347e-12
