Gene = sNPF
Position 1322: 0.03241691254375285
Position 27739: 0.03202294921253978
Position 552: 0.02830178423318424
Position 26900: 0.027495155994336797
Position 17375: 0.025555312475181547
Position 26914: 0.02101249919871706
Position 530: 0.0173258133978572
Position 1602: 0.015281864949791843
Position 1103: 0.013601537036111402
Position 27605: 0.013565226505192419
Position 27008: 0.009453409080782252
Position 26882: 0.009349456537268893
Position 27302: 0.009206168180093541
Position 27548: 0.009030169021613507
Position 921: 0.006586249677249038
Position 2490: 0.00630129899155475
Position 26933: 0.005945280249194091
Position 27768: 0.005384735531894353
Position 27929: 0.00479192887281223
Position 27035: 0.0043340919170550525
Position 27526: 0.0035321549774140846
Position 2100: 0.0026561130257341074
Position 26921: 0.0024632395333440476
Position 2303: 0.0020796366244304767
Position 27319: 0.0018845542906637302
Position 27024: 0.0017509113503838924
Position 1291: 0.0017131839238574184
Position 28151: 0.0016682009006213504
Position 872: 0.0016226207958276598
Position 669: 0.0015859732059774097
Position 27038: 0.0015154857965617833
Position 464: 0.0014946076494227842
Position 555: 0.001421575178838883
Position 27237: 0.0013262193950576457
Position 1072: 0.0009055248842507908
Position 28437: 0.000886738018712324
Position 27902: 0.0007082707375761521
Position 27849: 0.0006952526774824518
Position 26889: 0.0005684975622298554
Position 790: 0.0004931904384469935
Position 1123: 0.00045944379619722813
Position 836: 0.0004418944108359778
Position 733: 0.00029650432720907305
Position 676: 0.0002591647640516869
Position 1570: 0.000206208258115752
Position 931: 0.00014242557036825266
Position 1050: 0.00010649067511723012
Position 673: 8.92241156001063e-05
Position 1047: 7.86376620617551e-05
Position 980: 6.20327409243664e-05
Position 1161: 4.563801341853752e-05
Position 1671: 4.111171036180039e-05
Position 765: 2.0813794409282397e-05
Position 321: 1.48211855336744e-05
Position 414: 6.681995164450984e-06
Position 878: 5.0045301293156795e-06
Position 1527: 4.869001587050294e-06
Position 238: 4.257865514886466e-06
Position 164: 2.1149432604242933e-06
Position 409: 1.720963538692428e-06
Position 327: 6.438666838197755e-07
Position 1021: 2.9545079132163464e-07
Position 282: 3.707560035674971e-08
Position 18017: 2.3136945222111054e-08
Position 138: 2.0840551285921064e-08
Position 897: 6.9442521734718845e-09
Position 992: 6.824883293998162e-09
Position 345: 6.0318697992564495e-09
Position 17622: 5.756952359750873e-09
Position 354: 5.676925855864049e-09
Position 17540: 2.489461697437929e-09
Position 291: 9.394712700150976e-10
Position 435: 7.971702385455618e-10
Position 153: 6.8672786458519e-10
Position 174: 5.677679876753403e-10
Position 288: 2.329765497086109e-10
Position 307: 1.2936453264174387e-10
Position 75: 9.642378636191291e-11
Position 427: 9.308768823843743e-11
Position 419: 1.9395665148332245e-11
Position 11615: 8.974636499850449e-12
Position 12234: 5.249334659660835e-12
Position 12061: 1.8137285134906398e-12
Position 123: 1.6605912699172587e-12
Position 94: 1.2935677738153776e-12
Position 10956: 4.991383377112754e-13
Position 11482: 3.0553348102938093e-13
Position 7862: 5.699463657694313e-14
Position 8035: 1.2862471409933199e-14
Position 6195: 1.4094388772726551e-15
Position 5394: 9.410287508802316e-16
Position 3040: 4.2613202781945224e-16
Position 3394: 3.349502931615705e-16
Position 2877: 1.2633463509726638e-16
Position 2864: 5.676795076916267e-17
Position 3404: 4.0334931789734046e-17
Position 2494: 8.882209278781862e-19
