Gene = Spindly
Position 627: 2.964450366341326e-08
Position 1590: 1.974647971630164e-08
Position 1634: 1.272946231612655e-08
Position 483: 5.681837651918363e-09
Position 1592: 3.1121152473329914e-09
Position 235: 1.3527962433947547e-09
Position 865: 4.43507788807125e-10
Position 1573: 8.671157310115354e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9939089083885364
Position 613: 0.9925885641349763
Position 1560: 0.9915567702771503
Position 1119: 0.8095293232001907
Position 1401: 0.5228102699332097
Position 1165: 0.016736328783049488
Position 2092: 0.016187196853368956
Position 1193: 0.01457564087964904
Position 2532: 0.00846286400733253
Position 1124: 0.008443612603951224
Position 2802: 0.008205340320415005
Position 2317: 0.005772491531205427
Position 463: 0.00353065385448063
Position 635: 0.0028747550024526497
Position 1760: 0.0019084429494838915
Position 2836: 0.0017478384817091947
Position 2032: 0.0015837164643355054
Position 1651: 0.0013422865411063102
Position 2035: 0.0013291738733164557
Position 2056: 0.0009923089141866217
Position 1739: 0.0008350280500948348
Position 2198: 0.0006586351341347114
Position 874: 0.00037397180111420813
Position 1105: 0.000362078963033199
Position 822: 0.00034056788962353316
Position 1358: 0.00029641220553372775
Position 1981: 0.00028639228855470547
Position 2904: 0.00023501050399045515
Position 1930: 0.00019307202070102883
Position 1453: 0.0001895663210048739
Position 1354: 0.0001857112117902043
Position 1330: 0.0001843798496102194
Position 1196: 0.00017799017001138496
Position 1846: 0.00016958008591253125
Position 1313: 0.00014082618569104184
Position 1710: 0.00013622934949622734
Position 1922: 0.00013166450769008822
Position 1450: 0.00010584410099102109
Position 1108: 9.679546560058381e-05
Position 1170: 9.177947783681964e-05
Position 853: 7.740308964315238e-05
Position 492: 7.615674863596094e-05
Position 2347: 7.483128406749331e-05
Position 2215: 6.620993934798814e-05
Position 416: 5.96430791358771e-05
Position 1642: 5.908887827871754e-05
Position 1041: 4.3295972753379743e-05
Position 2225: 4.19639133326652e-05
Position 658: 2.979136802603278e-05
Position 2156: 2.900634494690974e-05
Position 1630: 2.298999337432638e-05
Position 207: 1.3433635681994737e-05
Position 405: 9.524393561976361e-06
Position 1423: 9.295372001854146e-06
Position 1672: 8.676128047217037e-06
Position 673: 8.139739485659386e-06
Position 1859: 7.3341070737587445e-06
Position 1715: 6.514508612547028e-06
Position 1429: 6.500149114984728e-06
Position 1437: 5.355055195316686e-06
Position 1178: 4.94149876835996e-06
Position 1208: 4.315081339111957e-06
Position 1417: 4.2891294566015334e-06
Position 62: 3.7439432107076157e-06
Position 1262: 3.595353136496587e-06
Position 390: 3.5581370001626217e-06
Position 904: 3.012219620902732e-06
Position 1095: 2.8808618691893837e-06
Position 888: 1.78820241610182e-06
Position 1362: 1.7205935666697488e-06
Position 1092: 1.3562514482127278e-06
Position 694: 1.2872534412711695e-06
Position 960: 1.0951188743105426e-06
Position 946: 8.157608794299487e-07
Position 342: 7.489893180356688e-07
Position 569: 6.61172283703224e-07
Position 943: 6.277759983887097e-07
Position 264: 5.425948287403018e-07
Position 111: 4.941764943936326e-07
Position 1268: 4.018235097937531e-07
Position 114: 3.275932203074015e-07
Position 919: 3.180758497294595e-07
Position 426: 2.743819441479823e-07
Position 507: 2.717691980234789e-07
Position 901: 2.2279240796058284e-07
Position 90: 1.9466091480088723e-07
Position 975: 1.687333948554468e-07
Position 688: 1.587781827658804e-07
Position 227: 9.713148289722803e-08
Position 328: 9.210878345646214e-08
Position 312: 6.62730559364989e-08
Position 893: 6.511207510231436e-08
Position 372: 6.382397417425378e-08
Position 324: 5.76694501138815e-08
Position 547: 4.197283760585347e-08
Position 1012: 4.1580759770985693e-08
Position 783: 3.694947182440513e-08
Position 294: 3.601548409602899e-08
Position 1018: 3.478901905734594e-08
Position 553: 2.9132962122555984e-08
Position 146: 2.548104446819201e-08
Position 164: 1.89430882678915e-08
Position 985: 1.670046933240326e-08
Position 273: 1.6346352729382476e-08
Position 367: 1.4917267582510636e-08
Position 718: 1.4046750113448696e-08
Position 927: 1.3846643774382366e-08
Position 709: 9.469655830120947e-09
Position 135: 9.04303859088887e-09
Position 304: 8.89162896826163e-09
Position 788: 7.1348812611436e-09
Position 711: 6.46245113644842e-09
Position 288: 4.571262933013567e-09
Position 84: 4.504546839474059e-09
Position 745: 4.081344482602151e-09
Position 970: 3.344178737949016e-09
Position 306: 1.885035250159668e-09
Position 721: 1.7425091065464144e-09
Position 126: 1.5071847361848124e-09
Position 480: 1.376921559052108e-09
Position 1675: 1.2872301657427934e-09
Position 549: 1.1176023458328527e-09
Position 253: 1.066540971246506e-09
Position 356: 1.0556150542785239e-09
Position 81: 9.431023889617164e-10
Position 749: 9.365806400663852e-10
Position 231: 8.40970219558363e-10
Position 348: 7.329056166197791e-10
Position 501: 6.453355621643794e-10
Position 1051: 5.491928403815795e-10
Position 216: 2.219851443066651e-10
Position 351: 1.4567182452975386e-10
Position 1133: 5.9163118266642746e-12
Position 1026: 4.325021874159076e-13
Position 276: 2.165842601040223e-13
Position 156: 5.4722557536863315e-14
Position 121: 4.557722779247308e-14
Position 128: 1.2584087103320237e-16
