Gene = nudE
Position 253: 5.3479640657428545e-06
Position 256: 4.764427145883936e-06
Position 138: 3.5569434909821277e-06
Position 128: 2.8819587453786503e-06
Position 2198: 2.380361551504826e-06
Position 1477: 2.082562912002346e-06
Position 802: 6.837755485348147e-07
Position 1187: 5.711287986104691e-07
Position 2167: 3.133516441656505e-07
Position 484: 2.5856528744555455e-07
Position 789: 2.441481226708805e-07
Position 445: 2.4278784946474204e-07
Position 1157: 2.1061806199797099e-07
Position 922: 1.4073319966683897e-07
Position 946: 1.285728643397929e-07
Position 550: 1.1195705955983988e-07
Position 954: 9.271175314411172e-08
Position 781: 8.179918010710177e-08
Position 714: 6.122534374135567e-08
Position 2481: 4.65828085146652e-08
Position 1211: 3.023761385362776e-08
Position 3136: 1.8096381339258124e-08
Position 290: 4.8107401014081376e-09
Position 259: 3.4790536934178226e-09
Position 302: 5.6362308022000465e-11
Position 1561: 1.5878478051170893e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9994008162409097
Position 1181: 0.977440939469706
Position 1519: 0.9745959216717739
Position 2101: 0.9433305661434567
Position 2909: 0.7690585460889815
Position 2319: 0.4837303570137794
Position 210: 0.15541969143709417
Position 390: 0.11198013262447788
Position 156: 0.08270925156520548
Position 96: 0.057595091938349406
Position 2729: 0.010492645495173812
Position 761: 0.009789566810986408
Position 2039: 0.009534476575299995
Position 1113: 0.007196966014496056
Position 714: 0.006691705159099685
Position 570: 0.00630231285565039
Position 484: 0.006007637837125428
Position 2005: 0.003849496253380067
Position 3245: 0.0031997323931097716
Position 789: 0.0031052060366056834
Position 728: 0.002778567549682317
Position 1333: 0.002630452882979042
Position 624: 0.0024499048356362513
Position 3097: 0.002249988176782045
Position 734: 0.0022496971264718284
Position 1338: 0.0022398476287427754
Position 618: 0.002036182152199842
Position 1187: 0.00198557807199278
Position 3593: 0.0018255834894198195
Position 2141: 0.0016997023222187963
Position 3567: 0.0016634658280832982
Position 1229: 0.0016622335518085053
Position 652: 0.0015398739350026597
Position 433: 0.0011465305597051227
Position 240: 0.0011154503549602075
Position 3288: 0.0010697075509619226
Position 135: 0.0010241006956870748
Position 3389: 0.0010106589163271418
Position 1561: 0.000994426939247372
Position 2861: 0.000939063167246582
Position 635: 0.000625668960982978
Position 311: 0.0004579222475850379
Position 1119: 0.00044665057901867945
Position 1764: 0.00031186484648518514
Position 1912: 0.00030145300415747994
Position 1157: 0.00028178302530600216
Position 522: 0.00026706377894979876
Position 3669: 0.00026105635659542025
Position 106: 0.0002595872016383925
Position 919: 0.00023798059669763913
Position 588: 0.0001788403591499248
Position 2845: 0.00017836512963719612
Position 113: 0.0001778900859096067
Position 1152: 0.0001712571341669134
Position 314: 0.00015836433108141926
Position 1733: 0.00015382014346925044
Position 1965: 0.00014943423769751726
Position 2355: 0.00010731526941631323
Position 1745: 0.00010113217302295726
Position 2328: 8.427638841919006e-05
Position 1352: 7.883671586978507e-05
Position 417: 7.760597549663846e-05
Position 642: 6.360174009762227e-05
Position 1613: 5.574431227946082e-05
Position 585: 5.2440868490048954e-05
Position 1697: 4.686394249639625e-05
Position 1761: 4.418182560936236e-05
Position 411: 3.895043099961665e-05
Position 662: 3.6538990516296176e-05
Position 744: 3.5459832248530536e-05
Position 2543: 3.38173262916974e-05
Position 1223: 3.332884546496491e-05
Position 1421: 3.14595632909161e-05
Position 122: 2.669858294150472e-05
Position 892: 2.0543058289413308e-05
Position 1531: 2.0367755333894274e-05
Position 3311: 1.9984174871602517e-05
Position 1738: 1.897168335857274e-05
Position 3546: 1.726196232384227e-05
Position 3168: 1.429991159029416e-05
Position 1800: 1.281208357985915e-05
Position 954: 1.1989160423354485e-05
Position 1280: 1.0785794105937934e-05
Position 1851: 1.0582615067662893e-05
Position 2043: 1.0321421871398755e-05
Position 3779: 9.837934384802696e-06
Position 1364: 9.081635306699592e-06
Position 807: 9.02066474570891e-06
Position 1863: 8.39270965037292e-06
Position 1340: 7.704892096583624e-06
Position 403: 6.496129984051802e-06
Position 2384: 5.485235528494863e-06
Position 2046: 4.908017901477965e-06
Position 887: 3.6307614173047897e-06
Position 1265: 3.580522384864542e-06
Position 1247: 2.9872781990406233e-06
Position 930: 2.890391787267437e-06
Position 1349: 2.5916923842724198e-06
Position 1376: 2.129281369991582e-06
Position 1830: 1.7023561619104347e-06
Position 1069: 9.214650881242539e-07
Position 1244: 8.93670459054418e-07
Position 1391: 8.291394970962774e-07
Position 866: 6.705520643923746e-07
Position 933: 5.793147336204826e-07
Position 973: 4.969500952950981e-07
Position 999: 4.026201463950691e-07
Position 1024: 7.057552388361459e-08
Position 942: 5.3086149616228024e-08
Position 879: 4.580825081183258e-08
Position 119: 4.087224153781056e-08
Position 1141: 6.093317804209425e-09
Position 1065: 2.2126658127519353e-09
Position 1545: 3.915912996339197e-10
