Gene = dre4
Position 486: 1.0846108731916948e-05
Position 2471: 9.884058327040647e-06
Position 559: 9.477674007633288e-06
Position 1161: 8.408458377632968e-06
Position 4617: 7.588622969025086e-06
Position 1306: 6.657842167810433e-06
Position 3457: 6.636278839203402e-06
Position 879: 6.387556648409169e-06
Position 3908: 5.880895673952798e-06
Position 99: 5.61616607090028e-06
Position 234: 4.246923330286947e-06
Position 4138: 3.6130345098985894e-06
Position 4625: 2.489029420924948e-06
Position 2609: 2.4497873879792403e-06
Position 27: 2.331680411561872e-06
Position 3614: 2.3310004016142495e-06
Position 3008: 2.138410861928634e-06
Position 3124: 1.8032460086224415e-06
Position 801: 1.2243427513209285e-06
Position 691: 9.74466737550131e-07
Position 1460: 8.600856975799008e-07
Position 1383: 8.018842236778005e-07
Position 913: 7.625959597797938e-07
Position 78: 5.969593854351243e-07
Position 3547: 4.0030233464652945e-07
Position 146: 2.2714470217636557e-07
Position 3551: 1.9840675626216421e-07
Position 472: 1.492082291219489e-07
Position 1279: 1.4454745722594984e-07
Position 1158: 1.267573826185037e-07
Position 960: 9.206861880426005e-08
Position 3869: 4.067768201873591e-08
Position 136: 3.994600972744417e-08
Position 1053: 2.569514851561621e-08
Position 911: 2.5228750767836925e-08
Position 793: 1.695876985683167e-08
Position 3872: 1.245001843856082e-08
Position 3276: 8.52355084932692e-09
Position 2155: 2.7860462606475027e-09
Position 2176: 2.5055916373783103e-09
Position 2217: 2.228060083671186e-09
Position 4233: 1.2529146169668165e-09
Position 1097: 9.452749947093819e-10
Position 2747: 1.002029831946278e-10
Position 3814: 5.963203790638329e-12
Position 386: 6.491398935130894e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3576: 0.9992061529777866
Position 3249: 0.9974243682630467
Position 1093: 0.9968612449626969
Position 396: 0.9909834564109196
Position 4394: 0.9641617300157471
Position 2328: 0.9198933138731726
Position 725: 0.8942701275527358
Position 3841: 0.6592414530964527
Position 2143: 0.09921296274198772
Position 1762: 0.07392661259611363
Position 3121: 0.06497068508379389
Position 4256: 0.03568772441410239
Position 722: 0.023307052779851737
Position 2340: 0.015866888934525376
Position 1706: 0.010109339336228988
Position 2353: 0.009204397541181748
Position 2155: 0.00776288160118842
Position 2973: 0.007148165836782851
Position 1732: 0.006588250797740085
Position 2710: 0.0062733781635623586
Position 1426: 0.005867985807164002
Position 2734: 0.005544623904068634
Position 1839: 0.00535302787070178
Position 1447: 0.005177330634197783
Position 2571: 0.004902616274118246
Position 2737: 0.0047300233209670315
Position 249: 0.003965572438718054
Position 2500: 0.0037649762188994755
Position 333: 0.00346343200301212
Position 1634: 0.0032210280553161205
Position 785: 0.0031392634699690465
Position 1097: 0.002445816414624481
Position 3786: 0.002364410704393277
Position 683: 0.002190213882932164
Position 1567: 0.0021162475263832707
Position 2836: 0.0019757237073034168
Position 755: 0.0015417402569352162
Position 1503: 0.0015157821528492819
Position 3124: 0.0014781688873181122
Position 3880: 0.001450794953347117
Position 1729: 0.001237774628797288
Position 1735: 0.0010976524757029746
Position 4126: 0.0010693949583396045
Position 782: 0.000971200409103974
Position 2116: 0.0009629385988052595
Position 2665: 0.0008870004693152256
Position 3301: 0.0008004308694330814
Position 920: 0.0007956281080434014
Position 4404: 0.0007227627461904991
Position 2506: 0.0006465388503128643
Position 603: 0.0006204365662986432
Position 2413: 0.0006148057315117333
Position 1770: 0.0005803791928665123
Position 1390: 0.0005497344607068481
Position 2025: 0.0004611995937775621
Position 1393: 0.00044741880472670096
Position 404: 0.00044220314138540995
Position 3347: 0.0004272640939033923
Position 1710: 0.00037782158620681706
Position 2518: 0.0003720593763144882
Position 3578: 0.0003577124180443386
Position 4600: 0.00032642882090873706
Position 2102: 0.00028189796057466606
Position 4108: 0.00026722350627498545
Position 1360: 0.0002620092431918588
Position 3857: 0.00026092316936876937
Position 1468: 0.00025019268524049785
Position 740: 0.00024422048170190017
Position 889: 0.0002434361299847506
Position 3926: 0.00024118952125414057
Position 575: 0.0002245860047300041
Position 252: 0.00022246367015270294
Position 1383: 0.00022094896227327904
Position 1526: 0.00021315523632091412
Position 4332: 0.0002113494679211827
Position 4413: 0.00021009468753929278
Position 812: 0.00020942482124623017
Position 4631: 0.00020815831916591048
Position 653: 0.0001526982552108187
Position 869: 0.00014873087440593307
Position 791: 0.0001440350128040222
Position 4013: 0.00013711294124224598
Position 1465: 0.00013614504072095867
Position 2017: 0.00013187495111988942
Position 2752: 0.00012977003825012656
Position 2652: 0.00012467644564974082
Position 1351: 0.00012408050860215718
Position 3274: 0.00011791803969982438
Position 1118: 0.00011574765223204133
Position 2313: 0.00011541266620838877
Position 4734: 0.0001151043670337801
Position 1691: 0.00010044811137442475
Position 4467: 9.755904465568686e-05
Position 2557: 9.72016308595573e-05
Position 4680: 9.53910861705251e-05
Position 4427: 9.426564903774753e-05
Position 2245: 8.882418689242137e-05
Position 4281: 8.44139647302327e-05
Position 926: 7.841229174615993e-05
Position 2080: 7.496357258834307e-05
Position 1688: 7.408281472084323e-05
Position 3958: 6.93328513130385e-05
Position 1474: 6.133224549075533e-05
Position 734: 6.0991452831715355e-05
Position 2416: 5.97103276365628e-05
Position 1111: 5.8583132854924956e-05
Position 1646: 5.229014599601217e-05
Position 950: 4.6796700930727736e-05
Position 3608: 4.498660964433311e-05
Position 765: 4.455946839732384e-05
Position 3669: 4.363845913227923e-05
Position 1798: 4.3621249774578205e-05
Position 835: 4.099236044985002e-05
Position 1214: 4.070685577899789e-05
Position 2228: 3.996693464402432e-05
Position 428: 3.913229451274372e-05
Position 983: 3.696343532801865e-05
Position 691: 2.7941535549893287e-05
Position 1471: 2.6338049083255432e-05
Position 280: 2.608053038970867e-05
Position 3934: 2.5784915267412698e-05
Position 354: 2.5312478065273296e-05
Position 541: 2.484769182359381e-05
Position 1897: 2.4111257098803283e-05
Position 338: 2.089917663729365e-05
Position 932: 1.9952244234839602e-05
Position 3310: 1.817734763189935e-05
Position 1808: 1.727015051342717e-05
Position 3381: 1.6939998866105895e-05
Position 1579: 1.4654066910795852e-05
Position 3547: 1.4056564069000835e-05
Position 993: 1.3322912372264914e-05
Position 960: 1.2986490953241386e-05
Position 600: 1.2351402313144547e-05
Position 609: 1.2315440672194071e-05
Position 3331: 1.1362150098606976e-05
Position 501: 9.963321801528808e-06
Position 4277: 9.72794549283961e-06
Position 3893: 9.697035980523154e-06
Position 4437: 8.956562524635525e-06
Position 4472: 8.240500447337005e-06
Position 1582: 7.362595997813309e-06
Position 3949: 6.371238307360998e-06
Position 3413: 5.6267912739761725e-06
Position 4061: 5.3410629882881974e-06
Position 1024: 4.683774420895654e-06
Position 848: 2.3932028295626626e-06
Position 3860: 2.3815579387682202e-06
Position 840: 2.3198682639185918e-06
Position 589: 2.157630884605197e-06
Position 3973: 2.1128578153299724e-06
Position 356: 2.0833452174465317e-06
Position 1150: 1.8359815783282574e-06
Position 3626: 1.7736054647503884e-06
Position 625: 1.7699329951663278e-06
Position 83: 1.740200720160138e-06
Position 582: 1.6852143458095098e-06
Position 1147: 1.2719781972679414e-06
Position 160: 1.1338099176187132e-06
Position 3770: 9.838014510310426e-07
Position 486: 9.784747188852498e-07
Position 1173: 8.998406847311111e-07
Position 300: 8.039823234301821e-07
Position 3887: 7.71901758877469e-07
Position 752: 6.30682561215657e-07
Position 308: 5.771929552681451e-07
Position 622: 3.6974252665491045e-07
Position 466: 2.7339374279140613e-07
Position 3707: 2.4074044196803444e-07
Position 157: 2.3406958126183196e-07
Position 94: 1.6096243523021985e-07
Position 271: 1.2751369665235123e-07
Position 1303: 9.514089175344836e-08
Position 3704: 5.4264174451072955e-08
Position 3596: 3.096212052367118e-08
Position 114: 2.053663442000122e-08
Position 201: 1.6102167718621285e-08
Position 468: 1.459220882571358e-08
Position 522: 1.4080808373786295e-08
Position 1224: 7.230718768250087e-09
Position 1363: 3.0520204543321232e-09
Position 141: 3.3868703654366556e-10
Position 207: 1.18151689036687e-10
Position 262: 5.967108115249832e-11
Position 99: 1.5023457969187316e-12
