Gene = lok
Position 2752: 1.7199711571516746e-05
Position 129: 1.5155312349436986e-05
Position 2350: 1.4941966285124955e-05
Position 325: 1.4762692730933988e-05
Position 2885: 1.2761329523482786e-05
Position 433: 1.1657132190569018e-05
Position 665: 9.751163798068767e-06
Position 441: 8.641910757636399e-06
Position 145: 7.1661191162171405e-06
Position 359: 6.881041466494197e-06
Position 2672: 6.4091258925662115e-06
Position 160: 6.244008281724653e-06
Position 379: 5.8197451107560336e-06
Position 691: 5.751929422068866e-06
Position 2153: 4.621076908775272e-06
Position 2114: 3.8028033769558252e-06
Position 2576: 3.007871008951722e-06
Position 100: 2.8563213547545834e-06
Position 680: 2.1443296333901935e-06
Position 2733: 1.8904082174748805e-06
Position 2565: 1.6861396859910702e-06
Position 2705: 1.205004067172131e-06
Position 2559: 9.736322615577656e-07
Position 628: 8.695274291712861e-07
Position 2392: 8.460217100658488e-07
Position 1143: 2.1220032738550505e-07
Position 154: 6.305198219596605e-08
Position 2050: 3.334729872594354e-08
Position 2027: 2.5436265623759366e-08
Position 2203: 1.191411924446858e-08
Position 2069: 4.079831063602324e-09
Position 2727: 2.0758358725672052e-09
Position 2717: 1.8786336916790495e-09
Position 2761: 1.5345137085278554e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.9995789130888049
Position 1122: 0.9897229403140709
Position 1955: 0.9878663280544343
Position 725: 0.9565797088642588
Position 1311: 0.3228575095190122
Position 359: 0.2122339791041512
Position 1325: 0.06390604141656668
Position 387: 0.04988009266734905
Position 1516: 0.04521448593640126
Position 883: 0.03421708876584835
Position 365: 0.030030961732037575
Position 2806: 0.016488429906979546
Position 2938: 0.007663377102335693
Position 1096: 0.005770523937324163
Position 186: 0.0041011945246116985
Position 1504: 0.0034100196770844664
Position 1333: 0.0032173668060195564
Position 939: 0.003147314198913151
Position 1941: 0.002787675096425935
Position 752: 0.0025794946362911763
Position 1394: 0.0024351053760340653
Position 407: 0.002102614777061697
Position 948: 0.001915440061089538
Position 2433: 0.001415684874412927
Position 256: 0.001387504743830105
Position 1475: 0.0012750466376678217
Position 2911: 0.0011922716512907457
Position 265: 0.0011722342780179221
Position 1478: 0.0010979530274090187
Position 887: 0.0010200323461458027
Position 1978: 0.0008800757238764216
Position 517: 0.0008248213191315264
Position 872: 0.0007515026513806033
Position 325: 0.0005356075727063822
Position 1454: 0.0005239144019960193
Position 1897: 0.000447880521157577
Position 2113: 0.0004312498424669328
Position 935: 0.00035878450049932386
Position 2727: 0.00033366826993506927
Position 2875: 0.00031845089476572073
Position 1556: 0.0003052511729792763
Position 1669: 0.00022737894682705136
Position 190: 0.00021767091007162133
Position 230: 0.00017638110668019065
Position 284: 0.00014990486779443393
Position 145: 0.00014631350370540027
Position 1796: 0.00011936842341948589
Position 273: 0.00011688016981739984
Position 490: 0.00011124149381135235
Position 1057: 0.00010847148131364675
Position 1547: 0.00010472902358283429
Position 1826: 0.00010162865635330098
Position 1175: 0.00010040333657746774
Position 909: 8.93335023463894e-05
Position 404: 8.811593978443039e-05
Position 227: 8.523513523976713e-05
Position 1631: 8.488967898652622e-05
Position 481: 7.60418410664468e-05
Position 1830: 5.9919668649982124e-05
Position 844: 5.544359773871021e-05
Position 1364: 5.342289276393893e-05
Position 204: 4.962354196804833e-05
Position 1451: 3.902520348866574e-05
Position 1054: 3.861938139027013e-05
Position 958: 3.3895952297922166e-05
Position 2062: 3.289408664087213e-05
Position 963: 3.0095374319286317e-05
Position 997: 2.7127102473488533e-05
Position 2898: 2.6007525555050675e-05
Position 2138: 2.2804770919050118e-05
Position 976: 2.2017355957657318e-05
Position 1999: 1.4602849329975323e-05
Position 2358: 7.644360736721976e-06
Position 827: 7.200580402409888e-06
Position 473: 7.065368588260137e-06
Position 2630: 6.99813375957731e-06
Position 2747: 6.837545618651769e-06
Position 2885: 4.608436046341327e-06
Position 1800: 4.288996148182743e-06
Position 917: 4.247138973959668e-06
Position 1191: 2.1994318463511347e-06
Position 1010: 2.0989902583302198e-06
Position 2438: 1.4502176113263268e-06
Position 240: 1.1894489700066371e-06
Position 1250: 3.8325049900165336e-07
Position 1373: 2.879104808529775e-07
Position 441: 2.592194594021649e-07
Position 1158: 2.303435902729162e-07
Position 1231: 1.979017680446112e-07
Position 2469: 1.318929007339515e-07
Position 496: 1.258106400313877e-07
Position 333: 9.746724214889735e-08
Position 2466: 8.94468952327194e-08
Position 1277: 3.294946042031305e-08
Position 2690: 2.57777007673866e-08
Position 2255: 2.0160000247795594e-08
Position 2346: 9.615673141217523e-09
Position 742: 4.2544912709660555e-09
Position 242: 2.00511810126866e-09
Position 960: 1.4598474510784568e-10
