Gene = amd
Position 783: 7.87821866505208e-06
Position 829: 5.797007875540148e-06
Position 581: 4.532968219764948e-06
Position 161: 4.421975732620564e-06
Position 854: 2.1141947350479244e-06
Position 131: 9.359142964971692e-07
Position 2780: 7.275765632090656e-07
Position 575: 6.604015620261939e-07
Position 242: 5.529213038397609e-07
Position 475: 5.514393467096101e-07
Position 764: 4.6696066301965346e-07
Position 3288: 2.1434524430706354e-07
Position 244: 1.8739011996155693e-07
Position 1075: 1.218816014615932e-07
Position 429: 2.5931276295507284e-08
Position 420: 1.3766985407054e-08
Position 289: 1.2876368341268652e-08
Position 707: 1.0390088003391618e-08
Position 595: 8.08156748766712e-09
Position 628: 3.458182432221889e-09
Position 262: 2.4982753106021364e-09
Position 665: 1.9700244127481585e-09
Position 718: 9.880992297339107e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9950881846459381
Position 257: 0.9896029510891954
Position 1608: 0.34908995179465024
Position 1282: 0.20663444004787093
Position 911: 0.048575311299093926
Position 3719: 0.028199748994209992
Position 639: 0.020983995259947492
Position 3408: 0.020614583654005425
Position 1140: 0.013756093867008148
Position 866: 0.011479041147578237
Position 1798: 0.011412476614303762
Position 1468: 0.009789561261068983
Position 1979: 0.008735140471189482
Position 718: 0.007705999780437335
Position 1061: 0.00509730828226027
Position 3567: 0.004942050966433264
Position 773: 0.004604110663995113
Position 1842: 0.004041659273193957
Position 752: 0.0031420684574191343
Position 1692: 0.0027393492054442457
Position 984: 0.00262947189651024
Position 1523: 0.0024121858451394353
Position 2410: 0.0021526109476867976
Position 3749: 0.001963680343927094
Position 3590: 0.0017577823631358225
Position 1629: 0.0016738704331056553
Position 837: 0.0014619926537402367
Position 660: 0.0013594095343467231
Position 2094: 0.0013184197083618333
Position 3620: 0.0012648522483871452
Position 300: 0.001198286834089097
Position 2915: 0.0011645019036613613
Position 1024: 0.0011509332116149526
Position 1047: 0.0010589421494410576
Position 112: 0.0009834832775244546
Position 1818: 0.0007717138040801627
Position 1163: 0.0006320764241092184
Position 3485: 0.0006272632122859251
Position 1612: 0.0006124359976417842
Position 852: 0.0005659064137178277
Position 324: 0.0005604396965700531
Position 3494: 0.0005549792862020132
Position 2977: 0.0005274054228499105
Position 839: 0.0005000216390421207
Position 1312: 0.0004718893235426128
Position 1033: 0.00046375915269094377
Position 3233: 0.0004339728696937613
Position 81: 0.0004312211443204186
Position 3943: 0.0003428130250158295
Position 2647: 0.00029000060532740143
Position 272: 0.00028327828814307215
Position 2661: 0.0002588538968259566
Position 1898: 0.00018238506138062242
Position 998: 0.00017236640743156477
Position 2568: 0.00016519252216172617
Position 3119: 0.0001475087347000246
Position 1879: 0.00014358348145376178
Position 2028: 0.00013456105271681228
Position 1186: 0.00010599638049459976
Position 601: 0.00010115793464318951
Position 2062: 9.918779031157085e-05
Position 1346: 8.362060440355223e-05
Position 1704: 8.217027358145904e-05
Position 2827: 6.850132504500254e-05
Position 3912: 5.832745994098124e-05
Position 312: 5.330358044713963e-05
Position 533: 5.150644029604924e-05
Position 3812: 3.990413440942165e-05
Position 1120: 3.6677611439448404e-05
Position 3191: 2.164491055264366e-05
Position 1391: 1.3893304232146505e-05
Position 1073: 8.999526214727447e-06
Position 309: 8.997570709016499e-06
Position 530: 4.5691308116730465e-06
Position 1198: 3.705071384955656e-06
Position 3274: 2.3694620968264624e-06
Position 665: 2.203952343392562e-06
Position 613: 2.1273217417278426e-06
Position 854: 4.26235737862251e-07
Position 131: 3.643022787105676e-07
Position 1327: 3.074191327239653e-07
Position 913: 2.6644014997829527e-07
Position 351: 2.2556098684971488e-07
Position 488: 1.8698365500564285e-08
Position 161: 1.7240533056036744e-08
Position 497: 1.3005447785370926e-08
Position 360: 7.23399422184272e-09
Position 194: 6.539160450901534e-09
Position 342: 2.2716089237580564e-09
Position 321: 1.7435196461353841e-09
Position 181: 7.044346993060018e-10
Position 1170: 5.40513202105907e-10
Position 224: 1.19784432050323e-11
Position 453: 7.184980270032392e-12
Position 52: 3.389743230862925e-12
Position 196: 2.688337260702646e-13
