Gene = Zasp66
Position 229: 8.123481471215846e-10
Position 404: 8.047004412682744e-10
Position 816: 7.577966070907632e-10
Position 283: 4.161312098230933e-10
Position 535: 3.310237007027521e-10
Position 667: 1.8455685048008013e-10
Position 387: 1.625148042120045e-10
Position 456: 5.357005937295378e-11
Position 814: 1.854611212059836e-11
Position 493: 1.3172469575662003e-11
Position 3401: 6.514747103206975e-13
Position 420: 7.353005440112894e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10630: 0.9979973935819058
Position 2589: 0.989152347008186
Position 10211: 0.9309283044597616
Position 3055: 0.9279393893199627
Position 13957: 0.4760887443966281
Position 13785: 0.4738476678210656
Position 11309: 0.41684300191744006
Position 2004: 0.3281731134284237
Position 13895: 0.3009635774016933
Position 9660: 0.1511172405503467
Position 13285: 0.14603419018742522
Position 13067: 0.13350236679547012
Position 1221: 0.10287527785704664
Position 3974: 0.09508091098732983
Position 3080: 0.06811631154762642
Position 12617: 0.06233606430131356
Position 1280: 0.06034664023693113
Position 13167: 0.049983666249225144
Position 12274: 0.044698212374239404
Position 2021: 0.0389396797761796
Position 13188: 0.03889035017549307
Position 13731: 0.03885556963197744
Position 3873: 0.03100788044621795
Position 12465: 0.025947215859546725
Position 13705: 0.024603409319976975
Position 3549: 0.02388889903644865
Position 10470: 0.02142281171816638
Position 10530: 0.01852218095686266
Position 10575: 0.01798616864292228
Position 13342: 0.017539990448143288
Position 1531: 0.016923443347773712
Position 10912: 0.01651679948352939
Position 13086: 0.01642665429772134
Position 3945: 0.01636800357316937
Position 13446: 0.01626496048405794
Position 98: 0.015176662996964187
Position 1057: 0.013644988127021557
Position 13295: 0.01267826536604527
Position 2873: 0.011386384602985045
Position 5673: 0.010727796636819702
Position 3658: 0.009993650929829205
Position 3464: 0.009264573663601602
Position 1701: 0.00909869738581591
Position 1841: 0.008673187350431762
Position 11636: 0.007702017309790687
Position 13426: 0.007490031543998614
Position 11911: 0.00742310275271127
Position 13674: 0.0071742387342687555
Position 11668: 0.007062174265969199
Position 12677: 0.006969159670049817
Position 8621: 0.00672837087771913
Position 649: 0.006676934715094646
Position 10888: 0.006291320493752161
Position 12072: 0.006266874821506842
Position 13313: 0.006066833480235606
Position 10472: 0.0057365716305073505
Position 12581: 0.005586447298136123
Position 1335: 0.004916570736978274
Position 827: 0.004751418403350348
Position 11650: 0.004751078771560839
Position 3525: 0.0044911048860018605
Position 1286: 0.004455045454517059
Position 2488: 0.0044013142213885775
Position 12515: 0.0043131800347167995
Position 1160: 0.004261184142506719
Position 1251: 0.004204927540197345
Position 12031: 0.003907261778389302
Position 11078: 0.0038968101757958515
Position 1672: 0.0034465976737766977
Position 12416: 0.0034056106527339475
Position 11579: 0.002825776879039814
Position 2275: 0.002634072243937834
Position 4082: 0.002432254567292012
Position 12412: 0.002392705755497767
Position 8899: 0.0023231189164745207
Position 1638: 0.002099658976126063
Position 8048: 0.0020822799469380404
Position 6145: 0.0020083279200143137
Position 1456: 0.0019364872004685068
Position 1852: 0.0018523086586139613
Position 13453: 0.0018185423071970966
Position 13928: 0.00181158160441203
Position 12301: 0.0017432204773171949
Position 10928: 0.0016379740487558415
Position 3880: 0.0015666363022393051
Position 12357: 0.0015345851328607053
Position 12049: 0.0015328572951537661
Position 439: 0.0014538104157574793
Position 4602: 0.00133680301852678
Position 870: 0.0013367213086382084
Position 5643: 0.0012590786604060706
Position 11811: 0.0011796829654458513
Position 10757: 0.0011333801761922665
Position 12718: 0.0010799423962547514
Position 4973: 0.0010139187425730375
Position 12667: 0.001008801663320071
Position 1781: 0.0009920407623637024
Position 11468: 0.0009189672853503264
Position 2510: 0.0009117938647376636
Position 5941: 0.0008599327540034271
Position 11998: 0.0008480630505116975
Position 14156: 0.0008317408757090153
Position 3212: 0.00074174600784374
Position 11321: 0.0007342710052910276
Position 1461: 0.0006943078676267147
Position 4848: 0.0006684532094256421
Position 2953: 0.0006425384582744969
Position 10642: 0.000595769215571507
Position 3092: 0.0005461562308386432
Position 607: 0.0005310542475530457
Position 3251: 0.0005185998106839118
Position 3824: 0.0005140305925577471
Position 3566: 0.0005130742673588277
Position 1183: 0.00036960217780737366
Position 251: 0.00036532611946197684
Position 11050: 0.00035050078671116275
Position 1487: 0.00030811554440088237
Position 11410: 0.00027243023028981515
Position 1351: 0.00026257049314090875
Position 207: 0.0002585861399200098
Position 2933: 0.00024484976551538155
Position 6217: 0.00024064976148373358
Position 11175: 0.00023621409150099057
Position 498: 0.000205924420110589
Position 1543: 0.00019315099936752434
Position 748: 0.00017204891299916122
Position 5683: 0.0001686259424730462
Position 11182: 0.0001685245625763222
Position 1762: 0.0001559749292591031
Position 10964: 0.00012967595315901091
Position 10830: 0.00011648694371875414
Position 558: 0.00011564482837738899
Position 723: 0.0001107720491885861
Position 2214: 0.0001018559414218353
Position 4175: 9.295012923321977e-05
Position 11340: 7.532466854944034e-05
Position 2907: 7.216485440709702e-05
Position 2627: 6.599963679807842e-05
Position 2073: 6.241355647559259e-05
Position 2893: 5.229899431918448e-05
Position 2216: 5.149454713948471e-05
Position 11009: 5.06584783322498e-05
Position 4875: 4.7556924894967874e-05
Position 2854: 3.861129607177061e-05
Position 2306: 3.3964170710075127e-05
Position 11092: 3.342641104343911e-05
Position 3489: 3.093213273063791e-05
Position 3616: 3.0482664692275305e-05
Position 1649: 2.774176134989318e-05
Position 4349: 2.4941528063730052e-05
Position 4630: 2.45006943551708e-05
Position 109: 2.2637317228012783e-05
Position 4860: 1.949189201040919e-05
Position 4724: 1.6101890916035533e-05
Position 149: 1.5620965451881285e-05
Position 3493: 1.5319347481021747e-05
Position 2694: 1.5044737307541444e-05
Position 2994: 1.459613561614533e-05
Position 2162: 1.3025413325762486e-05
Position 125: 1.300214781715254e-05
Position 3275: 1.2957948326701204e-05
Position 11015: 1.2322048636600305e-05
Position 11676: 1.1996792880707858e-05
Position 3236: 1.0533384238762863e-05
Position 2815: 9.746993711365074e-06
Position 1077: 9.640475952877327e-06
Position 540: 8.904748997931824e-06
Position 974: 8.184610506151697e-06
Position 661: 7.810402164071789e-06
Position 2219: 7.149056030578705e-06
Position 1066: 6.226162091992333e-06
Position 774: 5.277277829760547e-06
Position 6500: 4.811776235422125e-06
Position 2320: 4.514849967909399e-06
Position 4026: 4.478643872460537e-06
Position 2138: 3.874209521324613e-06
Position 1230: 3.866470560299158e-06
Position 6869: 3.831295340879371e-06
Position 3190: 3.1906057515540987e-06
Position 10961: 2.702104664348923e-06
Position 10985: 2.6089723878254504e-06
Position 3310: 2.403489411837124e-06
Position 2985: 2.3652671507493096e-06
Position 5068: 1.4946235679744412e-06
Position 122: 1.378519618220417e-06
Position 3302: 1.0744570509219897e-06
Position 902: 8.886917828435919e-07
Position 2897: 5.285161038820534e-07
Position 851: 5.179878222224429e-07
Position 1130: 4.952547912183242e-07
Position 898: 4.80602077150643e-07
Position 2913: 2.906093201981477e-07
Position 4244: 2.795600196275365e-07
Position 3833: 2.535245085524665e-07
Position 733: 2.2574634001410138e-07
Position 1303: 2.2567091876098219e-07
Position 3921: 1.9157089594436278e-07
Position 1240: 1.744877274384246e-07
Position 1035: 1.4238980530386942e-07
Position 1037: 1.4178832526144692e-07
Position 834: 1.3404924493765636e-07
Position 804: 1.2351382775839766e-07
Position 3438: 1.0409851875029178e-07
Position 2822: 8.516256480979178e-08
Position 168: 2.6193840359792803e-08
Position 263: 2.3641794697598708e-08
Position 11345: 1.6657890237071724e-08
Position 260: 1.589239666656256e-08
Position 456: 1.2522711622914978e-09
Position 667: 1.1698069712925219e-09
Position 620: 9.229122754146237e-10
Position 449: 1.175023397271548e-10
Position 54: 6.13514618259399e-11
Position 266: 4.457005149828785e-11
Position 279: 3.5407343619411124e-12
Position 47: 3.4390547524805025e-12
Position 317: 2.688587164788337e-16
Position 323: 9.29992895054464e-17
Position 276: 8.498304220985613e-17
Position 77: 7.475129451921343e-17
Position 336: 1.6057249397727435e-17
Position 300: 1.012274798440076e-17
