Gene = Nle
Position 483: 2.8667934993829314e-06
Position 1473: 2.5628187414787773e-06
Position 1740: 2.021221017317196e-06
Position 269: 1.1494656492418173e-06
Position 600: 8.403759325691675e-07
Position 638: 7.658181530530151e-07
Position 1446: 7.200063614209568e-07
Position 1662: 5.740530168858863e-07
Position 1459: 2.603231886038746e-07
Position 1453: 2.206581779810002e-07
Position 1552: 7.267865449593514e-08
Position 281: 1.3374909913079419e-09
Position 315: 1.0764367843646512e-09
Position 284: 9.376052701289507e-10
Position 183: 3.5571608763808993e-10
Position 394: 1.9703209831968558e-10
Position 197: 1.6560099183444472e-10
Position 98: 8.537945824636545e-11
Position 509: 3.650236481323877e-11
Position 104: 2.143654519232894e-11
Position 240: 1.9600199683765538e-11
Position 236: 1.1257167039677661e-11
Position 102: 2.5777943566693373e-12
Position 293: 2.40743330310452e-12
Position 152: 3.8234797646842565e-13
