Gene = eIF3l
Position 1443: 1.4985129438381979e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.9893397117958069
Position 1379: 0.9836985239551242
Position 846: 0.9492103150299609
Position 523: 0.042490456820404254
Position 480: 0.02801115084162819
Position 1026: 0.008949295257081066
Position 535: 0.005539839070794635
Position 2178: 0.005203927773568433
Position 1812: 0.004404094231670425
Position 1920: 0.004003547144939446
Position 765: 0.0033404232579203478
Position 284: 0.0029272666777810374
Position 263: 0.0018889504270268931
Position 2280: 0.0014852387485834115
Position 1122: 0.0014288299787161886
Position 588: 0.0012387842577099811
Position 1581: 0.0011692860830312167
Position 295: 0.0010287766139447517
Position 1236: 0.0009338353552992012
Position 2118: 0.0008961051231793664
Position 778: 0.0008821595651274354
Position 305: 0.0008382065067099205
Position 966: 0.0008369541119965542
Position 821: 0.0008223932400321177
Position 2062: 0.0008190222728664919
Position 378: 0.0008016388084777601
Position 2234: 0.0008014108445641938
Position 2448: 0.00048421181252787974
Position 503: 0.0004667502113114809
Position 608: 0.000459794074714369
Position 1050: 0.00043713878914255946
Position 1869: 0.00042563669636808946
Position 2531: 0.00035724687423636974
Position 1647: 0.0003094938319201542
Position 1824: 0.00028882952551766616
Position 1170: 0.0002256085222310984
Position 745: 0.00020351864233406476
Position 1179: 0.00016933791152960135
Position 2547: 0.00016214196524716993
Position 1031: 0.00016175315958764786
Position 1686: 0.0001358132376687297
Position 1866: 0.00012362286521694582
Position 1074: 0.00011699875461822307
Position 1404: 0.00010002800464217178
Position 2068: 6.178525609537458e-05
Position 1011: 5.485276440974055e-05
Position 2299: 5.462640205328108e-05
Position 2112: 5.0378103084228685e-05
Position 1506: 4.194808393143692e-05
Position 1243: 3.916513994537787e-05
Position 2459: 3.550280903956129e-05
Position 1090: 3.5471787869354e-05
Position 1068: 3.506661770842838e-05
Position 614: 3.018218785493521e-05
Position 1436: 2.3150504312236293e-05
Position 2641: 1.5454927505654374e-05
Position 1503: 1.3222127649717402e-05
Position 2504: 1.1688490968671702e-05
Position 1345: 1.1164658838427028e-05
Position 314: 1.0159443237406797e-05
Position 151: 3.414260254556561e-07
Position 103: 1.894645679276987e-08
Position 146: 1.0529543658393957e-08
Position 439: 9.766423526562644e-09
Position 155: 8.056014519308222e-10
Position 121: 4.207326120606062e-10
Position 91: 1.0299624046646451e-10
Position 93: 7.57680820338164e-11
Position 159: 3.6873544081944205e-12
