Gene = Dref
Position 1697: 0.00010764478589123509
Position 91: 0.00010570345656211353
Position 2151: 0.00010443278388675021
Position 595: 9.071295494141289e-05
Position 1670: 8.935910492497986e-05
Position 910: 6.632647293892778e-05
Position 2542: 5.671187770408399e-05
Position 2444: 5.197635769742267e-05
Position 2226: 4.752426135587642e-05
Position 2015: 4.702835269708369e-05
Position 2971: 4.4794151541445325e-05
Position 1658: 3.1206703693952425e-05
Position 2824: 2.571499972114978e-05
Position 770: 2.2611850451205645e-05
Position 2621: 1.8951447539259404e-05
Position 2923: 1.8602609086374516e-05
Position 1629: 1.6900720046971684e-05
Position 2422: 1.686620424882926e-05
Position 2554: 1.6418748572991765e-05
Position 685: 1.625456570998721e-05
Position 1823: 1.2771771860179679e-05
Position 2684: 9.566952271801042e-06
Position 649: 9.23857310904258e-06
Position 3004: 9.011585547392516e-06
Position 2471: 8.725957554858344e-06
Position 1941: 7.834509041095429e-06
Position 1706: 5.893993612581023e-06
Position 1887: 5.678936499297239e-06
Position 362: 3.9730358274765386e-06
Position 2390: 2.95373740607045e-06
Position 1509: 2.149884413707067e-06
Position 1730: 1.6756806889931694e-06
Position 68: 1.012977104586183e-07
Position 391: 2.8190216074158154e-08
Position 343: 1.986065242985559e-08
Position 409: 1.9484477376908073e-08
Position 119: 1.6254146404416765e-08
Position 49: 4.293807983210664e-09
Position 353: 4.2298272700330934e-10
Position 121: 2.811957813170949e-10
Position 88: 8.182154306585701e-12
