Gene = Mul1
Position 1014: 1.8163600020528467e-05
Position 355: 1.7381976133864563e-05
Position 1051: 1.7258296250626684e-05
Position 376: 1.7172589976357377e-05
Position 49: 1.5229171859127757e-05
Position 644: 1.5017396641389814e-05
Position 389: 1.1865565803673166e-05
Position 621: 1.1334733173113553e-05
Position 899: 1.0848730223572433e-05
Position 207: 1.074027864351177e-05
Position 619: 7.090982285973106e-06
Position 717: 6.349355884714486e-06
Position 1778: 4.74282504406626e-06
Position 1704: 4.476108122020419e-06
Position 851: 3.915678888001452e-06
Position 1200: 3.8871010954949636e-06
Position 1887: 3.580138347169804e-06
Position 548: 2.9549683846401076e-06
Position 1679: 2.794127457881463e-06
Position 853: 2.1101826846032048e-06
Position 565: 1.8903409963832521e-06
Position 394: 1.8288438611241e-06
Position 286: 1.7381246639007833e-06
Position 1734: 1.5228159313671127e-06
Position 136: 1.519057507957583e-06
Position 902: 1.3838774265152502e-06
Position 535: 1.3172434671533808e-06
Position 526: 1.2176679594381802e-06
Position 150: 1.2133933799267594e-06
Position 904: 1.0164424625201437e-06
Position 289: 6.948874188162438e-07
Position 44: 6.296869708454703e-07
Position 556: 3.557922055872451e-07
Position 134: 9.843766882756948e-08
Position 603: 5.8790306274496356e-08
Position 38: 5.7484304953403766e-08
Position 1392: 6.175254643384132e-09
Position 1380: 1.9257550658234885e-09
Position 111: 2.5038687787505594e-10
Position 99: 9.4424852337517e-11
Position 214: 2.6072723255522613e-11
Position 929: 1.290866262445292e-11
Position 228: 1.2059195757750249e-11
Position 219: 3.929018223518037e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9949272392046932
Position 1363: 0.9806631061103773
Position 246: 0.9760463079215712
Position 1663: 0.015975394746340417
Position 648: 0.01353678199913599
Position 1244: 0.010473488238430759
Position 1660: 0.009654300516665167
Position 744: 0.006214665886346697
Position 1585: 0.00618533587650224
Position 1969: 0.004459086678166351
Position 1263: 0.003635626055746381
Position 516: 0.0031172725931697684
Position 1215: 0.001025073847513734
Position 1813: 0.0007898327600751127
Position 895: 0.0006396413092638106
Position 2010: 0.0006256926722043253
Position 1449: 0.0005920710073880318
Position 967: 0.0004182512076571036
Position 1414: 0.0003635352669565964
Position 970: 0.00036038850992465134
Position 468: 0.00035796374960252696
Position 1825: 0.0003226981454654742
Position 1802: 0.0002947330778853171
Position 402: 0.00028993246363962443
Position 946: 0.0002614652854851181
Position 1268: 0.00016976345848396728
Position 909: 0.00013301111100355988
Position 717: 9.396876360889543e-05
Position 1305: 8.690794029864418e-05
Position 1669: 7.921092635368633e-05
Position 1252: 6.257675066472601e-05
Position 340: 5.776907010417703e-05
Position 531: 5.685916369074585e-05
Position 1726: 5.418364657028578e-05
Position 1790: 3.864150268119543e-05
Position 1794: 3.286263453982389e-05
Position 1220: 3.0259466717668293e-05
Position 1944: 2.9864646951049492e-05
Position 1402: 2.7481248396071574e-05
Position 1702: 2.7180516326269948e-05
Position 214: 2.191790881657856e-05
Position 383: 2.056271739117546e-05
Position 672: 2.0432456875965053e-05
Position 801: 1.7220940415662807e-05
Position 300: 1.5263090631875234e-05
Position 518: 1.4749501715355698e-05
Position 425: 1.2969977370501544e-05
Position 228: 1.2951285402557529e-05
Position 786: 1.2459875741625947e-05
Position 1834: 1.1951186544578868e-05
Position 274: 1.1389996099430132e-05
Position 756: 9.985760175850917e-06
Position 669: 9.428378614742182e-06
Position 492: 9.34789812291954e-06
Position 548: 7.08228733630232e-06
Position 680: 5.93489205032345e-06
Position 1987: 5.473032175546244e-06
Position 389: 3.861027151771937e-06
Position 811: 2.5646174498549794e-06
Position 1902: 2.4012106322593975e-06
Position 504: 1.6316931201718581e-06
Position 411: 1.269499806255258e-06
Position 979: 6.239296222391674e-07
Position 973: 6.132156188448491e-07
Position 689: 3.1113104673801493e-07
Position 685: 2.988183932620201e-07
Position 650: 2.850538819089383e-07
Position 312: 2.8030573550885344e-07
Position 1057: 1.882315063159117e-07
Position 192: 7.670019790070718e-10
Position 294: 4.6534107052948485e-10
Position 309: 5.945004481845992e-11
Position 146: 5.2980418483469506e-11
Position 1093: 1.6132519226446512e-11
Position 368: 1.2889188357719873e-11
Position 173: 8.90535976801811e-12
Position 161: 8.185838434253058e-12
Position 182: 3.4601513321027547e-12
Position 394: 1.5506304219990597e-12
Position 365: 2.641429557062963e-13
