Gene = Hr38
Position 1051: 5.074161881344008e-05
Position 656: 4.484816897257085e-05
Position 222: 4.39318843565284e-05
Position 27136: 3.194219296762647e-05
Position 1226: 1.2216220912514787e-05
Position 26379: 5.015807207792998e-06
Position 28298: 4.771498206827222e-06
Position 26813: 3.8809917152159505e-06
Position 790: 3.2509243302301863e-06
Position 28706: 2.202366947737151e-06
Position 27890: 2.0479618313867695e-06
Position 578: 1.6561673086480818e-06
Position 8448: 4.671596341217945e-15
Position 8454: 4.036918042288229e-15
Position 3231: 1.4646495738373617e-15
Position 2845: 7.293490535159777e-16
Position 2620: 7.294127101224329e-17
Position 2466: 3.117126965857733e-17
Position 2836: 1.0009163207358972e-17
Position 1755: 7.664655077215269e-18
Position 2718: 7.381458558249155e-18
Position 2816: 5.595924419237193e-18
Position 1817: 1.9344273906043287e-18
Position 2050: 1.0598341748299275e-18
Position 1927: 8.194503488035231e-19
Position 1807: 6.404333133183079e-19
Position 1882: 9.646202839212023e-21
Position 681: 2.7804402695599985e-21
Position 1016: 1.2725724720677702e-21
Position 393: 5.648846743139492e-22
Position 421: 5.359831746120118e-22
Position 604: 4.264586960508012e-22
Position 610: 4.2318447684912816e-22
Position 586: 3.722644336392924e-22
Position 204: 3.6053168406375632e-22
Position 499: 2.4209838260755683e-22
Position 7: 7.15784218834845e-24
Position 274: 3.324831650889231e-24
Position 548: 1.4314104244846606e-24
Position 225: 9.670385879082637e-25
Position 576: 8.850800972190374e-25
Position 455: 5.568256683846904e-25
Position 155: 3.1295687770973996e-25
Position 228: 6.124925161342243e-26
Position 194: 2.570642022176975e-26
Position 243: 8.465434671190276e-27
Position 251: 3.4791892765123325e-27

Sorted 3' Splice Sites (High to Low Probability):
Position 24131: 0.9965249897822018
Position 26251: 0.9768407880412947
Position 24986: 0.9307291882854455
Position 27521: 0.9284688240608167
Position 1668: 0.23485201298174344
Position 24605: 0.1335607663506706
Position 28848: 0.058696657680278534
Position 27823: 0.04504282375858737
Position 29344: 0.033891126598694164
Position 30725: 0.02779209425265272
Position 28604: 0.02205225307634434
Position 27421: 0.02003786918188965
Position 28666: 0.01636396731665872
Position 26193: 0.016205662593082745
Position 30058: 0.008995678138612392
Position 28379: 0.008092986031945288
Position 27457: 0.007290117477103185
Position 663: 0.00727045688471069
Position 30150: 0.007189549952267974
Position 26515: 0.006250750403397931
Position 30857: 0.006192641285231294
Position 28472: 0.004225402487952774
Position 1695: 0.003967063071479183
Position 29163: 0.003888776557137594
Position 28521: 0.0037409439546796245
Position 27946: 0.003134121313003474
Position 29789: 0.003086611255239514
Position 28973: 0.003066317712279083
Position 29323: 0.002676673709539849
Position 29863: 0.002405451387359708
Position 26212: 0.00221751874956251
Position 27844: 0.001949704037249219
Position 29997: 0.0019224305986216327
Position 27922: 0.0019134697523360842
Position 1276: 0.0017800951742995316
Position 29130: 0.001681291713664238
Position 30562: 0.0015808539934295816
Position 29720: 0.001313493297444043
Position 28890: 0.0010946302293345634
Position 30478: 0.0010736030936993098
Position 29145: 0.0010092647020726263
Position 27853: 0.000966117836892397
Position 29287: 0.000833522022044937
Position 1510: 0.0008157183724395721
Position 871: 0.000701715459914877
Position 909: 0.0005719370336672489
Position 29237: 0.0005687225539725701
Position 29492: 0.0005672896738015382
Position 29648: 0.0005371492123971675
Position 26204: 0.0004923209107690801
Position 29537: 0.0004701924519936175
Position 1459: 0.0004563852923498099
Position 27869: 0.00044748440699075615
Position 28829: 0.0004440287390624608
Position 27474: 0.0004440018146117425
Position 29515: 0.0004091376957193041
Position 27778: 0.00040335778210105397
Position 28547: 0.00033199811785040084
Position 29461: 0.00031586794296495325
Position 27480: 0.00025319213246534204
Position 27994: 0.0002053634635755342
Position 27983: 0.00019814937154935598
Position 28351: 0.00017749790971999393
Position 28807: 0.00016895607828769284
Position 27582: 0.0001231024403721376
Position 28716: 0.00010978739367138614
Position 27831: 9.365493414102883e-05
Position 8532: 3.809327648327624e-14
Position 8161: 1.380948937496587e-14
Position 2912: 1.103322819243202e-15
Position 2295: 4.356605265339686e-16
Position 2213: 1.1988775113490351e-16
Position 3056: 6.400809560701316e-17
Position 2863: 3.4790854382762466e-17
Position 2956: 2.5633766727185314e-17
Position 3133: 1.5166158122417266e-17
Position 2967: 1.230366960799593e-17
Position 3020: 1.1735223790941241e-17
Position 2307: 1.1021089636249202e-17
Position 4475: 1.0281641655608976e-17
Position 823: 9.31882798718493e-18
Position 3145: 8.851608448447935e-18
Position 2486: 1.549722594146316e-18
Position 441: 1.5300526422873321e-18
Position 1337: 1.075748395459012e-18
Position 1157: 9.976513987231006e-19
Position 350: 8.961200726037416e-19
Position 426: 7.145749981020271e-19
Position 686: 3.9367630786635987e-19
Position 1340: 3.6487988401722343e-19
Position 1280: 3.3852376822805393e-19
Position 1307: 2.880326786074358e-19
Position 672: 2.5847771879569746e-19
Position 1304: 2.5358685469359156e-19
Position 782: 1.8581436669278147e-19
Position 935: 7.874863991956908e-20
Position 481: 7.719029114574382e-20
Position 1240: 7.607006003884149e-20
Position 1491: 7.199479568151458e-20
Position 160: 5.1628225064616984e-20
Position 499: 4.1290706970034573e-20
Position 754: 3.623176442155638e-20
Position 749: 3.279924254243541e-20
Position 475: 3.262969748208855e-20
Position 950: 2.9139596098861674e-20
Position 1012: 2.7410001890419034e-20
Position 468: 2.6055811349605116e-20
Position 681: 2.5154918081334895e-20
Position 1001: 2.4402800939365198e-20
Position 1196: 2.1140046864695267e-20
Position 270: 2.2337499002283903e-21
Position 187: 1.7957665427627795e-22
Position 222: 1.3227685826267128e-22
Position 281: 1.1407357954716404e-22
Position 178: 5.998017270145229e-23
