Gene = sunn
Position 578: 3.240172973885028e-05
Position 61: 3.091449631195939e-05
Position 233: 3.0389701624824276e-05
Position 19: 2.9017388961072305e-05
Position 2365: 2.335683702240049e-05
Position 1713: 2.1999360981868523e-05
Position 254: 2.0602406125263756e-05
Position 1818: 2.014999142867303e-05
Position 533: 1.9956684703783177e-05
Position 870: 1.9816373247657934e-05
Position 1271: 1.9492831180006657e-05
Position 3535: 1.9258054011549015e-05
Position 1379: 1.8742543993866305e-05
Position 368: 1.813405288319971e-05
Position 331: 1.684132045003737e-05
Position 132: 1.6345786632164297e-05
Position 163: 1.5293605815099645e-05
Position 2413: 1.2032272087306671e-05
Position 1260: 7.43557960949879e-06
Position 417: 7.132975853866046e-06
Position 397: 6.976249530996314e-06
Position 49: 6.819416253395726e-06
Position 544: 6.30276745831638e-06
Position 520: 5.568842520780793e-06
Position 1190: 3.6189359814704927e-06
Position 130: 3.1543514883764215e-06
Position 2299: 3.04894031209395e-06
Position 299: 2.0699167631244967e-06
Position 1263: 2.041870331678195e-06
Position 1872: 1.8516797459778776e-06
Position 2908: 1.552110882765809e-06
Position 1228: 1.2533270870339212e-06
Position 2175: 1.1493608339825492e-06
Position 1133: 9.447029156472665e-07
Position 206: 6.773190451580583e-07
Position 1506: 5.593181139916174e-07
Position 2332: 2.4542843075450107e-07
Position 972: 1.8384133100497735e-07
Position 3026: 1.76935208187315e-07
Position 2103: 2.0675898255577306e-08
Position 1867: 1.8160534176707636e-08
Position 1834: 1.6715460100442483e-08
Position 1732: 1.5216987971863037e-08
Position 775: 6.36654054020648e-09
Position 1460: 4.3533349678694134e-09
Position 170: 4.120851964458615e-09
Position 262: 4.905378962005884e-10
Position 241: 4.6294220259860075e-10
Position 2631: 2.1616784019274542e-10
Position 1432: 2.6498990035977052e-11
Position 270: 8.858489416182633e-14
Position 272: 4.002157117142507e-14
Position 1175: 2.0983224684912315e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 1130: 0.9981856175439539
Position 2453: 0.9977877333818796
Position 2034: 0.9886202591488769
Position 1427: 0.9737230576437804
Position 688: 0.8988855486635746
Position 2939: 0.6245623020682961
Position 949: 0.5617231904467683
Position 3364: 0.49636555101945773
Position 202: 0.1910470189412419
Position 2659: 0.14811235257632044
Position 1816: 0.14400563062594604
Position 3389: 0.11629485547935628
Position 865: 0.11108918956770072
Position 899: 0.07586956127226961
Position 166: 0.06143891501365214
Position 3165: 0.05976904239941786
Position 3443: 0.04925084345369367
Position 3175: 0.04796972985453773
Position 2996: 0.046878374996200844
Position 1710: 0.04362520814144257
Position 956: 0.04280221547885104
Position 2964: 0.03454776381672288
Position 3038: 0.03350185547038173
Position 695: 0.030510878487801135
Position 3074: 0.02444328097756903
Position 3350: 0.024435426771508322
Position 848: 0.021015749059993656
Position 3124: 0.02029992884661294
Position 2211: 0.018201456739325272
Position 870: 0.013935142034782856
Position 2673: 0.013759524087041685
Position 2891: 0.012882190666276185
Position 2800: 0.010205546932157385
Position 170: 0.009120574315122953
Position 3619: 0.007096793411532942
Position 3554: 0.00690892957279457
Position 654: 0.005148394107856007
Position 1692: 0.004783850256674946
Position 3054: 0.0045355795969837095
Position 3464: 0.00412487197805884
Position 2698: 0.003940492692343223
Position 520: 0.0032168477368234184
Position 3202: 0.0031330173022514445
Position 2057: 0.0027975787110142854
Position 529: 0.002185965120656529
Position 2966: 0.0021032073295310185
Position 1557: 0.0017141700419324164
Position 2620: 0.0015427581899536348
Position 2613: 0.0014804739170256602
Position 1004: 0.0013791751529505251
Position 875: 0.0013561946033371693
Position 1680: 0.0013346942213852356
Position 1531: 0.0012716228579839142
Position 1435: 0.0012242074379849796
Position 2472: 0.001148388263275289
Position 1650: 0.0011061332487276455
Position 3647: 0.0010515648791701274
Position 1158: 0.001050089836050101
Position 3579: 0.0008096479580506586
Position 468: 0.0007968971711167867
Position 250: 0.0007967261599413637
Position 3254: 0.0006529043802545746
Position 1848: 0.0006071271371993247
Position 2371: 0.0005201084193899145
Position 431: 0.0005195314675046903
Position 96: 0.0004166260896786814
Position 3448: 0.00040180514674448926
Position 1501: 0.0003969050756683255
Position 1628: 0.00035293712559078544
Position 1140: 0.0002857634320851977
Position 304: 0.0002822314105457345
Position 460: 0.0002808625520726665
Position 753: 0.0002706893957636694
Position 1186: 0.0002588273645046448
Position 2149: 0.0002413347466975571
Position 238: 0.00022915628560586627
Position 397: 0.0002214317931457343
Position 3226: 0.00020585111729195133
Position 1444: 0.00017972727906875999
Position 3411: 0.00017685128995007426
Position 2111: 0.00017681877250668124
Position 1887: 0.00017231190222823193
Position 1271: 0.00016383702048311603
Position 2908: 0.00015048544754490953
Position 1713: 0.00014969795793628904
Position 297: 0.00014662604949467647
Position 585: 0.0001444580906999795
Position 538: 0.00013454622749314746
Position 487: 0.0001236461500720613
Position 1732: 0.0001224777378640271
Position 1439: 0.00011027898179258216
Position 2708: 9.537510536873197e-05
Position 1818: 9.316885873147021e-05
Position 2970: 8.586452042306562e-05
Position 2279: 7.843704614583602e-05
Position 2103: 6.549259543486911e-05
Position 312: 6.524792574061033e-05
Position 262: 6.258688703192217e-05
Position 1563: 6.238541636728724e-05
Position 2615: 4.864019330990077e-05
Position 3626: 4.560984269782734e-05
Position 559: 4.1520956928298505e-05
Position 1470: 3.983058600826594e-05
Position 1101: 3.737387559586511e-05
Position 2200: 3.197599567485592e-05
Position 3663: 2.2840206163040708e-05
Position 316: 1.8876934590600006e-05
Position 2593: 1.8357500423039318e-05
Position 452: 1.4380302696145717e-05
Position 2052: 1.3542810667372313e-05
Position 2160: 1.313782132221868e-05
Position 1286: 8.575441854751352e-06
Position 570: 7.101627458079611e-06
Position 177: 5.277257027526758e-06
Position 115: 4.507016447756711e-06
Position 1291: 2.8048349132470542e-06
Position 609: 2.3752260727243985e-06
Position 564: 2.2700944669270828e-06
Position 82: 2.1325518988698337e-06
Position 1213: 2.0289515283790548e-06
Position 1325: 1.370986126433524e-06
Position 111: 1.3166424615294487e-06
Position 2589: 1.2585808730501658e-06
Position 766: 6.086174447178896e-07
Position 1190: 5.829807842392804e-07
Position 1175: 4.018750691228477e-07
Position 2419: 1.780172351550925e-08
Position 2504: 1.5084915573718042e-08
Position 1379: 7.210119906055588e-09
Position 2512: 4.5891699491717264e-11
