Gene = pigeon
Position 2722: 7.005446104822121e-05
Position 2204: 6.009954276131431e-05
Position 1133: 5.52215134598393e-05
Position 1365: 5.2376337088372536e-05
Position 1468: 5.059652145802565e-05
Position 2676: 4.36132146059363e-05
Position 484: 4.049905759144595e-05
Position 2212: 3.521295729348081e-05
Position 2188: 3.386178912077504e-05
Position 1273: 3.1699311301018216e-05
Position 1956: 3.169687230450738e-05
Position 3092: 2.2874106483539195e-05
Position 3759: 2.1631643408423972e-05
Position 191: 2.1622842908270967e-05
Position 308: 2.0719400783435552e-05
Position 2007: 1.9261088448359528e-05
Position 3183: 1.8547599632099e-05
Position 2626: 1.767233206055789e-05
Position 3298: 1.712781436125383e-05
Position 998: 1.5355905631677877e-05
Position 1197: 1.493139809301064e-05
Position 3755: 1.3939146223620997e-05
Position 2087: 1.3503535305441901e-05
Position 3606: 1.3472349830715683e-05
Position 1522: 1.1855780832225608e-05
Position 158: 1.1740432994483287e-05
Position 195: 1.108094456266005e-05
Position 1180: 1.0154090824842477e-05
Position 3303: 9.40228179072265e-06
Position 381: 9.050114248816467e-06
Position 1270: 7.89879067379127e-06
Position 2105: 7.319489901236457e-06
Position 1228: 7.2554226520877344e-06
Position 1360: 6.938114676354364e-06
Position 3316: 6.739054784588881e-06
Position 3344: 6.564918816798488e-06
Position 3791: 6.268051247904113e-06
Position 2708: 6.175052006847792e-06
Position 2535: 5.504592806133297e-06
Position 1111: 4.670977080231576e-06
Position 2695: 4.654671579547235e-06
Position 3809: 4.2377216419987596e-06
Position 3313: 4.228079555727178e-06
Position 947: 3.771713765991985e-06
Position 2720: 3.4290870196795376e-06
Position 552: 3.0340948953904052e-06
Position 3159: 2.9123371801230627e-06
Position 1005: 2.6033785079460367e-06
Position 3576: 2.298757956777946e-06
Position 60: 2.2372286593618476e-06
Position 3732: 2.0795730855124054e-06
Position 3704: 2.0451457323958663e-06
Position 462: 1.7734523283029933e-06
Position 1173: 1.7086204412809527e-06
Position 1011: 1.6507352377212777e-06
Position 403: 1.6328290934734571e-06
Position 45: 1.5818848907894746e-06
Position 3162: 1.546488085206444e-06
Position 3685: 1.5115420665114704e-06
Position 2388: 1.4874165356606528e-06
Position 619: 1.4797418086885167e-06
Position 3679: 1.4532896524596779e-06
Position 874: 1.4013781244829596e-06
Position 1212: 1.3189339695763998e-06
Position 559: 1.2918323401043617e-06
Position 2364: 1.2128377092545132e-06
Position 3824: 1.1887452239560755e-06
Position 2821: 9.811759600715957e-07
Position 14: 7.98870563543386e-07
Position 423: 6.1450216483292e-07
Position 405: 6.014186821724116e-07
Position 3781: 3.8096947404129354e-07
Position 123: 3.584702648214976e-07
Position 539: 2.9527106581150883e-07
Position 54: 2.478094105239586e-07
Position 630: 1.9860979848151193e-07
Position 2653: 1.976860598889869e-07
Position 1527: 1.3496083624850359e-07
Position 416: 8.392210989598765e-08
Position 1313: 8.372748059787412e-08
Position 1123: 8.334554723570127e-08
Position 686: 6.117206224519282e-08
Position 1378: 4.9869917279142354e-08
Position 1362: 4.381662394155785e-08
Position 545: 3.527370587445958e-08
Position 1738: 2.7376642277991627e-08
Position 459: 2.7313040914020052e-08
Position 1013: 1.8901370661554583e-08
Position 1428: 9.083941150031928e-09
Position 824: 8.548765372004389e-09
Position 263: 6.693851428130194e-09
Position 3107: 1.5222181265758936e-09
Position 3634: 1.2649216800389956e-09
Position 3466: 6.835306904240898e-10
Position 3210: 3.194456254668844e-10
Position 221: 2.8549484969376896e-10
Position 2978: 2.0619961344236252e-10
Position 2373: 1.3201982052067202e-10
Position 1299: 4.318971507474489e-11
Position 699: 3.577035888828495e-11
Position 1016: 3.519995276379036e-11
Position 2612: 2.3806914059335066e-11
Position 1282: 2.0571546352245588e-11
Position 1294: 1.940762830877117e-11
Position 2581: 1.1129209694043326e-11
Position 2799: 5.501121256739593e-12
Position 696: 3.0436307258197737e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1035: 0.9980583897232833
Position 675: 0.9897952521299441
Position 3402: 0.9882839177275996
Position 2832: 0.9867057138681352
Position 2255: 0.9665141598522137
Position 2547: 0.953048085627974
Position 207: 0.8722727810349065
Position 3138: 0.8095878194411935
Position 1896: 0.09647152530965057
Position 527: 0.05988208549872341
Position 2572: 0.03592556331953715
Position 212: 0.031992817181037025
Position 1899: 0.02938753707037626
Position 245: 0.012841834935023942
Position 3363: 0.011058715745570534
Position 3241: 0.00972794588606595
Position 2897: 0.008191601629301578
Position 686: 0.006252824738635475
Position 2074: 0.002322864887289259
Position 239: 0.0020838286032348837
Position 2894: 0.0020015428525851074
Position 452: 0.0018967448929170009
Position 3263: 0.0018182561173224767
Position 1062: 0.0014171710893707546
Position 2351: 0.0011619772060786485
Position 1464: 0.0011320132264997004
Position 2596: 0.00101846547773892
Position 2399: 0.0009971338887144886
Position 472: 0.000982130220867823
Position 3704: 0.0009753596367830701
Position 854: 0.0009383627834359993
Position 3667: 0.0008526857938179144
Position 683: 0.000820384415645007
Position 2841: 0.0008114653354718554
Position 2288: 0.0007156851970580877
Position 2704: 0.0006945480430873303
Position 3245: 0.0006569571469541965
Position 1874: 0.0005943712732220034
Position 386: 0.000548288338793544
Position 539: 0.0005338830525993243
Position 3624: 0.00044315575377165835
Position 3892: 0.0003682336065494155
Position 3229: 0.0003672921730385364
Position 338: 0.00034661280418024794
Position 2018: 0.0003415342412931169
Position 209: 0.00032531428371456394
Position 2445: 0.0003220479154915062
Position 2129: 0.0003142570153673214
Position 2300: 0.0002245109524267255
Position 1824: 0.0001860296482563125
Position 2240: 0.00018516806733652838
Position 3851: 0.00017341529130782203
Position 1555: 0.00016910046668167084
Position 403: 0.00015284975503634992
Position 2267: 0.00015251816784902638
Position 335: 0.0001515384234762585
Position 400: 0.00014240660394096926
Position 2034: 0.00012188095574054758
Position 278: 9.54855376436186e-05
Position 1435: 8.754671359800633e-05
Position 1574: 8.650862257219026e-05
Position 2483: 7.773004604464156e-05
Position 2927: 7.269091211900424e-05
Position 3149: 6.846860482632976e-05
Position 3647: 5.969565258486518e-05
Position 1753: 5.562493735810885e-05
Position 443: 5.1437200062093915e-05
Position 1448: 5.0540842489715565e-05
Position 691: 4.8071175359975585e-05
Position 1724: 4.687749106651546e-05
Position 2384: 4.3552261298178636e-05
Position 860: 4.2080149417342746e-05
Position 2987: 4.008055460946314e-05
Position 3417: 3.800571676469422e-05
Position 3683: 3.751736679183132e-05
Position 1801: 3.535441852265312e-05
Position 707: 3.450934496478263e-05
Position 3077: 3.2876559801177725e-05
Position 1133: 3.2599085648463674e-05
Position 2051: 3.0978605046207655e-05
Position 2330: 2.662724124260108e-05
Position 3596: 2.214472216478431e-05
Position 581: 2.062875642087715e-05
Position 2908: 1.751526315641484e-05
Position 2990: 1.7149496139478447e-05
Position 512: 1.7132561529976957e-05
Position 3589: 1.4624889537749166e-05
Position 1704: 1.334603976878155e-05
Position 341: 1.3342623334454864e-05
Position 2108: 1.3188230418256837e-05
Position 2327: 1.3028908505294867e-05
Position 3511: 1.2915546496438497e-05
Position 1203: 1.251107427419306e-05
Position 1595: 1.2300387684436145e-05
Position 2105: 1.2036460280629562e-05
Position 1995: 1.1340236333216079e-05
Position 2451: 1.0431667244406244e-05
Position 305: 8.602922547313927e-06
Position 947: 8.328245497793261e-06
Position 1589: 8.316290781861043e-06
Position 296: 7.459376785002252e-06
Position 802: 6.462794438797575e-06
Position 2641: 5.637034544368541e-06
Position 1081: 5.5046501275134265e-06
Position 2160: 4.846259460554464e-06
Position 704: 4.29269375323119e-06
Position 925: 3.589815875486485e-06
Position 1347: 2.5685185083226987e-06
Position 793: 2.497163803459799e-06
Position 2867: 1.980691493045917e-06
Position 97: 1.7194214573861888e-06
Position 3524: 1.4410596432362427e-06
Position 2938: 1.2593938483843557e-06
Position 437: 1.258289415861852e-06
Position 475: 1.1021601215842781e-06
Position 483: 8.544482921018439e-07
Position 135: 5.863737468944446e-07
Position 467: 3.445268903844542e-07
Position 2993: 2.5722000855156636e-07
Position 830: 1.9243961373692586e-07
Position 866: 1.768292850692625e-07
Position 100: 1.6710513446906508e-07
Position 812: 1.5457565431888147e-07
Position 874: 1.4407585809382024e-07
Position 377: 1.310630465860993e-07
Position 302: 1.0467979032116801e-07
Position 587: 9.070433565793493e-08
Position 893: 7.758158403047838e-08
Position 557: 7.1303584752775e-08
Position 824: 7.129820979802267e-08
Position 962: 5.8110963288364097e-08
Position 290: 2.8137410451788118e-08
Position 766: 2.5576199880006055e-08
Position 110: 1.941805171746766e-08
Position 428: 1.0265504566706965e-08
Position 139: 1.0475712757946963e-09
Position 221: 6.178326457910191e-11
Position 149: 6.32300773346321e-15
Position 154: 3.715005338780716e-15
Position 180: 1.9515830360724125e-15
