Gene = bdl
Position 629: 0.00011185332786995008
Position 993: 0.00010110852246683105
Position 5463: 9.9984581931308e-05
Position 6311: 9.775958723308231e-05
Position 6588: 9.284535412242687e-05
Position 2519: 8.093980388649245e-05
Position 1690: 7.110233610657589e-05
Position 6061: 6.494403492027069e-05
Position 5793: 6.355091140455439e-05
Position 1957: 6.16612089942211e-05
Position 1216: 5.034014294825443e-05
Position 6927: 4.4894059362475656e-05
Position 6356: 4.186302339041443e-05
Position 313: 4.131163138037442e-05
Position 1609: 3.654042246683969e-05
Position 5770: 3.575731349433077e-05
Position 1451: 3.097077931545402e-05
Position 5872: 3.082027173537065e-05
Position 6511: 2.7081028787844213e-05
Position 1248: 2.687482804741444e-05
Position 373: 2.56099255218433e-05
Position 5454: 1.9378553025780182e-05
Position 1710: 1.7910477544608874e-05
Position 466: 1.7819175910577344e-05
Position 962: 1.6666121569845668e-05
Position 5539: 1.5615488111935272e-05
Position 360: 1.5135430170854021e-05
Position 5983: 1.3683747863558515e-05
Position 370: 1.2756897941076217e-05
Position 637: 1.1836274833838686e-05
Position 1923: 9.57081430041075e-06
Position 999: 7.900490107005331e-06
Position 277: 7.277153488067866e-06
Position 852: 2.6154790443952196e-06
Position 5547: 2.5266784805887656e-06
Position 6957: 2.4084899657668416e-06
Position 308: 1.629186824610837e-06
Position 491: 1.2176295582728122e-06
Position 572: 1.1068312524401228e-06
Position 330: 1.0793824366621966e-06
Position 448: 1.0307664086587217e-06
Position 6867: 7.145423114122805e-07
Position 6727: 4.4817006626932566e-07
Position 159: 3.042218089989113e-07
Position 1028: 1.4795513337331845e-07
Position 1051: 8.500951110123773e-08
Position 67: 4.95322727020828e-08
Position 299: 4.760975082630808e-08
Position 184: 2.200417833023684e-08
Position 120: 1.6330327667271046e-08
Position 473: 1.5022466597861902e-09
Position 610: 1.0297499135546272e-09
Position 52: 7.190155664117889e-10
Position 602: 1.50038775773283e-10
Position 485: 1.2001251540556962e-10
Position 321: 8.154339893288303e-11
Position 591: 2.6327604296166555e-11
Position 199: 2.5998444766860273e-11
Position 580: 3.2092247627382424e-13
