Gene = Eip63F-1
Position 410: 3.387866502307934e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15589: 0.9999928443320486
Position 21614: 0.9994289858040459
Position 21842: 0.9703979076316455
Position 23702: 0.9632037605264243
Position 4620: 0.9328928694997323
Position 16893: 0.6880779346675684
Position 4764: 0.5221573948364581
Position 2434: 0.3088344219216505
Position 16329: 0.2810896828588102
Position 1947: 0.21849934319105963
Position 3541: 0.17489418208267746
Position 22251: 0.07548439525250693
Position 686: 0.07102172155252354
Position 6158: 0.06363030102265481
Position 1227: 0.06242928315296088
Position 3750: 0.06234933809374891
Position 2741: 0.05955142424657258
Position 5908: 0.05449904023106186
Position 2227: 0.053242995797573286
Position 3113: 0.049736126066741826
Position 787: 0.04704799042161994
Position 1172: 0.043634046721630175
Position 16526: 0.04340280636007214
Position 1660: 0.0430386384108975
Position 1056: 0.04140074321654049
Position 17036: 0.03821877016665432
Position 2534: 0.037382342753672665
Position 24498: 0.03581010620714203
Position 1124: 0.032872481969048975
Position 16057: 0.03161282210066743
Position 3581: 0.027773499800217875
Position 16297: 0.026523245225077364
Position 16015: 0.02641090262683763
Position 1481: 0.02405738261132435
Position 812: 0.02368992900064702
Position 1648: 0.023177293508004942
Position 6117: 0.022888580237044175
Position 18846: 0.01980537406560436
Position 1080: 0.018947917682072952
Position 16231: 0.01740831764976465
Position 2191: 0.017392307639692434
Position 1178: 0.0166479910851773
Position 4166: 0.014968708373607186
Position 19143: 0.01424713926706272
Position 25392: 0.014008206379185196
Position 17004: 0.013841599712792758
Position 24650: 0.013652766658224449
Position 2320: 0.011986201493441463
Position 2105: 0.010727416689975493
Position 21844: 0.01067493603345837
Position 1259: 0.009521749493983682
Position 394: 0.009231057479076899
Position 624: 0.008880109075365787
Position 416: 0.008820220974486637
Position 23312: 0.008741196337648693
Position 2764: 0.007758853422874731
Position 16841: 0.007610728591707387
Position 1291: 0.0070719944540224245
Position 213: 0.006456322765373324
Position 17455: 0.006402211858232582
Position 24841: 0.006010903856917811
Position 6179: 0.005841791954579976
Position 4952: 0.005789268354088426
Position 2110: 0.005467806025297187
Position 2874: 0.005431558039136614
Position 2972: 0.005070753257359866
Position 1420: 0.004758511752613707
Position 2240: 0.004217842893328688
Position 24371: 0.0037630628923956072
Position 24673: 0.0036502813184083336
Position 17021: 0.0035405027286985816
Position 2124: 0.0034795767729651323
Position 17490: 0.0034741451783751854
Position 25491: 0.003437619462001226
Position 1282: 0.0033523548513954915
Position 22658: 0.003230281400333944
Position 3979: 0.0031370689731346616
Position 586: 0.002964085780915768
Position 4047: 0.0028150915984567525
Position 1153: 0.002708973575914538
Position 24637: 0.0026982444496035443
Position 2452: 0.0026502183440462877
Position 23729: 0.002388600527716867
Position 1511: 0.002058152948428257
Position 1724: 0.0019020848389338704
Position 1359: 0.0018656600297083995
Position 10708: 0.0018148622384796258
Position 22207: 0.0016067395267885223
Position 2780: 0.0015577975000173581
Position 22149: 0.0014962283623805312
Position 1490: 0.001379865507266244
Position 815: 0.001361226415536145
Position 23877: 0.0013267730059607448
Position 1825: 0.0012892008755919194
Position 279: 0.0012544072961298072
Position 17650: 0.0011102833166495804
Position 6393: 0.0010265773346350795
Position 2063: 0.0009831031503721777
Position 1103: 0.0009429135975181592
Position 23981: 0.0007160436728356708
Position 217: 0.0006953722263132839
Position 6125: 0.0006799584275899547
Position 4474: 0.0005907201574865783
Position 22493: 0.0005851859650888041
Position 23098: 0.0005812136218795034
Position 16870: 0.0005767909075159401
Position 23020: 0.0005577688502247518
Position 2944: 0.0005196414422733034
Position 1502: 0.0005085815553567568
Position 1560: 0.0004844952080805591
Position 21408: 0.00047353273510268427
Position 1697: 0.00047210956238003036
Position 24443: 0.0004312448041683805
Position 1804: 0.0003869774935715909
Position 22544: 0.00038186069057000654
Position 4509: 0.0003609057013500668
Position 3152: 0.0003417457535581126
Position 24322: 0.00034036320439619555
Position 421: 0.0003309812264713294
Position 2667: 0.0003160645857461442
Position 2958: 0.00028375151264576113
Position 2401: 0.00021675939565294892
Position 21891: 0.00021439009980887111
Position 3173: 0.00020407090840090397
Position 374: 0.00020314995171188634
Position 2364: 0.00020086294323219022
Position 3217: 0.00019293394389338563
Position 3026: 0.00019047032182594373
Position 946: 0.0001849805798220067
Position 4561: 0.0001731796297094684
Position 454: 0.0001362565092443425
Position 2695: 0.00013079525318128302
Position 1326: 0.00012258427083662265
Position 22685: 7.81000071923305e-05
Position 22200: 6.735260103651202e-05
Position 648: 4.874173102593769e-05
Position 22269: 4.573786227158758e-05
Position 17210: 1.1323888885896012e-05
Position 6082: 1.0758019048295957e-05
Position 694: 9.610962629960872e-06
Position 4247: 9.07517526418301e-06
Position 459: 8.996150809964858e-06
Position 588: 8.138517203012327e-06
Position 765: 6.330511396866922e-06
Position 17259: 4.8319559367308885e-06
Position 322: 3.469801373167351e-06
Position 4580: 1.539679978165007e-06
Position 830: 8.635783106743013e-07
Position 152: 2.225344414104677e-07
Position 396: 7.402469017273392e-08
Position 333: 7.352489939556368e-08
Position 143: 4.6778875026649934e-08
Position 64: 4.1306444111621335e-08
Position 136: 2.6198767958681125e-08
Position 160: 4.019158837967768e-10
Position 219: 3.1558332457875567e-10
Position 92: 6.43473314829424e-11
Position 115: 3.154899228935472e-11
Position 107: 7.47823277670978e-13
