Gene = Drgx
Position 2112: 4.628458990658675e-06
Position 11671: 3.962146029736096e-06
Position 21950: 3.1752570419258238e-06
Position 22940: 2.9880909372824464e-06
Position 11636: 2.355844513861105e-06
Position 336: 2.23052123101229e-06
Position 1193: 2.2090741895529846e-06
Position 11707: 1.951618259272461e-06
Position 1704: 1.7789232610992219e-06
Position 12067: 1.279940801396092e-06
Position 272: 9.894262814991382e-07
Position 22065: 8.42989153493784e-07
Position 478: 6.82769545969807e-07
Position 421: 6.224693534726862e-07
Position 408: 5.590312993912479e-07
Position 125: 3.706695351844598e-07
Position 28185: 2.4078600245676054e-07
Position 415: 1.3710491615305673e-07
Position 78: 9.106205811125649e-08
Position 447: 6.052348129890745e-08
Position 21930: 3.368085978898701e-08
Position 21893: 2.4635831722469942e-08
Position 636: 1.716732823769617e-08
Position 22621: 1.55979985442765e-08
Position 22582: 1.4774102493262849e-08
Position 931: 1.2165344759046802e-08
Position 21330: 3.0038411980990656e-09
Position 430: 2.1714528130483027e-09
Position 513: 2.1619795555822703e-10
Position 664: 1.4089065702674528e-10
Position 646: 5.3309459346713425e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10432: 0.9979499562935087
Position 27576: 0.9933326333079318
Position 21121: 0.988344766925867
Position 15617: 0.9717620383026507
Position 15465: 0.9072832897556177
Position 28092: 0.8722892772287923
Position 21316: 0.7513778466270478
Position 10679: 0.41634669654089074
Position 25783: 0.26616707229046144
Position 21344: 0.23597946360822142
Position 10948: 0.14684722551557594
Position 28109: 0.12176191725083024
Position 8994: 0.11507894856662566
Position 16365: 0.10521936563443321
Position 10785: 0.10146133771675207
Position 22007: 0.09449605358408898
Position 10951: 0.08356444518533909
Position 615: 0.08228255071574195
Position 11560: 0.07600730018104167
Position 26894: 0.07575745043218524
Position 15322: 0.0528409377752024
Position 26529: 0.05278666166048296
Position 13771: 0.051746253276256274
Position 10841: 0.04727844070011645
Position 284: 0.03796605550724951
Position 7425: 0.03589971460008747
Position 11238: 0.03425404933667008
Position 16270: 0.02987197411331165
Position 26388: 0.027376406283821198
Position 22666: 0.021292790542049436
Position 790: 0.018850898618123217
Position 21977: 0.015515361579092715
Position 11007: 0.015302474541214752
Position 675: 0.015125807611166412
Position 24856: 0.015027819231000928
Position 9840: 0.014681753721638114
Position 4269: 0.013654257803580514
Position 9680: 0.013267530642214503
Position 9281: 0.012548022691230844
Position 10923: 0.0123345888302711
Position 19654: 0.011821490122096143
Position 4789: 0.011072491230376564
Position 20394: 0.0108445664563207
Position 16309: 0.010821036121191823
Position 11202: 0.009968370136268941
Position 11361: 0.009722511725765595
Position 7347: 0.00964620858998914
Position 13302: 0.009177019972133925
Position 22617: 0.00867757228528939
Position 9410: 0.0086550591046785
Position 21133: 0.008467278756720861
Position 21471: 0.007631301112188172
Position 19554: 0.0071857488724274875
Position 7977: 0.006413249776623406
Position 13977: 0.0063289397601148075
Position 461: 0.005816115802778602
Position 1327: 0.005290423205834291
Position 15623: 0.004780197987072538
Position 23547: 0.0045416464401705796
Position 11565: 0.004508784945926009
Position 20429: 0.00397467026007542
Position 14150: 0.003644626690326458
Position 11300: 0.0036424892889581045
Position 21950: 0.0036051040567227854
Position 21802: 0.0034250022050039864
Position 12238: 0.003154840952527455
Position 22846: 0.003153641362924302
Position 11529: 0.003150777939796479
Position 17693: 0.0031331813588223612
Position 747: 0.0030756936250540593
Position 28800: 0.0030261405608558245
Position 1123: 0.002881933237159538
Position 1895: 0.0028598246511634365
Position 768: 0.0028587543362789593
Position 11342: 0.0027898411567919734
Position 24301: 0.0027878931071139215
Position 720: 0.00275252287452773
Position 16092: 0.0026749026460210386
Position 21362: 0.0024939665289252524
Position 15991: 0.002468173766474881
Position 15874: 0.0023374840282267897
Position 17091: 0.0023044386036890135
Position 2346: 0.002135550765579607
Position 11388: 0.0020655104191763165
Position 2073: 0.0020510682017365243
Position 21394: 0.0020134232002355728
Position 16660: 0.001983383920135809
Position 10807: 0.0019663319177736865
Position 21964: 0.0019014181529056283
Position 17623: 0.0018702827194637733
Position 11159: 0.0018384808866614393
Position 23383: 0.001834712806659
Position 11586: 0.001828382974681353
Position 113: 0.0018183940992521712
Position 28825: 0.0018169655807237835
Position 11441: 0.0015947279307355487
Position 24131: 0.001447164349586382
Position 16488: 0.0014251638993817205
Position 5062: 0.001325700677141063
Position 3225: 0.0013199218844160408
Position 4738: 0.0010246309781096448
Position 22027: 0.0009723638629044006
Position 17458: 0.0009712028434344265
Position 14887: 0.0009386412314544291
Position 27610: 0.0009053837550171812
Position 20854: 0.0008919358335426242
Position 27444: 0.0008761595166083414
Position 28136: 0.0008606000102677118
Position 15861: 0.0008153749918874784
Position 17067: 0.0007548148436650353
Position 5355: 0.0007288321507519095
Position 29096: 0.0007284260347998714
Position 23043: 0.0006679342905896321
Position 384: 0.0006570393146592042
Position 15885: 0.000634777707917413
Position 27797: 0.0006165655749922334
Position 1498: 0.0006018587149532249
Position 11053: 0.0005995511839040239
Position 374: 0.0005941273589676446
Position 10961: 0.0005870190549204275
Position 3920: 0.000567094780967452
Position 14348: 0.0005335566855436536
Position 10631: 0.0005325503181493132
Position 2448: 0.0005207617178733727
Position 18365: 0.00046132994643279933
Position 14640: 0.0004600361634271948
Position 10014: 0.00044868758218858236
Position 22770: 0.0004400091250137408
Position 1001: 0.0004229085847273901
Position 2789: 0.00042220817218083885
Position 29141: 0.0004109679176744366
Position 29250: 0.00039884442725646993
Position 11246: 0.00039411140746558915
Position 27783: 0.00037745358869006656
Position 17246: 0.0003562034926638003
Position 27982: 0.0003458242248522917
Position 13252: 0.0003354081785204085
Position 16274: 0.0003325364031135784
Position 29100: 0.0003305937470754485
Position 599: 0.0003005716519832496
Position 18227: 0.0002814399670978841
Position 29055: 0.00025075914346123126
Position 17480: 0.0002501201307699986
Position 21141: 0.0002416182401314198
Position 28053: 0.00023439827143542514
Position 11367: 0.0002274217794939416
Position 12155: 0.0002227964300975796
Position 1147: 0.00021743303265912104
Position 620: 0.0001824808913915526
Position 10686: 0.00018153803501782476
Position 20191: 0.00018115142143860564
Position 1875: 0.00018089320679929351
Position 12412: 0.00017939783902681832
Position 10612: 0.00017856690616350844
Position 20455: 0.00017669242545720058
Position 11032: 0.00017200660722629018
Position 11289: 0.00015679555888940862
Position 10623: 0.0001430229174517519
Position 10855: 0.00013776163054651734
Position 16643: 0.00012646850814412657
Position 21612: 8.83963064687642e-05
Position 27872: 8.49379494232979e-05
Position 15647: 8.289451425994678e-05
Position 22172: 7.8857838760212e-05
Position 12758: 6.39009995426731e-05
Position 22098: 6.083326887185381e-05
Position 22122: 5.632656908275406e-05
Position 15898: 4.976362201700333e-05
Position 21532: 3.841574831969043e-05
Position 12518: 3.808923118067056e-05
Position 12560: 3.745876612481236e-05
Position 10619: 3.673349464049056e-05
Position 22392: 3.378185777442689e-05
Position 19868: 3.339662980708962e-05
Position 19478: 2.9266544805951997e-05
Position 12432: 2.665250585762967e-05
Position 28628: 2.4630516829937774e-05
Position 29288: 2.379953256711265e-05
Position 8167: 2.2257123496400627e-05
Position 21562: 1.9261627040532426e-05
Position 22065: 1.887989330904697e-05
Position 22232: 1.7329793187650516e-05
Position 21959: 1.4973143969158217e-05
Position 8971: 1.3487730466379598e-05
Position 4954: 1.2683977617812924e-05
Position 28192: 1.192762019825809e-05
Position 21735: 1.1762169090583807e-05
Position 11927: 8.839979087161672e-06
Position 690: 8.823946515463905e-06
Position 2228: 8.184320543019043e-06
Position 16520: 7.38874886298521e-06
Position 15791: 6.143660591598316e-06
Position 21270: 5.746023785221311e-06
Position 1928: 5.55378673474151e-06
Position 23143: 5.517352376361097e-06
Position 16552: 5.4410401765841505e-06
Position 1940: 4.385552921399072e-06
Position 367: 4.00169197553677e-06
Position 1994: 3.864537834275981e-06
Position 11072: 3.847524336522429e-06
Position 16498: 3.661600826727505e-06
Position 16096: 3.5451649416358e-06
Position 19007: 3.3810016159188337e-06
Position 21433: 3.2819369754188233e-06
Position 852: 3.1912160386641323e-06
Position 19093: 2.7638450639619675e-06
Position 447: 2.6348234002349385e-06
Position 1090: 2.4671530531386484e-06
Position 21405: 1.9900777446417943e-06
Position 22389: 1.4918545700594588e-06
Position 1615: 1.2794784802237133e-06
Position 23191: 1.1336573083093968e-06
Position 1045: 1.0096318616838227e-06
Position 21436: 9.042500173045326e-07
Position 21641: 8.796520530047083e-07
Position 1094: 8.307467406491917e-07
Position 264: 8.254003216830175e-07
Position 922: 7.952286374909411e-07
Position 18118: 7.905174568142985e-07
Position 491: 6.495732331990228e-07
Position 21501: 5.942939888092338e-07
Position 16146: 4.952819955716841e-07
Position 15999: 4.762206756769215e-07
Position 1633: 4.688059090920744e-07
Position 1011: 4.3730441085191264e-07
Position 1272: 4.363314599326027e-07
Position 527: 4.149416466836515e-07
Position 1161: 4.1233348577692147e-07
Position 931: 3.419922468689563e-07
Position 468: 3.2603022686372573e-07
Position 177: 3.2106472484336543e-07
Position 1275: 6.410021525976212e-08
Position 463: 4.2096423543575255e-08
Position 150: 4.166458326461585e-08
Position 478: 3.546717113350517e-08
Position 185: 3.441929317434678e-08
Position 270: 1.7374134297843562e-08
Position 11603: 1.403025718023466e-08
Position 195: 4.0239413735902585e-09
Position 286: 2.0513233237962948e-09
Position 500: 3.9888257831465837e-10
Position 22670: 9.089729583319643e-13
