Gene = l(2)gd1
Position 3554: 9.91123265606603e-05
Position 3024: 9.65915914145245e-05
Position 3612: 9.087395671860613e-05
Position 3022: 8.445215627534477e-05
Position 336: 8.193577870857891e-05
Position 1072: 7.847978161276037e-05
Position 73: 7.166170289613594e-05
Position 1593: 7.162143259892986e-05
Position 1869: 6.641014673709373e-05
Position 2968: 6.47434798730681e-05
Position 2139: 5.944160025540475e-05
Position 1391: 5.1865734213920936e-05
Position 24: 5.073475803931077e-05
Position 1560: 4.8880189473241173e-05
Position 3804: 4.789027940892287e-05
Position 1420: 4.765290533930912e-05
Position 1116: 4.758755681560822e-05
Position 4: 4.3920845660457696e-05
Position 456: 3.191973922034488e-05
Position 785: 2.962823072842296e-05
Position 461: 2.8864019764831997e-05
Position 3130: 2.867113112025921e-05
Position 534: 2.7011246430711262e-05
Position 1047: 2.4666093837246198e-05
Position 2011: 2.4522647659889708e-05
Position 986: 2.2936791930515944e-05
Position 2943: 1.8598105530149253e-05
Position 2339: 1.6949658738948118e-05
Position 2680: 1.5931689232113704e-05
Position 3398: 1.5489823905041658e-05
Position 27: 1.5193382960496727e-05
Position 330: 1.4932942703900468e-05
Position 2576: 1.339847554695027e-05
Position 2379: 1.2699305680035761e-05
Position 2539: 1.166555843142718e-05
Position 1133: 9.760735679215483e-06
Position 2215: 9.249236232948397e-06
Position 18: 8.825844598901672e-06
Position 2316: 8.640855485594957e-06
Position 900: 8.266042979049395e-06
Position 903: 7.821817411146703e-06
Position 208: 6.772587362724356e-06
Position 3250: 5.172337170464009e-06
Position 3773: 5.103735652989649e-06
Position 2020: 4.8692881589534e-06
Position 1892: 4.73657684374948e-06
Position 1974: 4.120417238793727e-06
Position 775: 3.895538712038294e-06
Position 2022: 2.6768362871147454e-06
Position 2271: 2.607576293955299e-06
Position 1839: 2.388648215954503e-06
Position 2229: 1.688777371056397e-06
Position 1648: 1.4447784798258072e-06
Position 2569: 1.0830998608423325e-06
Position 93: 5.457931459649436e-07
Position 2277: 3.171230305532408e-07
Position 2826: 2.942640403389723e-07
Position 2614: 1.8058335248547982e-07
Position 2907: 1.0743584149838945e-07
Position 2298: 6.566165668100988e-08
Position 1732: 2.7553240230975977e-08
Position 1789: 2.4629399893958152e-08
Position 2511: 1.4425192634796211e-08
Position 842: 1.3376013316809947e-08
Position 3176: 1.0075315136408664e-08
Position 3424: 6.423270344064827e-09
Position 3218: 2.9880113501426695e-09
Position 242: 2.2232255328812873e-09
Position 3256: 1.6298256910959068e-09
Position 3412: 1.3165041652848004e-09
Position 2976: 4.2558432667963234e-10
Position 270: 8.965613866612641e-11
Position 1331: 8.87409565028882e-11
Position 124: 6.972861044791747e-11
Position 233: 6.645938595251277e-11
Position 251: 6.211463940985928e-11
Position 110: 3.318548075139789e-11
Position 3191: 2.3746824489785933e-11
Position 2274: 2.1198798281574425e-11
Position 260: 1.509267302214864e-11
Position 3188: 1.4127691599546627e-11
Position 258: 1.2147521411673018e-11
Position 596: 7.805935902315394e-13
Position 2440: 8.178134676332716e-14
Position 265: 5.808977700052108e-14
Position 563: 3.612392372899523e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.9942778325723359
Position 1922: 0.9923196988772472
Position 2412: 0.9641029229305507
Position 265: 0.8624326020633224
Position 3215: 0.7104467412663396
Position 2946: 0.4817475144470653
Position 3589: 0.08971172316062266
Position 2871: 0.052548967070079514
Position 1163: 0.042790989110496315
Position 2218: 0.0380657562572457
Position 3637: 0.029500387157354507
Position 2913: 0.027362032815994086
Position 2244: 0.025802890373335878
Position 1469: 0.021591472974082936
Position 2427: 0.02124997212967933
Position 287: 0.020203529931612174
Position 1556: 0.020146173445709983
Position 3161: 0.017177863049153398
Position 2621: 0.016274892657903755
Position 2447: 0.0139170026963216
Position 2624: 0.013832831543156326
Position 2799: 0.009447369043872611
Position 303: 0.008381013404705342
Position 3217: 0.008353132121016392
Position 3737: 0.006483334138726892
Position 2695: 0.004774328562531171
Position 1832: 0.004449909140798827
Position 2213: 0.003925887609278022
Position 3167: 0.0035470786040114797
Position 649: 0.0034309482742377654
Position 1196: 0.002705238898573116
Position 2976: 0.002442896874577481
Position 2907: 0.0022531511259321194
Position 2745: 0.0021562907036615465
Position 1334: 0.0019132904569854274
Position 1072: 0.0017657320153528732
Position 1277: 0.001577826273879123
Position 3447: 0.0015456764879867942
Position 3608: 0.0014379034870085883
Position 2253: 0.001258117800109825
Position 2950: 0.0012198780796894434
Position 1274: 0.0010609540173935512
Position 832: 0.0009832665860459036
Position 1945: 0.0009527538090207836
Position 1571: 0.0009076186950612258
Position 443: 0.0008935809143561836
Position 1202: 0.0008899880223833923
Position 104: 0.0008056911331834272
Position 2180: 0.0007933279055779591
Position 2198: 0.0007258006215761219
Position 2001: 0.0006938983572896141
Position 1675: 0.0006938452854733765
Position 1337: 0.0006431585849522894
Position 1199: 0.0006293928031189882
Position 3172: 0.0006076811365526534
Position 900: 0.0005401987604518686
Position 1775: 0.0004533657948072018
Position 2130: 0.0004518958156485863
Position 756: 0.00041368195781924145
Position 1646: 0.0004018765635535014
Position 3188: 0.0003795361592913901
Position 1430: 0.00031855415438831786
Position 2823: 0.0003019535985149401
Position 1306: 0.00029915385249276006
Position 423: 0.0002905367986509851
Position 3521: 0.00028927552831741393
Position 670: 0.00028712638706063334
Position 1959: 0.00028074513153982254
Position 3554: 0.00027246724412892896
Position 1002: 0.00026362948243897845
Position 1729: 0.00022697073777050935
Position 1639: 0.00022555154511364695
Position 1417: 0.00021931552551058815
Position 1678: 0.00021236841555203373
Position 3390: 0.00021155940367124397
Position 2484: 0.0002036767748558164
Position 806: 0.00018933845199754396
Position 2257: 0.00018713732698184837
Position 1593: 0.00018225858478977975
Position 3059: 0.00017941124190565185
Position 1681: 0.0001785170379716729
Position 601: 0.0001782174314924991
Position 1956: 0.00016340864373369344
Position 1720: 0.00014880417563330856
Position 1426: 0.0001458304496625933
Position 2459: 0.00013523647729602424
Position 1610: 0.0001246821871932078
Position 1622: 0.00012043240441617834
Position 1241: 0.0001125823852127195
Position 851: 0.00011039801512159845
Position 2753: 0.00010397279865109647
Position 1205: 0.00010199670085076538
Position 93: 9.839365678679145e-05
Position 1751: 9.740700797390598e-05
Position 2312: 9.289918828243682e-05
Position 760: 9.01308766234663e-05
Position 350: 8.747639793687574e-05
Position 810: 8.48060977031863e-05
Position 132: 7.640724810971389e-05
Position 2147: 6.974150229253369e-05
Position 636: 6.694832912920384e-05
Position 3848: 6.491652464918373e-05
Position 1738: 6.481596785881506e-05
Position 1763: 6.19002266497839e-05
Position 1439: 6.008493214732672e-05
Position 578: 5.7082347637017236e-05
Position 2705: 5.4037519308579535e-05
Position 1742: 5.332030195677673e-05
Position 1386: 4.965266815709184e-05
Position 2722: 4.897948679254724e-05
Position 1047: 4.5645298001263945e-05
Position 2290: 3.831067280163909e-05
Position 2449: 3.7657535929388455e-05
Position 1129: 3.74976296730453e-05
Position 908: 3.657679512292314e-05
Position 1121: 3.424748282225146e-05
Position 1103: 2.8708564993858377e-05
Position 1560: 2.8293565376595003e-05
Position 1343: 2.660121243792396e-05
Position 465: 2.357965722931157e-05
Position 1374: 2.1682400409016816e-05
Position 336: 2.1006581149770168e-05
Position 3000: 2.0681089515582627e-05
Position 1406: 2.0669998377848612e-05
Position 495: 2.000835147842782e-05
Position 710: 1.7260631023433343e-05
Position 3562: 1.5237652677186733e-05
Position 3394: 1.5165395696761032e-05
Position 2561: 1.3813278746479044e-05
Position 3743: 1.3805247460203022e-05
Position 2456: 1.372369748057014e-05
Position 82: 1.2321370740649895e-05
Position 1316: 1.1956462149952663e-05
Position 539: 1.1466109866474654e-05
Position 1082: 1.0005998220640799e-05
Position 2039: 9.649196534492978e-06
Position 1297: 9.192547098634555e-06
Position 3261: 8.533524151743158e-06
Position 842: 8.028889892386495e-06
Position 450: 7.78983719335822e-06
Position 1396: 7.553022717949518e-06
Position 1362: 7.386982495121073e-06
Position 914: 7.004297050724562e-06
Position 1223: 6.6382104295929085e-06
Position 3773: 6.520277846493099e-06
Position 2656: 5.9996411836774325e-06
Position 3758: 5.947897633282085e-06
Position 817: 5.851414139557567e-06
Position 688: 5.392731738125632e-06
Position 2719: 5.335849723148961e-06
Position 404: 5.031996720288622e-06
Position 1143: 4.74124418164593e-06
Position 2337: 4.1439314650143305e-06
Position 746: 4.019684743346079e-06
Position 1042: 3.97856094998186e-06
Position 2496: 3.635871842111542e-06
Position 714: 3.446099941187429e-06
Position 377: 3.3572518819871545e-06
Position 3397: 3.1233576265331554e-06
Position 3417: 3.0737640931614616e-06
Position 120: 3.061104102627449e-06
Position 3777: 1.4038023716035675e-06
Position 3788: 1.4035797848629692e-06
Position 2379: 1.3765557635921152e-06
Position 63: 1.0650792347178272e-06
Position 1985: 1.0216048344060255e-06
Position 73: 9.90362593101393e-07
Position 2517: 3.0621333284626125e-07
Position 2511: 2.582719400279509e-07
Position 136: 2.0833541366704047e-07
Position 2529: 8.044698447601818e-08
Position 139: 3.804580241661468e-08
Position 3412: 2.7861817623173766e-08
Position 2544: 1.4565937450130294e-08
Position 2586: 5.25432211713696e-09
Position 2563: 3.1543865574641797e-09
Position 159: 2.2429268155995986e-09
Position 156: 1.260510418346443e-09
Position 667: 5.544710118251872e-10
Position 178: 4.0251671694125287e-10
Position 409: 2.40936951442168e-10
Position 143: 2.2788901932388935e-10
Position 346: 2.2412010321826524e-10
Position 352: 1.554770675450586e-10
Position 380: 9.820908015109065e-11
Position 145: 9.55594778970788e-11
Position 149: 3.53470610415024e-11
Position 319: 1.0755026534143575e-11
Position 2597: 3.1393137570878104e-13
Position 198: 8.092488560979652e-15
Position 183: 1.2096978804009984e-15
Position 185: 5.038831387225558e-17
