Gene = MESR3
Position 533: 1.5037059938857556e-08
Position 11103: 1.0669077260577857e-08
Position 16713: 1.0552290353392562e-08
Position 11574: 8.16877300087414e-09
Position 16740: 6.754942937347879e-09
Position 16524: 5.292623794991451e-09
Position 14486: 5.237514148309517e-09
Position 13906: 7.409960016252781e-10
Position 554: 2.962876790439175e-10
Position 15356: 2.5010174144646757e-10
Position 7784: 1.9817849341733364e-10
Position 15223: 1.7011478792700782e-10
Position 6926: 1.6694786323317647e-10
Position 12073: 1.4632169624346196e-10
Position 13144: 7.719313803183482e-11
Position 13371: 6.117537903521064e-11
Position 12697: 3.880665234349073e-11
Position 7984: 2.906152969213943e-11
Position 8022: 2.3580057612890184e-11
Position 6981: 2.178270564684143e-11
Position 7926: 1.9669428044893206e-11
Position 7238: 1.9259637610005913e-11
Position 12150: 1.1573093090037117e-11
Position 657: 1.0218704560219233e-11
Position 7706: 8.273833125201835e-12
Position 8198: 7.957521411908295e-12
Position 8339: 6.945053534530162e-12
Position 12789: 6.93261748920214e-12
Position 7512: 4.881955768064039e-12
Position 7086: 4.679577936588139e-12
Position 8532: 4.156246345781556e-12
Position 12423: 4.055180647652948e-12
Position 11938: 3.1780281925916643e-12
Position 12020: 2.8296531384689382e-12
Position 803: 2.7227749464182495e-12
Position 6429: 2.2189926143192605e-12
Position 1032: 2.212174867979878e-12
Position 10378: 1.155544060339124e-12
Position 9911: 1.0681774155525654e-12
Position 9664: 1.0523459041484371e-12
Position 9731: 6.96494223124883e-13
Position 5591: 4.485228008675396e-13
Position 6479: 4.4262668365596185e-13
Position 6983: 4.328677725240377e-13
Position 6361: 3.9841284703886077e-13
Position 6147: 3.808923878408615e-13
Position 9453: 2.872933663661224e-13
Position 8855: 7.634814076532415e-14
Position 4483: 2.6174219347791416e-14
Position 4346: 2.093832986241447e-14
Position 5892: 1.6542819342451636e-14
Position 4705: 1.6266290878264318e-14
Position 4166: 1.2407463657261307e-14
Position 1074: 1.0432445490607372e-14
Position 4666: 7.271056420653722e-15
Position 5933: 6.81108950768162e-15
Position 4728: 6.040577620005041e-15
Position 5856: 5.2356062202262396e-15
Position 3656: 5.2022652378980384e-15
Position 2924: 5.024641284576691e-15
Position 6306: 4.639820869053343e-15
Position 3954: 4.407736194380867e-15
Position 2286: 3.673077755097376e-15
Position 4373: 3.3619102426375696e-15
Position 1602: 2.9296544424023427e-15
Position 4514: 2.8800876298810057e-15
Position 1572: 2.5733013226876822e-15
Position 3622: 2.141113161701017e-15
Position 4552: 1.7401870320010357e-15
Position 5415: 1.3908522680751957e-15
Position 3467: 1.2971602590296237e-15
Position 4035: 1.1214352083078328e-15
Position 3679: 1.0743927078597638e-15
Position 3226: 1.0741686506676657e-15
Position 1700: 1.0292895957254352e-15
Position 1983: 1.0180040771207713e-15
Position 4183: 6.471675219166979e-16
Position 1487: 5.741674866023185e-16
Position 2493: 3.0634284659547093e-16
Position 3566: 2.87422814459032e-16
Position 4576: 2.7188313025743013e-16
Position 3739: 2.14422258776898e-16
Position 1315: 1.9450797821392304e-16
Position 3184: 1.6801781931460983e-16
Position 2012: 1.5338049776049866e-16
Position 3260: 1.33015029085715e-16
Position 2771: 9.641119031836429e-17
Position 2487: 6.944399112983654e-17
Position 2363: 6.271224995148137e-17
Position 2447: 5.396601708263031e-17
Position 3205: 4.6111777704465566e-17
Position 2885: 4.187108191037683e-17
Position 1273: 3.7263923461485953e-17
Position 1661: 3.4869770485653543e-17
Position 219: 3.415245903260489e-17
Position 2962: 3.392215377625649e-17
Position 1036: 3.166261162889922e-17
Position 2082: 2.1860792168030668e-17
Position 1530: 1.9296640468569204e-17
Position 1431: 1.578447776712991e-17
Position 1629: 1.335064935027807e-17
Position 1872: 1.2269533558865513e-17
Position 1579: 1.2214932604672782e-17
Position 1590: 8.584576774465695e-18
Position 1443: 8.027558152470591e-18
Position 897: 7.390219104263716e-18
Position 328: 7.346770030694304e-18
Position 449: 6.270199002242098e-18
Position 1139: 4.922524636001329e-18
Position 736: 4.719905831662569e-18
Position 110: 3.613270668405266e-18
Position 557: 1.922142240826304e-18
Position 383: 1.6932874545955342e-18
Position 122: 1.478508057685979e-18
Position 119: 1.135775703045104e-18
Position 422: 1.128030686087734e-18
Position 244: 9.203979527643717e-19
Position 788: 4.0311952328622734e-19
Position 125: 2.96184434445278e-19
Position 394: 1.9318589672234915e-19
Position 289: 1.8022977457356113e-19
Position 151: 1.6334172558229686e-19
Position 333: 6.687789601811217e-20
Position 746: 5.850107701681593e-20
Position 591: 3.51293443871695e-20
Position 253: 2.5271072901923314e-20
Position 884: 2.2279841363373168e-20
Position 368: 1.9063281352623257e-20
Position 738: 8.046752334779668e-21
Position 943: 7.477473660071305e-21
Position 607: 5.493116106606591e-21
