Gene = lilli
Position 21530: 1.318030367738361e-09
Position 23526: 8.189670681447752e-10
Position 403: 3.6327129509198125e-10
Position 460: 2.8803281246636493e-10
Position 609: 2.3315167613305394e-10
Position 873: 2.262755948780229e-10
Position 432: 2.0761640344172823e-10
Position 5207: 1.4214420236826383e-10
Position 603: 1.1537888748701665e-10
Position 491: 8.83216863137621e-11
Position 20733: 6.564074742064034e-11
Position 21901: 6.330434297151168e-11
Position 5114: 4.235313934563058e-11
Position 4182: 3.99388691680278e-11
Position 435: 3.638014880700831e-11
Position 2206: 2.9024318264033846e-11
Position 2175: 2.581609763856755e-11
Position 2133: 1.9960830000133224e-11
Position 440: 1.9555064882359788e-11
Position 2053: 1.82430254928251e-11
Position 20486: 1.7448342551771837e-11
Position 1065: 1.6683516555935157e-11
Position 13030: 1.640856458751532e-11
Position 1523: 1.3338728809062535e-11
Position 1552: 1.1094644037469524e-11
Position 19448: 8.584969272442136e-12
Position 1130: 8.225326112209183e-12
Position 1600: 8.129569244761632e-12
Position 890: 5.7415968636255286e-12
Position 17756: 5.551943676241949e-12
Position 5225: 5.1178772329761965e-12
Position 5714: 4.541470531739328e-12
Position 518: 4.379138401717604e-12
Position 619: 4.163430842505901e-12
Position 5653: 3.5056859155230303e-12
Position 616: 3.11694115625336e-12
Position 5753: 3.1143514311982174e-12
Position 19324: 3.0645759063220682e-12
Position 5636: 3.0073647963184224e-12
Position 1698: 2.9036214140854295e-12
Position 1102: 1.9867970948829463e-12
Position 18094: 1.685509072419103e-12
Position 5143: 1.6370760876589896e-12
Position 236: 1.588261534727267e-12
Position 2555: 1.4413926928987874e-12
Position 17107: 1.3978661017829484e-12
Position 1262: 1.1361647449312812e-12
Position 345: 8.487147577419569e-13
Position 5465: 7.712953892454371e-13
Position 16494: 7.053195420024268e-13
Position 5172: 6.703492377035067e-13
Position 5082: 6.104015050066406e-13
Position 16843: 5.893971416201061e-13
Position 16450: 4.82297325406893e-13
Position 17690: 4.38917020389903e-13
Position 1513: 9.545193805466976e-14
Position 15123: 6.576824537476372e-14
Position 14753: 3.740393814318044e-14
Position 2820: 2.8417144148097752e-14
Position 14137: 2.1558899861367753e-14
Position 15079: 1.9104029609356148e-14
Position 3556: 1.899535880706724e-14
Position 2776: 1.4519375797592213e-14
Position 2849: 1.0793521924497491e-14
Position 14085: 1.0567734745194575e-14
Position 3114: 1.0047276820160181e-14
Position 14342: 9.73039463813216e-15
Position 11926: 6.571131098993144e-15
Position 11306: 5.558657834990982e-15
Position 14323: 5.061656622967857e-15
Position 12282: 2.182172732570521e-15
Position 12707: 2.082712574631998e-15
Position 10136: 1.7360804221392136e-15
Position 10855: 1.402884287488422e-15
Position 13051: 1.153907946846469e-15
Position 11992: 8.919494637978765e-16
Position 12820: 7.554552185858215e-16
Position 10815: 7.4774658954387135e-16
Position 6582: 6.361329484090649e-16
Position 10462: 6.222506962774489e-16
Position 12247: 5.086023045835512e-16
Position 11933: 4.4319420915031017e-16
Position 7146: 3.326655366961167e-16
Position 8962: 1.357735579152218e-16
Position 10879: 1.1542342797662987e-16
Position 11036: 1.0768388952056616e-16
Position 6718: 1.0546644830084366e-16
Position 9651: 9.58009222831067e-17
Position 6696: 7.744863012677374e-17
Position 6313: 7.246201760513814e-17
Position 7168: 7.20713626097501e-17
Position 10743: 6.63496626936199e-17
Position 6568: 5.927091217382078e-17
Position 5945: 5.7756518164217e-17
Position 10433: 5.389735015471808e-17
Position 6303: 4.6467418997172755e-17
Position 9792: 3.8372744894151476e-17
Position 6903: 3.563830155678818e-17
Position 8259: 1.4009195232816622e-17
Position 8576: 7.239589951993353e-18
Position 6013: 5.058383794479934e-18
Position 8104: 3.4287146183925736e-18
Position 6088: 3.0478655829054105e-18
Position 7817: 2.4891921317455608e-18
Position 7394: 1.3760002461988605e-18
Position 7562: 1.147863822627742e-18
Position 6025: 1.0663840813142137e-18
Position 7475: 1.0060735044197446e-18
Position 5530: 8.565461945208695e-19
Position 6333: 7.829913348834671e-19
Position 5924: 6.44048203709918e-19
Position 6071: 3.5707332035431016e-19
Position 5270: 1.5226382397837281e-19
Position 5561: 1.0252994501699465e-20
Position 5786: 1.0097863054179363e-20
Position 1631: 9.73195930931083e-22
Position 696: 3.606441227400763e-22
Position 903: 2.2810341349691125e-23
Position 239: 4.565408427875961e-24
Position 496: 2.8478927257388914e-24
Position 916: 2.692421045720949e-24
Position 107: 1.1064905785932936e-24
Position 300: 3.245768919811436e-25
Position 647: 2.82187928444461e-25
Position 530: 2.3012686807524965e-25
Position 324: 1.7901562126884348e-25
Position 330: 1.5003305426209576e-25
Position 209: 7.713059593899059e-27
