Gene = bwa
Position 1557: 0.0006403527096333057
Position 7137: 0.0006333579870785159
Position 2081: 0.0006225567834817725
Position 1891: 0.000614414433572483
Position 1803: 0.0005575777898465184
Position 2311: 0.000509053583144723
Position 4588: 0.00048129300524182427
Position 67: 0.00047536840505681024
Position 4190: 0.0004452639113503859
Position 2094: 0.0004140834666621766
Position 1072: 0.00039943739718155077
Position 1941: 0.0003921545034215415
Position 681: 0.0003848815436505161
Position 717: 0.00033056854989304445
Position 1490: 0.0002463641414409037
Position 1515: 0.00023493110482266128
Position 3479: 0.00022025473370568258
Position 4705: 0.0001475878609878328
Position 4758: 0.0001387910997975491
Position 3676: 0.00012195217258204231
Position 85: 0.000114256422515742
Position 1177: 0.00011229698692911368
Position 2785: 0.00011003326383972261
Position 4555: 0.00010356414327935594
Position 3695: 9.171752107959933e-05
Position 546: 8.275760791976331e-05
Position 499: 7.747074142213148e-05
Position 7237: 7.373520380565314e-05
Position 82: 6.85729515760375e-05
Position 1184: 6.273273048696578e-05
Position 721: 6.0327508187849285e-05
Position 1044: 4.74141400968172e-05
Position 1018: 3.077608569392531e-05
Position 3705: 2.311264443085863e-05
Position 242: 1.9951032858226068e-05
Position 746: 1.9048813286962035e-05
Position 3542: 1.8943733938061213e-05
Position 3629: 1.4107858944309827e-05
Position 2900: 1.3725884776515652e-05
Position 2765: 1.184758653705221e-05
Position 197: 6.628046039439053e-06
Position 1339: 6.594140335875286e-06
Position 816: 6.521550705918225e-06
Position 73: 5.2555294786956515e-06
Position 1356: 4.693253597309942e-06
Position 31: 4.6654581087205435e-06
Position 592: 4.18142777575117e-06
Position 3499: 2.3833231428540316e-06
Position 1132: 1.7194352647131855e-06
Position 1102: 1.3936337163931046e-06
Position 64: 8.689916710797385e-07
Position 3239: 6.400561170223117e-07
Position 51: 5.392319105540633e-07
Position 13: 4.710709684315661e-07
Position 3056: 4.5354914837654597e-07
Position 2768: 2.9036826951674515e-07
Position 3204: 2.231702677988055e-07
Position 359: 1.8451223057570918e-07
Position 893: 1.277725434893713e-07
Position 290: 1.0131702272606553e-07
Position 595: 8.21104684256456e-08
Position 480: 7.441780943765132e-08
Position 586: 4.9794714017222594e-08
Position 20: 3.716225271244488e-08
Position 574: 3.5900896151509814e-08
Position 343: 2.533466332755122e-08
Position 1428: 1.7848939713357914e-08
Position 589: 1.611680165616424e-08
Position 448: 1.148948573367162e-08
Position 932: 6.496766396943111e-09
Position 331: 4.0576364592478335e-09
Position 3444: 1.0310130892691918e-09
Position 2846: 4.9129765530913145e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9883089549571443
Position 5962: 0.8862187322346344
Position 2656: 0.8820435789448725
Position 6986: 0.8267186974916242
Position 618: 0.321729284486117
Position 5438: 0.2669829549384166
Position 6747: 0.14578744250469428
Position 1443: 0.130807392612814
Position 1406: 0.12158962000544633
Position 1467: 0.06145428553351864
Position 661: 0.056402419319377964
Position 574: 0.04567927229748948
Position 645: 0.03973523133431013
Position 2661: 0.03250757798480685
Position 1979: 0.031668819312853466
Position 2710: 0.03138259067640983
Position 2381: 0.030570919136023396
Position 6120: 0.030288561330954616
Position 1072: 0.028977154078267918
Position 2273: 0.02154290428689052
Position 1102: 0.016980577181826963
Position 3814: 0.0166298139245253
Position 4809: 0.01539139058715036
Position 1123: 0.01360643129541628
Position 1584: 0.0132500726127385
Position 902: 0.01178309610433384
Position 586: 0.011294035095798152
Position 7014: 0.010561636618195598
Position 2483: 0.00968788925519609
Position 3182: 0.008721147902981443
Position 6455: 0.007092280611522255
Position 622: 0.006845394766731079
Position 2609: 0.006384208420462218
Position 1217: 0.006155038692261726
Position 2997: 0.005310263484266988
Position 4251: 0.005222872796377914
Position 3541: 0.004867784883850664
Position 1047: 0.0037487196115201667
Position 3321: 0.0036030492021436023
Position 849: 0.003447180283794583
Position 1228: 0.0032508986132813483
Position 4611: 0.002941099827017795
Position 6488: 0.0027941130353993275
Position 6706: 0.0025836085267184786
Position 2415: 0.0025524878851219046
Position 7284: 0.002144973992845031
Position 1941: 0.0020781227653898894
Position 6425: 0.0020183057611836332
Position 6512: 0.001985623659769222
Position 1663: 0.001940452329986958
Position 3475: 0.0018637733646044356
Position 2713: 0.0016825331509362522
Position 2204: 0.0016662812755562618
Position 238: 0.0015890553336750644
Position 1076: 0.0015763898456062732
Position 3582: 0.0015698773105239912
Position 6439: 0.001566254630401105
Position 3745: 0.0015563605897597652
Position 1257: 0.0015293421559545173
Position 2629: 0.001491472845576918
Position 6669: 0.0013829970308931122
Position 7027: 0.0012376662983688519
Position 7317: 0.0010745574275977038
Position 3179: 0.0010672352060602606
Position 157: 0.001031573140282295
Position 5968: 0.0010183613123853467
Position 5791: 0.0008868819536629754
Position 3379: 0.0008514960290975911
Position 3832: 0.0008506964817571089
Position 3971: 0.0008448645002270404
Position 1471: 0.0008254079472910783
Position 6919: 0.0007100221243098654
Position 6922: 0.0006694695515967151
Position 3336: 0.0006171404627338999
Position 6416: 0.0005954677467621378
Position 328: 0.0005863585627101615
Position 1882: 0.0005718944853259276
Position 7205: 0.0005673192956897545
Position 1032: 0.000479329831367194
Position 1416: 0.00042874072406553566
Position 5497: 0.0003353236509635484
Position 7251: 0.00032933836730761595
Position 1243: 0.0003048918227324588
Position 691: 0.0002874351451630115
Position 5767: 0.0002699732126144205
Position 5964: 0.0002475713656705836
Position 6433: 0.00021513038997355395
Position 1451: 0.000212585217598941
Position 1641: 0.00020269448428230383
Position 290: 0.00017327190340092762
Position 3932: 0.00015677305902999316
Position 2461: 0.00015194108786192843
Position 5623: 0.00011336425058953146
Position 7322: 9.906346553868572e-05
Position 1110: 9.332412680710151e-05
Position 6398: 8.92217454410534e-05
Position 161: 7.3508007017513e-05
Position 595: 7.311241032405827e-05
Position 2160: 6.902945997649601e-05
Position 301: 5.719492118312014e-05
Position 787: 4.863740010770333e-05
Position 3225: 1.959556825671133e-05
Position 3437: 1.642898508631352e-05
Position 111: 1.3970507922382202e-05
Position 3895: 9.977177912910562e-06
Position 268: 7.755215509835019e-06
Position 1080: 6.609702253122191e-06
Position 3660: 6.338461859761303e-06
Position 175: 3.7433118629686566e-06
Position 856: 2.42133688158055e-06
Position 188: 1.8475096745380756e-06
Position 3113: 1.6038180476823288e-06
Position 256: 1.4246152754072764e-06
Position 307: 1.4019788482771996e-06
Position 88: 1.0155132473047133e-06
Position 197: 5.275439213815511e-07
Position 5815: 1.8699881788910448e-07
Position 431: 1.7423266928907187e-07
Position 248: 1.2251464568887362e-07
Position 260: 8.680895373086568e-08
Position 463: 3.397814933065827e-08
Position 440: 3.2112068253799154e-08
Position 270: 2.0941288776297187e-08
Position 58: 1.5674162172081775e-08
Position 103: 6.0757559497157535e-09
Position 359: 2.856500952061434e-09
Position 368: 2.2267116608242007e-09
Position 64: 1.4332137912739214e-09
Position 71: 1.7620843682727944e-11
Position 495: 5.075129521329506e-12
