Gene = Acn
Position 1337: 0.00019152565916186735
Position 1051: 0.00018303682856501478
Position 129: 0.00017738863504646155
Position 2606: 0.00017688737730211344
Position 1406: 0.000168558138132155
Position 994: 0.00015625710771726423
Position 3428: 0.00015107082562699548
Position 887: 0.00014295859945872766
Position 1341: 0.000128036612109483
Position 1521: 0.00012047766247673066
Position 2627: 0.00010243767560068143
Position 81: 0.0001005645116886677
Position 2380: 9.912396619638541e-05
Position 890: 9.312385839504405e-05
Position 1108: 9.064391337351306e-05
Position 1031: 7.824839824662918e-05
Position 1010: 7.630709947195476e-05
Position 962: 7.546897767761668e-05
Position 2839: 6.908281018524145e-05
Position 2523: 6.563111061290479e-05
Position 2138: 4.565274126734715e-05
Position 991: 3.959755824899181e-05
Position 1360: 3.858897934813113e-05
Position 371: 3.688894406170764e-05
Position 925: 3.641201559940931e-05
Position 907: 3.579125388806691e-05
Position 2815: 3.4269411344883916e-05
Position 879: 3.240415356040448e-05
Position 380: 3.0036736776643806e-05
Position 769: 2.9639425911239167e-05
Position 2032: 2.7052158020280656e-05
Position 2836: 2.2447433633444758e-05
Position 814: 1.6615873400181608e-05
Position 195: 1.653097919054921e-05
Position 184: 1.5654419007614666e-05
Position 689: 1.484408457192964e-05
Position 736: 1.4477588663465606e-05
Position 1843: 1.030394455808869e-05
Position 586: 7.454892739263893e-06
Position 1965: 7.029784959199627e-06
Position 625: 6.886889269400274e-06
Position 565: 4.8197345194557174e-06
Position 114: 3.342760064942673e-06
Position 1717: 3.1017627607818687e-06
Position 730: 2.9865744964101284e-06
Position 733: 2.3950805598375094e-06
Position 2468: 1.7675135082585463e-06
Position 414: 1.0038197024242525e-06
Position 389: 9.464735662517405e-07
Position 269: 8.539433005431054e-07
Position 225: 6.853681737291251e-07
Position 216: 5.063955237877425e-07
Position 446: 3.9260145033929406e-07
Position 87: 2.1274812280811593e-07
Position 238: 1.3535753891883837e-07
Position 652: 1.31972333066945e-07
Position 766: 1.2521845533516446e-07
Position 694: 8.772025157540219e-08
Position 298: 6.106141742470433e-08
Position 637: 5.1535605783919016e-08
Position 577: 4.593097877369835e-08
Position 400: 3.9008938819207963e-08
Position 593: 3.243549279535248e-08
Position 453: 2.7690733462854444e-08
Position 649: 2.699474079617553e-08
