Gene = Notum
Position 582: 0.0002496120460969212
Position 7300: 0.00024489292298196763
Position 5000: 0.00024056571925474142
Position 4958: 0.00021022248177868545
Position 2470: 0.0002093773189383459
Position 985: 0.00019236971019198613
Position 2075: 0.0001898616163332755
Position 8947: 0.00018543546092294834
Position 7092: 0.00017797146917415295
Position 6645: 0.00016091286615686263
Position 7234: 0.000156783958078327
Position 1943: 0.0001511607279608504
Position 7720: 0.00014901428183999863
Position 724: 0.00014435807867196649
Position 2187: 0.00013461760338974194
Position 3189: 0.0001290904594632729
Position 3471: 0.00010331722707140679
Position 6649: 9.978012355195064e-05
Position 3209: 9.785469847398709e-05
Position 1111: 9.14802756382032e-05
Position 4711: 8.955337385984902e-05
Position 6332: 8.953934282690511e-05
Position 3251: 8.833061584063103e-05
Position 1172: 8.029318020548641e-05
Position 3705: 7.457219071266782e-05
Position 3837: 7.209051830856886e-05
Position 7561: 6.650284016791535e-05
Position 6571: 5.8101958348312795e-05
Position 8588: 5.233305959379718e-05
Position 1072: 4.984365737962804e-05
Position 6329: 4.951594497403655e-05
Position 6657: 4.785298930605059e-05
Position 9173: 4.715034322815144e-05
Position 7195: 4.423111541707937e-05
Position 1134: 4.314292000085455e-05
Position 7414: 4.07068315684814e-05
Position 6558: 4.021471232862724e-05
Position 1695: 3.9122849115493015e-05
Position 9163: 3.887506251499552e-05
Position 9155: 3.543880320046383e-05
Position 1083: 3.2039085455153454e-05
Position 1536: 3.057727178054043e-05
Position 1386: 3.019101483628738e-05
Position 1366: 2.9532774467206276e-05
Position 3517: 2.8518054585173296e-05
Position 130: 2.7415673837316946e-05
Position 7665: 2.5984660682205397e-05
Position 7294: 1.9602507056975234e-05
Position 1220: 1.9314625880243464e-05
Position 6584: 1.926913701187906e-05
Position 6420: 1.6837298460255583e-05
Position 7174: 1.6428446726475577e-05
Position 6675: 1.2858757919688835e-05
Position 7723: 1.0118030908319456e-05
Position 316: 8.083572517932326e-06
Position 7768: 6.730119179661326e-06
Position 7625: 6.605039762618449e-06
Position 395: 5.026140484552602e-06
Position 2644: 4.897454705703328e-06
Position 177: 4.259804865478405e-06
Position 371: 3.5707928542841816e-06
Position 7333: 2.812251239554563e-06
Position 7445: 2.786822308618918e-06
Position 927: 2.770077388362166e-06
Position 6282: 2.6809829898926874e-06
Position 1250: 2.4720283480181516e-06
Position 240: 2.1763970063465936e-06
Position 77: 1.891448456239143e-06
Position 89: 1.7043956043494315e-06
Position 1114: 1.6288512809244226e-06
Position 6279: 1.595580717028837e-06
Position 6717: 1.4623113455276763e-06
Position 6907: 1.3820294320243193e-06
Position 495: 1.2513296982607594e-06
Position 6704: 1.1622249196199268e-06
Position 848: 1.0853833886859295e-06
Position 549: 1.0834744542670138e-06
Position 1001: 9.596293010891045e-07
Position 953: 6.584616137912833e-07
Position 1129: 5.825471898073875e-07
Position 193: 5.628892346500235e-07
Position 570: 5.621091929246803e-07
Position 2007: 5.538591757772082e-07
Position 401: 3.959774223832261e-07
Position 908: 3.9209293216249724e-07
Position 2172: 3.570413366475215e-07
Position 806: 3.328784830372653e-07
Position 828: 2.6078963046066435e-07
Position 1038: 2.477885352968528e-07
Position 919: 2.2222141267975831e-07
Position 800: 1.4904044286736968e-07
Position 2742: 1.3423426098517026e-07
Position 252: 1.2264735536775028e-07
Position 7597: 1.036145655552107e-07
Position 101: 9.03556146899107e-08
Position 6794: 6.787095015839284e-08
Position 1715: 6.20635508420515e-08
Position 1727: 5.010575905038368e-08
Position 1183: 4.7939906319228375e-08
Position 201: 4.217405122876798e-08
Position 6786: 2.0596651309590973e-08
Position 773: 1.6792076083438986e-08
Position 436: 1.5541497776503088e-08
Position 6875: 1.4494725549584272e-08
Position 301: 1.3786243255440326e-08
Position 7264: 9.25283000309512e-09
Position 7186: 6.136040069761321e-09
Position 430: 3.3575877663580296e-09
Position 7738: 1.7953130303953883e-09
Position 6862: 1.6882759358945426e-09
Position 6764: 1.1383988755773309e-09
Position 6890: 4.90497453519397e-10
Position 6984: 2.2488104398008597e-10
Position 6768: 1.2404569986215255e-10
Position 1326: 1.1114746541549327e-11
