Gene = jp
Position 16472: 0.002612180578200925
Position 13514: 0.0024688215355896676
Position 76: 0.0024318899793888582
Position 18387: 0.0023814863507923825
Position 1461: 0.0022137156624607445
Position 11858: 0.0017289866353858547
Position 12962: 0.001559286919983768
Position 15778: 0.0013762798251365882
Position 12402: 0.00135533928652738
Position 12772: 0.0011857649943911369
Position 12700: 0.0010006779869858211
Position 609: 0.0008948679652967676
Position 16054: 0.0007948357544026232
Position 11544: 0.000762749651588187
Position 16579: 0.0007504902212171155
Position 12713: 0.0006943005174314123
Position 11480: 0.0006282176457897407
Position 15669: 0.0005830913602077426
Position 603: 0.0005777604349972884
Position 12755: 0.0005677675836578977
Position 12049: 0.0005216363776174796
Position 11402: 0.00040093831230975216
Position 1488: 0.00036215177694807105
Position 12076: 0.0003415411764147773
Position 1085: 0.0003399131544508771
Position 1642: 0.00030788333894376195
Position 12684: 0.0002767245946055021
Position 341: 0.0002743164509736192
Position 12978: 0.0002657344889590587
Position 1916: 0.00025088216081345843
Position 2701: 0.00024423847756258293
Position 11952: 0.0002179493941213572
Position 16067: 0.00021109037206532285
Position 13657: 0.00020685204072975075
Position 13808: 0.00019592442576802667
Position 10936: 0.00019237879680742895
Position 70: 0.0001874793098086556
Position 185: 0.00018099385044732826
Position 12662: 0.000177526726218837
Position 15534: 0.00016483183133160774
Position 12494: 0.00015145822405541383
Position 12416: 0.00015007592992588782
Position 15222: 0.00014210419523901348
Position 11471: 0.00012559558233216284
Position 11335: 0.00011527935301869822
Position 13962: 0.00011074400845036947
Position 13259: 0.00010734849949607409
Position 13361: 0.00010699609714992049
Position 16522: 0.00010294429091915199
Position 11538: 0.0001021243946284909
Position 12182: 0.00010145262900527071
Position 18174: 9.964138685814624e-05
Position 12147: 9.715857580016683e-05
Position 15154: 9.206604679139186e-05
Position 221: 8.967836714434606e-05
Position 2411: 8.910460094235869e-05
Position 1218: 8.654691201992816e-05
Position 198: 8.598135421504745e-05
Position 13860: 7.619321247902426e-05
Position 15799: 7.385479205472158e-05
Position 16490: 7.215190405481656e-05
Position 12952: 7.194686254222308e-05
Position 11806: 7.105419342879056e-05
Position 13224: 6.949470297555257e-05
Position 17717: 6.353255055421244e-05
Position 13239: 6.090177650927023e-05
Position 16582: 5.977404989157605e-05
Position 16623: 5.521072124385332e-05
Position 12753: 5.3067383983987414e-05
Position 16733: 4.886919573091297e-05
Position 1969: 4.324158670156648e-05
Position 11140: 4.3096025636975956e-05
Position 11102: 4.2040016096613406e-05
Position 275: 3.791939201882841e-05
Position 12637: 3.7479899709465876e-05
Position 16593: 3.413161738100315e-05
Position 13995: 3.386646964769027e-05
Position 13350: 3.329951683036165e-05
Position 118: 3.259683258004559e-05
Position 175: 3.223430918572484e-05
Position 872: 3.1457926056875735e-05
Position 13167: 2.9648444025648967e-05
Position 854: 2.827698738020444e-05
Position 12954: 2.7445358476124587e-05
Position 12368: 2.4579725896212652e-05
Position 11573: 2.4498910127574733e-05
Position 17221: 2.208110318335669e-05
Position 11549: 1.9990017044258017e-05
Position 553: 1.9790366262822736e-05
Position 17832: 1.692461243189711e-05
Position 12390: 1.6257166855971775e-05
Position 11676: 1.5754241395137303e-05
Position 102: 1.542983233754384e-05
Position 11607: 1.4619990312144004e-05
Position 17803: 1.414405033755055e-05
Position 10524: 1.3251906210679655e-05
Position 551: 1.2919744667541673e-05
Position 16672: 1.2818152909039361e-05
Position 15092: 1.24451713027897e-05
Position 579: 9.399267420149526e-06
Position 11934: 9.196883110000074e-06
Position 13267: 8.84604587147902e-06
Position 15376: 5.290571857840339e-06
Position 14547: 3.8126703017901743e-06
Position 52: 3.748598239319137e-06
Position 243: 3.102764359496193e-06
Position 15038: 3.022729884182273e-06
Position 11269: 2.918901464372566e-06
Position 12930: 2.7297351699579827e-06
Position 16577: 2.5898933878130134e-06
Position 11794: 1.5937933494392611e-06
Position 768: 1.4710292273785092e-06
Position 12860: 1.1496714563039796e-06
Position 4449: 1.1092338465058045e-06
Position 504: 1.073120310957616e-06
Position 16439: 9.542075996361235e-07
Position 68: 8.919100547685656e-07
Position 617: 8.063561128930226e-07
Position 829: 7.75325661283115e-07
Position 14977: 6.915136043071e-07
Position 165: 6.464031429891558e-07
Position 1111: 6.432325324920376e-07
Position 63: 6.117363451065401e-07
Position 5851: 4.3945451189897993e-07
Position 479: 4.215653887188724e-07
Position 3154: 4.1277016308281035e-07
Position 371: 2.795531370317423e-07
Position 14477: 2.6338165534465065e-07
Position 11342: 2.616581330458803e-07
Position 15333: 2.0873659695471817e-07
Position 12842: 2.0810691947016768e-07
Position 4: 1.9526700759071662e-07
Position 27: 1.894322639708386e-07
Position 898: 1.4764034492976193e-07
Position 11512: 1.4578902905393674e-07
Position 901: 1.4349330748634636e-07
Position 13833: 1.3381165353772888e-07
Position 728: 1.298904634053728e-07
Position 12608: 1.292038511408083e-07
Position 1705: 1.291763021425951e-07
Position 11646: 1.166702404329391e-07
Position 436: 1.1405898681569469e-07
Position 11897: 9.552512051485414e-08
Position 12165: 7.774774659758421e-08
Position 420: 5.066598211632472e-08
Position 418: 3.6170370880228735e-08
Position 13137: 3.081154542601447e-08
Position 13126: 2.1589580013662494e-08
Position 11438: 1.7605897771663528e-08
Position 13625: 1.1608206368363793e-08
Position 14: 1.1525312219274429e-08
Position 13576: 8.181741804518291e-09
Position 11373: 7.894857365330993e-09
Position 13083: 4.198391570630228e-09
Position 13129: 2.819487750197973e-09
Position 919: 2.712355876098517e-09
Position 11680: 1.5912073066752602e-09
Position 11568: 1.439806165717177e-09
Position 13086: 9.522271949075968e-10
Position 20: 8.962451869668968e-10
Position 13236: 8.069876354069223e-10
Position 11742: 6.549316714199275e-10
Position 559: 3.9391692377277915e-10
Position 13106: 3.273990665301851e-10
Position 406: 3.105052156492765e-10
Position 11966: 2.8126480300664726e-10
Position 11825: 1.1386910028062029e-10
Position 2320: 8.559576604291801e-11
Position 13291: 6.62511320866167e-11
Position 11622: 3.576632823453524e-11
Position 13197: 2.5578984720529475e-11
Position 425: 1.0011740898363448e-12
Position 13208: 5.533659176804209e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13021: 0.9999536739133609
Position 11251: 0.9994548866773877
Position 17084: 0.9533787231016706
Position 10351: 0.9324271641872001
Position 16345: 0.9281606203103211
Position 12481: 0.9067776142119716
Position 12810: 0.865212909520761
Position 13223: 0.7433064578467686
Position 14181: 0.27070391344419886
Position 15205: 0.21730604508122367
Position 18037: 0.20080276401484923
Position 18612: 0.14373288551430374
Position 18641: 0.10659305854330146
Position 18321: 0.10436067369165744
Position 9982: 0.102286040638668
Position 17722: 0.06345182369463752
Position 15539: 0.04912544321633335
Position 15275: 0.037727973156924284
Position 2968: 0.03666853238805721
Position 18368: 0.03637991662330984
Position 12878: 0.03620147615125214
Position 416: 0.03506303478256685
Position 16399: 0.03303188218104017
Position 15578: 0.03233000218043657
Position 14862: 0.03144900745701713
Position 17105: 0.027648693774817393
Position 1526: 0.026597648034420274
Position 18003: 0.026378141972843317
Position 16156: 0.023707136754173547
Position 15847: 0.0223706576802099
Position 18062: 0.02073522821320971
Position 12819: 0.019287696002959855
Position 14928: 0.01827374045429038
Position 12258: 0.018204023243063548
Position 17493: 0.01673965503552785
Position 17532: 0.01605606417773119
Position 11765: 0.015148851198478792
Position 12596: 0.014859517664816278
Position 12831: 0.014412921164181124
Position 17728: 0.012200660915961047
Position 258: 0.010585142387474865
Position 3909: 0.009980324501975965
Position 4291: 0.009701673785654872
Position 11852: 0.009176345244556619
Position 18695: 0.00773968079737262
Position 15440: 0.0072834469301032495
Position 17859: 0.00685573839146385
Position 440: 0.00623986400602799
Position 14187: 0.00611380441960365
Position 16372: 0.005430326202518192
Position 10650: 0.00507739950493345
Position 15869: 0.0048806857094404795
Position 3586: 0.0048304043590347385
Position 1310: 0.004827963551563862
Position 2130: 0.004677847688662804
Position 15117: 0.004630851891021611
Position 1560: 0.004605044252665022
Position 13872: 0.003883615346102136
Position 671: 0.0036926613237866232
Position 12218: 0.0035003906395454226
Position 15160: 0.0034632959799695087
Position 17597: 0.0034011429474701893
Position 12209: 0.003317507954482291
Position 11895: 0.0031158971454758066
Position 14040: 0.0030447188703695877
Position 12199: 0.002833637714719956
Position 5471: 0.0026313544171045105
Position 4333: 0.0026158513902459035
Position 12165: 0.0026112552998000652
Position 754: 0.002562661197908838
Position 17448: 0.0025393553065994664
Position 12352: 0.0024802467112246735
Position 18138: 0.002446702594177417
Position 1824: 0.0023959123460588244
Position 17415: 0.002308306685448826
Position 13680: 0.0022079168817264625
Position 17559: 0.0020466587196338966
Position 12453: 0.002046616613288185
Position 4294: 0.0019177800465564406
Position 15154: 0.0018759827789729968
Position 3275: 0.0017682860629398933
Position 17850: 0.0017604029521589436
Position 17649: 0.00169930033475375
Position 14106: 0.0016236316984476159
Position 13890: 0.001582992372140193
Position 13569: 0.0015219842362139077
Position 13791: 0.001363873265187169
Position 939: 0.0013627592520273465
Position 17394: 0.0013360132628857544
Position 4759: 0.0013318298387872242
Position 1624: 0.0013078927124403612
Position 341: 0.0012260193176255822
Position 1031: 0.0012010305222178372
Position 13331: 0.0011154726339914368
Position 14202: 0.0010849724847657022
Position 16683: 0.001053856407938175
Position 16927: 0.0009225310095136649
Position 18173: 0.0008927698086750456
Position 17373: 0.0008926514253961919
Position 11977: 0.0008762330924122778
Position 1289: 0.0008356504181067769
Position 17488: 0.0008325933656345171
Position 5417: 0.0007790976288351519
Position 15092: 0.0007663183410199831
Position 14164: 0.0007082833675045179
Position 13788: 0.0006860952169580976
Position 1563: 0.0006711216386936959
Position 9407: 0.0006484568518350293
Position 12492: 0.0006455427786196159
Position 12504: 0.0005874876550867258
Position 12008: 0.0005624585482726329
Position 12855: 0.0005051233881328658
Position 11207: 0.00048331396097552856
Position 11825: 0.00047504005331070934
Position 13755: 0.0004642616488838239
Position 14355: 0.0004633599240291795
Position 4669: 0.0003715184965525561
Position 13230: 0.00037038622923346213
Position 12147: 0.0003665368228474277
Position 3609: 0.00032605705665027067
Position 425: 0.0003046290273403294
Position 12375: 0.00029559985133279805
Position 1661: 0.0002867777765458906
Position 14046: 0.00028642321822701963
Position 12836: 0.00028616385640125496
Position 1690: 0.00027031035772855067
Position 812: 0.00025925234710328857
Position 2067: 0.0002440615256210013
Position 16540: 0.0002387441450953776
Position 13254: 0.0002327715708530625
Position 17460: 0.0002319956471069432
Position 765: 0.00021820955778477613
Position 13208: 0.00021609463806529158
Position 14514: 0.0002052137227326221
Position 12576: 0.00019120846410366005
Position 14103: 0.00019073300029406884
Position 528: 0.00018648225048264802
Position 12269: 0.00018187362412793533
Position 12340: 0.00016391170866957608
Position 13727: 0.00013770512179061498
Position 8587: 0.000122938614062434
Position 13434: 0.00011636139217327928
Position 13761: 0.00011334629087357968
Position 13971: 0.00010964793136554543
Position 13236: 0.00010557688480749385
Position 17102: 9.667368036308324e-05
Position 14367: 8.988948750251949e-05
Position 11735: 8.966642644196324e-05
Position 15234: 8.844297834008682e-05
Position 12884: 8.464997880857448e-05
Position 12763: 8.430455202545211e-05
Position 12498: 7.552667513344835e-05
Position 16730: 7.302247336718907e-05
Position 13410: 6.872613731666708e-05
Position 13607: 5.574120001896173e-05
Position 13974: 5.1105360905866024e-05
Position 14112: 4.8815249669380784e-05
Position 17171: 4.635785845524469e-05
Position 14049: 4.4965256962453994e-05
Position 17537: 4.2728736638805525e-05
Position 16129: 4.0215610423312036e-05
Position 12828: 3.909762300972053e-05
Position 15781: 3.864056855050755e-05
Position 16533: 3.780628770593939e-05
Position 13596: 3.755771780857306e-05
Position 15333: 3.722562183995901e-05
Position 15896: 3.480859314692369e-05
Position 17391: 3.425908160969267e-05
Position 11883: 3.254569118265057e-05
Position 11557: 3.1007724087513476e-05
Position 15881: 3.01033732742294e-05
Position 16109: 2.96117672644898e-05
Position 13959: 2.8956740278946428e-05
Position 15981: 2.807137643863825e-05
Position 12293: 2.6417782896847013e-05
Position 13048: 2.571061405069275e-05
Position 12080: 2.4575080136871715e-05
Position 12083: 2.4198143070760013e-05
Position 2157: 2.298802102062467e-05
Position 423: 2.121453070820322e-05
Position 12684: 2.0836218510362712e-05
Position 15902: 1.8474777211451176e-05
Position 11279: 1.712429717710707e-05
Position 15602: 1.6844477355242e-05
Position 3950: 1.5187658838138346e-05
Position 15703: 1.504325173793776e-05
Position 11188: 1.3986832671751024e-05
Position 11190: 1.1236119924975902e-05
Position 13547: 1.0165236989875148e-05
Position 887: 9.925600439998324e-06
Position 13824: 9.520936813353244e-06
Position 3010: 9.264567621774632e-06
Position 13405: 9.062119281146535e-06
Position 456: 8.735971214454364e-06
Position 13636: 8.429082838070952e-06
Position 17406: 8.285434421852454e-06
Position 1315: 7.674833556810847e-06
Position 13070: 6.914668656486557e-06
Position 318: 6.615316736703368e-06
Position 13938: 6.431736352987405e-06
Position 165: 6.287709952178222e-06
Position 821: 5.097348105554036e-06
Position 1415: 5.047259862899539e-06
Position 13692: 4.49201110842197e-06
Position 11312: 4.293342313675744e-06
Position 1069: 4.058946422645096e-06
Position 11952: 3.6523784481599174e-06
Position 1005: 3.4728608319408094e-06
Position 13422: 2.962298931793058e-06
Position 464: 2.8679252071859718e-06
Position 507: 2.4440539126962066e-06
Position 16709: 2.3359816605785922e-06
Position 16693: 2.3106663422176344e-06
Position 11273: 2.1716402624359143e-06
Position 11324: 2.0331221319528777e-06
Position 16759: 1.8851375173302071e-06
Position 13150: 1.868851919262133e-06
Position 185: 1.8485104004039013e-06
Position 13061: 1.4870493798461118e-06
Position 175: 1.3356021489087435e-06
Position 11402: 9.947372198047133e-07
Position 17254: 9.036123540120967e-07
Position 16816: 4.768792535129049e-07
Position 693: 3.513866341222029e-07
Position 268: 2.167026145570741e-07
Position 234: 1.487933584388088e-07
Position 16943: 1.4782172733849594e-07
Position 198: 1.4168577915108062e-07
Position 16882: 1.3257219541687684e-07
Position 16792: 1.3031945579386143e-07
Position 297: 9.701147556240865e-08
Position 16732: 7.970651072223538e-08
Position 11856: 6.87435049265981e-08
Position 192: 5.639308818905989e-08
Position 11432: 1.61614088521702e-08
Position 12029: 1.2404560937591296e-08
Position 313: 1.0290855798868086e-08
Position 11662: 4.7303481968833706e-09
Position 11176: 3.711300621795652e-09
Position 102: 2.6472633522574723e-09
Position 418: 1.9090108776827193e-09
Position 210: 1.2615616187845546e-09
Position 221: 6.446090926279898e-10
Position 275: 5.100949193792384e-10
Position 214: 3.3241139040255746e-10
Position 205: 3.0123035113169553e-10
Position 13163: 7.580495029477317e-11
Position 49: 1.9378307824669932e-11
Position 68: 1.0865377493061726e-12
Position 13037: 1.4183818719264857e-14
