Gene = Papss
Position 37: 0.00012947216329608067
Position 4: 0.00011261470099772535
Position 13854: 0.00011124445061724077
Position 1124: 9.557901595591384e-05
Position 10001: 8.960302574192976e-05
Position 15372: 8.209125008566023e-05
Position 327: 7.708270647631575e-05
Position 6: 6.327401640501834e-05
Position 710: 6.275772025159411e-05
Position 10404: 5.711884255531511e-05
Position 54: 5.2941171238462544e-05
Position 342: 4.555563323555932e-05
Position 14908: 4.2148075148327126e-05
Position 15476: 4.141348958997066e-05
Position 11307: 3.094089713145196e-05
Position 14925: 2.8993082484000605e-05
Position 10773: 2.7470612009025218e-05
Position 15466: 1.9282582533466807e-05
Position 15520: 1.80507957513118e-05
Position 160: 1.799518311208078e-05
Position 446: 1.3383293228095697e-05
Position 1084: 1.313884027515162e-05
Position 507: 1.12047703613237e-05
Position 3263: 1.076837355267177e-05
Position 756: 1.0171206381659705e-05
Position 775: 8.207880587627315e-06
Position 13601: 6.557412358931823e-06
Position 13700: 6.1111277900163105e-06
Position 1211: 5.702734813476474e-06
Position 31: 4.191440194994583e-06
Position 15470: 4.106266293922917e-06
Position 1535: 3.7911209745897726e-06
Position 862: 3.7008025251419538e-06
Position 590: 3.459565504778651e-06
Position 113: 1.7212816363860956e-06
Position 1062: 1.1426636428602821e-06
Position 223: 9.76631392166763e-07
Position 958: 8.871897166129195e-07
Position 1133: 7.176727511624212e-07
Position 300: 7.144766843674213e-07
Position 813: 6.151057645569444e-07
Position 791: 4.836555433388548e-07
Position 98: 4.714639858705747e-07
Position 488: 4.287021786978777e-07
Position 305: 3.7915180550403896e-07
Position 248: 3.200187436652736e-07
Position 218: 3.1756882054467745e-07
Position 491: 2.7827743940159426e-07
Position 90: 2.35838705027413e-07
Position 263: 2.3375326340252662e-07
Position 4153: 1.1087773237247663e-07
Position 922: 9.59116476950219e-08
Position 13995: 4.151796129307496e-08
Position 14160: 3.947791858510847e-08
Position 15312: 3.883117431389123e-08
Position 13692: 3.865251434555613e-08
Position 14803: 2.1578565496121353e-08
Position 13802: 5.765737494033502e-09
Position 13919: 4.277734021523914e-09
Position 282: 2.749472470833074e-09
Position 361: 8.80209448249351e-10
Position 369: 6.777850945043282e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.9991787807023716
Position 15111: 0.9950084161123125
Position 13084: 0.9644969637265838
Position 2876: 0.5708590920079994
Position 9852: 0.5291680222566816
Position 2246: 0.30650525228872305
Position 2595: 0.23057724144700428
Position 413: 0.2134442188545071
Position 516: 0.13886037043525604
Position 2408: 0.11380111764111296
Position 1402: 0.0802075165462037
Position 14624: 0.06339395612898517
Position 14928: 0.06135832922779657
Position 218: 0.04867239143784086
Position 2005: 0.03736397424723679
Position 14464: 0.036082199832179605
Position 1516: 0.032850989813014146
Position 3347: 0.028546472845864205
Position 1469: 0.027072794106093003
Position 3172: 0.025640392121311903
Position 1967: 0.020471265561371882
Position 710: 0.019031486888401943
Position 7710: 0.018592091672959433
Position 1848: 0.01448228397317374
Position 1056: 0.01366823797227526
Position 1712: 0.012645945517875042
Position 8848: 0.011646044503078514
Position 8836: 0.011575091644815644
Position 1707: 0.011493631876884217
Position 1236: 0.011400260793249416
Position 74: 0.011334133261341974
Position 482: 0.010817836030879857
Position 7338: 0.009706804514934832
Position 1885: 0.009075511946799257
Position 11874: 0.008970352796997032
Position 241: 0.00857187120664461
Position 11204: 0.006574374335204428
Position 7957: 0.006195873832435617
Position 1021: 0.005869615877328376
Position 203: 0.004687613940480831
Position 12051: 0.004683401631557345
Position 6486: 0.004660166968836016
Position 859: 0.0042648342244994185
Position 7350: 0.0039186421243909576
Position 524: 0.003632196572182562
Position 443: 0.0035398529191676114
Position 921: 0.0033357487789331805
Position 761: 0.00332646675542826
Position 1133: 0.002863489015902131
Position 7334: 0.0027447153342996544
Position 862: 0.00274149922409564
Position 1372: 0.0022165749358420165
Position 1083: 0.001977663730272026
Position 1597: 0.001886295877499414
Position 15444: 0.0018482244099847652
Position 1318: 0.0017064145717454158
Position 2117: 0.0016506761262025337
Position 2419: 0.0015277116643937353
Position 1943: 0.001491577849441804
Position 2273: 0.0014163908576183106
Position 2430: 0.0013586987898341653
Position 14405: 0.001262304441884821
Position 1717: 0.001182006262662742
Position 7731: 0.0011495077324698139
Position 15398: 0.001146320512544232
Position 2020: 0.0009108363889378705
Position 953: 0.0008001630268915003
Position 90: 0.0007789466612175356
Position 14246: 0.0007044610209822353
Position 1908: 0.0006856014613460529
Position 2026: 0.0006410117208106243
Position 2276: 0.0006348577190608105
Position 1895: 0.0006299894933070315
Position 3372: 0.0005512235799484229
Position 136: 0.0005176795289350799
Position 803: 0.0004696539474976965
Position 1570: 0.00045404186833901395
Position 15558: 0.00044568416224026957
Position 272: 0.00042327249879124207
Position 15618: 0.0004211860788565184
Position 13916: 0.00039928446674729356
Position 1812: 0.00035271530376010683
Position 1767: 0.0003482924087678256
Position 419: 0.0003465306861853423
Position 82: 0.0003408699287390657
Position 15573: 0.0003376040103150708
Position 98: 0.0003044070753531323
Position 3584: 0.00027287734548614445
Position 3161: 0.00024022340151143623
Position 244: 0.00020859630887529185
Position 958: 0.00019942774859640517
Position 3388: 0.0001835599904444749
Position 1425: 0.0001760509419752107
Position 1094: 0.00015643643007224253
Position 1643: 0.00014981111504849587
Position 917: 0.00013579900336216827
Position 1497: 7.235080225322408e-05
Position 15366: 3.2116718276004107e-05
Position 690: 3.1145852277288797e-05
Position 10621: 2.7470612009025208e-05
Position 2533: 2.088945241372782e-05
Position 1264: 2.073062434888125e-05
Position 993: 1.4546720796639895e-05
Position 3038: 1.413173653373632e-05
Position 103: 1.3475144715921054e-05
Position 837: 1.3020347023597594e-05
Position 15534: 1.0957026176924047e-05
Position 3184: 9.388922026838467e-06
Position 282: 7.681631667570863e-06
Position 140: 7.406627737819571e-06
Position 15404: 6.382192669956292e-06
Position 381: 1.6299103347767087e-06
Position 318: 1.490919534998484e-06
Position 611: 9.73458607261411e-07
Position 313: 3.7123711911588063e-07
Position 305: 2.8061861683369365e-07
Position 113: 2.138152940833258e-07
Position 4015: 1.1087773237247701e-07
Position 144: 3.0846339374740084e-08
Position 300: 2.1203155418647448e-08
Position 293: 1.512695463237297e-08
Position 325: 8.182882014754032e-09
Position 334: 1.1823861159921864e-09
Position 3498: 1.0887453080173589e-10
