Gene = Clamp
Position 922: 2.1466787641574098e-05
Position 155: 2.1342096001413518e-05
Position 236: 1.741602342677674e-05
Position 1376: 1.7403948724783236e-05
Position 391: 1.73079839703852e-05
Position 2585: 1.7303781950457117e-05
Position 145: 1.1825409042182114e-05
Position 833: 1.1535437934091608e-05
Position 879: 9.92843347520598e-06
Position 289: 9.620930384780942e-06
Position 1567: 9.5930398517558e-06
Position 771: 8.984239221553944e-06
Position 1043: 8.694030165085753e-06
Position 349: 7.2684404147045756e-06
Position 898: 7.1639330982891674e-06
Position 318: 6.9287842696156024e-06
Position 208: 6.17818254772174e-06
Position 1326: 6.061865881692212e-06
Position 2021: 5.62672407781401e-06
Position 1494: 5.626600422558376e-06
Position 385: 5.539707738945957e-06
Position 2675: 4.197615187842711e-06
Position 396: 3.254902454875515e-06
Position 331: 3.2478814946569277e-06
Position 1251: 3.0557409997724403e-06
Position 2595: 2.9792484303529823e-06
Position 448: 2.836487946848194e-06
Position 1230: 2.2071481289971675e-06
Position 420: 1.9236115619240935e-06
Position 881: 1.4973778303743952e-06
Position 20: 1.4613884889377987e-06
Position 459: 1.3672317885699809e-06
Position 793: 1.3562704882845007e-06
Position 398: 1.0462216005206405e-06
Position 786: 4.680306852136194e-07
Position 25: 4.1160540894350813e-07
Position 507: 2.667915098012679e-07
Position 838: 3.7333349239258786e-08
Position 1937: 3.3493279062923795e-08
Position 1892: 3.282890734170701e-08
Position 1387: 2.846506680355744e-08
Position 1361: 1.9821621438453134e-08
Position 512: 1.4720406310893226e-09
Position 522: 1.321642629566993e-09
Position 1955: 5.389307422410535e-10
Position 520: 1.4889171637413238e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9825984804841175
Position 2155: 0.9539056946000325
Position 822: 0.9398084329626287
Position 499: 0.8961288610591455
Position 1076: 0.6470795214935028
Position 1925: 0.5736186206365829
Position 2994: 0.2356745499212771
Position 1904: 0.20801714321331638
Position 1170: 0.11266468022425914
Position 1157: 0.06023500097227282
Position 852: 0.057551199447567196
Position 324: 0.03923964659000022
Position 1119: 0.033636852768853275
Position 2790: 0.02711530742593225
Position 3207: 0.025839359292386902
Position 3016: 0.022397828511447598
Position 2664: 0.01586907902147287
Position 1096: 0.015440100139191337
Position 1889: 0.014292181539839677
Position 2946: 0.013417926627761805
Position 1610: 0.009895520490988984
Position 1964: 0.009375545253661882
Position 2658: 0.008881004151612224
Position 3327: 0.00882730059783881
Position 3361: 0.008399817195835229
Position 2970: 0.0066963142497266
Position 2707: 0.0053393974972241395
Position 3129: 0.004614729524807327
Position 2635: 0.004596736716998911
Position 1724: 0.0042208028415887874
Position 505: 0.0040613742453232534
Position 1346: 0.0030883029494522766
Position 2895: 0.0030133378242306196
Position 2177: 0.0027450855183035884
Position 2453: 0.0025176278733325917
Position 1021: 0.0023568215576300947
Position 706: 0.0023318974031770897
Position 2756: 0.0019079308412061696
Position 2761: 0.0017290082272892824
Position 2221: 0.0015049056030816542
Position 445: 0.0012490106035351132
Position 1721: 0.0010517469551514372
Position 2477: 0.0010008834622937037
Position 2381: 0.000992270886435594
Position 2186: 0.0009384153992615002
Position 1349: 0.0009253887030967142
Position 520: 0.0009207842451412431
Position 1184: 0.0007837606907127282
Position 679: 0.00073159927949057
Position 1181: 0.0007159284571428878
Position 2427: 0.0006629728074112258
Position 889: 0.0005948186134969973
Position 1283: 0.0005630852827695331
Position 1352: 0.0005294092500528102
Position 336: 0.0005286001059038635
Position 331: 0.0003816285243251008
Position 2501: 0.00029752943762063227
Position 3057: 0.00026830599453232215
Position 2713: 0.00026138461594227654
Position 1262: 0.00025813075908493914
Position 1034: 0.00025614272375763824
Position 1983: 0.00025121358966533633
Position 216: 0.00021270270393395214
Position 614: 0.00019440518921977852
Position 1795: 0.00017838342676266037
Position 3368: 0.00017723263239755618
Position 1646: 0.00016971270494961415
Position 1103: 0.00016770899493894742
Position 2354: 0.00016737574815752396
Position 360: 0.0001353326152611088
Position 1237: 0.00012958765937658444
Position 1409: 0.00012611865611941912
Position 1209: 0.00012329495953360004
Position 2293: 0.00011936355961344407
Position 1991: 0.00010860673372683344
Position 1457: 8.935805748213131e-05
Position 945: 7.941074571268773e-05
Position 1406: 4.487805517281545e-05
Position 1739: 4.461551336758205e-05
Position 716: 4.2842183501781466e-05
Position 1048: 4.087591101144616e-05
Position 1433: 3.8764356666509786e-05
Position 289: 3.506416619489592e-05
Position 343: 3.3397116422683545e-05
Position 538: 3.2541269329014303e-05
Position 1422: 3.1822435165450245e-05
Position 574: 2.2387960972847505e-05
Position 1038: 2.22705003803652e-05
Position 530: 2.047651099878072e-05
Position 2962: 1.9933404646301896e-05
Position 1244: 1.804107833285755e-05
Position 1430: 1.7833949420826913e-05
Position 865: 8.809989816562414e-06
Position 1628: 6.685618178851584e-06
Position 97: 3.824461477712463e-06
Position 894: 2.874686627165319e-06
Position 556: 2.495649140998605e-06
Position 362: 2.329921824780373e-06
Position 213: 2.031048908590534e-06
Position 876: 1.9196818956409893e-06
Position 91: 1.2270449034488498e-06
Position 540: 8.478724055312693e-07
Position 546: 6.933001376219871e-07
Position 736: 2.8712310501409186e-07
Position 345: 1.844835684603609e-07
Position 1011: 1.383505813686442e-07
Position 973: 1.1279622805954403e-07
Position 952: 9.734103135408668e-08
Position 739: 8.704354118984057e-08
Position 75: 7.609610489022904e-08
Position 255: 5.2363524121281836e-08
Position 69: 4.4253387328786135e-08
Position 220: 1.5116376297641354e-08
