Gene = aos
Position 1806: 1.400729596479585e-06
Position 11970: 1.3555889803050496e-06
Position 7641: 1.1451068854632014e-06
Position 6457: 8.753175023139101e-07
Position 974: 5.618660235489236e-07
Position 9259: 5.334290425562466e-07
Position 9275: 5.290294707499368e-07
Position 10364: 4.3423716300813176e-07
Position 5: 4.2611524051994355e-07
Position 12225: 3.8360677395465735e-07
Position 4263: 3.234590060654356e-07
Position 2923: 2.830022011700487e-07
Position 12234: 2.751137735829261e-07
Position 12656: 2.6816264341390757e-07
Position 2913: 2.3698625310670232e-07
Position 12228: 1.8949714286379086e-07
Position 12684: 1.8168738231488478e-07
Position 12885: 6.870933604821326e-08
Position 12929: 3.447464584896869e-08
Position 12030: 2.557424530003188e-08
Position 12943: 2.0541531732142317e-08
Position 11948: 6.3957112956423815e-09
Position 12108: 4.833625021353866e-09
Position 1159: 3.3513066820141755e-09
Position 1179: 3.330305006658975e-09
Position 12254: 3.143306134317055e-09
Position 11974: 3.1064162241997596e-09
Position 12174: 2.024236340832707e-09
Position 1353: 1.4999628170134822e-09
Position 11963: 1.2941775467946507e-09
Position 1468: 1.2590983314940209e-09
Position 1045: 6.879937563188791e-10
Position 1035: 5.525292247355614e-10
Position 1072: 5.234905059992483e-10
Position 11976: 4.298694608957813e-10
Position 11941: 3.606743243040039e-10
Position 12198: 2.733230138948185e-10
Position 12116: 2.7265104906838955e-10
Position 1326: 1.7884193856321662e-10
Position 12149: 1.0618257360402318e-10
Position 640: 7.87722054056022e-12
Position 634: 5.264176526337855e-12
Position 107: 3.5516206391817868e-12
Position 346: 2.5289874670330635e-12
Position 329: 1.7047516164135382e-12
Position 311: 6.77664559800755e-14
Position 446: 6.101045403407205e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998750818501337
Position 12138: 0.9944232932484529
Position 11275: 0.9385818665454538
Position 12837: 0.2456244468337935
Position 11515: 0.1952357363701434
Position 5259: 0.041550699379374674
Position 838: 0.033167575314097836
Position 12997: 0.026180320823709507
Position 85: 0.021106831889599754
Position 13006: 0.015059937860867293
Position 11230: 0.013835602251544744
Position 12392: 0.012307892801444389
Position 13031: 0.011164406246050388
Position 11315: 0.010297797513380945
Position 2760: 0.009756560771150823
Position 9428: 0.009746818785773438
Position 305: 0.009488583571735685
Position 12408: 0.007884273676281509
Position 11418: 0.0068294379026338685
Position 1604: 0.005784381131418755
Position 11217: 0.005756909659589556
Position 8032: 0.0039948743093111425
Position 1500: 0.003965910957544633
Position 894: 0.0037917660713742032
Position 9110: 0.0035053785134040918
Position 13165: 0.0032597492859290592
Position 5374: 0.0032476276901490975
Position 113: 0.0030208107663267894
Position 12555: 0.002600369763037611
Position 466: 0.0024500902962145583
Position 12412: 0.002161998020071689
Position 10268: 0.0018809793062587459
Position 1520: 0.0017766811502668784
Position 12963: 0.0017046430145174413
Position 5306: 0.0016494470074524892
Position 1646: 0.0015427135249199697
Position 8643: 0.0015033649054918812
Position 2344: 0.0014509487006606392
Position 10912: 0.0012429753123089215
Position 1988: 0.0012080068450614258
Position 10645: 0.0011825643950650708
Position 8036: 0.001158215257449103
Position 13108: 0.0010991507536949907
Position 697: 0.001097496017375525
Position 5006: 0.0010248889636354246
Position 543: 0.000958505558142825
Position 2218: 0.0009485593823799335
Position 7484: 0.0009077466320142292
Position 228: 0.000899602825099717
Position 12153: 0.0008898738699300128
Position 5223: 0.0008754542466489438
Position 1117: 0.000869646955266657
Position 2283: 0.0008368400488826256
Position 1523: 0.0008304779751771436
Position 9863: 0.000787849736676316
Position 2317: 0.0007198007983910667
Position 5167: 0.0006056813074573914
Position 1329: 0.0005819164723583081
Position 5131: 0.0005759144482995216
Position 754: 0.0005690735316073609
Position 12656: 0.00048275363868940035
Position 1361: 0.00041242236990982956
Position 12575: 0.00040709301027318825
Position 760: 0.00038636945019204327
Position 2558: 0.0003573052167210125
Position 7712: 0.0003544474116688785
Position 12680: 0.00034880533653797424
Position 13075: 0.00034410374503019927
Position 1423: 0.0003427186687942611
Position 5345: 0.00034195153589071457
Position 1103: 0.0003217197757374195
Position 7217: 0.00031259616417132963
Position 2491: 0.00030073384817858804
Position 2471: 0.00028920219125695517
Position 521: 0.0002763762766388523
Position 1071: 0.00027167689585720314
Position 1860: 0.0002557566951426756
Position 1366: 0.0002511249368699806
Position 1853: 0.00024741103425222785
Position 5476: 0.00023995506443783316
Position 502: 0.0002330372040976013
Position 1652: 0.00022132940232670503
Position 1420: 0.0002198263459377369
Position 4137: 0.00018983924214898565
Position 7784: 0.0001753111784100692
Position 2433: 0.00017270067173422927
Position 3939: 0.00017037770745994112
Position 2314: 0.00015312336279158574
Position 2349: 0.00013504883508405318
Position 13238: 0.00013288461184790266
Position 13088: 0.00010758913965111695
Position 12723: 9.980051387752879e-05
Position 4724: 9.347394530875959e-05
Position 339: 8.955548416906902e-05
Position 2446: 7.832561710514237e-05
Position 11933: 7.300930403434573e-05
Position 321: 6.945022261761924e-05
Position 254: 6.924869338998064e-05
Position 2543: 6.304000936527984e-05
Position 494: 6.23093819391692e-05
Position 515: 5.823098838158252e-05
Position 527: 5.317060589267518e-05
Position 2718: 5.203113857159503e-05
Position 545: 4.3208236095136555e-05
Position 666: 3.8064663444410093e-05
Position 12234: 3.728142311164122e-05
Position 11936: 3.0872343510064664e-05
Position 12159: 2.6291355096565297e-05
Position 12479: 2.4737350602611603e-05
Position 12767: 1.6282705082884145e-05
Position 11959: 1.4661156029066355e-05
Position 1229: 1.3560800277594568e-05
Position 2083: 1.3248771254299321e-05
Position 12244: 1.0153314871892177e-05
Position 12416: 8.851610079517858e-06
Position 1307: 8.330235889479858e-06
Position 13194: 7.524049415284962e-06
Position 12448: 7.5201562683971075e-06
Position 1745: 6.594710957567071e-06
Position 12189: 4.948849027091136e-06
Position 2059: 4.692321699567528e-06
Position 1346: 4.50341124636283e-06
Position 1622: 3.3964362729763796e-06
Position 1045: 2.611686643711529e-06
Position 1695: 2.5737777012845795e-06
Position 2569: 1.892655970694914e-06
Position 757: 1.8876494224516245e-06
Position 2732: 1.7451197124071486e-06
Position 906: 1.566262586552606e-06
Position 785: 1.4969782494762201e-06
Position 2584: 1.294834862607058e-06
Position 1239: 1.2397794173610007e-06
Position 2289: 1.2022030671155972e-06
Position 12030: 1.1254982696509285e-06
Position 2604: 1.0841565132893827e-06
Position 1248: 1.045848053384559e-06
Position 12879: 7.576676286685286e-07
Position 6326: 4.6467739912429196e-07
Position 12663: 3.161177352764818e-07
Position 1176: 2.681804230697988e-07
Position 903: 2.550912156980058e-07
Position 194: 2.0915793269865444e-07
Position 12505: 2.0700299122962093e-07
Position 745: 1.6520397620526832e-07
Position 12195: 1.5869590293515015e-07
Position 6005: 1.1485706041244231e-07
Position 1293: 8.651412705167122e-08
Position 1130: 8.020869407724137e-08
Position 12286: 1.7738521242529968e-08
Position 552: 1.5724623259830075e-08
Position 556: 1.2524258450298279e-08
Position 164: 4.9496889056296305e-09
Position 122: 4.338141218856887e-09
Position 12260: 2.9598038151578093e-09
Position 150: 5.85024881340416e-12
Position 201: 2.6513454337727522e-12
Position 138: 2.2371295117035417e-12
Position 127: 1.4367422876920968e-12
Position 116: 6.963020658514073e-13
Position 183: 2.0166327107889888e-13
Position 143: 1.4590530243862573e-13
Position 307: 6.922153221693409e-15
Position 160: 1.5454274649315117e-15
Position 53: 3.281710335710854e-16
Position 51: 2.4516353101624516e-16
Position 61: 1.2459639915191125e-16
