Gene = Marf1
Position 14831: 1.7497052066378647e-07
Position 14103: 7.04780535228777e-08
Position 646: 5.4597133109854954e-08
Position 69: 4.31790610824727e-08
Position 12472: 2.729106260429047e-08
Position 66: 2.4279073919729317e-08
Position 10414: 7.8096775681635e-09
Position 92: 7.313734961639974e-09
Position 9525: 1.1795804179449723e-09
Position 10120: 1.0672797978560949e-09
Position 9177: 1.0366296630574673e-09
Position 9452: 7.320386842604808e-10
Position 9480: 6.769271644555972e-10
Position 9403: 5.212837167557167e-10
Position 8570: 3.9354711276866274e-10
Position 8174: 2.807127538855813e-10
Position 8141: 2.1614595502039253e-10
Position 8797: 8.570248153034397e-11
Position 251: 7.738589430744186e-11
Position 7851: 6.358319144075244e-11
Position 8326: 5.2799768309532946e-11
Position 5667: 1.5944327223314866e-11
Position 6603: 1.5775004228629863e-11
Position 6312: 1.5292292346024163e-11
Position 5557: 1.1343706098317544e-11
Position 6490: 1.1321704390503997e-11
Position 5837: 5.369146425935768e-12
Position 5366: 3.913655957893122e-12
Position 3767: 3.5934285520486246e-12
Position 3453: 2.698088443883512e-12
Position 4175: 2.4483696814487754e-12
Position 5897: 2.290265950207992e-12
Position 3590: 1.402919738788894e-12
Position 3720: 1.1215795044448177e-12
Position 3382: 9.575064231284667e-13
Position 3369: 5.304010399841737e-13
Position 3316: 9.977113682825221e-14
