Gene = corn
Position 11710: 0.00025252022966841173
Position 323: 0.0002418759546013918
Position 11297: 0.00021897427701267295
Position 12034: 0.00021739129491767822
Position 13349: 0.00021634924666593983
Position 10496: 0.00019460252995458832
Position 706: 0.00018012181048521935
Position 3193: 0.00014825264455362524
Position 12704: 0.00014577797726867883
Position 509: 0.00014342763449577123
Position 736: 0.00013064182777664053
Position 9499: 0.00011684183703089643
Position 157: 0.00011275788829861128
Position 1988: 0.00011104918168949044
Position 12052: 0.00010390258509692052
Position 1697: 9.698812136491271e-05
Position 2063: 9.3427731996733e-05
Position 1796: 9.27613446555571e-05
Position 1400: 8.109699214266999e-05
Position 12293: 7.231220547682529e-05
Position 13323: 7.229975762856045e-05
Position 485: 6.596486863573647e-05
Position 511: 6.249467097544613e-05
Position 13699: 4.7019345401578736e-05
Position 12510: 4.3671459950027835e-05
Position 150: 4.35518748297766e-05
Position 6857: 4.03455941040311e-05
Position 12502: 3.540281742573989e-05
Position 2815: 3.415799496246244e-05
Position 688: 3.3384260896696185e-05
Position 12458: 3.319096962535552e-05
Position 1300: 3.292324957174771e-05
Position 11982: 3.131697170268405e-05
Position 423: 2.589793613636161e-05
Position 11416: 2.5325587315303347e-05
Position 12385: 2.4612348324664076e-05
Position 13530: 2.1505780429743194e-05
Position 11749: 1.8078502790441035e-05
Position 1432: 1.6206247034137995e-05
Position 5935: 1.6141858272906633e-05
Position 499: 1.4508435618949752e-05
Position 6865: 1.3981451875333716e-05
Position 12507: 1.2584608169862786e-05
Position 44: 1.1123519922583693e-05
Position 12421: 9.453373530356894e-06
Position 12427: 9.264598784676115e-06
Position 77: 8.794706651035892e-06
Position 12115: 8.36621559838281e-06
Position 519: 8.184384486799781e-06
Position 1290: 6.691347686820248e-06
Position 12004: 6.6118199791005925e-06
Position 11610: 6.376148260938242e-06
Position 344: 6.244838684168406e-06
Position 12022: 5.903721856604295e-06
Position 11440: 4.822581988003006e-06
Position 12001: 4.255163968423789e-06
Position 11512: 3.2839511737482634e-06
Position 12513: 2.7314326390667154e-06
Position 12121: 2.4540271506624926e-06
Position 100: 1.9582288301053026e-06
Position 3249: 1.2311616111378427e-06
Position 1780: 1.2091557504020128e-06
Position 493: 1.1073753233818453e-06
Position 513: 1.0552927322087362e-06
Position 11655: 9.058753323541849e-07
Position 11612: 8.866612630193194e-07
Position 577: 8.650550129276913e-07
Position 12373: 6.361774509612341e-07
Position 255: 6.260230131357952e-07
Position 550: 4.5493976318309185e-07
Position 35: 4.1340084258185824e-07
Position 12955: 3.8718310557544225e-07
Position 1788: 1.7451933239225634e-07
Position 241: 1.6110903396090555e-07
Position 293: 1.4328337905487609e-07
Position 12922: 7.876013269316584e-08
Position 11885: 5.06309698274408e-08
Position 13364: 3.459166558040353e-08
Position 3163: 3.404703064592435e-08
Position 1142: 1.9137461277751926e-08
Position 11859: 1.7235456323626217e-08
Position 13136: 1.5668978876223422e-08
Position 13018: 1.4870885147260858e-08
Position 11933: 1.4460247429144509e-08
Position 12982: 1.411281620008998e-08
Position 13054: 1.2375112990323024e-08
Position 5950: 1.1401112024720652e-08
Position 11258: 5.620591609852261e-09
Position 11281: 4.229503330184831e-09
Position 268: 4.5909079336881285e-10
Position 244: 8.560905839986067e-11
Position 263: 5.419801747152957e-11
Position 13021: 9.26499543005131e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11172: 0.9997345018535991
Position 12164: 0.998654419452278
Position 11900: 0.9984339107011888
Position 11544: 0.9932752410429199
Position 13066: 0.9477568858945613
Position 9208: 0.8197133238056485
Position 12791: 0.8058730186111828
Position 757: 0.34395365184574833
Position 9162: 0.156608479905875
Position 449: 0.10574332789530362
Position 8885: 0.08786837994140043
Position 12896: 0.07558390512691686
Position 12566: 0.07507960649089397
Position 12502: 0.04499231834994217
Position 13084: 0.04217531953499041
Position 8642: 0.034152957101664216
Position 1518: 0.03389519920767349
Position 12507: 0.03185739781774298
Position 255: 0.027347441193893544
Position 554: 0.027259561720506267
Position 12438: 0.020232427430151998
Position 13367: 0.017562331241561945
Position 406: 0.016478453847853024
Position 1045: 0.016058762270548133
Position 12402: 0.011985874019059905
Position 662: 0.011687465028550071
Position 12835: 0.010930888321230148
Position 1200: 0.010107974114000615
Position 6636: 0.009582583405317925
Position 988: 0.009358059165018733
Position 13110: 0.007100948764065006
Position 573: 0.006126730167593409
Position 12832: 0.0060785110741829835
Position 412: 0.005762431817227532
Position 12513: 0.004708152247439788
Position 6243: 0.004484020078263214
Position 12572: 0.003995333165659703
Position 3493: 0.0038777320994457906
Position 434: 0.0034268323049866543
Position 1567: 0.0031010187806386385
Position 2961: 0.003032300003140177
Position 13567: 0.002667562302817088
Position 12672: 0.00242078172861827
Position 789: 0.002410271914165449
Position 11688: 0.0023313742867669828
Position 13399: 0.002300568198744016
Position 855: 0.0022762713047076197
Position 11768: 0.0021330051194104614
Position 6077: 0.0018825179946600232
Position 13692: 0.001652097983065097
Position 1079: 0.0015288887884468238
Position 13546: 0.0013877782291735325
Position 13758: 0.001383434794455487
Position 2932: 0.0011459812729774355
Position 3340: 0.001118638605343173
Position 6360: 0.0011148412816824695
Position 12950: 0.0010413922702746793
Position 12177: 0.00085842956153884
Position 363: 0.0008320757932456314
Position 1129: 0.0008070088760459672
Position 12908: 0.000777638060196672
Position 913: 0.0007219040228065846
Position 11397: 0.00070103328264174
Position 479: 0.000669348440057818
Position 1413: 0.0006326043447394239
Position 5200: 0.000627347295923963
Position 13418: 0.0006165503973439627
Position 920: 0.0005192375158975718
Position 13717: 0.0005178985340619838
Position 276: 0.0005101201640705754
Position 883: 0.0004418014912478143
Position 3425: 0.00039962523105740034
Position 12684: 0.00033696160865598004
Position 889: 0.00031019274746601794
Position 13906: 0.0002988051937592531
Position 12692: 0.00027198299476889734
Position 1424: 0.00026262977100604737
Position 11579: 0.00023750996285608689
Position 11719: 0.0002308503202190801
Position 12180: 0.0002074214174746557
Position 13371: 0.00020467637442297647
Position 11780: 0.00017139575691466625
Position 13619: 0.0001700480656516062
Position 11191: 0.00015846586546682458
Position 13054: 0.00014111096739546938
Position 13189: 0.00012419193533125874
Position 13627: 0.00011493864346752693
Position 585: 0.00010769602223014507
Position 13132: 9.219366719443459e-05
Position 12803: 7.328894438172865e-05
Position 613: 6.810029656866419e-05
Position 542: 6.211272389719997e-05
Position 13555: 5.954848225554795e-05
Position 12715: 5.766040671716651e-05
Position 11254: 5.739092942106384e-05
Position 11726: 5.325595220475387e-05
Position 5175: 4.741967902038486e-05
Position 13440: 4.669823049698453e-05
Position 11188: 4.4727467056265605e-05
Position 11798: 3.470659475687339e-05
Position 12555: 3.3431078010309874e-05
Position 1851: 2.8864442732447512e-05
Position 11710: 1.9646082147793272e-05
Position 485: 1.9418891993924198e-05
Position 360: 1.791897058391591e-05
Position 668: 1.6775916752370144e-05
Position 206: 1.5296179827361116e-05
Position 11618: 1.280816030055995e-05
Position 12069: 1.2442577037061475e-05
Position 11928: 1.0272943270527643e-05
Position 11510: 9.024498686712591e-06
Position 2620: 8.744381822933361e-06
Position 577: 8.498415775013679e-06
Position 128: 7.6087691233411025e-06
Position 393: 7.465735914594053e-06
Position 11987: 6.577101854177393e-06
Position 12264: 6.35686649758794e-06
Position 12211: 3.5901145653418434e-06
Position 1076: 2.817338256014014e-06
Position 12240: 2.797857648216409e-06
Position 1253: 2.372213259812884e-06
Position 12103: 2.235961283855931e-06
Position 12186: 2.0726283250097765e-06
Position 12012: 1.719472920442613e-06
Position 336: 1.3015800555716658e-06
Position 12136: 1.1467192442787923e-06
Position 11925: 9.840326168141987e-07
Position 11982: 7.679244203163337e-07
Position 1304: 7.09971677851139e-07
Position 12052: 2.839711093105169e-07
Position 1455: 2.687293540947893e-07
Position 1682: 2.6462617675447316e-07
Position 11997: 2.5024606853965553e-07
Position 12189: 1.1636498991303437e-07
Position 11933: 1.0424696455088169e-07
Position 12219: 9.458975439331397e-08
Position 12234: 8.156682230884879e-08
Position 155: 3.2460705399417556e-08
Position 12267: 1.2534425741669935e-08
Position 373: 1.1760299858556898e-08
Position 1494: 4.204541723948614e-09
Position 12121: 7.971310325752459e-10
Position 180: 4.3298645307788356e-10
Position 12315: 1.1872547272500701e-10
Position 100: 4.352922397380223e-11
Position 186: 2.849511904028172e-11
Position 12279: 2.507230313773629e-11
